,sample_1A,sample_1B,sample_1C,sample_2A,sample_2B,sample_2C,sample_3A,sample_3B,sample_3C,sample_4A,sample_4B,sample_4C,sample_5A,sample_5B,sample_5C,sample_6A,sample_6B,sample_6C
OG176,100.0,68.0,28.0,65.0,68.0,56.0,79.0,77.0,88.0,12.0,9.0,29.0,117.0,112.0,110.0,40.0,43.0,72.0
OG177,7.0,0.0,1.0,4.0,4.0,2.0,3.0,5.0,3.0,0.0,0.0,1.0,5.0,5.0,3.0,2.0,4.0,2.0
OG178,22.0,23.0,17.0,30.0,36.0,28.0,36.0,26.0,26.0,16.0,2.0,24.0,18.0,19.0,22.0,9.0,9.0,26.0
OG179,200.0,222.0,141.0,414.0,447.0,285.0,295.0,220.0,278.0,228.0,96.0,237.0,313.0,488.0,375.0,209.0,175.0,288.0
OG180,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OG181,2457.0,3781.0,3062.0,3628.0,4099.0,2743.0,3303.0,2596.0,2916.0,5777.0,2050.0,6012.0,3970.0,8837.0,5896.0,4066.0,2517.0,4354.0
OG182,45.0,57.0,50.0,27.0,21.0,17.0,2.0,8.0,7.0,121.0,65.0,124.0,89.0,198.0,145.0,64.0,66.0,91.0
OG183,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0,4.0,1.0,0.0
OG184,706.0,957.0,659.0,887.0,1004.0,738.0,1137.0,814.0,979.0,945.0,298.0,1017.0,735.0,1278.0,993.0,693.0,621.0,840.0
OG185,23273.0,26634.0,17463.0,16741.0,24335.0,15761.0,29265.0,18904.0,23122.0,28053.0,9540.0,33903.0,6434.0,12325.0,7056.0,10364.0,9297.0,15364.0
OG186,375.0,460.0,287.0,539.0,581.0,445.0,587.0,435.0,497.0,278.0,120.0,331.0,318.0,380.0,303.0,321.0,295.0,406.0
OG187,734.0,944.0,644.0,1074.0,1296.0,882.0,893.0,703.0,771.0,1101.0,446.0,1087.0,927.0,1452.0,1199.0,655.0,766.0,934.0
OG188,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
OG189,2992.0,3405.0,1862.0,3585.0,4406.0,2707.0,6420.0,4362.0,5259.0,2420.0,810.0,3528.0,376.0,469.0,302.0,1363.0,1166.0,2127.0
OG190,361.0,526.0,303.0,359.0,594.0,278.0,745.0,542.0,694.0,355.0,102.0,408.0,98.0,116.0,67.0,174.0,92.0,204.0
OG191,10.0,15.0,6.0,14.0,19.0,18.0,14.0,6.0,13.0,6.0,1.0,7.0,7.0,8.0,11.0,2.0,12.0,12.0
OG192,1222.0,1929.0,1526.0,1792.0,2124.0,1293.0,1390.0,1045.0,1355.0,2822.0,1006.0,3109.0,1863.0,4046.0,3401.0,1953.0,1564.0,2640.0
OG193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
OG194,302.0,414.0,322.0,200.0,247.0,167.0,193.0,102.0,124.0,556.0,168.0,689.0,212.0,673.0,546.0,330.0,244.0,481.0
OG195,24.0,18.0,7.0,21.0,18.0,15.0,16.0,9.0,9.0,24.0,1.0,17.0,11.0,20.0,14.0,10.0,8.0,19.0
OG196,10.0,20.0,7.0,33.0,34.0,27.0,39.0,44.0,30.0,14.0,1.0,14.0,8.0,13.0,18.0,13.0,12.0,27.0
OG197,15.0,3.0,2.0,4.0,6.0,3.0,8.0,1.0,10.0,1.0,1.0,2.0,9.0,5.0,3.0,6.0,3.0,4.0
OG198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OG199,1053.0,1535.0,1705.0,1112.0,1156.0,799.0,534.0,344.0,539.0,3198.0,2201.0,3330.0,2105.0,5115.0,4597.0,2282.0,1856.0,2419.0
OG200,250.0,372.0,259.0,352.0,374.0,244.0,371.0,269.0,334.0,293.0,112.0,355.0,246.0,446.0,342.0,255.0,171.0,308.0
OG201,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
OG202,5.0,1.0,2.0,22.0,11.0,9.0,9.0,13.0,18.0,11.0,8.0,8.0,16.0,8.0,21.0,0.0,0.0,0.0
OG203,54.0,83.0,51.0,126.0,136.0,93.0,76.0,64.0,79.0,104.0,35.0,96.0,74.0,147.0,183.0,93.0,132.0,152.0
OG204,137.0,160.0,111.0,217.0,226.0,152.0,214.0,173.0,201.0,122.0,54.0,156.0,295.0,366.0,323.0,134.0,159.0,248.0
OG205,64.0,105.0,51.0,116.0,162.0,90.0,143.0,106.0,121.0,74.0,26.0,95.0,53.0,56.0,44.0,62.0,35.0,67.0
OG206,184.0,213.0,153.0,304.0,283.0,230.0,253.0,197.0,304.0,227.0,85.0,240.0,174.0,288.0,237.0,200.0,146.0,252.0
OG207,68.0,68.0,36.0,38.0,68.0,38.0,108.0,46.0,78.0,40.0,10.0,45.0,90.0,88.0,64.0,22.0,24.0,34.0
OG208,22.0,25.0,19.0,38.0,40.0,19.0,30.0,12.0,22.0,16.0,6.0,17.0,26.0,21.0,22.0,22.0,13.0,23.0
OG209,215.0,278.0,176.0,287.0,307.0,227.0,367.0,303.0,318.0,240.0,73.0,252.0,123.0,231.0,185.0,191.0,181.0,256.0
OG210,10.0,6.0,5.0,12.0,14.0,6.0,1.0,1.0,2.0,12.0,3.0,13.0,29.0,35.0,40.0,10.0,24.0,24.0
OG211,36.0,48.0,17.0,17.0,20.0,19.0,38.0,17.0,24.0,25.0,7.0,26.0,58.0,53.0,30.0,0.0,0.0,0.0
OG212,34.0,23.0,14.0,33.0,25.0,19.0,35.0,26.0,39.0,23.0,4.0,15.0,45.0,43.0,53.0,19.0,26.0,34.0
OG213,270.0,327.0,221.0,432.0,401.0,368.0,464.0,341.0,451.0,342.0,162.0,382.0,276.0,420.0,456.0,280.0,306.0,424.0
OG214,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
OG215,18.0,28.0,16.0,29.0,32.0,23.0,26.0,22.0,26.0,23.0,5.0,24.0,57.0,47.0,40.0,0.0,0.0,0.0
OG216,8.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,6.0,5.0,2.0,3.0,2.0
OG217,18.0,10.0,2.0,6.0,4.0,6.0,0.0,0.0,1.0,5.0,1.0,5.0,16.0,9.0,3.0,5.0,3.0,2.0
OG218,779.0,1080.0,565.0,1153.0,1201.0,858.0,1848.0,1219.0,1504.0,746.0,227.0,852.0,439.0,641.0,560.0,558.0,688.0,959.0
OG219,3.0,4.0,0.0,1.0,4.0,0.0,0.0,3.0,6.0,8.0,3.0,9.0,9.0,4.0,8.0,1.0,2.0,7.0
OG220,4.0,5.0,7.0,6.0,8.0,7.0,2.0,0.0,3.0,14.0,5.0,19.0,7.0,17.0,5.0,4.0,4.0,6.0
OG221,8.0,7.0,10.0,7.0,17.0,10.0,10.0,2.0,5.0,11.0,3.0,13.0,15.0,20.0,12.0,4.0,7.0,6.0
OG222,87.0,152.0,73.0,219.0,280.0,150.0,140.0,134.0,162.0,105.0,55.0,129.0,109.0,150.0,140.0,97.0,56.0,106.0
OG223,502.0,630.0,507.0,559.0,632.0,426.0,486.0,297.0,395.0,826.0,226.0,862.0,354.0,656.0,498.0,423.0,312.0,483.0
OG224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
OG225,181.0,227.0,148.0,252.0,285.0,162.0,276.0,244.0,295.0,215.0,46.0,236.0,161.0,281.0,189.0,136.0,151.0,212.0
OG226,1692.0,1927.0,1185.0,2088.0,2515.0,1547.0,2855.0,1973.0,2464.0,1766.0,666.0,2057.0,1221.0,1955.0,1747.0,1318.0,1570.0,2355.0
OG227,74.0,90.0,89.0,82.0,98.0,58.0,22.0,19.0,29.0,141.0,48.0,138.0,186.0,289.0,255.0,81.0,86.0,116.0
OG228,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0
OG229,1.0,2.0,1.0,4.0,5.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,4.0
OG230,14.0,10.0,7.0,34.0,25.0,20.0,20.0,20.0,28.0,11.0,4.0,8.0,3.0,2.0,3.0,7.0,12.0,12.0
OG231,134.0,118.0,97.0,276.0,257.0,223.0,268.0,196.0,294.0,140.0,61.0,155.0,92.0,127.0,101.0,149.0,158.0,200.0
OG232,26.0,22.0,16.0,29.0,32.0,25.0,51.0,26.0,37.0,30.0,9.0,30.0,11.0,10.0,9.0,16.0,18.0,32.0
OG233,304.0,410.0,257.0,404.0,467.0,309.0,562.0,485.0,517.0,345.0,151.0,369.0,364.0,514.0,417.0,345.0,245.0,440.0
OG234,55.0,67.0,33.0,39.0,64.0,29.0,54.0,41.0,37.0,44.0,20.0,45.0,36.0,46.0,42.0,26.0,28.0,45.0
OG235,445.0,540.0,415.0,486.0,651.0,342.0,335.0,230.0,324.0,747.0,233.0,929.0,407.0,951.0,647.0,465.0,394.0,575.0
OG236,222.0,323.0,196.0,489.0,490.0,397.0,461.0,350.0,425.0,326.0,141.0,324.0,229.0,368.0,312.0,254.0,240.0,374.0
OG237,465.0,647.0,378.0,1636.0,1376.0,1117.0,967.0,785.0,1050.0,692.0,284.0,636.0,770.0,1197.0,1368.0,843.0,963.0,1225.0
OG238,176.0,199.0,144.0,186.0,227.0,139.0,210.0,143.0,210.0,208.0,89.0,233.0,156.0,281.0,236.0,147.0,134.0,223.0
OG239,462.0,845.0,704.0,551.0,518.0,449.0,64.0,66.0,70.0,1297.0,563.0,1428.0,1016.0,2138.0,1918.0,762.0,674.0,1036.0
OG240,433.0,626.0,559.0,492.0,470.0,477.0,5.0,5.0,4.0,1176.0,329.0,1204.0,744.0,2062.0,1751.0,783.0,720.0,1152.0
OG241,82.0,71.0,60.0,49.0,47.0,31.0,24.0,5.0,13.0,111.0,32.0,123.0,97.0,172.0,151.0,72.0,59.0,83.0
OG242,131.0,189.0,129.0,210.0,294.0,188.0,239.0,176.0,220.0,109.0,70.0,158.0,174.0,175.0,130.0,94.0,119.0,188.0
OG243,1103.0,1452.0,993.0,1875.0,1922.0,1427.0,2280.0,1745.0,2178.0,1544.0,510.0,1813.0,594.0,1009.0,903.0,945.0,912.0,1415.0
OG244,819.0,1094.0,687.0,1373.0,1546.0,1030.0,1703.0,1321.0,1691.0,999.0,380.0,1115.0,432.0,597.0,514.0,708.0,697.0,1075.0
OG245,263.0,356.0,284.0,480.0,514.0,366.0,481.0,346.0,494.0,362.0,116.0,441.0,318.0,546.0,449.0,296.0,368.0,493.0
OG246,416.0,606.0,399.0,691.0,830.0,576.0,585.0,507.0,545.0,772.0,245.0,826.0,653.0,1102.0,794.0,448.0,343.0,593.0
OG247,709.0,713.0,488.0,1173.0,714.0,830.0,568.0,464.0,754.0,1001.0,408.0,1135.0,613.0,1179.0,1904.0,947.0,1326.0,1626.0
OG248,364.0,350.0,265.0,359.0,346.0,321.0,251.0,191.0,256.0,470.0,149.0,481.0,303.0,477.0,513.0,315.0,313.0,461.0
OG249,41.0,31.0,39.0,23.0,28.0,18.0,15.0,19.0,17.0,47.0,17.0,59.0,38.0,46.0,50.0,42.0,23.0,54.0
OG250,16.0,10.0,6.0,5.0,14.0,5.0,11.0,7.0,4.0,4.0,6.0,7.0,11.0,11.0,7.0,3.0,1.0,8.0
OG251,157.0,147.0,93.0,206.0,160.0,163.0,206.0,142.0,211.0,108.0,37.0,136.0,118.0,164.0,167.0,117.0,84.0,129.0
OG252,142.0,174.0,144.0,267.0,316.0,191.0,266.0,168.0,261.0,220.0,75.0,221.0,171.0,342.0,237.0,141.0,166.0,203.0
OG253,10.0,9.0,2.0,13.0,17.0,12.0,8.0,6.0,5.0,8.0,2.0,6.0,21.0,18.0,18.0,3.0,1.0,1.0
OG254,505.0,675.0,430.0,655.0,840.0,566.0,915.0,638.0,768.0,569.0,180.0,666.0,333.0,556.0,472.0,377.0,364.0,630.0
OG255,1543.0,2415.0,1297.0,2219.0,2825.0,2067.0,1583.0,1312.0,1222.0,1671.0,771.0,1671.0,1267.0,2197.0,1533.0,1635.0,1284.0,2307.0
OG256,759.0,913.0,655.0,1336.0,1155.0,867.0,588.0,569.0,734.0,1157.0,359.0,1159.0,913.0,1513.0,1643.0,880.0,1035.0,1412.0
OG257,1061.0,1314.0,734.0,2170.0,1622.0,1632.0,1288.0,943.0,1493.0,1423.0,499.0,1400.0,747.0,1214.0,2346.0,957.0,1441.0,1830.0
OG258,157.0,196.0,122.0,156.0,213.0,138.0,295.0,199.0,236.0,157.0,32.0,171.0,79.0,95.0,66.0,87.0,84.0,127.0
OG259,50.0,38.0,30.0,75.0,91.0,43.0,52.0,38.0,52.0,29.0,10.0,20.0,61.0,82.0,65.0,39.0,27.0,66.0
OG260,58.0,68.0,86.0,87.0,115.0,49.0,1.0,3.0,0.0,149.0,56.0,199.0,151.0,316.0,263.0,97.0,119.0,129.0
OG261,26.0,38.0,29.0,20.0,20.0,23.0,2.0,0.0,3.0,65.0,13.0,69.0,46.0,88.0,92.0,29.0,56.0,60.0
OG262,506.0,732.0,421.0,725.0,913.0,484.0,904.0,595.0,718.0,654.0,263.0,862.0,411.0,807.0,601.0,411.0,361.0,618.0
OG263,87.0,112.0,75.0,91.0,91.0,41.0,134.0,78.0,110.0,1.0,0.0,0.0,145.0,166.0,128.0,101.0,48.0,85.0
OG264,946.0,1113.0,925.0,850.0,669.0,758.0,117.0,114.0,134.0,1690.0,573.0,1761.0,1385.0,2661.0,3151.0,1120.0,1435.0,1754.0
OG265,45.0,27.0,31.0,23.0,13.0,14.0,6.0,1.0,6.0,45.0,17.0,110.0,44.0,69.0,52.0,18.0,22.0,32.0
OG266,101.0,146.0,93.0,115.0,136.0,91.0,96.0,72.0,107.0,162.0,48.0,183.0,68.0,155.0,88.0,79.0,74.0,97.0
OG267,75.0,95.0,53.0,175.0,247.0,135.0,166.0,104.0,146.0,61.0,46.0,72.0,89.0,82.0,64.0,85.0,73.0,110.0
OG268,280.0,381.0,233.0,344.0,360.0,241.0,267.0,233.0,249.0,428.0,132.0,600.0,255.0,561.0,436.0,276.0,254.0,410.0
OG269,39.0,30.0,22.0,11.0,15.0,12.0,21.0,10.0,10.0,17.0,8.0,34.0,25.0,39.0,25.0,27.0,9.0,21.0
OG270,47.0,76.0,18.0,80.0,89.0,51.0,55.0,56.0,71.0,29.0,13.0,33.0,61.0,54.0,69.0,37.0,39.0,70.0
OG271,195.0,197.0,165.0,282.0,290.0,232.0,272.0,230.0,282.0,191.0,50.0,235.0,164.0,314.0,263.0,156.0,166.0,262.0
OG272,342.0,380.0,231.0,363.0,410.0,340.0,612.0,451.0,588.0,310.0,106.0,433.0,174.0,229.0,215.0,255.0,205.0,327.0
OG273,235.0,262.0,165.0,349.0,357.0,278.0,409.0,324.0,379.0,205.0,89.0,229.0,120.0,113.0,166.0,163.0,193.0,312.0
OG274,445.0,675.0,545.0,598.0,548.0,485.0,174.0,159.0,177.0,1133.0,349.0,1271.0,987.0,2208.0,1947.0,629.0,667.0,929.0
OG275,23.0,23.0,13.0,12.0,9.0,15.0,6.0,4.0,7.0,23.0,12.0,46.0,26.0,25.0,26.0,3.0,11.0,12.0
OG276,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
OG277,64.0,66.0,53.0,58.0,75.0,58.0,70.0,42.0,38.0,74.0,38.0,68.0,177.0,341.0,237.0,118.0,111.0,147.0
OG278,303.0,420.0,269.0,707.0,556.0,544.0,591.0,459.0,588.0,475.0,139.0,488.0,237.0,428.0,525.0,325.0,380.0,578.0
OG279,39479.0,48195.0,30337.0,36056.0,50997.0,29691.0,68600.0,46249.0,53436.0,40807.0,12698.0,47786.0,15533.0,27432.0,17454.0,23850.0,20396.0,35159.0
OG280,608.0,887.0,483.0,960.0,880.0,790.0,884.0,703.0,847.0,777.0,275.0,926.0,452.0,932.0,942.0,672.0,648.0,1016.0
OG281,17.0,12.0,15.0,27.0,13.0,22.0,6.0,8.0,10.0,24.0,5.0,13.0,10.0,16.0,17.0,11.0,18.0,26.0
OG282,82.0,102.0,87.0,396.0,282.0,184.0,159.0,103.0,167.0,135.0,48.0,147.0,415.0,565.0,599.0,230.0,249.0,314.0
OG283,85.0,96.0,79.0,79.0,75.0,66.0,69.0,49.0,65.0,121.0,60.0,105.0,85.0,258.0,228.0,119.0,111.0,136.0
OG284,208.0,334.0,182.0,476.0,484.0,341.0,473.0,371.0,528.0,192.0,90.0,243.0,321.0,297.0,252.0,186.0,213.0,279.0
OG285,1191.0,1710.0,800.0,2474.0,2059.0,2007.0,2258.0,1772.0,2382.0,1127.0,445.0,1387.0,457.0,545.0,560.0,795.0,710.0,1199.0
OG286,224.0,285.0,219.0,343.0,433.0,299.0,78.0,56.0,89.0,507.0,159.0,467.0,449.0,880.0,665.0,298.0,423.0,524.0
OG287,2395.0,2630.0,1564.0,4089.0,5083.0,2798.0,5568.0,4356.0,4946.0,2361.0,771.0,2442.0,1374.0,1485.0,1026.0,2021.0,2056.0,3447.0
OG288,130.0,178.0,179.0,182.0,163.0,132.0,67.0,48.0,44.0,353.0,131.0,312.0,262.0,522.0,426.0,187.0,214.0,274.0
OG289,44.0,36.0,38.0,44.0,69.0,35.0,52.0,36.0,40.0,41.0,15.0,48.0,58.0,48.0,45.0,30.0,32.0,37.0
OG290,115.0,139.0,102.0,215.0,221.0,164.0,166.0,124.0,169.0,169.0,43.0,156.0,173.0,346.0,225.0,134.0,110.0,172.0
OG291,35.0,41.0,23.0,43.0,25.0,28.0,63.0,46.0,60.0,13.0,3.0,30.0,58.0,65.0,35.0,29.0,12.0,22.0
OG292,721.0,859.0,531.0,834.0,965.0,630.0,1504.0,1091.0,1211.0,562.0,153.0,675.0,318.0,432.0,248.0,473.0,331.0,619.0
OG293,151.0,202.0,139.0,196.0,224.0,132.0,198.0,149.0,160.0,215.0,52.0,231.0,100.0,200.0,124.0,126.0,79.0,165.0
OG294,23.0,12.0,13.0,17.0,13.0,13.0,16.0,8.0,12.0,22.0,2.0,16.0,18.0,16.0,9.0,9.0,2.0,9.0
OG295,15.0,37.0,8.0,10.0,15.0,20.0,25.0,17.0,15.0,19.0,13.0,44.0,41.0,45.0,33.0,0.0,0.0,0.0
OG296,218.0,214.0,165.0,330.0,334.0,206.0,451.0,347.0,413.0,216.0,53.0,266.0,129.0,149.0,112.0,160.0,180.0,281.0
OG297,10.0,8.0,6.0,22.0,9.0,1.0,7.0,10.0,12.0,12.0,1.0,16.0,8.0,19.0,49.0,26.0,15.0,29.0
OG298,423.0,510.0,331.0,869.0,1004.0,661.0,1063.0,880.0,986.0,438.0,138.0,416.0,374.0,534.0,306.0,408.0,469.0,659.0
OG299,1095.0,1458.0,1013.0,1775.0,2137.0,1245.0,1496.0,1191.0,1381.0,1786.0,684.0,1957.0,1417.0,3160.0,2197.0,1286.0,1469.0,2013.0
OG300,50.0,61.0,49.0,50.0,70.0,57.0,19.0,17.0,16.0,98.0,35.0,84.0,111.0,149.0,143.0,92.0,103.0,119.0
OG301,131.0,144.0,69.0,141.0,158.0,127.0,198.0,150.0,192.0,91.0,26.0,122.0,46.0,62.0,53.0,56.0,52.0,113.0
OG302,39.0,31.0,9.0,36.0,50.0,18.0,39.0,34.0,28.0,21.0,7.0,27.0,25.0,25.0,29.0,22.0,22.0,26.0
OG303,5174.0,5498.0,2771.0,2489.0,3421.0,2232.0,3533.0,2669.0,3241.0,4016.0,1357.0,3405.0,1710.0,2299.0,1647.0,3163.0,2578.0,4831.0
OG304,1860.0,2176.0,1177.0,3534.0,4199.0,2554.0,4036.0,3063.0,3651.0,1854.0,603.0,2062.0,1004.0,1383.0,1020.0,1610.0,1789.0,2930.0
OG305,310.0,343.0,256.0,400.0,405.0,270.0,404.0,319.0,362.0,472.0,142.0,354.0,215.0,643.0,605.0,371.0,354.0,528.0
OG306,24.0,5.0,6.0,4.0,4.0,14.0,6.0,4.0,7.0,5.0,1.0,6.0,9.0,13.0,16.0,8.0,7.0,10.0
OG307,87.0,82.0,62.0,108.0,120.0,93.0,140.0,106.0,117.0,79.0,21.0,93.0,125.0,179.0,128.0,55.0,60.0,98.0
OG308,15.0,7.0,6.0,2.0,2.0,5.0,4.0,1.0,5.0,4.0,1.0,5.0,7.0,13.0,1.0,1.0,3.0,5.0
OG309,45.0,25.0,23.0,49.0,57.0,32.0,49.0,38.0,60.0,30.0,14.0,45.0,35.0,41.0,37.0,27.0,53.0,60.0
OG310,17.0,2.0,5.0,15.0,14.0,11.0,4.0,8.0,8.0,5.0,1.0,7.0,4.0,7.0,6.0,2.0,9.0,16.0
OG311,989.0,1297.0,919.0,1423.0,1537.0,922.0,1483.0,1037.0,1428.0,1321.0,384.0,1835.0,867.0,1788.0,1487.0,1004.0,1107.0,1626.0
OG312,937.0,1111.0,781.0,1329.0,1412.0,923.0,1467.0,917.0,1338.0,1023.0,415.0,1185.0,978.0,1501.0,1262.0,761.0,904.0,1191.0
OG313,3107.0,4786.0,3134.0,4961.0,4979.0,3646.0,5185.0,3877.0,4573.0,3962.0,1144.0,4532.0,3543.0,6511.0,5032.0,3147.0,2488.0,4535.0
OG314,1060.0,1548.0,1007.0,2864.0,2952.0,2033.0,2341.0,1902.0,2222.0,1299.0,526.0,1323.0,1629.0,2445.0,1952.0,1571.0,1348.0,2075.0
OG315,39.0,47.0,36.0,37.0,59.0,39.0,50.0,29.0,40.0,37.0,15.0,46.0,37.0,37.0,43.0,32.0,37.0,32.0
OG316,98.0,80.0,57.0,102.0,110.0,75.0,136.0,104.0,129.0,40.0,27.0,57.0,62.0,73.0,57.0,35.0,39.0,77.0
OG317,329.0,494.0,338.0,365.0,432.0,291.0,335.0,264.0,297.0,457.0,118.0,584.0,283.0,508.0,370.0,224.0,220.0,340.0
OG318,1031.0,1332.0,856.0,1490.0,1654.0,1122.0,1704.0,1129.0,1680.0,1415.0,678.0,1781.0,711.0,1367.0,1193.0,1050.0,1032.0,1581.0
OG319,1394.0,1707.0,1159.0,1855.0,1705.0,1289.0,1566.0,1189.0,1472.0,2004.0,498.0,2361.0,791.0,1614.0,1956.0,1265.0,1543.0,2137.0
OG320,65.0,90.0,63.0,88.0,110.0,79.0,96.0,70.0,105.0,66.0,27.0,88.0,84.0,126.0,113.0,53.0,32.0,83.0
OG321,46.0,40.0,25.0,44.0,46.0,21.0,20.0,9.0,21.0,55.0,20.0,59.0,61.0,75.0,53.0,16.0,21.0,47.0
OG322,22.0,14.0,6.0,7.0,21.0,9.0,6.0,8.0,8.0,10.0,0.0,18.0,17.0,26.0,29.0,6.0,6.0,7.0
OG323,477.0,635.0,390.0,984.0,954.0,637.0,1048.0,799.0,1089.0,530.0,153.0,589.0,454.0,523.0,426.0,533.0,413.0,726.0
OG324,148.0,182.0,144.0,217.0,245.0,179.0,167.0,128.0,178.0,248.0,64.0,239.0,210.0,390.0,391.0,183.0,164.0,253.0
OG325,846.0,1173.0,801.0,1175.0,1553.0,978.0,1354.0,985.0,1361.0,1333.0,530.0,1524.0,846.0,1467.0,1229.0,898.0,793.0,1276.0
OG326,284.0,492.0,390.0,220.0,196.0,185.0,73.0,56.0,71.0,580.0,167.0,782.0,238.0,909.0,423.0,309.0,134.0,308.0
OG327,891.0,1221.0,868.0,1188.0,1274.0,909.0,1493.0,1122.0,1337.0,1132.0,436.0,1356.0,675.0,1321.0,1165.0,703.0,670.0,1003.0
OG328,532.0,588.0,434.0,643.0,769.0,513.0,746.0,534.0,609.0,689.0,220.0,686.0,537.0,883.0,670.0,415.0,521.0,724.0
OG329,2648.0,2931.0,2200.0,2674.0,3640.0,2110.0,3223.0,2337.0,2892.0,3803.0,1272.0,4005.0,2131.0,4062.0,2903.0,2319.0,2657.0,3593.0
OG330,365.0,427.0,288.0,484.0,583.0,343.0,614.0,408.0,487.0,459.0,144.0,486.0,386.0,541.0,455.0,306.0,342.0,453.0
OG331,293.0,389.0,257.0,438.0,561.0,363.0,672.0,477.0,537.0,308.0,89.0,385.0,187.0,237.0,191.0,217.0,187.0,292.0
OG332,153.0,207.0,116.0,235.0,278.0,173.0,398.0,280.0,327.0,194.0,78.0,266.0,117.0,175.0,147.0,154.0,123.0,214.0
OG333,869.0,1288.0,874.0,1085.0,1136.0,943.0,1222.0,804.0,1007.0,1366.0,430.0,1987.0,619.0,1091.0,1032.0,750.0,552.0,907.0
OG334,564.0,663.0,408.0,754.0,825.0,569.0,901.0,709.0,875.0,643.0,188.0,797.0,379.0,634.0,668.0,449.0,616.0,829.0
OG335,40.0,37.0,27.0,37.0,42.0,22.0,38.0,29.0,24.0,58.0,13.0,71.0,36.0,80.0,54.0,50.0,39.0,50.0
OG336,317.0,373.0,267.0,407.0,554.0,270.0,462.0,330.0,434.0,368.0,140.0,483.0,382.0,613.0,473.0,264.0,272.0,447.0
OG337,174.0,222.0,139.0,324.0,338.0,222.0,294.0,249.0,265.0,186.0,58.0,228.0,178.0,266.0,210.0,187.0,138.0,213.0
OG338,554.0,754.0,437.0,1004.0,1136.0,819.0,984.0,777.0,925.0,793.0,278.0,922.0,435.0,741.0,784.0,557.0,617.0,865.0
OG339,71.0,77.0,29.0,54.0,49.0,52.0,82.0,66.0,76.0,18.0,7.0,30.0,60.0,84.0,51.0,43.0,21.0,44.0
OG340,2435.0,3534.0,2081.0,3362.0,3884.0,2977.0,4091.0,2957.0,3567.0,3189.0,1077.0,3696.0,1821.0,2888.0,2517.0,2112.0,1902.0,3016.0
OG341,823.0,1164.0,849.0,1300.0,1140.0,1034.0,1164.0,801.0,1001.0,1222.0,428.0,1363.0,902.0,1800.0,1518.0,945.0,876.0,1395.0
OG342,398.0,594.0,472.0,544.0,628.0,458.0,558.0,417.0,461.0,652.0,234.0,781.0,381.0,768.0,522.0,427.0,384.0,656.0
OG343,60.0,54.0,38.0,79.0,72.0,67.0,88.0,60.0,78.0,54.0,25.0,53.0,50.0,55.0,52.0,58.0,41.0,47.0
OG344,872.0,1374.0,851.0,1492.0,1500.0,1135.0,1880.0,1370.0,1690.0,1081.0,378.0,1333.0,711.0,1182.0,1210.0,931.0,836.0,1243.0
OG345,108.0,112.0,73.0,238.0,178.0,149.0,142.0,105.0,218.0,114.0,45.0,113.0,80.0,107.0,223.0,103.0,144.0,210.0
OG346,22.0,30.0,24.0,42.0,44.0,31.0,39.0,21.0,37.0,32.0,7.0,25.0,20.0,35.0,30.0,22.0,17.0,16.0
OG347,74.0,118.0,67.0,102.0,115.0,65.0,114.0,94.0,100.0,90.0,29.0,96.0,51.0,133.0,107.0,80.0,54.0,96.0
OG348,74.0,124.0,59.0,194.0,228.0,120.0,153.0,108.0,138.0,58.0,29.0,75.0,77.0,92.0,67.0,64.0,63.0,129.0
OG349,24.0,7.0,0.0,5.0,4.0,7.0,4.0,0.0,4.0,2.0,3.0,8.0,16.0,4.0,4.0,1.0,3.0,4.0
OG350,1271.0,1735.0,1089.0,2989.0,2475.0,1892.0,2514.0,1854.0,2534.0,1195.0,479.0,1300.0,1258.0,1870.0,2409.0,1403.0,1624.0,2096.0
