0,sample_1A,sample_1B,sample_1C,sample_2A,sample_2B,sample_2C,sample_3A,sample_3B,sample_3C,sample_4A,sample_4B,sample_4C,sample_5A,sample_5B,sample_5C,sample_6A,sample_6B,sample_6C
NLANBGKA_00888,248,443,23,0,0,0,15,126,35,158,33,32,510,73,101,1,10,25
NLANBGKA_00889,245,359,17,0,0,0,9,113,34,145,23,20,343,52,86,6,13,28
NLANBGKA_00890,883,1217,67,0,0,0,39,293,129,494,106,76,1079,161,341,11,43,98
NLANBGKA_00891,3,0,1,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0
NLANBGKA_00892,171,268,13,0,0,0,5,37,12,83,19,17,379,34,51,2,2,5
NLANBGKA_00893,47,71,4,0,0,0,4,18,9,27,3,8,125,18,19,0,1,2
NLANBGKA_00894,153,234,8,0,0,0,3,34,14,52,11,6,312,44,44,2,0,8
NLANBGKA_00895,803,1329,74,0,0,0,25,321,108,419,83,82,1675,187,309,8,20,59
NLANBGKA_00896,283,440,24,0,0,0,4,118,34,139,20,19,691,99,65,2,9,21
NLANBGKA_00897,2118,2271,98,0,0,0,63,649,206,849,154,147,2045,276,304,22,38,117
NLANBGKA_00898,1119,1523,107,0,0,1,33,409,121,551,107,111,1648,201,222,11,31,73
NLANBGKA_00899,1,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
NLANBGKA_00900,1,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
NLANBGKA_00901,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,0,0,0
NLANBGKA_00902,0,2,3,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0
NLANBGKA_00903,336,548,32,0,0,0,18,145,43,205,34,33,590,94,94,4,15,21
NLANBGKA_00904,42,74,2,0,0,0,3,26,7,39,10,4,83,13,10,0,0,3
NLANBGKA_00905,212,359,17,0,0,0,14,83,24,128,23,19,427,56,41,2,9,20
NLANBGKA_00906,1067,1514,74,0,0,0,45,442,146,586,95,112,2178,287,245,24,38,109
NLANBGKA_00907,206,245,9,0,0,0,7,60,19,86,15,21,286,31,34,3,3,20
NLANBGKA_00908,128,215,10,0,0,0,5,44,11,63,18,19,239,28,30,2,9,11
NLANBGKA_00909,215,340,18,0,0,0,9,76,27,86,25,24,363,67,59,3,1,16
NLANBGKA_00910,47,76,2,0,0,0,3,14,8,27,3,6,102,12,21,0,4,12
NLANBGKA_00911,6,13,0,0,0,0,0,5,0,3,2,3,17,7,2,1,0,0
NLANBGKA_00912,25465,31191,1386,1,0,1,729,7852,2137,11313,2172,2084,26656,3360,3655,171,402,1145
NLANBGKA_00913,0,3,0,0,0,0,0,1,0,1,1,0,4,1,0,0,0,0
NLANBGKA_00914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00915,264,420,14,0,0,0,11,123,41,147,29,32,409,48,63,4,8,23
NLANBGKA_00916,132,222,9,0,0,0,7,61,16,75,20,11,221,25,27,2,2,5
NLANBGKA_00917,871,1266,60,0,0,0,38,352,65,528,73,102,1210,232,158,11,28,73
NLANBGKA_00918,70,99,7,0,0,0,3,34,5,44,13,13,148,22,23,5,3,5
NLANBGKA_00919,1,9,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
NLANBGKA_00920,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NLANBGKA_00921,2352,2859,146,0,0,0,70,920,242,1149,197,151,2536,323,263,18,66,152
NLANBGKA_00922,33,62,2,0,0,0,5,21,4,17,8,7,76,8,4,0,0,4
NLANBGKA_00923,18,54,3,0,0,0,1,15,3,8,4,1,52,8,8,0,0,2
NLANBGKA_00924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00925,5,14,0,0,0,0,2,1,3,4,0,2,15,2,2,0,0,0
NLANBGKA_00926,17,39,2,0,0,0,2,9,6,12,2,4,41,8,2,0,1,1
NLANBGKA_00927,45,82,6,0,0,0,2,25,6,31,7,6,60,14,4,0,1,6
NLANBGKA_00928,20,25,2,0,0,0,2,5,2,8,2,2,56,11,13,0,2,1
NLANBGKA_00929,131,181,9,0,0,0,1,58,32,78,17,18,284,64,108,4,14,25
NLANBGKA_00930,20,31,1,0,0,0,4,11,5,10,2,3,52,6,4,0,1,4
NLANBGKA_00931,27,46,3,0,0,0,3,16,8,15,6,4,83,12,14,2,2,6
NLANBGKA_00932,3,5,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0
NLANBGKA_00933,8723,14674,828,0,0,2,424,4148,1426,5075,919,941,14694,1881,2522,188,247,827
NLANBGKA_00934,15,22,1,0,0,0,2,6,2,13,3,1,22,3,0,0,0,4
NLANBGKA_00935,161,256,17,0,0,0,9,75,15,106,15,20,190,28,21,3,3,9
NLANBGKA_00936,0,3,0,0,0,0,0,4,2,4,1,2,4,0,0,0,0,0
NLANBGKA_00937,98,135,6,0,0,0,4,45,10,80,11,21,120,17,11,0,0,4
NLANBGKA_00938,68,93,4,0,0,0,4,28,17,48,3,9,122,17,13,0,4,4
NLANBGKA_00939,170,294,10,0,0,0,6,86,25,95,23,20,237,32,29,2,2,11
NLANBGKA_00940,0,4,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0
NLANBGKA_00941,0,4,0,0,0,0,1,1,0,1,3,0,4,0,0,0,0,0
NLANBGKA_00942,9,20,0,0,0,0,1,4,1,3,1,0,28,3,6,0,0,1
NLANBGKA_00943,3,5,1,0,0,0,0,1,3,4,0,0,5,1,1,0,0,1
NLANBGKA_00944,1,3,2,0,0,0,1,0,3,0,1,0,6,2,1,0,2,0
NLANBGKA_00945,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
NLANBGKA_00946,2630,3558,219,0,0,0,129,1035,310,1451,272,215,5390,776,873,50,118,294
NLANBGKA_00947,5,12,0,0,0,0,1,0,0,2,1,0,2,1,13,0,1,0
NLANBGKA_00948,89,137,5,0,0,0,2,35,9,50,6,10,134,13,19,0,3,6
NLANBGKA_00949,8,25,2,0,0,0,0,8,1,7,2,4,15,4,0,0,2,1
NLANBGKA_00950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00951,17,27,2,0,0,0,0,2,2,7,1,3,18,5,5,0,0,0
NLANBGKA_00952,1134,1725,104,0,0,0,60,564,167,666,112,125,2096,284,250,16,54,143
NLANBGKA_00953,413,641,21,0,0,0,26,181,41,198,43,32,1007,112,99,6,8,18
NLANBGKA_00954,493,652,35,0,0,0,15,190,46,215,43,66,1067,125,119,6,19,36
NLANBGKA_00955,2453,3575,186,0,0,0,124,1025,293,1339,242,250,4860,622,730,38,87,199
NLANBGKA_00956,37,29,2,0,0,0,1,4,1,8,1,3,14,2,1,0,0,0
NLANBGKA_00957,642,866,26,0,0,0,13,147,34,227,36,40,438,47,65,4,4,9
NLANBGKA_00958,667,996,65,0,0,0,42,440,153,469,85,78,2533,329,366,14,49,119
NLANBGKA_00959,58,91,3,0,0,0,4,46,14,44,17,8,273,25,37,3,5,17
NLANBGKA_00960,1541,2318,125,0,1,1,106,976,293,935,136,139,5662,688,644,32,71,240
NLANBGKA_00961,218,301,24,0,0,0,10,98,38,114,18,17,600,82,130,6,16,35
NLANBGKA_00962,724,1094,51,0,0,0,39,378,99,407,80,65,1304,197,185,15,19,80
NLANBGKA_00963,3896,5618,319,0,1,0,200,1689,510,2084,397,401,8024,931,1197,81,185,420
NLANBGKA_00964,3662,4932,250,0,1,0,176,1447,454,1880,373,343,6789,882,1148,61,232,452
NLANBGKA_00965,684,1060,44,0,1,0,28,294,53,417,76,79,1187,154,149,12,15,37
NLANBGKA_00966,4,8,1,0,0,0,0,3,1,3,1,1,5,0,0,0,1,0
NLANBGKA_00967,4,1,1,0,0,0,0,0,0,6,0,0,2,0,0,0,1,0
NLANBGKA_00968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_00969,2,3,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0
NLANBGKA_00970,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
NLANBGKA_00971,0,2,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0
NLANBGKA_00972,1,2,0,0,0,0,0,1,2,2,1,1,2,0,0,0,0,0
NLANBGKA_00973,162,237,6,0,0,0,13,85,10,93,12,19,494,78,78,3,9,15
NLANBGKA_00974,416,657,36,0,0,0,27,216,57,282,44,61,1267,205,144,9,17,53
NLANBGKA_00975,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NLANBGKA_00976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NLANBGKA_00977,5,7,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0
NLANBGKA_00978,10,23,0,0,0,0,1,10,2,11,3,3,18,5,5,0,0,0
NLANBGKA_00979,3504,5633,238,0,0,0,154,1524,380,1910,349,329,5133,683,509,25,49,196
NLANBGKA_00980,155,177,9,0,0,0,7,46,20,73,11,11,126,19,35,3,7,13
NLANBGKA_00981,240,295,18,0,0,0,12,99,32,143,23,22,297,49,73,4,17,32
NLANBGKA_00982,72,55,4,0,0,0,1,21,8,21,4,8,132,23,33,1,1,5
NLANBGKA_00983,30,40,3,0,0,0,2,19,5,13,9,4,60,12,15,0,1,1
NLANBGKA_00984,145,195,11,0,0,0,4,55,22,88,12,14,299,41,44,2,8,8
NLANBGKA_00985,88,128,3,0,0,0,4,43,12,71,5,17,227,34,36,1,1,8
NLANBGKA_00986,19,34,0,0,0,0,2,8,5,13,1,1,75,8,8,0,1,3
NLANBGKA_00987,44,67,5,0,0,0,2,16,7,23,2,3,98,17,13,2,1,4
NLANBGKA_00988,14,16,1,0,0,0,1,5,1,7,2,2,26,6,8,1,2,1
NLANBGKA_00989,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0
NLANBGKA_00990,230,355,35,0,0,0,14,114,44,132,28,37,846,137,165,3,14,34
NLANBGKA_00991,97,146,7,0,0,0,13,31,7,44,13,8,151,26,14,1,3,5
NLANBGKA_00992,22,40,1,0,0,0,0,6,3,9,3,4,48,6,8,1,0,3
NLANBGKA_00993,663,739,42,0,0,0,28,244,82,360,75,53,1998,267,252,12,48,115
NLANBGKA_00994,529,889,57,0,0,0,17,259,57,341,73,62,1978,289,372,8,15,48
NLANBGKA_00995,47,45,2,0,0,0,1,15,5,24,2,4,91,9,11,0,1,5
NLANBGKA_00996,94,170,4,0,0,0,3,42,13,68,7,9,248,20,25,0,1,12
NLANBGKA_00997,642,938,44,0,0,0,30,220,75,330,68,59,1140,149,253,12,56,97
NLANBGKA_00998,407,573,30,0,0,0,20,162,60,220,53,42,784,119,216,9,23,68
NLANBGKA_00999,24,31,4,0,0,0,0,4,4,14,3,1,38,7,11,0,2,4
NLANBGKA_01000,14,19,1,0,0,0,2,5,2,8,0,2,28,2,0,0,0,2
NLANBGKA_01001,35,45,3,0,0,0,2,19,3,16,3,5,45,2,8,1,3,5
NLANBGKA_01002,22,14,0,0,0,0,2,7,0,6,0,3,20,6,2,0,1,3
NLANBGKA_01003,9,20,1,0,0,0,0,3,4,9,3,1,35,4,5,0,1,1
NLANBGKA_01004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NLANBGKA_01005,318,399,18,0,0,0,11,111,34,146,37,31,462,63,78,3,11,27
NLANBGKA_01006,1159,2007,92,0,0,0,39,487,125,565,98,119,1725,264,232,8,17,77
NLANBGKA_01007,5,9,0,0,0,0,0,3,2,7,0,1,17,1,2,0,0,0
NLANBGKA_01008,434,576,25,0,0,0,17,131,41,219,36,41,476,55,86,8,12,25
NLANBGKA_01009,1487,2223,114,1,0,0,75,637,176,764,123,125,2879,407,444,8,38,128
NLANBGKA_01010,100,155,9,0,0,0,7,33,21,53,10,15,112,10,11,1,2,6
NLANBGKA_01011,1105,1761,130,1,0,0,57,488,150,655,135,103,2820,424,641,31,63,163
NLANBGKA_01012,1186,1771,121,0,0,0,66,634,169,786,134,143,3353,477,598,41,58,153
NLANBGKA_01013,8,4,0,0,0,0,0,1,0,0,2,2,10,3,2,0,1,1
NLANBGKA_01014,2,8,0,0,0,0,0,4,1,1,0,2,10,4,1,0,2,2
NLANBGKA_01015,11,4,0,0,0,0,1,1,0,7,0,3,13,4,0,0,1,2
NLANBGKA_01016,13,11,1,0,0,0,1,6,2,5,1,0,10,3,8,1,1,0
NLANBGKA_01017,1734,2452,151,1,0,0,107,711,234,882,162,174,2904,432,523,35,108,180
NLANBGKA_01018,109,122,12,0,0,0,8,36,15,41,8,11,349,63,58,5,4,34
NLANBGKA_01019,50,104,8,0,0,0,3,11,9,28,3,12,101,13,21,2,5,9
NLANBGKA_01020,80,107,7,0,0,0,1,20,5,43,12,5,165,23,11,1,3,6
NLANBGKA_01021,424,582,23,0,0,0,27,173,46,225,39,48,627,103,85,9,10,35
NLANBGKA_01022,500,597,41,0,0,0,21,175,33,268,50,48,709,120,127,9,34,42
NLANBGKA_01023,80,83,5,0,0,0,3,42,16,42,12,12,209,26,61,1,4,12
NLANBGKA_01024,1,7,0,0,0,0,0,0,2,2,0,1,21,3,5,0,0,1
NLANBGKA_01025,203,232,22,0,0,0,13,80,40,110,23,16,403,67,77,3,18,32
NLANBGKA_01026,186,273,22,0,0,0,9,90,22,85,26,15,332,42,64,6,7,10
NLANBGKA_01027,400,620,30,0,0,0,20,153,44,204,30,53,755,77,78,4,13,29
NLANBGKA_01028,343,462,23,0,0,0,19,108,40,124,38,40,619,92,88,4,17,33
NLANBGKA_01029,9992,12766,638,1,1,0,309,3039,895,4473,778,880,7085,942,907,86,174,618
NLANBGKA_01030,48379,87089,4691,0,1,2,1959,16670,4810,25247,3873,5782,41290,5849,5549,562,730,2586
NLANBGKA_01031,12946,21001,973,0,1,1,523,4012,982,6452,1352,1307,11443,1577,1478,129,207,646
NLANBGKA_01032,23398,27425,1587,1,1,1,701,6549,1907,9307,1766,1638,17992,2053,2308,140,353,1035
NLANBGKA_01033,354,527,20,0,0,0,14,134,40,194,31,43,436,48,75,2,6,15
NLANBGKA_01034,541,772,40,0,0,0,15,190,51,280,38,64,627,77,104,8,15,26
NLANBGKA_01035,101,146,7,0,0,0,5,27,10,57,9,11,127,21,12,0,2,9
NLANBGKA_01036,117,233,8,0,0,0,6,30,13,60,8,15,134,15,40,0,3,5
NLANBGKA_01037,950,1271,62,0,0,0,49,297,85,484,76,101,1462,189,165,15,44,80
NLANBGKA_01038,309,570,31,0,0,0,16,121,22,120,25,28,440,50,36,5,5,12
NLANBGKA_01039,90,122,4,0,0,0,6,29,9,47,4,6,137,23,14,9,3,8
NLANBGKA_01040,4,7,1,0,1,0,0,1,0,2,0,1,9,3,3,0,0,0
NLANBGKA_01041,2,6,0,0,0,0,1,2,0,2,1,1,3,1,4,0,0,1
NLANBGKA_01042,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
NLANBGKA_01043,43,109,6,0,0,0,3,26,13,29,4,6,148,14,3,0,2,7
NLANBGKA_01044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01045,7,11,1,0,0,0,1,0,2,3,3,0,4,0,0,0,3,0
NLANBGKA_01046,22,42,3,0,0,0,0,11,1,13,3,3,34,2,4,0,1,0
NLANBGKA_01047,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
NLANBGKA_01048,60,99,4,0,0,0,5,43,13,41,12,8,158,10,8,0,2,7
NLANBGKA_01049,42,81,5,0,1,0,1,25,18,29,4,4,104,6,12,0,1,2
NLANBGKA_01050,166,258,21,0,0,0,11,95,41,104,14,17,550,66,28,3,7,16
NLANBGKA_01051,16,24,1,0,0,0,0,4,1,6,1,1,67,8,4,0,2,1
NLANBGKA_01052,4,3,0,0,0,0,0,2,2,3,0,1,7,1,1,0,0,0
NLANBGKA_01053,0,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0,1,0
NLANBGKA_01054,162,242,59,0,0,0,52,99,60,174,41,101,279,99,81,17,39,77
NLANBGKA_01055,203,309,26,0,0,0,14,63,28,122,25,23,320,38,33,3,7,18
NLANBGKA_01056,10,16,0,0,0,0,2,6,1,7,3,1,22,0,1,0,0,1
NLANBGKA_01057,22,27,5,0,0,0,13,12,9,19,3,14,39,9,14,1,8,14
NLANBGKA_01058,29,27,3,0,0,0,10,13,14,26,7,6,43,18,11,2,3,11
NLANBGKA_01059,40,74,18,0,0,0,24,39,12,43,17,32,84,34,31,6,7,19
NLANBGKA_01060,83,171,20,0,0,0,5,50,17,72,15,19,186,20,32,4,3,11
NLANBGKA_01061,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
NLANBGKA_01062,18,47,3,0,0,0,3,5,9,32,3,2,41,5,2,0,2,2
NLANBGKA_01063,83,179,61,0,0,0,96,117,138,142,50,143,171,138,224,44,105,161
NLANBGKA_01064,25,51,33,0,0,0,49,54,49,44,13,73,73,60,99,16,37,62
NLANBGKA_01065,48,129,51,0,0,0,78,79,87,126,59,116,157,83,101,35,80,82
NLANBGKA_01066,670,981,377,0,0,0,678,787,667,994,307,901,1107,970,1059,236,649,1023
NLANBGKA_01067,398,662,268,0,0,0,374,512,442,624,231,584,695,607,747,188,475,638
NLANBGKA_01068,10,28,4,0,0,0,6,8,5,11,2,15,43,13,16,1,3,5
NLANBGKA_01069,50,59,11,0,0,0,14,16,24,31,13,25,84,33,58,5,16,25
NLANBGKA_01070,11,9,7,0,0,0,5,13,7,11,3,9,5,5,14,1,10,11
NLANBGKA_01071,55,96,51,0,0,0,64,72,70,105,32,82,89,76,147,30,66,89
NLANBGKA_01072,136,269,135,0,0,0,191,240,196,296,112,305,327,301,479,113,213,311
NLANBGKA_01073,2,5,5,0,0,0,5,3,7,7,6,12,8,7,16,3,11,4
NLANBGKA_01074,29,58,14,0,0,0,27,46,48,65,23,70,52,62,117,36,56,77
NLANBGKA_01075,243,383,180,0,0,0,257,362,352,502,186,404,484,489,840,183,357,632
NLANBGKA_01076,348,579,209,0,0,0,351,473,388,641,224,575,661,511,630,162,307,574
NLANBGKA_01077,15,27,9,0,0,0,21,21,13,31,14,19,30,18,18,8,7,13
NLANBGKA_01078,126,209,74,0,0,0,84,188,183,213,90,224,188,190,269,73,165,268
NLANBGKA_01079,27,48,14,0,0,0,25,31,29,37,12,32,25,23,16,6,9,17
NLANBGKA_01080,64,127,77,0,0,0,89,115,85,139,47,116,134,89,109,35,54,105
NLANBGKA_01081,739,1314,80,0,0,0,43,364,113,516,114,100,2564,382,544,28,77,178
NLANBGKA_01082,1027,1562,104,0,0,0,72,492,164,661,135,112,3181,522,691,52,88,146
NLANBGKA_01083,2383,4276,193,0,0,0,112,757,215,1254,171,166,4393,654,549,40,59,192
NLANBGKA_01084,150,211,11,0,0,0,6,43,17,66,15,5,326,29,34,3,5,4
NLANBGKA_01085,1108,1632,89,0,0,0,39,398,91,545,120,109,1672,222,229,16,28,52
NLANBGKA_01086,58,118,7,0,0,0,4,26,12,39,7,11,155,16,13,2,1,4
NLANBGKA_01087,228,319,12,0,0,0,5,77,19,100,21,15,345,35,49,2,3,12
NLANBGKA_01088,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
NLANBGKA_01089,10,19,2,0,0,0,0,4,0,5,1,2,16,2,3,0,3,0
NLANBGKA_01090,188,319,19,0,0,0,10,103,20,117,27,22,261,42,35,4,5,12
NLANBGKA_01091,626,989,50,0,0,0,22,275,72,348,86,69,632,107,113,13,15,35
NLANBGKA_01092,415,578,23,0,0,0,12,155,43,219,40,39,419,53,56,4,13,37
NLANBGKA_01093,252,462,26,0,0,0,9,100,31,147,23,28,298,41,52,5,4,18
NLANBGKA_01094,2711,3738,177,0,0,1,101,988,283,1322,203,227,2462,343,319,31,49,172
NLANBGKA_01095,109,260,17,0,0,0,9,61,22,82,15,26,159,44,57,3,5,14
NLANBGKA_01096,17,25,1,0,0,0,1,9,2,16,0,2,38,7,4,0,1,6
NLANBGKA_01097,85,129,10,0,0,0,5,31,12,55,10,10,139,28,46,4,18,19
NLANBGKA_01098,5941,8451,352,0,0,0,185,2009,562,2644,411,544,6731,844,816,49,87,276
NLANBGKA_01099,298,542,28,0,0,0,17,127,36,170,29,43,596,58,55,6,3,12
NLANBGKA_01100,258,256,18,0,0,0,17,79,31,137,32,16,587,71,82,3,17,22
NLANBGKA_01101,2163,3121,177,0,0,0,105,840,266,1242,221,227,4007,559,569,43,98,205
NLANBGKA_01102,1247,2118,114,0,0,2,81,585,150,751,148,124,2848,415,474,40,59,146
NLANBGKA_01104,4,5,1,0,0,0,1,3,0,3,0,2,12,1,4,1,0,0
NLANBGKA_01105,0,4,1,0,0,0,1,3,0,3,1,0,11,0,3,0,0,1
NLANBGKA_01106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NLANBGKA_01107,217,286,22,0,0,0,8,81,32,94,16,20,314,44,40,5,8,20
NLANBGKA_01108,155,246,7,0,0,0,10,78,15,95,15,18,341,41,36,3,4,17
NLANBGKA_01109,212,327,12,1,0,0,10,84,21,115,22,21,394,56,42,3,8,20
NLANBGKA_01110,247,360,16,1,0,1,13,119,27,128,31,33,424,44,31,6,5,18
NLANBGKA_01111,55,71,4,0,0,0,1,20,8,24,6,7,96,15,12,2,1,1
NLANBGKA_01112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLANBGKA_01113,89,140,4,0,0,0,1,30,15,47,6,7,130,15,2,1,3,5
NLANBGKA_01114,133,178,8,0,0,0,5,47,18,66,12,13,161,24,12,3,4,9
NLANBGKA_01115,342,534,22,0,0,0,11,127,33,199,36,34,365,47,19,5,4,24
NLANBGKA_01116,189,257,15,0,0,0,1,66,19,87,19,13,218,19,29,4,6,11
NLANBGKA_01117,24,32,4,0,0,0,2,14,3,7,2,1,42,10,7,0,0,4
NLANBGKA_01118,84,192,6,0,0,0,1,42,13,52,5,11,119,18,10,1,1,3
NLANBGKA_01119,208,318,8,0,0,0,2,73,15,98,13,18,318,43,21,1,3,13
NLANBGKA_01120,311,383,15,0,0,0,7,79,25,139,16,21,411,44,44,3,5,17
NLANBGKA_01121,5,4,0,1,1,0,2,4,1,3,0,0,9,0,2,0,0,0
NLANBGKA_01122,1252,1750,75,0,3,1,50,375,130,588,113,80,1709,190,154,11,26,64
NLANBGKA_01123,236,396,11,0,0,0,8,76,34,118,25,13,424,46,49,1,9,8
NLANBGKA_01124,130,206,7,0,0,1,3,65,14,73,11,15,265,28,40,0,5,5
NLANBGKA_01125,357,553,25,0,0,0,15,132,33,194,47,35,780,94,90,6,10,13
NLANBGKA_01126,1184,1780,109,0,0,0,38,384,104,620,135,86,2275,235,197,13,23,52
NLANBGKA_01127,137,172,9,0,0,0,3,41,14,67,13,10,149,20,25,2,3,9
NLANBGKA_01128,23,35,2,0,0,0,4,9,3,4,1,6,15,5,10,0,0,2
NLANBGKA_01129,39,24,3,0,0,0,0,8,2,17,1,3,43,6,2,0,0,1
NLANBGKA_01130,52,61,8,0,0,0,3,27,5,33,11,5,112,8,12,0,2,4
NLANBGKA_01131,136,228,13,0,0,0,4,58,15,80,14,16,189,23,26,0,2,8
NLANBGKA_01132,1209,1624,73,0,0,0,44,392,130,572,114,103,1692,153,150,9,23,63
NLANBGKA_01133,662,917,53,0,0,0,15,188,72,306,62,52,901,110,158,4,23,47
NLANBGKA_01134,444,513,29,0,0,0,11,129,42,188,32,29,698,79,93,3,15,17
NLANBGKA_01135,2,4,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0
NLANBGKA_01136,1,7,1,0,0,0,0,3,1,3,1,0,2,2,0,0,0,1
NLANBGKA_01137,16,32,0,0,0,0,1,4,1,19,4,0,21,5,3,0,0,1
NLANBGKA_01138,544,887,38,0,0,0,15,174,37,240,42,37,981,101,95,1,4,11
NLANBGKA_01139,2230,3066,151,0,0,0,82,812,199,1086,165,175,2760,314,346,25,45,126
NLANBGKA_01140,59,61,3,0,0,0,3,19,7,15,5,3,112,9,25,0,0,3
NLANBGKA_01141,1,3,0,0,0,0,0,0,1,1,0,0,5,0,2,0,0,0
NLANBGKA_01142,7,7,0,0,0,0,0,5,4,2,0,0,28,3,3,0,0,0
NLANBGKA_01143,428,598,32,0,1,0,19,189,55,270,41,47,1270,164,106,7,8,48
NLANBGKA_01144,61,153,11,0,0,0,0,39,14,52,7,13,186,25,33,1,0,13
NLANBGKA_01145,359,455,23,0,0,0,12,144,50,193,21,31,729,98,155,9,14,57
NLANBGKA_01146,279,354,18,0,0,0,7,82,38,152,39,35,429,52,38,4,6,16
NLANBGKA_01147,747,1233,62,0,0,0,32,285,73,407,100,75,1261,152,108,8,8,42
NLANBGKA_01148,263,422,18,0,0,0,9,96,37,129,22,27,586,89,68,3,9,17
NLANBGKA_01149,188,252,14,0,0,0,9,63,24,95,12,19,359,42,69,2,4,15
NLANBGKA_01150,372,677,36,0,0,0,21,166,37,194,36,37,559,81,52,5,11,19
NLANBGKA_01151,607,821,54,0,0,0,26,182,62,273,47,49,707,76,87,8,11,42
NLANBGKA_01152,391,659,26,0,0,0,28,152,71,178,31,34,663,73,70,4,5,21
NLANBGKA_01153,140,170,11,0,0,0,4,47,15,62,10,10,291,26,30,0,2,5
NLANBGKA_01154,357,512,37,0,0,0,21,149,52,203,39,29,746,65,122,3,10,25
NLANBGKA_01155,459,644,30,0,0,0,16,144,55,224,54,37,1040,91,104,5,10,28
NLANBGKA_01156,1100,1286,62,0,0,0,37,312,85,472,77,71,1885,195,204,14,13,44
NLANBGKA_01157,53,71,6,0,0,0,3,18,4,19,4,3,72,11,15,0,3,6
NLANBGKA_01158,22,35,1,0,0,0,2,8,4,11,2,1,41,6,3,0,1,4
NLANBGKA_01159,401,536,20,0,0,0,14,80,23,149,32,26,418,51,79,2,3,5
NLANBGKA_01160,3205,4720,204,0,0,0,92,1139,337,1509,287,276,4458,525,689,49,82,207
NLANBGKA_01161,178,268,10,0,0,0,10,63,5,97,13,16,192,21,17,3,2,12
NLANBGKA_01162,105,144,8,0,0,0,3,27,6,58,4,7,116,17,9,2,2,2
NLANBGKA_01163,254,392,20,0,0,0,12,86,30,120,41,25,440,57,79,7,7,15
NLANBGKA_01164,273,385,23,0,0,0,15,89,55,147,21,30,527,65,118,5,11,24
NLANBGKA_01165,371,566,23,0,0,0,20,126,47,183,29,35,559,67,76,7,8,20
NLANBGKA_01166,351,543,34,0,0,0,11,124,36,196,44,46,558,57,69,6,10,21
NLANBGKA_01167,561,770,39,0,0,0,19,167,53,262,49,63,1047,122,132,1,11,40
NLANBGKA_01168,1640,1970,93,0,0,0,45,442,187,660,87,140,1500,190,341,14,36,101
NLANBGKA_01169,1712,2044,79,0,0,0,48,444,155,730,93,120,1487,162,234,10,35,80
NLANBGKA_01170,1164,1764,60,0,0,0,33,314,140,492,107,100,952,118,219,15,8,76
NLANBGKA_01171,2187,2495,129,0,0,0,65,591,155,901,211,171,1737,183,260,16,28,96
NLANBGKA_01172,33,60,2,0,0,0,1,14,5,18,10,5,83,9,13,1,2,6
NLANBGKA_01173,14,25,2,0,0,0,1,6,5,8,6,2,25,3,2,1,0,1
NLANBGKA_01174,480,709,34,0,0,0,29,188,59,272,52,47,1113,134,129,10,17,50
NLANBGKA_01175,18,20,0,0,0,0,0,10,1,5,0,0,24,2,0,0,0,0
NLANBGKA_01176,707,1026,46,0,0,0,33,222,85,343,48,63,903,96,142,6,15,45
NLANBGKA_01177,1463,2065,91,0,0,0,60,479,121,664,115,99,1386,132,143,9,16,66
NLANBGKA_01178,145,209,12,0,0,0,6,48,13,59,7,10,118,13,17,5,1,12
NLANBGKA_01179,203,242,5,0,0,0,7,47,19,78,8,10,153,18,18,1,3,2
