Id	sample_1A	sample_1B	sample_1C	sample_3A	sample_3B	sample_3C	sample_4A	sample_4B	sample_4C	sample_5A	sample_5B	sample_5C	sample_6A	sample_6B	sample_6C	norm.sample_1A	norm.sample_1B	norm.sample_1C	norm.sample_3A	norm.sample_3B	norm.sample_3C	norm.sample_4A	norm.sample_4B	norm.sample_4C	norm.sample_5A	norm.sample_5B	norm.sample_5C	norm.sample_6A	norm.sample_6B	norm.sample_6C	baseMean	All	minus 5614	minus 6086	minus 10675	minus SICO	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
NLANBGKA_00246	23	46	7	18	29	21	30	13	19	51	26	59	5	13	28	4	5	15	66	13	30	10	22	32	5	20	44	56	79	59	30.73	8	36	21	23	65	8.992	3.169	3.728	0.000192962136169542	0.00239398552678635	0.4303	0.0564	0.2356	0.4303	TRUE	0.1938
NLANBGKA_01078	126	209	74	84	188	183	213	90	224	188	190	269	73	165	268	22	24	163	308	84	261	69	155	378	20	150	200	814	1004	563	280.84	70	218	201	123	794	11.624	3.539	3.729	0.000191932276549073	0.00239398552678635	0.639	0.0148	0.2727	0.639	TRUE	0.2822
NLANBGKA_00946	2630	3558	219	129	1035	310	1451	272	215	5390	776	873	50	118	294	455	416	481	474	460	442	468	469	362	560	611	648	558	718	617	515.92	451	459	433	606	631	1.423	0.509	3.721	0.00019881342502688	0.00242711429272815	0.0056	0.0125	0.0086	0.0086	TRUE	0.0806
NLANBGKA_01810	260	408	21	15	90	45	136	16	26	509	69	79	12	14	41	45	48	46	55	40	64	44	28	44	53	54	59	134	85	86	58.95	46	53	39	55	102	2.035	1.025	3.677	0.000236051103288341	0.00280102206831336	0.0133	0.034	0.0252	0.0252	TRUE	0.3582
NLANBGKA_01057	22	27	5	13	12	9	19	3	14	39	9	14	1	8	14	4	3	11	48	5	13	6	5	24	4	7	10	11	49	29	15.3	6	22	12	7	30	6.596	2.722	3.639	0.000273512089240895	0.00321061113985851	0.454	0.1034	0.2632	0.2632	TRUE	0.0732
NLANBGKA_01017	1734	2452	151	107	711	234	882	162	174	2904	432	523	35	108	180	300	287	332	393	316	334	284	279	293	302	340	388	390	657	378	351.55	306	348	285	343	475	1.547	0.629	3.631	0.000282002671937631	0.00328500822425057	0.0158	0.0138	0.0148	0.0148	TRUE	0.4108
NLANBGKA_01730	467	632	55	31	217	80	298	50	58	1260	133	215	16	44	51	81	74	121	114	96	114	96	86	98	131	105	160	178	268	107	121.89	92	108	93	132	184	1.978	0.984	3.623	0.000291500218345227	0.00336991919086982	0.0515	0.0215	0.0342	0.0342	TRUE	0.0681
NLANBGKA_01784	149	295	17	7	121	56	98	17	17	476	50	85	7	9	39	26	35	37	26	54	80	32	29	29	49	39	63	78	55	82	47.54	33	53	30	50	72	2.331	1.221	3.62	0.000294430450161575	0.00337820200711701	0.041	0.0399	0.0403	0.0403	TRUE	0.0412
NLANBGKA_01658	306	376	26	25	130	40	161	25	21	751	112	185	11	18	46	53	44	57	92	58	57	52	43	35	78	88	137	123	110	97	74.89	51	69	43	101	110	2.108	1.076	3.615	0.000300869621582587	0.00342632121294796	0.04	0.0289	0.0345	0.0345	TRUE	0.3413
NLANBGKA_00133	1076	1514	91	58	511	172	697	117	110	2115	307	298	23	52	124	186	177	200	213	227	245	225	202	185	220	242	221	257	316	260	225.07	188	228	204	228	278	1.49	0.575	3.562	0.000367634893726269	0.00403604926493731	0.0027	0.0161	0.0086	0.0086	TRUE	0.049
NLANBGKA_00608	1653	2665	139	84	778	237	1026	214	198	4750	684	965	33	78	224	286	312	305	308	346	338	331	369	334	494	539	716	368	475	470	399.32	301	331	345	583	438	1.496	0.581	3.556	0.000376422101446585	0.00408320622014259	0.0115	0.0133	0.0123	0.0123	TRUE	0.1882
NLANBGKA_01477	58	90	5	2	32	9	38	11	7	100	17	16	3	9	10	10	11	11	7	14	13	12	19	12	10	13	12	33	55	21	16.92	11	11	14	12	36	3.141	1.651	3.555	0.000377281832922742	0.00408320622014259	0	0.0944	0.0631	0.0631	TRUE	0.061
NLANBGKA_00828	29688	41921	2500	1358	12222	3973	16542	3278	2969	68547	9059	11877	478	1370	3724	5135	4903	5494	4987	5429	5663	5332	5653	5004	7122	7138	8812	5332	8335	7817	6143.76	5177	5360	5330	7691	7161	1.392	0.477	3.511	0.000446005867720362	0.00468138298103564	0.0152	0.01	0.0128	0.0128	TRUE	0.2212
NLANBGKA_00998	407	573	30	20	162	60	220	53	42	784	119	216	9	23	68	70	67	66	73	72	86	71	91	71	81	94	160	100	140	143	92.39	68	77	78	112	128	1.957	0.969	3.511	0.000445992845031014	0.00468138298103564	0.0369	0.0253	0.0314	0.0314	TRUE	0.5962
NLANBGKA_01075	243	383	180	257	362	352	502	186	404	484	489	840	183	357	632	42	45	396	944	161	502	162	321	681	50	385	623	2041	2172	1327	656.73	161	536	388	353	1847	11.577	3.533	3.508	0.000451522119866406	0.00468722962527983	0.7268	0.0119	0.2997	0.7268	TRUE	0.5719
NLANBGKA_00515	99	123	7	5	46	22	49	6	12	210	39	115	5	8	24	17	14	15	18	20	31	16	10	20	22	31	85	56	49	50	30.41	15	23	15	46	52	3.255	1.703	3.495	0.000473277349803995	0.00484712238792548	0.1471	0.0569	0.1025	0.1025	TRUE	0.702
NLANBGKA_00261	757	1033	74	65	297	120	380	71	101	4164	515	1002	20	81	117	131	121	163	239	132	171	122	122	170	433	406	743	223	493	246	260.97	138	181	138	527	321	2.35	1.233	3.488	0.000486723312436934	0.00495159849852508	0.0779	0.0152	0.0437	0.0779	TRUE	0.6972
