Id	sample_1A	sample_1B	sample_1C	sample_3A	sample_3B	sample_3C	sample_4A	sample_4B	sample_4C	sample_5A	sample_5B	sample_5C	sample_6A	sample_6B	sample_6C	norm.sample_1A	norm.sample_1B	norm.sample_1C	norm.sample_3A	norm.sample_3B	norm.sample_3C	norm.sample_4A	norm.sample_4B	norm.sample_4C	norm.sample_5A	norm.sample_5B	norm.sample_5C	norm.sample_6A	norm.sample_6B	norm.sample_6C	baseMean	All	minus 5614	minus 6086	minus 10675	minus SICO	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
NLANBGKA_00444	188	319	23	9	65	17	112	24	16	181	33	41	2	17	31	33	37	51	33	29	24	36	41	27	19	26	30	22	103	65	38.47	40	29	35	25	63	2.84	1.506	4.325	1.52876497436395e-05	0.000451349659097928	0.0344	0.047	0.0415	0.0415	TRUE	0.0146
NLANBGKA_00445	433	632	37	24	152	41	233	36	58	360	73	83	7	26	50	75	74	81	88	68	58	75	62	98	37	58	62	78	158	105	78.46	77	71	78	52	114	2.294	1.198	4.314	1.60383746816734e-05	0.000451990559210796	0.0301	0.028	0.029	0.029	TRUE	0.0705
NLANBGKA_00797	773	1027	70	31	252	95	371	80	83	788	89	147	20	26	73	134	120	154	114	112	135	120	138	140	82	70	109	223	158	153	130.79	136	120	133	87	178	1.939	0.955	4.314	1.60239318002881e-05	0.000451990559210796	0.0149	0.0207	0.0177	0.0177	TRUE	0.1677
NLANBGKA_00405	1627	1937	120	78	491	163	798	176	141	1387	208	231	22	48	124	281	227	264	286	218	232	257	304	238	144	164	171	245	292	260	238.94	257	245	266	160	266	1.685	0.753	4.187	2.82302848426965e-05	0.000714399044998851	0.0097	0.0157	0.0123	0.0123	TRUE	0.0672
NLANBGKA_00663	3337	4198	231	138	1092	332	1558	297	271	3060	393	422	42	74	218	577	491	508	507	485	473	502	512	457	318	310	313	469	450	458	455.27	525	488	490	314	459	1.457	0.543	4.127	3.68016455143655e-05	0.000845074822922467	0	0.0129	0.0063	0.0063	TRUE	0.0429
NLANBGKA_01576	458	756	41	27	222	82	320	59	47	547	61	60	11	12	54	79	88	90	99	99	117	103	102	79	57	48	45	123	73	113	87.66	86	105	95	50	103	2.032	1.023	4.131	3.61237874376757e-05	0.000845074822922467	0.008	0.0261	0.017	0.017	TRUE	0.0934
NLANBGKA_01217	5557	7855	376	279	2043	766	2510	373	513	4627	527	558	65	126	267	961	919	826	1025	907	1092	809	643	865	481	415	414	725	767	560	760.61	902	1008	772	437	684	1.516	0.6	3.966	7.31047851201655e-05	0.00156292988877595	0.0118	0.0116	0.0118	0.0118	TRUE	0.1668
NLANBGKA_00549	1257	1931	90	58	548	166	717	151	116	1556	175	197	13	49	116	217	226	198	213	243	237	231	260	196	162	138	146	145	298	243	210.23	214	231	229	149	229	1.608	0.685	3.847	0.000119716107383605	0.00235631703421698	0.0048	0.0166	0.0111	0.0111	TRUE	0.0485
NLANBGKA_00162	507	634	50	51	205	113	384	53	85	1228	179	305	26	56	161	88	74	110	187	91	161	124	91	143	128	141	226	290	341	338	168.88	91	146	119	165	323	1.993	0.995	3.806	0.00014149784536682	0.0025802548272773	0.0598	0.0182	0.0389	0.0389	TRUE	0.582
NLANBGKA_00836	1262	1658	78	49	495	140	676	119	122	1566	184	195	17	43	118	218	194	171	180	220	200	218	205	206	163	145	145	190	262	248	197.54	194	200	210	151	233	1.585	0.665	3.798	0.000145688828787994	0.00261817605358134	0.0053	0.017	0.0104	0.0104	TRUE	0.0496
NLANBGKA_00511	1657	2120	112	69	631	194	819	155	148	1692	233	335	23	49	169	287	248	246	253	280	277	264	267	249	176	184	249	257	298	355	259.27	260	270	260	203	303	1.583	0.662	3.755	0.000173270163825192	0.0029840972658783	0.0113	0.0153	0.0131	0.0131	TRUE	0.1416
NLANBGKA_00406	143	265	11	3	45	10	77	18	16	124	19	16	6	8	12	25	31	24	11	20	14	25	31	27	13	15	12	67	49	25	25.9	27	15	28	13	47	2.948	1.56	3.722	0.000197560528287674	0.00331047371725292	0	0.0651	0.0486	0.0486	TRUE	0.0663
NLANBGKA_01395	407	494	25	23	153	43	198	44	48	613	74	74	10	26	43	70	58	55	84	68	61	64	76	81	64	58	55	112	158	90	76.96	61	71	74	59	120	1.902	0.927	3.654	0.000257903528231581	0.00420789967114685	0.0127	0.0284	0.021	0.021	TRUE	0.1293
NLANBGKA_00796	150	167	14	20	55	25	79	15	40	181	31	49	9	17	24	26	20	31	73	24	36	25	26	67	19	24	36	100	103	50	44.15	26	44	39	26	84	3.039	1.603	3.644	0.000268844414961167	0.0042739368532288	0.1572	0.0422	0.0951	0.0951	TRUE	0.47
NLANBGKA_01717	818	997	79	57	337	132	478	60	76	1537	224	361	31	79	136	141	117	174	209	150	188	154	103	128	160	176	268	346	481	285	205.36	144	182	128	201	371	1.821	0.865	3.646	0.000266790477473104	0.0042739368532288	0.044	0.0167	0.0314	0.0314	TRUE	0.0927
NLANBGKA_00382	1161	1487	73	54	421	124	604	118	122	1295	213	242	10	52	137	201	174	160	198	187	177	195	203	206	135	168	180	112	316	288	193.23	178	187	201	161	239	1.641	0.714	3.626	0.000288394750184393	0.00452670240795757	0.0156	0.0172	0.0165	0.0165	TRUE	0.2532
NLANBGKA_00151	903	1181	87	50	400	130	482	76	119	1261	165	228	16	49	107	156	138	191	184	178	185	155	131	201	131	130	169	178	298	225	176.7	162	182	162	143	234	1.667	0.737	3.614	0.000301658226916053	0.00467570251719882	0.0168	0.0179	0.0174	0.0174	TRUE	0.0509
NLANBGKA_01352	272	404	35	17	96	39	158	23	32	320	56	59	6	21	33	47	47	77	62	43	56	51	40	54	33	44	44	67	128	69	57.43	57	54	48	40	88	2.177	1.123	3.611	0.000305453390030579	0.00467607658812245	0.0346	0.0347	0.0346	0.0346	TRUE	0.2644
NLANBGKA_01772	909	1298	50	22	229	62	371	47	53	483	69	83	6	15	61	157	152	110	81	102	88	120	81	89	50	54	62	67	91	128	95.48	140	90	97	55	95	1.945	0.96	3.592	0.000328653798524901	0.00491000855627562	0.0243	0.0247	0.0241	0.0241	TRUE	0.1414
NLANBGKA_00871	2789	3809	234	123	1258	347	1676	329	275	4561	619	510	52	128	282	482	445	514	452	559	495	540	567	464	474	488	378	580	779	592	520.61	480	502	524	447	650	1.449	0.535	3.582	0.000340524613616117	0.00502679191528553	0.0103	0.0125	0.0113	0.0113	TRUE	0.1114
NLANBGKA_00789	1648	1778	95	50	458	158	656	131	118	1796	224	259	19	53	143	285	208	209	184	203	225	211	226	199	187	176	192	212	322	300	222.67	234	204	212	185	278	1.562	0.643	3.562	0.000368364247384042	0.00525024904317485	0.0111	0.0162	0.0133	0.0133	TRUE	0.1947
NLANBGKA_00454	705	987	65	46	308	102	373	72	70	983	169	177	19	43	76	122	115	143	169	137	145	120	124	118	102	133	131	212	262	160	146.23	127	150	121	122	211	1.66	0.731	3.525	0.000422897532246308	0.00595901068165253	0.0134	0.0195	0.0164	0.0164	TRUE	0.0735
NLANBGKA_00526	3361	4502	234	179	1250	358	1781	314	354	4397	604	674	68	93	313	581	527	514	657	555	510	574	541	597	457	476	500	759	566	657	564.76	541	574	571	478	661	1.365	0.449	3.507	0.000452834228330819	0.00630042140201265	0.0032	0.0123	0.0072	0.0072	TRUE	0.0394
NLANBGKA_01097	85	129	10	5	31	12	55	10	10	139	28	46	4	18	19	15	15	22	18	14	17	18	17	17	14	22	34	45	110	40	27.83	17	16	17	23	65	2.753	1.461	3.502	0.000462369635147703	0.00630042140201265	0.0859	0.0612	0.0727	0.0727	TRUE	0.3425
NLANBGKA_00396	467	653	46	18	203	69	307	70	52	690	92	114	10	21	67	81	76	101	66	90	98	99	121	88	72	72	85	112	128	141	95.26	86	85	103	76	127	1.744	0.802	3.488	0.000487040971068561	0.00656446526222843	0.0079	0.0248	0.0167	0.0167	TRUE	0.0618
NLANBGKA_00697	192	295	14	9	55	22	107	21	17	180	32	24	4	6	25	33	35	31	33	24	31	34	36	29	19	25	18	45	37	52	32.13	33	29	33	21	45	2.333	1.222	3.424	0.000616161419116138	0.00804252799688433	0	0.0543	0.0314	0.0314	TRUE	0.0726
NLANBGKA_01714	612	846	49	28	242	75	268	48	60	548	87	129	21	19	49	106	99	108	103	107	107	86	83	101	57	69	96	234	116	103	104.93	104	106	90	74	151	1.831	0.873	3.357	0.000787380205156381	0.00976351454393912	0.0296	0.0234	0.0262	0.0262	TRUE	0.3714
