Id	sample_1A	sample_1B	sample_1C	sample_3A	sample_3B	sample_3C	sample_4A	sample_4B	sample_4C	sample_5A	sample_5B	sample_5C	sample_6A	sample_6B	sample_6C	norm.sample_1A	norm.sample_1B	norm.sample_1C	norm.sample_3A	norm.sample_3B	norm.sample_3C	norm.sample_4A	norm.sample_4B	norm.sample_4C	norm.sample_5A	norm.sample_5B	norm.sample_5C	norm.sample_6A	norm.sample_6B	norm.sample_6C	baseMean	All	minus 5614	minus 6086	minus 10675	minus SICO	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
NLANBGKA_01651	276	380	20	12	73	33	119	20	22	703	106	96	5	11	35	48	44	44	44	32	47	38	34	37	73	84	71	56	67	73	52.9	45	41	36	76	65	1.652	0.724	3.576	0.000349256882025877	0.00230509542137079	0	0.0368	0.0214	0.0214	TRUE	0.261
NLANBGKA_01584	70915	99204	5429	2959	26142	8012	34991	5962	6329	136317	17756	21268	850	1811	5327	12266	11603	11932	10866	11612	11420	11279	10281	10668	14163	13991	15780	9482	11018	11181	11836.08	11934	11299	10743	14645	10560	1.227	0.295	3.561	0.00036978064685507	0.00240998185943406	0.0032	0.0099	0.0049	0.0049	TRUE	0.035
NLANBGKA_00146	508	688	41	30	220	59	316	65	57	1181	162	159	10	33	87	88	80	90	110	98	84	102	112	96	123	128	118	112	201	183	114.91	86	97	103	123	165	1.444	0.53	3.516	0.000437772882581959	0.00274963157324456	9e-04	0.0222	0.0117	0.0117	TRUE	0.063
NLANBGKA_01787	334	457	29	8	64	28	147	26	22	819	115	127	8	15	40	58	53	64	29	28	40	47	45	37	85	91	94	89	91	84	62.42	58	32	43	90	88	1.574	0.654	3.508	0.000450897337434899	0.00280624263956194	0	0.0327	0.0183	0.0183	TRUE	0.1366
NLANBGKA_01553	242	378	26	13	118	35	118	29	27	757	83	123	4	5	36	42	44	57	48	52	50	38	50	46	79	65	91	45	30	76	54.18	48	50	45	78	50	1.728	0.789	3.501	0.000463986793873984	0.00287509720745495	0.0168	0.0362	0.028	0.028	TRUE	0.3343
NLANBGKA_01387	3643	5092	263	159	1578	379	2254	473	323	7527	1066	1202	67	102	337	630	596	578	584	701	540	727	816	544	782	840	892	747	621	707	686.96	601	608	696	838	692	1.388	0.473	3.495	0.000474636631397257	0.0029283016519683	0.0124	0.0118	0.0123	0.0123	TRUE	0.1538
NLANBGKA_00929	131	181	9	1	58	32	78	17	18	284	64	108	4	14	25	23	21	20	4	26	46	25	29	30	30	50	80	45	85	52	37.72	21	25	28	53	61	2.432	1.282	3.45	0.000560550845356402	0.00341382682214908	0.1347	0.0477	0.0819	0.0819	TRUE	0.0953
NLANBGKA_00358	269	462	28	23	110	32	176	31	39	782	126	111	4	6	13	47	54	62	84	49	46	57	53	66	81	99	82	45	37	27	59.22	54	60	59	87	36	1.665	0.735	3.422	0.000621681035889712	0.00373798894037077	0.0148	0.0339	0.0256	0.0256	TRUE	0.1636
NLANBGKA_00344	66	120	6	10	46	16	49	12	8	262	31	38	1	7	18	11	14	13	37	20	23	16	21	13	27	24	28	11	43	38	22.66	13	27	17	26	31	2.083	1.059	3.419	0.000628941127115358	0.00376568548260208	0.0078	0.073	0.0453	0.0453	TRUE	0.1412
NLANBGKA_01781	466	585	25	28	247	83	292	55	36	1281	143	125	8	14	57	81	68	55	103	110	118	94	95	61	133	113	93	89	85	120	94.47	68	110	83	113	98	1.616	0.692	3.411	0.000646881626330425	0.00384069049273169	0.0223	0.0249	0.0237	0.0237	TRUE	0.106
NLANBGKA_01449	219	382	19	9	75	24	122	19	28	900	95	77	11	5	18	38	45	42	33	33	34	39	33	47	94	75	57	123	30	38	50.7	42	33	40	75	64	1.844	0.883	3.402	0.000669101530128821	0.00392336806302809	0.0401	0.038	0.0388	0.0388	TRUE	0.2286
NLANBGKA_01323	902	1652	95	76	505	164	709	156	107	2927	376	294	35	42	133	156	193	209	279	224	234	229	269	180	304	296	218	390	256	279	247.78	186	246	226	273	308	1.498	0.583	3.386	0.000708676042608582	0.00413831812535629	0.0218	0.0155	0.0186	0.0186	TRUE	0.109
NLANBGKA_01023	80	83	5	3	42	16	42	12	12	209	26	61	1	4	12	14	10	11	11	19	23	14	21	20	22	20	45	11	24	25	19.31	12	18	18	29	20	2.462	1.3	3.357	0.000788688346989056	0.00456285554084596	0.0758	0.084	0.08	0.08	TRUE	0.6379
NLANBGKA_01389	161	209	8	13	67	26	105	25	23	410	66	57	4	5	14	28	24	18	48	30	37	34	43	39	43	52	42	45	30	29	36.1	23	38	39	46	35	1.816	0.86	3.356	0.000791023582133972	0.00456285554084596	0	0.0494	0.0333	0.0333	TRUE	0.1472
NLANBGKA_00502	261	355	34	11	113	47	176	32	33	799	95	113	7	14	44	45	42	75	40	50	67	57	55	56	83	75	84	78	85	92	65.59	54	52	56	81	85	1.661	0.732	3.345	0.000822722959299941	0.00470743499696216	0.021	0.0316	0.0263	0.0263	TRUE	0.1667
NLANBGKA_01273	1546	2232	123	110	1388	321	1031	210	168	6603	693	509	36	21	89	267	261	270	404	617	458	332	362	283	686	546	378	402	128	187	372.02	266	493	326	537	239	2.02	1.014	3.326	0.000881926323186841	0.00498128298946201	0.0651	0.0136	0.0341	0.0651	TRUE	0.182
NLANBGKA_00053	74	93	14	9	62	24	44	12	11	313	39	45	3	6	14	13	11	31	33	28	34	14	21	19	33	31	33	33	37	29	26.58	18	32	18	32	33	2.212	1.145	3.312	0.000927778978037524	0.00520362992029742	0.0628	0.0637	0.0632	0.0632	TRUE	0.3729
NLANBGKA_01325	84	144	5	6	51	13	59	14	12	299	39	37	4	2	9	15	17	11	22	23	19	19	24	20	31	31	27	45	12	19	22.26	14	21	21	30	25	1.975	0.982	3.299	0.00097133161373082	0.00540517474464327	0.0071	0.0741	0.0427	0.0427	TRUE	0.077
NLANBGKA_01488	837	1244	56	31	318	77	418	104	85	1799	258	290	7	13	45	145	145	123	114	141	110	135	179	143	187	203	215	78	79	94	139.5	138	122	152	202	84	1.428	0.513	3.297	0.000978402349742683	0.00542325364955026	0.0088	0.02	0.0142	0.0142	TRUE	0.1247
NLANBGKA_01604	15	39	0	1	13	9	22	5	7	80	13	22	4	4	8	3	5	0	4	6	13	7	9	12	8	10	16	45	24	17	11.84	3	8	9	11	29	3.458	1.79	3.27	0.00107611875139427	0.00587312503164796	0.1522	0.1308	0.14	0.14	TRUE	0.069
NLANBGKA_00293	156	221	9	15	69	32	108	23	23	381	64	68	2	7	22	27	26	20	55	31	46	35	40	39	40	50	50	22	43	46	37.92	24	44	38	47	37	1.808	0.854	3.265	0.00109621516509654	0.00595988244931798	0.0229	0.0475	0.0353	0.0353	TRUE	0.1871
NLANBGKA_01102	1247	2118	114	81	585	150	751	148	124	2848	415	474	40	59	146	216	248	251	297	260	214	242	255	209	296	327	352	446	359	306	285.17	238	257	235	325	370	1.37	0.454	3.25	0.00115600679941267	0.00621287795134491	0.0092	0.0148	0.0119	0.0119	TRUE	0.0859
NLANBGKA_00838	858	1220	73	34	309	90	451	86	78	2001	222	294	13	22	78	148	143	160	125	137	128	145	148	131	208	175	218	145	134	164	154.04	150	130	141	200	148	1.356	0.44	3.214	0.00130834880328397	0.006953359370262	0	0.019	0.0105	0.0105	TRUE	0.0595
NLANBGKA_01770	502	598	21	25	246	86	311	62	40	979	154	168	6	26	58	87	70	46	92	109	123	100	107	67	102	121	125	67	158	122	99.72	68	108	91	116	116	1.599	0.677	3.208	0.00133615749652236	0.00707465480434789	0.0287	0.0241	0.026	0.026	TRUE	0.0352
NLANBGKA_01143	428	598	32	19	189	55	270	41	47	1270	164	106	7	8	48	74	70	70	70	84	78	87	71	79	132	129	79	78	49	101	83.38	71	77	79	113	76	1.597	0.676	3.186	0.00144069435469217	0.00751597532833891	0.0255	0.0269	0.0263	0.0263	TRUE	0.1637
NLANBGKA_01515	300	559	32	24	193	61	188	63	36	879	131	129	9	12	48	52	65	70	88	86	87	61	109	61	91	103	96	100	73	101	82.85	62	87	77	97	91	1.583	0.662	3.186	0.00144053389961853	0.00751597532833891	0.0211	0.027	0.0243	0.0243	TRUE	0.3643
NLANBGKA_01478	234	417	18	15	131	25	166	36	35	603	109	94	2	11	23	40	49	40	55	58	36	54	62	59	63	86	70	22	67	48	53.87	43	50	58	73	46	1.636	0.71	3.166	0.00154745129692285	0.00804334575213744	0.0174	0.0363	0.0272	0.0272	TRUE	0.0474
NLANBGKA_01290	472	735	27	28	228	64	253	40	48	1042	167	159	7	6	46	82	86	59	103	101	91	82	69	81	108	132	118	78	37	97	88.18	76	98	77	119	71	1.491	0.576	3.117	0.00182801507546027	0.00919841628396496	0.0109	0.026	0.0192	0.0192	TRUE	0.357
NLANBGKA_00249	158	253	11	16	83	11	101	26	27	458	58	98	0	5	16	27	30	24	59	37	16	33	45	46	48	46	73	0	30	34	36.35	27	37	41	56	21	1.984	0.988	3.114	0.00184430664272267	0.00924760115202638	0.0761	0.0492	0.0583	0.0583	TRUE	0.062
NLANBGKA_01726	1160	1694	105	81	501	171	603	109	144	2741	364	353	27	43	102	201	198	231	297	223	244	194	188	243	285	287	262	301	262	214	241.91	210	255	208	278	259	1.349	0.432	3.105	0.00190212053862393	0.00948811813217532	0.0075	0.0157	0.0116	0.0116	TRUE	0.1182
NLANBGKA_01725	146	220	24	9	66	26	91	18	35	494	75	98	1	12	25	25	26	53	33	29	37	29	31	59	51	59	73	11	73	52	42.82	35	33	40	61	45	1.964	0.974	3.101	0.00193180746703482	0.00955134075164604	0.078	0.0432	0.0579	0.0579	TRUE	0.0666
NLANBGKA_00882	170	222	5	6	48	12	93	10	8	472	80	58	6	2	10	29	26	11	22	21	17	30	17	13	49	63	43	67	12	21	29.51	22	20	20	52	33	2.108	1.076	3.092	0.00198624440853445	0.00975252877408437	0.0935	0.0583	0.0711	0.0711	TRUE	0.2484
NLANBGKA_00082	521	821	44	17	205	51	268	54	43	1561	149	174	8	13	41	90	96	97	62	91	73	86	93	72	162	117	129	89	79	86	94.94	94	75	84	136	85	1.473	0.559	3.084	0.002041610231664	0.00998981006459039	0.0137	0.0248	0.0189	0.0189	TRUE	0.1645
NLANBGKA_00347	100	143	9	3	69	20	83	12	16	332	42	37	3	6	15	17	17	20	11	31	29	27	21	27	34	33	27	33	37	31	26.33	18	24	25	31	34	1.847	0.885	3.083	0.00204868948366707	0.00999000129664456	0	0.0642	0.0402	0.0402	TRUE	0.1716
