Id	sample_1A	sample_1B	sample_1C	sample_3A	sample_3B	sample_3C	sample_4A	sample_4B	sample_4C	sample_5A	sample_5B	sample_5C	sample_6A	sample_6B	sample_6C	norm.sample_1A	norm.sample_1B	norm.sample_1C	norm.sample_3A	norm.sample_3B	norm.sample_3C	norm.sample_4A	norm.sample_4B	norm.sample_4C	norm.sample_5A	norm.sample_5B	norm.sample_5C	norm.sample_6A	norm.sample_6B	norm.sample_6C	baseMean	All	minus 5614	minus 6086	minus 10675	minus SICO	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
NLANBGKA_00388	259	352	10	9	91	25	130	32	21	2138	265	202	5	7	20	45	41	22	33	40	36	42	55	35	222	209	150	56	43	42	71.38	36	36	44	194	47	0.228	-2.133	-6.236	4.48017316471877e-10	4.62951227020939e-08	0.0325	0.0298	0.031	0.031	TRUE	0.1219
NLANBGKA_00389	259	365	24	17	170	43	134	18	22	1515	211	205	6	1	24	45	43	53	62	76	61	43	31	37	157	166	152	67	6	50	70	47	66	37	158	41	0.262	-1.931	-5.984	2.17516154297403e-09	2.07476947175984e-07	0.0052	0.0302	0.02	0.02	TRUE	0.2702
NLANBGKA_01560	73	110	5	4	19	6	40	6	4	1099	136	132	1	2	4	13	13	11	15	8	9	13	10	7	114	107	98	11	12	8	29.94	12	11	10	106	10	0.091	-3.466	-5.771	7.87654817893434e-09	6.97637124419899e-07	0	0.0576	0.037	0.037	TRUE	0.1693
NLANBGKA_01272	581	839	48	46	462	133	349	75	53	2002	227	198	8	9	27	100	98	105	169	205	190	112	129	89	208	179	147	89	55	57	128.9	101	188	110	178	67	0.34	-1.558	-5.649	1.61341576041693e-08	1.33375702861133e-06	0.0123	0.0209	0.0166	0.0166	TRUE	0.0492
NLANBGKA_01271	767	1463	73	65	655	206	569	113	105	3303	326	239	10	9	49	133	171	160	239	291	294	183	195	177	343	257	177	112	55	103	192.62	155	275	185	259	90	0.347	-1.528	-5.581	2.39058766052323e-08	1.8527054369055e-06	0.0352	0.0172	0.0263	0.0263	TRUE	0.048
NLANBGKA_01830	2032	3535	223	78	729	169	1052	163	221	5279	770	563	22	23	133	351	413	490	286	324	241	339	281	373	548	607	418	245	140	279	355.75	418	284	331	524	221	0.437	-1.195	-5.517	3.44124738115498e-08	2.51008632507775e-06	0.031	0.0138	0.0219	0.0219	TRUE	0.2488
NLANBGKA_01584	70915	99204	5429	2959	26142	8012	34991	5962	6329	136317	17756	21268	850	1811	5327	12266	11603	11932	10866	11612	11420	11279	10281	10668	14163	13991	15780	9482	11018	11181	11836.08	11934	11299	10743	14645	10560	0.724	-0.466	-5.474	4.41068820149021e-08	3.03847409435992e-06	0.0032	0.0099	0.0049	0.0049	TRUE	0.035
NLANBGKA_01672	15375	28100	1537	640	5635	1553	8146	1499	1662	20469	2505	1705	102	89	445	2659	3286	3378	2350	2503	2214	2626	2585	2801	2127	1974	1265	1138	541	934	2158.77	3108	2356	2671	1789	871	0.481	-1.056	-5.395	6.8567073092141e-08	4.25115853171274e-06	0.0409	0.0104	0.024	0.024	TRUE	0.4338
NLANBGKA_01269	3567	5036	289	242	2263	585	2238	409	336	11635	1289	1056	68	57	222	617	589	635	889	1005	834	721	705	566	1209	1016	784	759	347	466	742.74	614	909	664	1003	524	0.497	-1.008	-5.264	1.41034949969293e-07	7.60362338964882e-06	0.031	0.0117	0.0205	0.0205	TRUE	0.1473
NLANBGKA_00257	66	108	4	5	36	9	34	10	8	931	105	183	2	6	5	11	13	9	18	16	13	11	17	13	97	83	136	22	37	10	33.75	11	16	14	105	23	0.18	-2.47	-5.105	3.30981689844865e-07	1.62551463715115e-05	0.042	0.0522	0.0482	0.0482	TRUE	0.3333
NLANBGKA_01559	2745	3613	193	93	830	219	1245	209	250	3719	370	386	12	23	86	475	423	424	342	369	312	401	360	421	386	292	286	134	140	181	329.71	441	341	394	321	152	0.496	-1.011	-5.099	3.40833714241371e-07	1.62551463715115e-05	0.0116	0.0141	0.0127	0.0127	TRUE	0.1637
NLANBGKA_00994	529	889	57	17	259	57	341	73	62	1978	289	372	8	15	48	92	104	125	62	115	81	110	126	105	206	228	276	89	91	101	127.35	107	86	114	237	94	0.408	-1.292	-4.994	5.91889462388963e-07	2.62122476200826e-05	0.0233	0.021	0.0222	0.0222	TRUE	0.3038
NLANBGKA_01488	837	1244	56	31	318	77	418	104	85	1799	258	290	7	13	45	145	145	123	114	141	110	135	179	143	187	203	215	78	79	94	139.5	138	122	152	202	84	0.437	-1.193	-4.971	6.65941418961558e-07	2.8474736534908e-05	0.0088	0.02	0.0142	0.0142	TRUE	0.1247
NLANBGKA_00545	2718	4451	180	92	945	258	1452	217	242	4085	559	375	16	13	105	470	521	396	338	420	368	468	374	408	424	440	278	178	79	220	358.86	462	375	417	381	159	0.443	-1.175	-4.948	7.50651288124741e-07	3.1026919909156e-05	0.0401	0.0137	0.0248	0.0248	TRUE	0.6791
NLANBGKA_00831	1296	2048	101	41	375	95	586	77	94	1353	150	108	5	6	16	224	240	222	151	167	135	189	133	158	141	118	80	56	37	34	138.87	229	151	160	113	42	0.327	-1.611	-4.696	2.65231710654556e-06	0.000106092684261822	0.0262	0.0201	0.0234	0.0234	TRUE	0.1741
NLANBGKA_01138	544	887	38	15	174	37	240	42	37	981	101	95	1	4	11	94	104	84	55	77	53	77	72	62	102	80	70	11	24	23	65.95	94	62	70	84	19	0.254	-1.977	-4.665	3.08969103347e-06	0.000119725527546962	0.0215	0.0315	0.0264	0.0264	TRUE	0.272
NLANBGKA_00579	3070	4982	342	236	1587	466	2461	437	386	10660	1108	874	58	54	209	531	583	752	867	705	664	793	754	651	1108	873	648	647	329	439	689.46	622	745	733	876	472	0.518	-0.948	-4.535	5.76603975722733e-06	0.000204282551398911	0.0389	0.0118	0.025	0.025	TRUE	0.0667
NLANBGKA_01670	29702	47384	2454	1092	8848	2149	13381	3203	2754	31384	4241	3102	187	265	883	5138	5542	5393	4010	3930	3063	4313	5523	4642	3261	3342	2302	2086	1612	1853	3734.01	5358	3668	4826	2968	1850	0.62	-0.69	-4.518	6.24448971734189e-06	0.000215087979152887	0.0182	0.0101	0.0151	0.0151	TRUE	0.1868
NLANBGKA_01192	99	185	5	2	31	11	52	14	8	550	77	93	1	0	4	17	22	11	7	14	16	17	24	13	57	61	69	11	0	8	23.15	17	12	18	62	6	0.109	-3.196	-4.469	7.84502011081594e-06	0.000262914187497615	0.0223	0.0716	0.0497	0.0497	TRUE	0.2117
NLANBGKA_01736	3336	5024	290	202	1574	472	2023	312	402	10437	1262	1166	65	93	325	577	588	637	742	699	673	652	538	678	1084	994	865	725	566	682	713.35	601	705	623	981	658	0.666	-0.586	-4.364	1.27504802011344e-05	0.000395264886235165	0.0074	0.0118	0.0087	0.0087	TRUE	0.058
NLANBGKA_00229	2380	3364	169	63	682	185	996	200	191	2740	308	283	7	21	72	412	393	371	231	303	264	321	345	322	285	243	210	78	128	151	270.45	392	266	329	246	119	0.535	-0.904	-4.333	1.47278636502441e-05	0.000445428071373235	0.0105	0.015	0.0126	0.0126	TRUE	0.2024
NLANBGKA_01669	20720	36610	1484	729	6833	1703	11151	1775	2415	27827	3576	2905	170	156	803	3584	4282	3261	2677	3035	2427	3594	3061	4071	2891	2818	2155	1896	949	1685	2825.85	3709	2713	3575	2621	1510	0.573	-0.804	-4.292	1.77389854451813e-05	0.000488807598933884	0.0364	0.0102	0.0231	0.0231	TRUE	0.3304
NLANBGKA_00679	5581	7889	500	296	2269	677	3056	599	577	20940	2617	3492	126	308	686	965	923	1099	1087	1008	965	985	1033	973	2176	2062	2591	1406	1874	1440	1372.34	996	1020	997	2276	1573	0.692	-0.532	-4.27	1.95765744236378e-05	0.000527716354028497	0.0082	0.0108	0.0092	0.0092	TRUE	0.1212
NLANBGKA_00580	1015	2019	142	98	656	175	905	183	154	3554	408	279	14	27	55	176	236	312	360	291	249	292	316	260	369	321	207	156	164	115	255	241	300	289	299	145	0.461	-1.118	-4.233	2.30913314728063e-05	0.000609218106942125	0.0461	0.0154	0.0308	0.0308	TRUE	0.123
NLANBGKA_01308	721	1146	58	31	290	80	377	69	79	1487	140	153	3	11	27	125	134	127	114	129	114	122	119	133	154	110	114	33	67	57	110.13	129	119	125	126	52	0.434	-1.204	-4.224	2.40329348865299e-05	0.000620850817902022	0.0117	0.0228	0.0166	0.0166	TRUE	0.2108
NLANBGKA_01307	955	1435	81	23	320	80	451	103	77	1837	229	198	11	9	40	165	168	178	84	142	114	145	178	130	191	180	147	123	55	84	138.94	170	113	151	173	87	0.474	-1.078	-4.182	2.89092325763217e-05	0.000716948967892778	0.016	0.0201	0.0182	0.0182	TRUE	0.1127
NLANBGKA_00678	619	959	54	46	306	91	330	73	50	2547	205	234	10	12	48	107	112	119	169	136	130	106	126	84	265	162	174	112	73	101	131.6	113	145	105	200	95	0.468	-1.096	-4.131	3.61310781257865e-05	0.000845074822922467	0.0272	0.0206	0.024	0.024	TRUE	0.409
NLANBGKA_00830	1433	2057	75	42	376	95	670	105	97	1332	156	130	4	6	27	248	241	165	154	167	135	216	181	164	138	123	96	45	37	57	144.4	218	152	187	119	46	0.411	-1.283	-4.139	3.48604828870501e-05	0.000845074822922467	0.0235	0.0197	0.0216	0.0216	TRUE	0.1712
NLANBGKA_00227	1322	1750	72	41	386	117	550	101	89	1747	199	227	8	16	39	229	205	158	151	171	167	177	174	150	182	157	168	89	97	82	157.13	197	163	167	169	89	0.512	-0.966	-4.063	4.84978385578156e-05	0.00107603050738184	0.0083	0.0189	0.0132	0.0132	TRUE	0.0738
NLANBGKA_01840	1379	1908	95	53	387	111	563	67	111	1506	164	164	3	9	35	239	223	209	195	172	158	181	116	187	156	129	122	33	55	73	149.89	224	175	161	136	54	0.454	-1.138	-4.062	4.8594926139825e-05	0.00107603050738184	0.0172	0.0193	0.0184	0.0184	TRUE	0.2879
NLANBGKA_00675	739	1128	45	44	390	93	421	76	70	2575	281	255	11	16	63	128	132	99	162	173	133	136	131	118	268	221	189	123	97	132	149.41	120	156	128	226	117	0.53	-0.917	-3.977	6.96921870874937e-05	0.00151611073664021	0.0157	0.0193	0.0174	0.0174	TRUE	0.0619
NLANBGKA_01350	4807	6331	444	273	2413	567	3016	1170	474	15717	2189	1639	70	62	250	831	740	976	1002	1072	808	972	2018	799	1633	1725	1216	781	377	525	1031.71	849	961	1263	1525	561	0.363	-1.46	-3.931	8.4563671985915e-05	0.00177727039428025	0.0937	0.0111	0.0451	0.0937	TRUE	0.9227
NLANBGKA_00745	2686	5519	229	122	1233	367	1566	357	395	6439	818	1445	48	56	232	465	645	503	448	548	523	505	616	666	669	645	1072	535	341	487	577.81	538	506	596	795	454	0.569	-0.814	-3.913	9.10293527471625e-05	0.00188127329010802	0.0377	0.0122	0.0246	0.0246	TRUE	0.4409
NLANBGKA_00358	269	462	28	23	110	32	176	31	39	782	126	111	4	6	13	47	54	62	84	49	46	57	53	66	81	99	82	45	37	27	59.22	54	60	59	87	36	0.37	-1.436	-3.906	9.37084343857602e-05	0.00190489276456299	0.0148	0.0339	0.0256	0.0256	TRUE	0.1636
NLANBGKA_00005	545	1003	76	59	595	165	634	166	88	3449	422	313	17	24	66	94	117	167	217	264	235	204	286	148	358	333	232	190	146	139	208.73	126	239	213	308	158	0.491	-1.026	-3.887	0.000101400826294297	0.00202801652588593	0.0482	0.0166	0.0321	0.0321	TRUE	0.1065
NLANBGKA_01837	1342	1577	83	48	327	95	531	76	124	2104	234	180	9	11	45	232	184	182	176	145	135	171	131	209	219	184	134	100	67	94	157.7	199	152	170	179	87	0.486	-1.042	-3.84	0.000122910048651616	0.00238138219262507	0.0298	0.0188	0.0243	0.0243	TRUE	0.0811
NLANBGKA_00262	39	73	4	2	19	2	23	3	4	317	37	59	0	1	0	7	9	9	7	8	3	7	5	7	33	29	44	0	6	0	11.6	8	6	6	35	2	0.051	-4.292	-3.828	0.000128981883785707	0.00246057747529657	0.0172	0.1333	0.0869	0.0869	TRUE	0.2339
NLANBGKA_01273	1546	2232	123	110	1388	321	1031	210	168	6603	693	509	36	21	89	267	261	270	404	617	458	332	362	283	686	546	378	402	128	187	372.02	266	493	326	537	239	0.417	-1.262	-3.824	0.000131134324499873	0.00246373579363398	0.0651	0.0136	0.0341	0.0651	TRUE	0.182
NLANBGKA_00682	2789	3380	184	121	926	245	1339	200	216	4915	574	674	26	57	149	482	395	404	444	411	349	432	345	364	511	452	500	290	347	313	402.68	427	401	380	488	317	0.652	-0.618	-3.807	0.000140754886696813	0.0025802548272773	0.0086	0.0133	0.0106	0.0106	TRUE	0.0778
NLANBGKA_00123	4034	5620	315	160	1564	377	2122	399	311	7762	943	834	39	66	255	698	657	692	588	695	537	684	688	524	806	743	619	435	402	535	620.22	682	607	632	723	457	0.65	-0.621	-3.793	0.000148890995193517	0.0026340826909498	0.0137	0.0121	0.0133	0.0133	TRUE	0.135
NLANBGKA_01274	1688	2533	109	57	557	170	819	147	152	3284	304	399	19	27	82	292	296	240	209	247	242	264	253	256	341	240	296	212	164	172	248.37	276	233	258	292	183	0.6	-0.738	-3.79	0.000150822476659223	0.0026340826909498	0.0107	0.0155	0.0128	0.0128	TRUE	0.0715
NLANBGKA_01337	713	956	55	49	276	94	362	70	64	2797	412	422	16	41	75	123	112	121	180	123	134	117	121	108	291	325	313	178	249	157	176.77	119	146	115	310	195	0.608	-0.719	-3.729	0.000192155493099389	0.00326401111566086	0.0073	0.0178	0.013	0.013	TRUE	0.2493
NLANBGKA_01598	1893	3683	193	101	849	207	1107	152	209	3058	476	388	13	30	103	327	431	424	371	377	295	357	262	352	318	375	288	145	183	216	314.73	394	348	324	327	181	0.59	-0.761	-3.68	0.000233114960268945	0.00385416734311323	0.0195	0.0143	0.017	0.017	TRUE	0.1276
NLANBGKA_01706	120	167	13	9	132	39	114	37	19	604	74	59	2	3	6	21	20	29	33	59	56	37	64	32	63	58	44	22	18	13	37.78	23	49	44	55	18	0.277	-1.851	-3.593	0.00032639516603371	0.00491000855627562	0.0394	0.0477	0.0442	0.0442	TRUE	0.3103
NLANBGKA_00387	80	109	2	4	27	6	24	5	5	502	72	80	3	2	5	14	13	4	15	12	9	8	9	8	52	57	59	33	12	10	21.02	10	12	8	56	18	0.256	-1.966	-3.57	0.000356898749790222	0.00520652293811618	0.0278	0.0779	0.0586	0.0586	TRUE	0.2814
NLANBGKA_00062	616	974	35	30	248	46	264	57	55	1037	132	102	4	4	23	107	114	77	110	110	66	85	98	93	108	104	76	45	24	48	84.27	99	95	92	96	39	0.429	-1.221	-3.562	0.000367534832541411	0.00525024904317485	0.0281	0.0267	0.0274	0.0274	TRUE	0.2697
NLANBGKA_00744	587	808	34	19	166	54	245	41	46	1260	149	113	7	9	22	102	95	75	70	74	77	79	71	78	131	117	84	78	55	46	81.97	91	74	76	111	60	0.476	-1.072	-3.505	0.000457330765396735	0.00630042140201265	0.0178	0.0272	0.0225	0.0225	TRUE	0.1668
NLANBGKA_00260	351	522	28	30	150	52	195	34	48	2166	284	432	19	25	48	61	61	62	110	67	74	63	59	81	225	224	321	212	152	101	124.72	61	84	68	257	155	0.541	-0.887	-3.474	0.000513586510157001	0.00684782013542668	0.0355	0.0212	0.0276	0.0276	TRUE	0.0842
NLANBGKA_00088	1214	1673	90	61	471	130	609	118	144	2664	247	297	14	24	64	210	196	198	224	209	185	196	203	243	277	195	220	156	146	134	199.52	201	206	214	231	145	0.605	-0.724	-3.447	0.000567137385329064	0.00748138678519191	0.0116	0.0169	0.0139	0.0139	TRUE	0.1627
NLANBGKA_00228	1341	2081	95	54	437	125	645	93	132	1669	224	318	14	13	56	232	243	209	198	194	178	208	160	222	173	176	236	156	79	118	185.61	228	190	197	195	118	0.585	-0.774	-3.417	0.000633850578774561	0.00818723664250475	0.0123	0.0175	0.015	0.015	TRUE	0.0723
NLANBGKA_00004	148	275	14	17	216	57	200	29	30	880	107	67	3	2	17	26	32	31	62	96	81	64	50	51	91	84	50	33	12	36	53.33	30	80	55	75	27	0.383	-1.384	-3.396	0.000682718034662312	0.00867360643387128	0.0409	0.0366	0.0386	0.0386	TRUE	0.1613
NLANBGKA_01621	1162	1607	75	24	321	90	470	104	86	1382	162	143	5	8	37	201	188	165	88	143	128	151	179	145	144	128	106	56	49	78	129.87	185	120	158	126	61	0.524	-0.933	-3.395	0.000685494702031763	0.00867360643387128	0.0154	0.0208	0.0182	0.0182	TRUE	0.2542
NLANBGKA_01159	401	536	20	14	80	23	149	32	26	418	51	79	2	3	5	69	63	44	51	36	33	48	55	44	43	40	59	22	18	10	42.4	59	40	49	47	17	0.298	-1.748	-3.389	0.000701585763629015	0.00878753885757555	0.0191	0.0435	0.0327	0.0327	TRUE	0.2837
