Id	sample_1A	sample_1B	sample_1C	sample_3A	sample_3B	sample_3C	sample_4A	sample_4B	sample_4C	sample_5A	sample_5B	sample_5C	sample_6A	sample_6B	sample_6C	norm.sample_1A	norm.sample_1B	norm.sample_1C	norm.sample_3A	norm.sample_3B	norm.sample_3C	norm.sample_4A	norm.sample_4B	norm.sample_4C	norm.sample_5A	norm.sample_5B	norm.sample_5C	norm.sample_6A	norm.sample_6B	norm.sample_6C	baseMean	All	minus 5614	minus 6086	minus 10675	minus SICO	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
NLANBGKA_00086	6023	8655	462	293	2388	750	3085	599	553	14738	1750	2063	119	228	664	1042	1012	1015	1076	1061	1069	994	1033	932	1531	1379	1531	1327	1387	1394	1185.58	1023	1069	986	1480	1369	1.501	0.586	7.109	1.17140545388598e-12	7.79522266786524e-11	0.001	0.011	0.0041	0.0041	TRUE	0.0167
NLANBGKA_01416	4719	8785	534	505	3819	1053	3619	888	595	24646	3340	3162	156	293	904	816	1027	1174	1854	1696	1501	1167	1531	1003	2561	2632	2346	1740	1783	1897	1648.57	1006	1684	1234	2513	1807	2.04	1.029	6.997	2.6220041676559e-12	1.63687974466518e-10	0.0183	0.0106	0.015	0.015	TRUE	0.2038
NLANBGKA_00390	311	380	22	30	181	64	176	38	33	1421	195	189	13	21	45	54	44	48	110	80	91	57	66	56	148	154	140	145	128	94	94.33	49	94	60	147	122	2.512	1.329	6.907	4.94119889199763e-12	2.94450533973132e-10	0	0.0249	0.0164	0.0164	TRUE	0.1838
NLANBGKA_00387	80	109	2	4	27	6	24	5	5	502	72	80	3	2	5	14	13	4	15	12	9	8	9	8	52	57	59	33	12	10	21.02	10	12	8	56	18	6.921	2.791	6.857	7.05055968075632e-12	3.85136822561314e-10	0.0278	0.0779	0.0586	0.0586	TRUE	0.2814
NLANBGKA_00766	254	337	29	35	240	84	217	41	30	1808	216	192	15	23	76	44	39	64	129	107	120	70	71	51	188	170	142	167	140	160	110.7	49	119	64	167	156	2.582	1.369	6.741	1.57733559066044e-11	8.27154783742334e-10	0.0178	0.0227	0.0202	0.0202	TRUE	0.0892
NLANBGKA_00834	842	1505	68	40	362	135	508	75	95	2753	366	596	16	39	114	146	176	149	147	161	192	164	129	160	286	288	442	178	237	239	206.41	157	167	151	339	218	2.211	1.145	6.155	7.50030428679927e-10	3.27763297333128e-08	0.0237	0.0167	0.0204	0.0204	TRUE	0.3245
NLANBGKA_01704	1527	2567	119	171	1792	503	1430	306	259	6790	1093	1382	42	65	186	264	300	262	628	796	717	461	528	437	705	861	1025	469	395	390	549.23	275	714	475	864	418	1.817	0.861	5.987	2.1407238881708e-09	8.50451217391491e-08	0.0141	0.0124	0.0134	0.0134	TRUE	0.0325
NLANBGKA_00958	667	996	65	42	440	153	469	85	78	2533	329	366	14	49	119	115	116	143	154	195	218	151	147	131	263	259	272	156	298	250	191.32	125	189	143	265	235	1.83	0.872	5.874	4.26064941366048e-09	1.59591753751683e-07	0.0038	0.0172	0.0112	0.0112	TRUE	0.0436
NLANBGKA_01743	1329	2094	103	61	524	143	710	136	121	3358	496	481	26	68	168	230	245	226	224	233	204	229	235	204	349	391	357	290	414	353	278.8	234	220	223	366	352	1.629	0.704	5.772	7.84423764733524e-09	2.77940420423149e-07	0.0019	0.0149	0.0076	0.0076	TRUE	0.0241
NLANBGKA_00261	757	1033	74	65	297	120	380	71	101	4164	515	1002	20	81	117	131	121	163	239	132	171	122	122	170	433	406	743	223	493	246	260.97	138	181	138	527	321	3.824	1.935	5.708	1.14181039984825e-08	3.93924587947646e-07	0.0779	0.0152	0.0437	0.0779	TRUE	0.6972
NLANBGKA_01735	2071	3083	190	120	1015	289	1214	220	220	5802	724	909	44	89	182	358	361	418	441	451	412	391	379	371	603	570	674	491	541	382	456.22	379	435	380	616	471	1.613	0.689	5.666	1.46142247745267e-08	4.91262786651398e-07	0.0052	0.0129	0.0087	0.0087	TRUE	0.2124
NLANBGKA_01736	3336	5024	290	202	1574	472	2023	312	402	10437	1262	1166	65	93	325	577	588	637	742	699	673	652	538	678	1084	994	865	725	566	682	713.35	601	705	623	981	658	1.574	0.655	5.589	2.28356335561692e-08	7.12797990288997e-07	0.0074	0.0118	0.0087	0.0087	TRUE	0.058
NLANBGKA_01194	239	401	26	14	146	59	168	30	30	1002	151	301	5	18	37	41	47	57	51	65	84	54	52	51	104	119	223	56	110	78	79.44	48	67	52	149	81	2.811	1.491	5.387	7.16668761007385e-08	2.08789499040151e-06	0.0561	0.0278	0.0429	0.0429	TRUE	0.2541
NLANBGKA_01584	70915	99204	5429	2959	26142	8012	34991	5962	6329	136317	17756	21268	850	1811	5327	12266	11603	11932	10866	11612	11420	11279	10281	10668	14163	13991	15780	9482	11018	11181	11836.08	11934	11299	10743	14645	10560	1.363	0.446	5.369	7.8971049671305e-08	2.25067491563219e-06	0.0032	0.0099	0.0049	0.0049	TRUE	0.035
NLANBGKA_00608	1653	2665	139	84	778	237	1026	214	198	4750	684	965	33	78	224	286	312	305	308	346	338	331	369	334	494	539	716	368	475	470	399.32	301	331	345	583	438	1.691	0.758	5.361	8.27734423988936e-08	2.27272379160634e-06	0.0115	0.0133	0.0123	0.0123	TRUE	0.1882
NLANBGKA_01192	99	185	5	2	31	11	52	14	8	550	77	93	1	0	4	17	22	11	7	14	16	17	24	13	57	61	69	11	0	8	23.15	17	12	18	62	6	3.494	1.805	5.36	8.32118550702548e-08	2.27272379160634e-06	0.0223	0.0716	0.0497	0.0497	TRUE	0.2117
NLANBGKA_00994	529	889	57	17	259	57	341	73	62	1978	289	372	8	15	48	92	104	125	62	115	81	110	126	105	206	228	276	89	91	101	127.35	107	86	114	237	94	2.083	1.059	5.351	8.76035753132212e-08	2.29696574471266e-06	0.0233	0.021	0.0222	0.0222	TRUE	0.3038
NLANBGKA_00226	1508	1976	116	56	645	195	777	132	151	3598	488	665	32	68	160	261	231	255	206	287	278	250	228	255	374	385	493	357	414	336	307.19	249	257	244	417	369	1.697	0.763	5.22	1.79343279998635e-07	4.35405629774463e-06	0.0108	0.0144	0.0124	0.0124	TRUE	0.1168
NLANBGKA_00875	688	1120	62	62	409	117	434	88	80	2216	304	410	12	48	113	119	131	136	228	182	167	140	152	135	230	240	304	134	292	237	188.39	129	192	142	258	221	1.81	0.856	5.2	1.99482057963664e-07	4.67001746411363e-06	0.0116	0.0173	0.0146	0.0146	TRUE	0.0502
NLANBGKA_00268	606	979	55	52	337	100	362	81	70	2032	288	318	8	26	97	105	115	121	191	150	143	117	140	118	211	227	236	89	158	204	154.85	114	161	125	225	150	1.816	0.86	5.195	2.05205283989173e-07	4.71972153175098e-06	0.0076	0.019	0.0143	0.0143	TRUE	0.1057
NLANBGKA_00422	753	984	65	41	319	124	429	81	72	2137	296	527	15	48	127	130	115	143	151	142	177	138	140	121	222	233	391	167	292	267	188.58	129	157	133	282	242	2.099	1.069	5.167	2.37834292170781e-07	5.37587512130851e-06	0.0347	0.0173	0.0256	0.0256	TRUE	0.5181
NLANBGKA_01081	739	1314	80	43	364	113	516	114	100	2564	382	544	28	77	178	128	154	176	158	162	161	166	197	169	266	301	404	312	468	374	239.66	153	160	177	324	385	1.829	0.871	5.019	5.18690306056323e-07	1.11475900203252e-05	0.0193	0.0157	0.0177	0.0177	TRUE	0.0692
NLANBGKA_00262	39	73	4	2	19	2	23	3	4	317	37	59	0	1	0	7	9	9	7	8	3	7	5	7	33	29	44	0	6	0	11.6	8	6	6	35	2	5.192	2.376	4.994	5.9286756492616e-07	1.23372917082253e-05	0.0172	0.1333	0.0869	0.0869	TRUE	0.2339
NLANBGKA_01082	1027	1562	104	72	492	164	661	135	112	3181	522	691	52	88	146	178	183	229	264	219	234	213	233	189	330	411	513	580	535	306	307.78	197	239	212	418	474	1.968	0.976	4.971	6.64953820442824e-07	1.3411607055393e-05	0.0341	0.0144	0.0244	0.0244	TRUE	0.1824
NLANBGKA_00677	631	879	50	35	303	100	325	57	45	1987	220	211	5	14	63	109	103	110	129	135	143	105	98	76	206	173	157	56	85	132	121.06	107	136	93	179	91	1.897	0.924	4.933	8.08972619596094e-07	1.5829300064037e-05	0.014	0.0216	0.0182	0.0182	TRUE	0.252
NLANBGKA_00267	1374	2274	115	86	721	199	959	249	158	4966	679	783	37	58	215	238	266	253	316	320	284	309	429	266	516	535	581	413	353	451	368.65	252	307	335	544	406	1.634	0.708	4.877	1.07878841944066e-06	2.07984061453927e-05	0.0136	0.0136	0.013	0.013	TRUE	0.2336
NLANBGKA_00673	310	463	28	27	153	70	171	33	34	1258	143	139	10	18	31	54	54	62	99	68	100	55	57	57	131	113	103	112	110	65	82.54	57	89	56	116	96	2.077	1.054	4.846	1.2612551557619e-06	2.39638479594761e-05	0.0179	0.0271	0.0227	0.0227	TRUE	0.4801
NLANBGKA_01787	334	457	29	8	64	28	147	26	22	819	115	127	8	15	40	58	53	64	29	28	40	47	45	37	85	91	94	89	91	84	62.42	58	32	43	90	88	2.018	1.013	4.803	1.56289148984677e-06	2.84576492109599e-05	0	0.0327	0.0183	0.0183	TRUE	0.1366
NLANBGKA_00360	4081	6017	325	209	2123	569	2537	455	388	10307	1571	1400	85	166	542	706	704	714	767	943	811	818	785	654	1071	1238	1039	948	1010	1138	889.67	708	840	752	1116	1032	1.474	0.56	4.796	1.61559870485813e-06	2.90143822201234e-05	0.0069	0.0114	0.0088	0.0088	TRUE	0.0602
NLANBGKA_00876	469	647	35	18	195	58	218	41	43	1156	150	240	10	24	63	81	76	77	66	87	83	70	71	72	120	118	178	112	146	132	99.25	78	79	71	139	130	1.938	0.955	4.793	1.64296255185136e-06	2.91070798037451e-05	0.0151	0.0242	0.0193	0.0193	TRUE	0.2505
NLANBGKA_00993	663	739	42	28	244	82	360	75	53	1998	267	252	12	48	115	115	86	92	103	108	117	116	129	89	208	210	187	134	292	241	148.56	98	109	111	202	222	1.799	0.847	4.784	1.71421885869421e-06	2.99645456499747e-05	0.0129	0.0194	0.0165	0.0165	TRUE	0.0414
NLANBGKA_00719	1338	2017	99	47	525	159	728	127	140	3395	399	571	26	48	148	231	236	218	173	233	227	235	219	236	353	314	424	290	292	311	266.03	228	211	230	364	298	1.575	0.655	4.72	2.35950058414589e-06	4.07013850765166e-05	0.0072	0.0151	0.0108	0.0108	TRUE	0.0899
NLANBGKA_00102	5484	8376	492	240	2145	779	2974	675	561	14585	1755	3402	115	244	663	949	980	1081	881	953	1110	959	1164	946	1515	1383	2524	1283	1485	1392	1240.23	1003	981	1023	1807	1387	1.768	0.822	4.708	2.49593790759625e-06	4.09021824607335e-05	0.0303	0.0109	0.0212	0.0212	TRUE	0.581
NLANBGKA_01628	2772	3833	189	139	1087	300	1423	220	271	5662	795	939	45	80	234	479	448	415	510	483	428	459	379	457	588	626	697	502	487	491	496.67	447	474	432	637	493	1.462	0.547	4.708	2.49568616797562e-06	4.09021824607335e-05	0.0048	0.0126	0.008	0.008	TRUE	0.0439
NLANBGKA_00118	815	1232	66	45	358	164	469	105	67	2509	287	422	22	29	114	141	144	145	165	159	234	151	181	113	261	226	313	245	176	239	192.96	143	186	148	267	220	1.793	0.842	4.621	3.82815969515353e-06	6.12038702481253e-05	0.0215	0.0172	0.0192	0.0192	TRUE	0.1529
NLANBGKA_00675	739	1128	45	44	390	93	421	76	70	2575	281	255	11	16	63	128	132	99	162	173	133	136	131	118	268	221	189	123	97	132	149.41	120	156	128	226	117	1.763	0.818	4.602	4.18120196189476e-06	6.4488891435812e-05	0.0157	0.0193	0.0174	0.0174	TRUE	0.0619
NLANBGKA_01012	1186	1771	121	66	634	169	786	134	143	3353	477	598	41	58	153	205	207	266	242	282	241	253	231	241	348	376	444	457	353	321	297.85	226	255	242	389	377	1.594	0.672	4.579	4.6707927282347e-06	7.12024333339033e-05	0.0117	0.0146	0.0125	0.0125	TRUE	0.0904
NLANBGKA_00678	619	959	54	46	306	91	330	73	50	2547	205	234	10	12	48	107	112	119	169	136	130	106	126	84	265	162	174	112	73	101	131.6	113	145	105	200	95	1.92	0.941	4.566	4.96902332207772e-06	7.48780410947574e-05	0.0272	0.0206	0.024	0.024	TRUE	0.409
NLANBGKA_01462	1770	2443	140	100	964	313	999	168	167	4387	558	568	30	70	230	306	286	308	367	428	446	322	290	281	456	440	421	335	426	483	372.97	300	414	298	439	415	1.46	0.546	4.563	5.04225572703752e-06	7.51181506607522e-05	0.0031	0.0136	0.0079	0.0079	TRUE	0.0929
NLANBGKA_01651	276	380	20	12	73	33	119	20	22	703	106	96	5	11	35	48	44	44	44	32	47	38	34	37	73	84	71	56	67	73	52.9	45	41	36	76	65	2.034	1.024	4.476	7.60687148863279e-06	0.000112051781141546	0	0.0368	0.0214	0.0214	TRUE	0.261
NLANBGKA_01011	1105	1761	130	57	488	150	655	135	103	2820	424	641	31	63	163	191	206	286	209	217	214	211	233	174	293	334	476	346	383	342	274.28	228	213	206	368	357	1.773	0.826	4.467	7.94850586765313e-06	0.000115783235472147	0.0263	0.015	0.0211	0.0211	TRUE	0.2921
NLANBGKA_00225	17609	24408	1408	882	7052	2474	9064	1948	1815	38920	5588	8961	375	963	2230	3046	2855	3094	3239	3132	3526	2922	3359	3059	4044	4403	6649	4183	5859	4681	3870.07	2998	3299	3113	5032	4908	1.616	0.693	4.461	8.16607531678081e-06	0.00011764532681648	0.0236	0.0101	0.0171	0.0171	TRUE	0.3856
NLANBGKA_01658	306	376	26	25	130	40	161	25	21	751	112	185	11	18	46	53	44	57	92	58	57	52	43	35	78	88	137	123	110	97	74.89	51	69	43	101	110	2.214	1.147	4.406	1.05353399997836e-05	0.000148514309029208	0.04	0.0289	0.0345	0.0345	TRUE	0.3413
NLANBGKA_01513	4979	9013	482	317	2522	755	3106	616	653	14235	1836	2028	67	115	450	861	1054	1059	1164	1120	1076	1001	1062	1101	1479	1447	1505	747	700	945	1088.08	991	1120	1055	1477	797	1.404	0.489	4.402	1.0738252472727e-05	0.000149764350976011	0.0073	0.0111	0.0082	0.0082	TRUE	0.1611
NLANBGKA_00129	112	140	6	6	72	29	61	14	6	398	66	75	1	16	32	19	16	13	22	32	41	20	24	10	41	52	56	11	97	67	34.86	16	32	18	50	58	2.654	1.408	4.362	1.29018221356149e-05	0.000174374111544239	0.0276	0.0508	0.0435	0.0435	TRUE	0.023
NLANBGKA_00961	218	301	24	10	98	38	114	18	17	600	82	130	6	16	35	38	35	53	37	44	54	37	31	29	62	65	96	67	97	73	54.51	42	45	32	74	79	2.209	1.143	4.323	1.53700869289644e-05	0.000203537211756286	0.0273	0.036	0.0317	0.0317	TRUE	0.2495
NLANBGKA_01742	4116	5172	311	221	1559	521	2332	425	393	9303	1351	1644	87	272	589	712	605	684	812	692	743	752	733	662	967	1065	1220	970	1655	1236	900.43	667	749	716	1084	1287	1.508	0.593	4.283	1.84726453445524e-05	0.000239778594521864	0.014	0.0113	0.0127	0.0127	TRUE	0.0592
NLANBGKA_01018	109	122	12	8	36	15	41	8	11	349	63	58	5	4	34	19	14	26	29	16	21	13	14	19	36	50	43	56	24	71	30.15	20	22	15	43	50	2.901	1.536	4.265	1.99597606979124e-05	0.00025405093470838	0.0503	0.0573	0.0542	0.0542	TRUE	0.0763
NLANBGKA_01780	391	546	35	21	271	80	266	51	26	1363	183	170	12	15	57	68	64	77	77	120	114	86	88	44	142	144	126	134	91	120	99.61	70	104	73	137	115	1.836	0.877	4.204	2.61792937577719e-05	0.000321489260113437	0.0194	0.0241	0.0223	0.0223	TRUE	0.2835
NLANBGKA_01587	574	868	55	33	242	77	311	44	65	1261	219	293	12	31	70	99	102	121	121	107	110	100	76	110	131	173	217	134	189	147	129.08	107	113	95	174	157	1.784	0.835	4.149	3.34593042570556e-05	0.000398774071645454	0.023	0.0208	0.022	0.022	TRUE	0.0505
NLANBGKA_00054	64	110	8	20	54	25	39	12	13	428	69	66	3	13	27	11	13	18	73	24	36	13	21	22	44	54	49	33	79	57	36.45	14	44	19	49	56	2.888	1.53	4.137	3.51718485969612e-05	0.00041169904920193	0.0814	0.0491	0.0633	0.0633	TRUE	0.0679
NLANBGKA_00990	230	355	35	14	114	44	132	28	37	846	137	165	3	14	34	40	42	77	51	51	63	43	48	62	88	108	122	33	85	71	65.63	53	55	51	106	63	2.121	1.085	4.122	3.74934522935317e-05	0.000434990406697523	0.042	0.0316	0.0365	0.0365	TRUE	0.1717
NLANBGKA_00828	29688	41921	2500	1358	12222	3973	16542	3278	2969	68547	9059	11877	478	1370	3724	5135	4903	5494	4987	5429	5663	5332	5653	5004	7122	7138	8812	5332	8335	7817	6143.76	5177	5360	5330	7691	7161	1.443	0.529	3.949	7.83729983183278e-05	0.000856225006627732	0.0152	0.01	0.0128	0.0128	TRUE	0.2212
NLANBGKA_01272	581	839	48	46	462	133	349	75	53	2002	227	198	8	9	27	100	98	105	169	205	190	112	129	89	208	179	147	89	55	57	128.9	101	188	110	178	67	1.625	0.7	3.93	8.51056659221928e-05	0.000907555244238533	0.0123	0.0209	0.0166	0.0166	TRUE	0.0492
NLANBGKA_00946	2630	3558	219	129	1035	310	1451	272	215	5390	776	873	50	118	294	455	416	481	474	460	442	468	469	362	560	611	648	558	718	617	515.92	451	459	433	606	631	1.385	0.47	3.927	8.61400194412355e-05	0.000910722302318224	0.0056	0.0125	0.0086	0.0086	TRUE	0.0806
NLANBGKA_01729	60	95	5	4	47	20	45	6	11	273	48	58	2	5	13	10	11	11	15	21	29	15	10	19	28	38	43	22	30	27	21.95	11	22	15	36	26	2.453	1.294	3.707	0.000209830475733221	0.00208399813398676	0	0.075	0.0479	0.0479	TRUE	0.0785
NLANBGKA_00082	521	821	44	17	205	51	268	54	43	1561	149	174	8	13	41	90	96	97	62	91	73	86	93	72	162	117	129	89	79	86	94.94	94	75	84	136	85	1.637	0.711	3.668	0.000244603785151775	0.00235790854657336	0.0137	0.0248	0.0189	0.0189	TRUE	0.1645
NLANBGKA_01639	163	275	16	10	65	21	66	29	26	672	86	120	2	7	23	28	32	35	37	29	30	21	50	44	70	68	89	22	43	48	43.06	32	32	38	76	38	2.145	1.101	3.668	0.000244598695784535	0.00235790854657336	0.0498	0.043	0.0462	0.0462	TRUE	1.0001
NLANBGKA_01610	930	1722	82	46	439	151	504	93	50	2459	277	265	20	47	125	161	201	180	169	195	215	162	160	84	255	218	197	223	286	262	198.03	181	193	135	223	257	1.618	0.694	3.629	0.000284670244134796	0.00272410722672056	0.0256	0.017	0.0212	0.0212	TRUE	0.3485
NLANBGKA_01705	516	796	54	55	538	156	450	97	92	2664	289	269	7	6	38	89	93	119	202	239	222	145	167	155	277	228	200	78	37	80	155.34	100	221	156	235	65	1.535	0.618	3.618	0.000296616739211453	0.00279956678212941	0.0139	0.019	0.0163	0.0163	TRUE	0.2146
NLANBGKA_01830	2032	3535	223	78	729	169	1052	163	221	5279	770	563	22	23	133	351	413	490	286	324	241	339	281	373	548	607	418	245	140	279	355.75	418	284	331	524	221	1.583	0.663	3.618	0.000296826683993889	0.00279956678212941	0.031	0.0138	0.0219	0.0219	TRUE	0.2488
NLANBGKA_01749	1853	2573	137	63	709	215	902	126	160	3421	453	539	23	37	126	321	301	301	231	315	306	291	217	270	355	357	400	257	225	264	294.09	308	284	259	371	249	1.405	0.49	3.602	0.000316299469433095	0.00294091208813325	0.0069	0.0146	0.0105	0.0105	TRUE	0.0752
NLANBGKA_01301	54	84	7	6	38	13	44	6	8	282	33	59	4	4	16	9	10	15	22	17	19	14	10	13	29	26	44	45	24	34	22.11	11	19	12	33	34	2.485	1.313	3.581	0.000341870104647705	0.00313420774260938	0	0.0746	0.0529	0.0529	TRUE	0.0424
NLANBGKA_00297	869	1142	66	34	299	116	411	57	64	1437	217	356	16	38	94	150	134	145	125	133	165	132	98	108	149	171	264	178	231	197	158.8	143	141	113	195	202	1.673	0.742	3.577	0.000347771484815177	0.00316616955967151	0.03	0.0188	0.0248	0.0248	TRUE	0.4302
NLANBGKA_01553	242	378	26	13	118	35	118	29	27	757	83	123	4	5	36	42	44	57	48	52	50	38	50	46	79	65	91	45	30	76	54.18	48	50	45	78	50	1.826	0.868	3.549	0.000387052875885526	0.00349537203233503	0.0168	0.0362	0.028	0.028	TRUE	0.3343
NLANBGKA_01521	1581	2395	120	71	798	234	963	159	195	3659	518	728	33	96	235	273	280	264	261	354	334	310	274	329	380	408	540	368	584	493	363.55	272	316	304	443	482	1.446	0.532	3.46	0.000539241596913594	0.00471297155702481	0.0153	0.0137	0.0145	0.0145	TRUE	0.0567
NLANBGKA_00812	36	49	3	4	27	8	21	4	7	183	29	37	1	2	10	6	6	7	15	12	11	7	7	12	19	23	27	11	12	21	13.05	6	13	9	23	15	2.865	1.518	3.45	0.000560695563662146	0.00486802572159651	0	0.1196	0.0701	0.0701	TRUE	0.1506
NLANBGKA_00515	99	123	7	5	46	22	49	6	12	210	39	115	5	8	24	17	14	15	18	20	31	16	10	20	22	31	85	56	49	50	30.41	15	23	15	46	52	2.893	1.533	3.445	0.00057094842262643	0.00490463935538696	0.1471	0.0569	0.1025	0.1025	TRUE	0.702
NLANBGKA_01269	3567	5036	289	242	2263	585	2238	409	336	11635	1289	1056	68	57	222	617	589	635	889	1005	834	721	705	566	1209	1016	784	759	347	466	742.74	614	909	664	1003	524	1.508	0.593	3.418	0.000630372529520006	0.00536635315714758	0.031	0.0117	0.0205	0.0205	TRUE	0.1473
NLANBGKA_00838	858	1220	73	34	309	90	451	86	78	2001	222	294	13	22	78	148	143	160	125	137	128	145	148	131	208	175	218	145	134	164	154.04	150	130	141	200	148	1.412	0.498	3.4	0.000674069913010825	0.00566477984587943	0	0.019	0.0105	0.0105	TRUE	0.0595
NLANBGKA_01449	219	382	19	9	75	24	122	19	28	900	95	77	11	5	18	38	45	42	33	33	34	39	33	47	94	75	57	123	30	38	50.7	42	33	40	75	64	1.924	0.944	3.401	0.000672558141503663	0.00566477984587943	0.0401	0.038	0.0388	0.0388	TRUE	0.2286
NLANBGKA_00196	253	442	26	20	147	53	161	38	45	918	137	134	9	9	44	44	52	57	73	65	76	52	66	76	95	108	99	100	55	92	74.03	51	71	65	101	82	1.629	0.704	3.386	0.000708808231905634	0.00586635670705615	0.0113	0.0291	0.0203	0.0203	TRUE	0.2002
NLANBGKA_00805	180	227	15	4	73	33	105	20	22	558	73	146	0	10	18	31	27	33	15	32	47	34	34	37	58	58	108	0	61	38	40.84	30	31	35	75	33	2.115	1.08	3.383	0.000715955051967188	0.00586635670705615	0.0698	0.0448	0.0544	0.0544	TRUE	0.0546
