ID	sample_4C
NLANBGKA_00155	50
NLANBGKA_00156	34
NLANBGKA_00157	33
NLANBGKA_00158	103
NLANBGKA_00159	24
NLANBGKA_00160	2
NLANBGKA_00161	222
NLANBGKA_00162	85
NLANBGKA_00163	13
NLANBGKA_00164	11
NLANBGKA_00165	80
NLANBGKA_00166	90
NLANBGKA_00167	57
NLANBGKA_00168	13
NLANBGKA_00169	205
NLANBGKA_00170	1
NLANBGKA_00171	0
NLANBGKA_00172	677
NLANBGKA_00173	4
NLANBGKA_00174	3
NLANBGKA_00175	16
NLANBGKA_00176	19
NLANBGKA_00177	1
NLANBGKA_00178	8
NLANBGKA_00179	61
NLANBGKA_00180	29
NLANBGKA_00181	39
NLANBGKA_00182	2
NLANBGKA_00183	298
NLANBGKA_00184	8
NLANBGKA_00185	0
NLANBGKA_00186	0
NLANBGKA_00187	16
NLANBGKA_00188	1
NLANBGKA_00189	0
NLANBGKA_00190	0
NLANBGKA_00191	59
NLANBGKA_00192	2
NLANBGKA_00193	0
NLANBGKA_00194	35
NLANBGKA_00195	18
NLANBGKA_00196	45
NLANBGKA_00197	226
NLANBGKA_00198	5
NLANBGKA_00199	3
NLANBGKA_00200	51
NLANBGKA_00201	68
NLANBGKA_00202	160
NLANBGKA_00203	5
NLANBGKA_00204	17
NLANBGKA_00205	2
NLANBGKA_00206	2
NLANBGKA_00207	4
NLANBGKA_00208	87
NLANBGKA_00209	33
NLANBGKA_00210	17
NLANBGKA_00211	19
NLANBGKA_00212	15
NLANBGKA_00213	146
NLANBGKA_00214	28
NLANBGKA_00215	269
NLANBGKA_00216	1
NLANBGKA_00217	185
NLANBGKA_00218	277
NLANBGKA_00219	105
NLANBGKA_00220	758
NLANBGKA_00221	743
NLANBGKA_00222	1003
NLANBGKA_00223	368
NLANBGKA_00224	28
NLANBGKA_00225	1815
NLANBGKA_00226	151
NLANBGKA_00227	89
NLANBGKA_00228	132
NLANBGKA_00229	191
NLANBGKA_00230	1
NLANBGKA_00231	69
NLANBGKA_00232	39
NLANBGKA_00233	4
NLANBGKA_00234	4
NLANBGKA_00235	20
NLANBGKA_00236	0
NLANBGKA_00237	25
NLANBGKA_00238	3
NLANBGKA_00239	0
NLANBGKA_00240	2
NLANBGKA_00241	0
NLANBGKA_00242	69
NLANBGKA_00243	197
NLANBGKA_00244	1
NLANBGKA_00245	97
NLANBGKA_00246	19
NLANBGKA_00247	0
NLANBGKA_00248	0
NLANBGKA_00249	27
NLANBGKA_00250	1
NLANBGKA_00251	3
NLANBGKA_00252	0
NLANBGKA_00253	0
NLANBGKA_00254	34
NLANBGKA_00255	10
NLANBGKA_00256	62
NLANBGKA_00257	8
NLANBGKA_00258	107
NLANBGKA_00259	62
NLANBGKA_00260	48
NLANBGKA_00261	101
NLANBGKA_00262	4
NLANBGKA_00263	1
NLANBGKA_00264	4
NLANBGKA_00265	1
NLANBGKA_00266	0
NLANBGKA_00267	158
NLANBGKA_00268	70
NLANBGKA_00269	0
NLANBGKA_00274	51
NLANBGKA_00275	172
NLANBGKA_00276	419
NLANBGKA_00277	62
NLANBGKA_00278	61
NLANBGKA_00279	13
NLANBGKA_00281	13
NLANBGKA_00282	28
NLANBGKA_00283	257
NLANBGKA_00284	90
NLANBGKA_00285	111
NLANBGKA_00286	6
NLANBGKA_00287	56
NLANBGKA_00288	19
NLANBGKA_00289	72
NLANBGKA_00290	19
NLANBGKA_00291	7
NLANBGKA_00292	11
NLANBGKA_00293	23
NLANBGKA_00294	20
NLANBGKA_00295	32
NLANBGKA_00296	1
NLANBGKA_00297	64
NLANBGKA_00298	98
NLANBGKA_00299	16
NLANBGKA_00300	198
NLANBGKA_00301	27
NLANBGKA_00302	3
NLANBGKA_00303	25
NLANBGKA_00304	11
NLANBGKA_00305	11
NLANBGKA_00306	4
NLANBGKA_00307	12
NLANBGKA_00308	50
NLANBGKA_00309	176
NLANBGKA_00310	8
NLANBGKA_00311	66
NLANBGKA_00312	31
NLANBGKA_00313	51
NLANBGKA_00314	42
NLANBGKA_00315	32
NLANBGKA_00316	1
NLANBGKA_00317	0
NLANBGKA_00318	13
NLANBGKA_00319	14
NLANBGKA_00320	0
NLANBGKA_00321	4
NLANBGKA_00322	1
NLANBGKA_00323	66
NLANBGKA_00324	32
NLANBGKA_00325	45
NLANBGKA_00326	13
NLANBGKA_00327	0
NLANBGKA_00328	11
NLANBGKA_00329	35
NLANBGKA_00330	3
NLANBGKA_00331	55
NLANBGKA_00332	0
NLANBGKA_00333	0
NLANBGKA_00334	1
NLANBGKA_00335	6
NLANBGKA_00336	4
NLANBGKA_00337	0
NLANBGKA_00338	3
NLANBGKA_00339	47
NLANBGKA_00340	7
NLANBGKA_00341	131
NLANBGKA_00342	10
NLANBGKA_00343	5
NLANBGKA_00344	8
NLANBGKA_00345	0
NLANBGKA_00346	2
NLANBGKA_00347	16
NLANBGKA_00348	3
NLANBGKA_00349	11
NLANBGKA_00350	2
NLANBGKA_00351	40
NLANBGKA_00352	615
NLANBGKA_00353	0
NLANBGKA_00354	88
NLANBGKA_00355	0
NLANBGKA_00356	27
NLANBGKA_00357	8
NLANBGKA_00358	39
NLANBGKA_00359	2
NLANBGKA_00360	388
NLANBGKA_00361	9
NLANBGKA_00363	51
NLANBGKA_00364	69
NLANBGKA_00365	40
NLANBGKA_00366	17
NLANBGKA_00367	9
NLANBGKA_00368	15
NLANBGKA_00369	8
NLANBGKA_00370	4
NLANBGKA_00371	3614
NLANBGKA_00372	57
NLANBGKA_00373	26
NLANBGKA_00374	31
NLANBGKA_00375	64
NLANBGKA_00376	23
NLANBGKA_00377	30
NLANBGKA_00378	107
NLANBGKA_00379	58
NLANBGKA_00380	40
NLANBGKA_00381	5
NLANBGKA_00382	122
NLANBGKA_00383	98
NLANBGKA_00384	11
NLANBGKA_00385	0
NLANBGKA_00386	1
NLANBGKA_00387	5
NLANBGKA_00388	21
NLANBGKA_00389	22
NLANBGKA_00390	33
NLANBGKA_00391	332
NLANBGKA_00392	172
NLANBGKA_00393	0
NLANBGKA_00394	1
NLANBGKA_00395	27
NLANBGKA_00396	52
NLANBGKA_00397	20
NLANBGKA_00398	273
NLANBGKA_00399	1
NLANBGKA_00400	20
NLANBGKA_00401	87
NLANBGKA_00402	201
NLANBGKA_00403	151
NLANBGKA_00404	97
NLANBGKA_00405	141
NLANBGKA_00406	16
NLANBGKA_00407	14
NLANBGKA_00408	25
NLANBGKA_00409	315
NLANBGKA_00410	1
NLANBGKA_00411	5
NLANBGKA_00412	66
NLANBGKA_00413	12
NLANBGKA_00414	2
NLANBGKA_00415	1
NLANBGKA_00416	3
NLANBGKA_00417	70
NLANBGKA_00418	27
NLANBGKA_00419	19
NLANBGKA_00420	11
NLANBGKA_00421	0
NLANBGKA_00422	72
NLANBGKA_00423	307
NLANBGKA_00424	17
NLANBGKA_00425	7
NLANBGKA_00426	16
NLANBGKA_00427	0
NLANBGKA_00428	7
NLANBGKA_00429	0
NLANBGKA_00430	21
NLANBGKA_00431	0
NLANBGKA_00432	8
NLANBGKA_00433	7
NLANBGKA_00434	39
NLANBGKA_00435	2
NLANBGKA_00436	24
NLANBGKA_00437	0
NLANBGKA_00438	31
NLANBGKA_00439	40
NLANBGKA_00440	2
NLANBGKA_00441	0
NLANBGKA_00442	1
NLANBGKA_00443	1
NLANBGKA_00444	16
NLANBGKA_00445	58
NLANBGKA_00446	17
NLANBGKA_00447	55
NLANBGKA_00448	113
NLANBGKA_00449	75
NLANBGKA_00450	109
NLANBGKA_00451	0
NLANBGKA_00452	136
NLANBGKA_00453	50
NLANBGKA_00454	70
NLANBGKA_00455	3
NLANBGKA_00456	12
NLANBGKA_00457	1
NLANBGKA_00458	0
NLANBGKA_00459	2
NLANBGKA_00460	5
NLANBGKA_00461	2
NLANBGKA_00462	1
NLANBGKA_00463	36
NLANBGKA_00464	42
NLANBGKA_00465	220
NLANBGKA_00466	68
NLANBGKA_00467	7
NLANBGKA_00468	115
NLANBGKA_00469	117
NLANBGKA_00470	3
NLANBGKA_00471	22
NLANBGKA_00472	2
NLANBGKA_00473	2
NLANBGKA_00474	3
NLANBGKA_00475	92
NLANBGKA_00476	25
NLANBGKA_00477	47
NLANBGKA_00478	61
NLANBGKA_00479	44
NLANBGKA_00480	87
NLANBGKA_00481	208
NLANBGKA_00482	423
NLANBGKA_00483	6
NLANBGKA_00484	28
NLANBGKA_00485	24
NLANBGKA_00486	49
NLANBGKA_00487	46
NLANBGKA_00488	35
NLANBGKA_00489	53
NLANBGKA_00490	60
NLANBGKA_00491	96
NLANBGKA_00492	23
NLANBGKA_00493	54
NLANBGKA_00494	1
NLANBGKA_00495	2
NLANBGKA_00496	0
NLANBGKA_00497	0
NLANBGKA_00498	168
NLANBGKA_00499	10
NLANBGKA_00500	3
NLANBGKA_00501	9
NLANBGKA_00502	33
NLANBGKA_00503	105
NLANBGKA_00504	4
NLANBGKA_00505	2
NLANBGKA_00506	4
NLANBGKA_00507	3
NLANBGKA_00508	1
NLANBGKA_00509	1
NLANBGKA_00510	0
NLANBGKA_00511	148
NLANBGKA_00512	102
NLANBGKA_00513	9
NLANBGKA_00514	0
NLANBGKA_00515	12
NLANBGKA_00516	10
NLANBGKA_00517	13
NLANBGKA_00518	0
NLANBGKA_00519	11
NLANBGKA_00520	28
NLANBGKA_00521	5
NLANBGKA_00522	13
NLANBGKA_00523	10
NLANBGKA_00524	333
NLANBGKA_00525	2
NLANBGKA_00526	354
NLANBGKA_00527	37
NLANBGKA_00528	3
NLANBGKA_00529	0
NLANBGKA_00530	1425
NLANBGKA_00531	0
NLANBGKA_00532	0
NLANBGKA_00533	93
NLANBGKA_00534	11
NLANBGKA_00535	0
NLANBGKA_00536	1
NLANBGKA_00537	3
NLANBGKA_00538	1
NLANBGKA_00539	2
NLANBGKA_00540	6
NLANBGKA_00541	9
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	0
NLANBGKA_00545	242
NLANBGKA_00546	113
NLANBGKA_00547	31
NLANBGKA_00548	22
NLANBGKA_00549	116
NLANBGKA_00550	111
NLANBGKA_00551	75
NLANBGKA_00552	24
NLANBGKA_00553	9
NLANBGKA_00554	4
NLANBGKA_00555	0
NLANBGKA_00556	2
NLANBGKA_00557	6
NLANBGKA_00558	8
NLANBGKA_00559	0
NLANBGKA_00560	0
NLANBGKA_00561	277
NLANBGKA_00562	1357
NLANBGKA_00563	1
NLANBGKA_00564	2
NLANBGKA_00565	2
NLANBGKA_00566	5
NLANBGKA_00567	7
NLANBGKA_00568	6
NLANBGKA_00569	0
NLANBGKA_00570	6
NLANBGKA_00571	4
NLANBGKA_00572	11
NLANBGKA_00573	1
NLANBGKA_00574	3
NLANBGKA_00575	8
NLANBGKA_00576	1
NLANBGKA_00577	2
NLANBGKA_00578	2
NLANBGKA_00579	386
NLANBGKA_00580	154
NLANBGKA_00581	86
NLANBGKA_00582	0
NLANBGKA_00583	0
NLANBGKA_00584	4
NLANBGKA_00585	1
NLANBGKA_00586	7
NLANBGKA_00587	9
NLANBGKA_00588	3
NLANBGKA_00589	2
NLANBGKA_00590	1
NLANBGKA_00591	17
NLANBGKA_00592	10
NLANBGKA_00593	16
NLANBGKA_00594	53
NLANBGKA_00595	46
NLANBGKA_00596	0
NLANBGKA_00597	168
NLANBGKA_00598	1
NLANBGKA_00599	1
NLANBGKA_00600	11
NLANBGKA_00601	390
NLANBGKA_00602	75
NLANBGKA_00603	24
NLANBGKA_00604	0
NLANBGKA_00605	26
NLANBGKA_00606	59
NLANBGKA_00607	53
NLANBGKA_00608	198
NLANBGKA_00609	2
NLANBGKA_00610	279
NLANBGKA_00611	38
NLANBGKA_00612	0
NLANBGKA_00613	0
NLANBGKA_00614	2
NLANBGKA_00615	3
NLANBGKA_00616	35
NLANBGKA_00617	107
NLANBGKA_00618	5
NLANBGKA_00619	9
NLANBGKA_00620	5
NLANBGKA_00621	1
NLANBGKA_00622	3
NLANBGKA_00623	9
NLANBGKA_00624	25
NLANBGKA_00625	10
NLANBGKA_00626	51
NLANBGKA_00627	94
NLANBGKA_00628	124
NLANBGKA_00629	152
NLANBGKA_00630	215
NLANBGKA_00631	40
NLANBGKA_00632	242
NLANBGKA_00633	0
NLANBGKA_00634	0
NLANBGKA_00635	0
NLANBGKA_00636	0
NLANBGKA_00637	0
NLANBGKA_00638	0
NLANBGKA_00639	0
NLANBGKA_00640	0
NLANBGKA_00641	1
NLANBGKA_00642	0
NLANBGKA_00643	1
NLANBGKA_00644	0
NLANBGKA_00645	2
NLANBGKA_00646	25
NLANBGKA_00647	39
NLANBGKA_00648	50
NLANBGKA_00649	6
NLANBGKA_00650	18
NLANBGKA_00651	16
NLANBGKA_00652	8
NLANBGKA_00653	9
NLANBGKA_00654	2
NLANBGKA_00655	2
NLANBGKA_00656	0
NLANBGKA_00657	344
NLANBGKA_00658	221
NLANBGKA_00659	108
NLANBGKA_00660	49
NLANBGKA_00661	68
NLANBGKA_00662	140
NLANBGKA_00663	271
NLANBGKA_00664	25
NLANBGKA_00665	0
NLANBGKA_00666	327
NLANBGKA_00667	15000
NLANBGKA_00668	5
NLANBGKA_00669	12
NLANBGKA_00670	1493
NLANBGKA_00671	892
NLANBGKA_00672	87
NLANBGKA_00673	34
NLANBGKA_00674	9
NLANBGKA_00675	70
NLANBGKA_00676	0
NLANBGKA_00677	45
NLANBGKA_00678	50
NLANBGKA_00679	577
NLANBGKA_00680	16
NLANBGKA_00681	13
NLANBGKA_00682	216
NLANBGKA_00683	25
NLANBGKA_00684	67
NLANBGKA_00685	48
NLANBGKA_00686	159
NLANBGKA_00687	31
NLANBGKA_00688	23
NLANBGKA_00689	53
NLANBGKA_00690	2
NLANBGKA_00691	40
NLANBGKA_00692	13
NLANBGKA_00693	23
NLANBGKA_00694	16
NLANBGKA_00695	39
NLANBGKA_00696	36
NLANBGKA_00697	17
NLANBGKA_00698	15
NLANBGKA_00699	8
NLANBGKA_00700	2
NLANBGKA_00701	8
NLANBGKA_00702	39
NLANBGKA_00703	2
NLANBGKA_00704	1
NLANBGKA_00705	6
NLANBGKA_00706	21
NLANBGKA_00707	9
NLANBGKA_00708	7
NLANBGKA_00709	14
NLANBGKA_00710	2
NLANBGKA_00711	5
NLANBGKA_00712	2
NLANBGKA_00713	0
NLANBGKA_00714	1
NLANBGKA_00715	380
NLANBGKA_00716	0
NLANBGKA_00717	4
NLANBGKA_00718	5
NLANBGKA_00719	140
NLANBGKA_00720	210
NLANBGKA_00721	74
NLANBGKA_00722	7
NLANBGKA_00723	30
NLANBGKA_00724	5
NLANBGKA_00725	88
NLANBGKA_00726	13
NLANBGKA_00727	4
NLANBGKA_00728	0
NLANBGKA_00729	8
NLANBGKA_00730	79
NLANBGKA_00731	31
NLANBGKA_00732	11
NLANBGKA_00733	17
NLANBGKA_00734	24
NLANBGKA_00735	27
NLANBGKA_00736	0
NLANBGKA_00737	1
NLANBGKA_00738	7
NLANBGKA_00739	26
NLANBGKA_00740	111
NLANBGKA_00741	12
NLANBGKA_00742	4
NLANBGKA_00743	334
NLANBGKA_00744	46
NLANBGKA_00745	395
NLANBGKA_00746	25
NLANBGKA_00747	1
NLANBGKA_00748	700
NLANBGKA_00749	244
NLANBGKA_00750	18
NLANBGKA_00751	917
NLANBGKA_00752	189
NLANBGKA_00753	130
NLANBGKA_00754	88
NLANBGKA_00755	74
NLANBGKA_00756	42
NLANBGKA_00757	290
NLANBGKA_00758	431
NLANBGKA_00759	103
NLANBGKA_00760	40
NLANBGKA_00761	6
NLANBGKA_00762	133
NLANBGKA_00763	107
NLANBGKA_00764	248
NLANBGKA_00765	0
NLANBGKA_00766	30
NLANBGKA_00767	3
NLANBGKA_00768	12
NLANBGKA_00769	19
NLANBGKA_00770	49
NLANBGKA_00771	12
NLANBGKA_00772	11
NLANBGKA_00773	43
NLANBGKA_00774	24
NLANBGKA_00775	57
NLANBGKA_00776	258
NLANBGKA_00777	27
NLANBGKA_00778	5
NLANBGKA_00779	24
NLANBGKA_00780	13
NLANBGKA_00781	0
NLANBGKA_00782	106
NLANBGKA_00783	106
NLANBGKA_00784	5
NLANBGKA_00785	55
NLANBGKA_00786	0
NLANBGKA_00787	0
NLANBGKA_00788	7
NLANBGKA_00789	118
NLANBGKA_00790	25
NLANBGKA_00791	2
NLANBGKA_00792	33
NLANBGKA_00793	19
NLANBGKA_00794	113
NLANBGKA_00795	94
NLANBGKA_00796	40
NLANBGKA_00797	83
NLANBGKA_00798	1
NLANBGKA_00799	32
NLANBGKA_00800	33
NLANBGKA_00801	3
NLANBGKA_00802	0
NLANBGKA_00803	1
NLANBGKA_00804	30
NLANBGKA_00805	22
NLANBGKA_00806	4
NLANBGKA_00807	2
NLANBGKA_00808	0
NLANBGKA_00809	6
NLANBGKA_00810	39
NLANBGKA_00811	2
NLANBGKA_00812	7
NLANBGKA_00813	1
NLANBGKA_00814	82
NLANBGKA_00815	46
NLANBGKA_00816	15
NLANBGKA_00817	141
NLANBGKA_00818	100
NLANBGKA_00819	10
NLANBGKA_00820	121
NLANBGKA_00821	126
NLANBGKA_00822	63
NLANBGKA_00823	93
NLANBGKA_00824	25
NLANBGKA_00825	107
NLANBGKA_00826	17
NLANBGKA_00827	5
NLANBGKA_00828	2969
NLANBGKA_00829	12
NLANBGKA_00830	97
NLANBGKA_00831	94
NLANBGKA_00832	3
NLANBGKA_00833	262
NLANBGKA_00834	95
NLANBGKA_00835	66
NLANBGKA_00836	122
NLANBGKA_00837	20
NLANBGKA_00838	78
NLANBGKA_00839	9
NLANBGKA_00840	68
NLANBGKA_00841	17
NLANBGKA_00842	27
NLANBGKA_00843	54
NLANBGKA_00844	34
NLANBGKA_00845	45
NLANBGKA_00846	1
NLANBGKA_00847	0
NLANBGKA_00848	4
NLANBGKA_00849	75
NLANBGKA_00850	45
NLANBGKA_00851	61
NLANBGKA_00852	1
NLANBGKA_00853	6
NLANBGKA_00854	6
NLANBGKA_00855	94
NLANBGKA_00856	32
NLANBGKA_00857	14
NLANBGKA_00858	10
NLANBGKA_00859	13
NLANBGKA_00860	0
NLANBGKA_00861	1000
NLANBGKA_00862	9
NLANBGKA_00863	21
NLANBGKA_00864	5
NLANBGKA_00865	1
NLANBGKA_00866	24
NLANBGKA_00867	5
NLANBGKA_00868	32
NLANBGKA_00871	275
NLANBGKA_00874	25
NLANBGKA_00875	80
NLANBGKA_00876	43
NLANBGKA_00877	43
NLANBGKA_00878	13
NLANBGKA_00879	0
NLANBGKA_00880	0
NLANBGKA_00881	7
NLANBGKA_00882	8
NLANBGKA_00883	71
NLANBGKA_00884	133
NLANBGKA_00885	1
NLANBGKA_00886	10
NLANBGKA_00887	111
NLANBGKA_00888	32
NLANBGKA_00889	20
NLANBGKA_00890	76
NLANBGKA_00891	0
NLANBGKA_00892	17
NLANBGKA_00893	8
NLANBGKA_00894	6
NLANBGKA_00895	82
NLANBGKA_00896	19
NLANBGKA_00897	147
NLANBGKA_00898	111
NLANBGKA_00899	0
NLANBGKA_00900	0
NLANBGKA_00901	0
NLANBGKA_00902	0
NLANBGKA_00903	33
NLANBGKA_00904	4
NLANBGKA_00905	19
NLANBGKA_00906	112
NLANBGKA_00907	21
NLANBGKA_00908	19
NLANBGKA_00909	24
NLANBGKA_00910	6
NLANBGKA_00911	3
NLANBGKA_00912	2084
NLANBGKA_00913	0
NLANBGKA_00914	0
NLANBGKA_00915	32
NLANBGKA_00916	11
NLANBGKA_00917	102
NLANBGKA_00918	13
NLANBGKA_00919	0
NLANBGKA_00920	0
NLANBGKA_00921	151
NLANBGKA_00922	7
NLANBGKA_00923	1
NLANBGKA_00924	0
NLANBGKA_00925	2
NLANBGKA_00926	4
NLANBGKA_00927	6
NLANBGKA_00928	2
NLANBGKA_00929	18
NLANBGKA_00930	3
NLANBGKA_00931	4
NLANBGKA_00932	0
NLANBGKA_00933	941
NLANBGKA_00934	1
NLANBGKA_00935	20
NLANBGKA_00936	2
NLANBGKA_00937	21
NLANBGKA_00938	9
NLANBGKA_00939	20
NLANBGKA_00940	1
NLANBGKA_00941	0
NLANBGKA_00942	0
NLANBGKA_00943	0
NLANBGKA_00944	0
NLANBGKA_00945	0
NLANBGKA_00946	215
NLANBGKA_00947	0
NLANBGKA_00948	10
NLANBGKA_00949	4
NLANBGKA_00950	0
NLANBGKA_00951	3
NLANBGKA_00952	125
NLANBGKA_00953	32
NLANBGKA_00954	66
NLANBGKA_00955	250
NLANBGKA_00956	3
NLANBGKA_00957	40
NLANBGKA_00958	78
NLANBGKA_00959	8
NLANBGKA_00960	139
NLANBGKA_00961	17
NLANBGKA_00962	65
NLANBGKA_00963	401
NLANBGKA_00964	343
NLANBGKA_00965	79
NLANBGKA_00966	1
NLANBGKA_00967	0
NLANBGKA_00968	0
NLANBGKA_00969	0
NLANBGKA_00970	0
NLANBGKA_00971	0
NLANBGKA_00972	1
NLANBGKA_00973	19
NLANBGKA_00974	61
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	0
NLANBGKA_00978	3
NLANBGKA_00979	329
NLANBGKA_00980	11
NLANBGKA_00981	22
NLANBGKA_00982	8
NLANBGKA_00983	4
NLANBGKA_00984	14
NLANBGKA_00985	17
NLANBGKA_00986	1
NLANBGKA_00987	3
NLANBGKA_00988	2
NLANBGKA_00989	0
NLANBGKA_00990	37
NLANBGKA_00991	8
NLANBGKA_00992	4
NLANBGKA_00993	53
NLANBGKA_00994	62
NLANBGKA_00995	4
NLANBGKA_00996	9
NLANBGKA_00997	59
NLANBGKA_00998	42
NLANBGKA_00999	1
NLANBGKA_01000	2
NLANBGKA_01001	5
NLANBGKA_01002	3
NLANBGKA_01003	1
NLANBGKA_01004	0
NLANBGKA_01005	31
NLANBGKA_01006	119
NLANBGKA_01007	1
NLANBGKA_01008	41
NLANBGKA_01009	125
NLANBGKA_01010	15
NLANBGKA_01011	103
NLANBGKA_01012	143
NLANBGKA_01013	2
NLANBGKA_01014	2
NLANBGKA_01015	3
NLANBGKA_01016	0
NLANBGKA_01017	174
NLANBGKA_01018	11
NLANBGKA_01019	12
NLANBGKA_01020	5
NLANBGKA_01021	48
NLANBGKA_01022	48
NLANBGKA_01023	12
NLANBGKA_01024	1
NLANBGKA_01025	16
NLANBGKA_01026	15
NLANBGKA_01027	53
NLANBGKA_01028	40
NLANBGKA_01029	880
NLANBGKA_01030	5782
NLANBGKA_01031	1307
NLANBGKA_01032	1638
NLANBGKA_01033	43
NLANBGKA_01034	64
NLANBGKA_01035	11
NLANBGKA_01036	15
NLANBGKA_01037	101
NLANBGKA_01038	28
NLANBGKA_01039	6
NLANBGKA_01040	1
NLANBGKA_01041	1
NLANBGKA_01042	0
NLANBGKA_01043	6
NLANBGKA_01044	0
NLANBGKA_01045	0
NLANBGKA_01046	3
NLANBGKA_01047	0
NLANBGKA_01048	8
NLANBGKA_01049	4
NLANBGKA_01050	17
NLANBGKA_01051	1
NLANBGKA_01052	1
NLANBGKA_01053	0
NLANBGKA_01054	101
NLANBGKA_01055	23
NLANBGKA_01056	1
NLANBGKA_01057	14
NLANBGKA_01058	6
NLANBGKA_01059	32
NLANBGKA_01060	19
NLANBGKA_01061	1
NLANBGKA_01062	2
NLANBGKA_01063	143
NLANBGKA_01064	73
NLANBGKA_01065	116
NLANBGKA_01066	901
NLANBGKA_01067	584
NLANBGKA_01068	15
NLANBGKA_01069	25
NLANBGKA_01070	9
NLANBGKA_01071	82
NLANBGKA_01072	305
NLANBGKA_01073	12
NLANBGKA_01074	70
NLANBGKA_01075	404
NLANBGKA_01076	575
NLANBGKA_01077	19
NLANBGKA_01078	224
NLANBGKA_01079	32
NLANBGKA_01080	116
NLANBGKA_01081	100
NLANBGKA_01082	112
NLANBGKA_01083	166
NLANBGKA_01084	5
NLANBGKA_01085	109
NLANBGKA_01086	11
NLANBGKA_01087	15
NLANBGKA_01088	0
