ID	sample_1C
NLANBGKA_00321	3
NLANBGKA_00322	0
NLANBGKA_00323	41
NLANBGKA_00324	35
NLANBGKA_00325	43
NLANBGKA_00326	5
NLANBGKA_00327	0
NLANBGKA_00328	4
NLANBGKA_00329	27
NLANBGKA_00330	4
NLANBGKA_00331	46
NLANBGKA_00332	0
NLANBGKA_00333	0
NLANBGKA_00334	0
NLANBGKA_00335	4
NLANBGKA_00336	3
NLANBGKA_00337	2
NLANBGKA_00338	0
NLANBGKA_00339	41
NLANBGKA_00340	3
NLANBGKA_00341	59
NLANBGKA_00342	4
NLANBGKA_00343	5
NLANBGKA_00344	6
NLANBGKA_00345	1
NLANBGKA_00346	4
NLANBGKA_00347	9
NLANBGKA_00348	2
NLANBGKA_00349	7
NLANBGKA_00350	0
NLANBGKA_00351	34
NLANBGKA_00352	472
NLANBGKA_00353	1
NLANBGKA_00354	65
NLANBGKA_00355	0
NLANBGKA_00356	20
NLANBGKA_00357	4
NLANBGKA_00358	28
NLANBGKA_00359	0
NLANBGKA_00360	325
NLANBGKA_00361	3
NLANBGKA_00363	64
NLANBGKA_00364	82
NLANBGKA_00365	31
NLANBGKA_00366	10
NLANBGKA_00367	8
NLANBGKA_00368	13
NLANBGKA_00369	12
NLANBGKA_00370	3
NLANBGKA_00371	3012
NLANBGKA_00372	45
NLANBGKA_00373	28
NLANBGKA_00374	23
NLANBGKA_00375	43
NLANBGKA_00376	24
NLANBGKA_00377	24
NLANBGKA_00378	78
NLANBGKA_00379	39
NLANBGKA_00380	27
NLANBGKA_00381	1
NLANBGKA_00382	73
NLANBGKA_00383	84
NLANBGKA_00384	6
NLANBGKA_00385	1
NLANBGKA_00386	5
NLANBGKA_00387	2
NLANBGKA_00388	10
NLANBGKA_00389	24
NLANBGKA_00390	22
NLANBGKA_00391	306
NLANBGKA_00392	119
NLANBGKA_00393	0
NLANBGKA_00394	0
NLANBGKA_00395	15
NLANBGKA_00396	46
NLANBGKA_00397	18
NLANBGKA_00398	183
NLANBGKA_00399	1
NLANBGKA_00400	22
NLANBGKA_00401	47
NLANBGKA_00402	86
NLANBGKA_00403	103
NLANBGKA_00404	60
NLANBGKA_00405	120
NLANBGKA_00406	11
NLANBGKA_00407	23
NLANBGKA_00408	18
NLANBGKA_00409	259
NLANBGKA_00410	5
NLANBGKA_00411	9
NLANBGKA_00412	35
NLANBGKA_00413	9
NLANBGKA_00414	3
NLANBGKA_00415	0
NLANBGKA_00416	0
NLANBGKA_00417	38
NLANBGKA_00418	16
NLANBGKA_00419	8
NLANBGKA_00420	16
NLANBGKA_00421	0
NLANBGKA_00422	65
NLANBGKA_00423	223
NLANBGKA_00424	20
NLANBGKA_00425	7
NLANBGKA_00426	9
NLANBGKA_00427	1
NLANBGKA_00428	3
NLANBGKA_00429	0
NLANBGKA_00430	19
NLANBGKA_00431	2
NLANBGKA_00432	7
NLANBGKA_00433	1
NLANBGKA_00434	34
NLANBGKA_00435	3
NLANBGKA_00436	12
NLANBGKA_00437	0
NLANBGKA_00438	18
NLANBGKA_00439	35
NLANBGKA_00440	0
NLANBGKA_00441	1
NLANBGKA_00442	1
NLANBGKA_00443	0
NLANBGKA_00444	23
NLANBGKA_00445	37
NLANBGKA_00446	3
NLANBGKA_00447	52
NLANBGKA_00448	66
NLANBGKA_00449	43
NLANBGKA_00450	62
NLANBGKA_00451	0
NLANBGKA_00452	90
NLANBGKA_00453	40
NLANBGKA_00454	65
NLANBGKA_00455	3
NLANBGKA_00456	15
NLANBGKA_00457	0
NLANBGKA_00458	0
NLANBGKA_00459	0
NLANBGKA_00460	1
NLANBGKA_00461	3
NLANBGKA_00462	0
NLANBGKA_00463	26
NLANBGKA_00464	29
NLANBGKA_00465	186
NLANBGKA_00466	58
NLANBGKA_00467	5
NLANBGKA_00468	77
NLANBGKA_00469	101
NLANBGKA_00470	0
NLANBGKA_00471	14
NLANBGKA_00472	5
NLANBGKA_00473	10
NLANBGKA_00474	4
NLANBGKA_00475	76
NLANBGKA_00476	23
NLANBGKA_00477	37
NLANBGKA_00478	39
NLANBGKA_00479	24
NLANBGKA_00480	74
NLANBGKA_00481	170
NLANBGKA_00482	344
NLANBGKA_00483	4
NLANBGKA_00484	27
NLANBGKA_00485	20
NLANBGKA_00486	46
NLANBGKA_00487	29
NLANBGKA_00488	27
NLANBGKA_00489	39
NLANBGKA_00490	41
NLANBGKA_00491	91
NLANBGKA_00492	28
NLANBGKA_00493	38
NLANBGKA_00494	0
NLANBGKA_00495	1
NLANBGKA_00496	0
NLANBGKA_00497	0
NLANBGKA_00498	122
NLANBGKA_00499	5
NLANBGKA_00500	1
NLANBGKA_00501	2
NLANBGKA_00502	34
NLANBGKA_00503	91
NLANBGKA_00504	3
NLANBGKA_00505	3
NLANBGKA_00506	2
NLANBGKA_00507	3
NLANBGKA_00508	2
NLANBGKA_00509	1
NLANBGKA_00510	0
NLANBGKA_00511	112
NLANBGKA_00512	83
NLANBGKA_00513	4
NLANBGKA_00514	3
NLANBGKA_00515	7
NLANBGKA_00516	4
NLANBGKA_00517	13
NLANBGKA_00518	3
NLANBGKA_00519	20
NLANBGKA_00520	15
NLANBGKA_00521	8
NLANBGKA_00522	5
NLANBGKA_00523	3
NLANBGKA_00524	238
NLANBGKA_00525	4
NLANBGKA_00526	234
NLANBGKA_00527	27
NLANBGKA_00528	4
NLANBGKA_00529	0
NLANBGKA_00530	1204
NLANBGKA_00531	0
NLANBGKA_00532	2
NLANBGKA_00533	62
NLANBGKA_00534	16
NLANBGKA_00535	0
NLANBGKA_00536	0
NLANBGKA_00537	0
NLANBGKA_00538	0
NLANBGKA_00539	0
NLANBGKA_00540	8
NLANBGKA_00541	4
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	0
NLANBGKA_00545	180
NLANBGKA_00546	75
NLANBGKA_00547	29
NLANBGKA_00548	24
NLANBGKA_00549	90
NLANBGKA_00550	83
NLANBGKA_00551	45
NLANBGKA_00552	25
NLANBGKA_00553	6
NLANBGKA_00554	1
NLANBGKA_00555	1
NLANBGKA_00556	4
NLANBGKA_00557	10
NLANBGKA_00558	1
NLANBGKA_00559	0
NLANBGKA_00560	0
NLANBGKA_00561	246
NLANBGKA_00562	947
NLANBGKA_00563	4
NLANBGKA_00564	1
NLANBGKA_00565	3
NLANBGKA_00566	3
NLANBGKA_00567	4
NLANBGKA_00568	7
NLANBGKA_00569	1
NLANBGKA_00570	4
NLANBGKA_00571	2
NLANBGKA_00572	4
NLANBGKA_00573	2
NLANBGKA_00574	1
NLANBGKA_00575	4
NLANBGKA_00576	0
NLANBGKA_00577	0
NLANBGKA_00578	3
NLANBGKA_00579	342
NLANBGKA_00580	142
NLANBGKA_00581	71
NLANBGKA_00582	0
NLANBGKA_00583	0
NLANBGKA_00584	4
NLANBGKA_00585	0
NLANBGKA_00586	10
NLANBGKA_00587	5
NLANBGKA_00588	4
NLANBGKA_00589	4
NLANBGKA_00590	0
NLANBGKA_00591	17
NLANBGKA_00592	10
NLANBGKA_00593	11
NLANBGKA_00594	28
NLANBGKA_00595	43
NLANBGKA_00596	0
NLANBGKA_00597	102
NLANBGKA_00598	1
NLANBGKA_00599	2
NLANBGKA_00600	7
NLANBGKA_00601	339
NLANBGKA_00602	69
NLANBGKA_00603	20
NLANBGKA_00604	0
NLANBGKA_00605	6
NLANBGKA_00606	50
NLANBGKA_00607	33
NLANBGKA_00608	139
NLANBGKA_00609	0
NLANBGKA_00610	251
NLANBGKA_00611	20
NLANBGKA_00612	0
NLANBGKA_00613	0
NLANBGKA_00614	1
NLANBGKA_00615	2
NLANBGKA_00616	31
NLANBGKA_00617	60
NLANBGKA_00618	2
NLANBGKA_00619	4
NLANBGKA_00620	11
NLANBGKA_00621	0
NLANBGKA_00622	0
NLANBGKA_00623	8
NLANBGKA_00624	4
NLANBGKA_00625	6
NLANBGKA_00626	34
NLANBGKA_00627	53
NLANBGKA_00628	106
NLANBGKA_00629	146
NLANBGKA_00630	123
NLANBGKA_00631	30
NLANBGKA_00632	175
NLANBGKA_00633	0
NLANBGKA_00634	0
NLANBGKA_00635	0
NLANBGKA_00636	0
NLANBGKA_00637	0
NLANBGKA_00638	0
NLANBGKA_00639	0
NLANBGKA_00640	0
NLANBGKA_00641	0
NLANBGKA_00642	0
NLANBGKA_00643	2
NLANBGKA_00644	0
NLANBGKA_00645	1
NLANBGKA_00646	15
NLANBGKA_00647	37
NLANBGKA_00648	23
NLANBGKA_00649	2
NLANBGKA_00650	9
NLANBGKA_00651	11
NLANBGKA_00652	6
NLANBGKA_00653	4
NLANBGKA_00654	3
NLANBGKA_00655	0
NLANBGKA_00656	1
NLANBGKA_00657	251
NLANBGKA_00658	190
NLANBGKA_00659	56
NLANBGKA_00660	36
NLANBGKA_00661	60
NLANBGKA_00662	116
NLANBGKA_00663	231
NLANBGKA_00664	18
NLANBGKA_00665	1
NLANBGKA_00666	204
NLANBGKA_00667	11694
NLANBGKA_00668	4
NLANBGKA_00669	10
NLANBGKA_00670	1239
NLANBGKA_00671	734
NLANBGKA_00672	79
NLANBGKA_00673	28
NLANBGKA_00674	10
NLANBGKA_00675	45
NLANBGKA_00676	2
NLANBGKA_00677	50
NLANBGKA_00678	54
NLANBGKA_00679	500
NLANBGKA_00680	6
NLANBGKA_00681	11
NLANBGKA_00682	184
NLANBGKA_00683	15
NLANBGKA_00684	46
NLANBGKA_00685	40
NLANBGKA_00686	136
NLANBGKA_00687	27
NLANBGKA_00688	26
NLANBGKA_00689	58
NLANBGKA_00690	0
NLANBGKA_00691	31
NLANBGKA_00692	7
NLANBGKA_00693	13
NLANBGKA_00694	11
NLANBGKA_00695	38
NLANBGKA_00696	23
NLANBGKA_00697	14
NLANBGKA_00698	12
NLANBGKA_00699	6
NLANBGKA_00700	4
NLANBGKA_00701	10
NLANBGKA_00702	30
NLANBGKA_00703	0
NLANBGKA_00704	1
NLANBGKA_00705	4
NLANBGKA_00706	4
NLANBGKA_00707	6
NLANBGKA_00708	7
NLANBGKA_00709	11
NLANBGKA_00710	2
NLANBGKA_00711	8
NLANBGKA_00712	1
NLANBGKA_00713	0
NLANBGKA_00714	0
NLANBGKA_00715	265
NLANBGKA_00716	1
NLANBGKA_00717	4
NLANBGKA_00718	6
NLANBGKA_00719	99
NLANBGKA_00720	202
NLANBGKA_00721	57
NLANBGKA_00722	6
NLANBGKA_00723	28
NLANBGKA_00724	1
NLANBGKA_00725	42
NLANBGKA_00726	5
NLANBGKA_00727	1
NLANBGKA_00728	0
NLANBGKA_00729	1
NLANBGKA_00730	56
NLANBGKA_00731	19
NLANBGKA_00732	16
NLANBGKA_00733	20
NLANBGKA_00734	18
NLANBGKA_00735	21
NLANBGKA_00736	0
NLANBGKA_00737	2
NLANBGKA_00738	8
NLANBGKA_00739	25
NLANBGKA_00740	103
NLANBGKA_00741	7
NLANBGKA_00742	5
NLANBGKA_00743	312
NLANBGKA_00744	34
NLANBGKA_00745	229
NLANBGKA_00746	9
NLANBGKA_00747	0
NLANBGKA_00748	467
NLANBGKA_00749	181
NLANBGKA_00750	13
NLANBGKA_00751	802
NLANBGKA_00752	173
NLANBGKA_00753	107
NLANBGKA_00754	66
NLANBGKA_00755	55
NLANBGKA_00756	32
NLANBGKA_00757	254
NLANBGKA_00758	315
NLANBGKA_00759	82
NLANBGKA_00760	26
NLANBGKA_00761	5
NLANBGKA_00762	95
NLANBGKA_00763	86
NLANBGKA_00764	241
NLANBGKA_00765	0
NLANBGKA_00766	29
NLANBGKA_00767	5
NLANBGKA_00768	11
NLANBGKA_00769	25
NLANBGKA_00770	28
NLANBGKA_00771	5
NLANBGKA_00772	8
NLANBGKA_00773	25
NLANBGKA_00774	9
NLANBGKA_00775	44
NLANBGKA_00776	191
NLANBGKA_00777	20
NLANBGKA_00778	2
NLANBGKA_00779	12
NLANBGKA_00780	6
NLANBGKA_00781	0
NLANBGKA_00782	82
NLANBGKA_00783	102
NLANBGKA_00784	1
NLANBGKA_00785	35
NLANBGKA_00786	0
NLANBGKA_00787	1
NLANBGKA_00788	4
NLANBGKA_00789	95
NLANBGKA_00790	24
NLANBGKA_00791	0
NLANBGKA_00792	24
NLANBGKA_00793	9
NLANBGKA_00794	84
NLANBGKA_00795	68
NLANBGKA_00796	14
NLANBGKA_00797	70
NLANBGKA_00798	3
NLANBGKA_00799	22
NLANBGKA_00800	22
NLANBGKA_00801	2
NLANBGKA_00802	0
NLANBGKA_00803	0
NLANBGKA_00804	29
NLANBGKA_00805	15
NLANBGKA_00806	3
NLANBGKA_00807	2
NLANBGKA_00808	0
NLANBGKA_00809	12
NLANBGKA_00810	27
NLANBGKA_00811	1
NLANBGKA_00812	3
NLANBGKA_00813	0
NLANBGKA_00814	50
NLANBGKA_00815	45
NLANBGKA_00816	13
NLANBGKA_00817	71
NLANBGKA_00818	72
NLANBGKA_00819	4
NLANBGKA_00820	68
NLANBGKA_00821	97
NLANBGKA_00822	45
NLANBGKA_00823	77
NLANBGKA_00824	27
NLANBGKA_00825	97
NLANBGKA_00826	11
NLANBGKA_00827	1
NLANBGKA_00828	2500
NLANBGKA_00829	3
NLANBGKA_00830	75
NLANBGKA_00831	101
NLANBGKA_00832	4
NLANBGKA_00833	197
NLANBGKA_00834	68
NLANBGKA_00835	57
NLANBGKA_00836	78
NLANBGKA_00837	12
NLANBGKA_00838	73
NLANBGKA_00839	4
NLANBGKA_00840	51
NLANBGKA_00841	9
NLANBGKA_00842	20
NLANBGKA_00843	43
NLANBGKA_00844	19
NLANBGKA_00845	26
NLANBGKA_00846	0
NLANBGKA_00847	0
NLANBGKA_00848	3
NLANBGKA_00849	44
NLANBGKA_00850	38
NLANBGKA_00851	44
NLANBGKA_00852	0
NLANBGKA_00853	10
NLANBGKA_00854	4
NLANBGKA_00855	75
NLANBGKA_00856	37
NLANBGKA_00857	12
NLANBGKA_00858	3
NLANBGKA_00859	11
NLANBGKA_00860	1
NLANBGKA_00861	723
NLANBGKA_00862	2
NLANBGKA_00863	7
NLANBGKA_00864	1
NLANBGKA_00865	2
NLANBGKA_00866	23
NLANBGKA_00867	9
NLANBGKA_00868	26
NLANBGKA_00871	234
NLANBGKA_00874	24
NLANBGKA_00875	62
NLANBGKA_00876	35
NLANBGKA_00877	39
NLANBGKA_00878	6
NLANBGKA_00879	1
NLANBGKA_00880	0
NLANBGKA_00881	2
NLANBGKA_00882	5
NLANBGKA_00883	39
NLANBGKA_00884	88
NLANBGKA_00885	3
NLANBGKA_00886	9
NLANBGKA_00887	71
NLANBGKA_00888	23
NLANBGKA_00889	17
NLANBGKA_00890	67
NLANBGKA_00891	1
NLANBGKA_00892	13
NLANBGKA_00893	4
NLANBGKA_00894	8
NLANBGKA_00895	74
NLANBGKA_00896	24
NLANBGKA_00897	98
NLANBGKA_00898	107
NLANBGKA_00899	0
NLANBGKA_00900	0
NLANBGKA_00901	0
NLANBGKA_00902	3
NLANBGKA_00903	32
NLANBGKA_00904	2
NLANBGKA_00905	17
NLANBGKA_00906	74
NLANBGKA_00907	9
NLANBGKA_00908	10
NLANBGKA_00909	18
NLANBGKA_00910	2
NLANBGKA_00911	0
NLANBGKA_00912	1386
NLANBGKA_00913	0
NLANBGKA_00914	0
NLANBGKA_00915	14
NLANBGKA_00916	9
NLANBGKA_00917	60
NLANBGKA_00918	7
NLANBGKA_00919	0
NLANBGKA_00920	0
NLANBGKA_00921	146
NLANBGKA_00922	2
NLANBGKA_00923	3
NLANBGKA_00924	0
NLANBGKA_00925	0
NLANBGKA_00926	2
NLANBGKA_00927	6
NLANBGKA_00928	2
NLANBGKA_00929	9
NLANBGKA_00930	1
NLANBGKA_00931	3
NLANBGKA_00932	0
NLANBGKA_00933	828
NLANBGKA_00934	1
NLANBGKA_00935	17
NLANBGKA_00936	0
NLANBGKA_00937	6
NLANBGKA_00938	4
NLANBGKA_00939	10
NLANBGKA_00940	0
NLANBGKA_00941	0
NLANBGKA_00942	0
NLANBGKA_00943	1
NLANBGKA_00944	2
NLANBGKA_00945	0
NLANBGKA_00946	219
NLANBGKA_00947	0
NLANBGKA_00948	5
NLANBGKA_00949	2
NLANBGKA_00950	0
NLANBGKA_00951	2
NLANBGKA_00952	104
NLANBGKA_00953	21
NLANBGKA_00954	35
NLANBGKA_00955	186
NLANBGKA_00956	2
NLANBGKA_00957	26
NLANBGKA_00958	65
NLANBGKA_00959	3
NLANBGKA_00960	125
NLANBGKA_00961	24
NLANBGKA_00962	51
NLANBGKA_00963	319
NLANBGKA_00964	250
NLANBGKA_00965	44
NLANBGKA_00966	1
NLANBGKA_00967	1
NLANBGKA_00968	1
NLANBGKA_00969	0
NLANBGKA_00970	0
NLANBGKA_00971	0
NLANBGKA_00972	0
NLANBGKA_00973	6
NLANBGKA_00974	36
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	0
NLANBGKA_00978	0
NLANBGKA_00979	238
NLANBGKA_00980	9
NLANBGKA_00981	18
NLANBGKA_00982	4
NLANBGKA_00983	3
NLANBGKA_00984	11
NLANBGKA_00985	3
NLANBGKA_00986	0
NLANBGKA_00987	5
NLANBGKA_00988	1
NLANBGKA_00989	0
NLANBGKA_00990	35
NLANBGKA_00991	7
NLANBGKA_00992	1
NLANBGKA_00993	42
NLANBGKA_00994	57
NLANBGKA_00995	2
NLANBGKA_00996	4
NLANBGKA_00997	44
NLANBGKA_00998	30
NLANBGKA_00999	4
NLANBGKA_01000	1
NLANBGKA_01001	3
NLANBGKA_01002	0
NLANBGKA_01003	1
NLANBGKA_01004	0
NLANBGKA_01005	18
NLANBGKA_01006	92
NLANBGKA_01007	0
NLANBGKA_01008	25
NLANBGKA_01009	114
NLANBGKA_01010	9
NLANBGKA_01011	130
NLANBGKA_01012	121
NLANBGKA_01013	0
NLANBGKA_01014	0
NLANBGKA_01015	0
NLANBGKA_01016	1
NLANBGKA_01017	151
NLANBGKA_01018	12
NLANBGKA_01019	8
NLANBGKA_01020	7
NLANBGKA_01021	23
NLANBGKA_01022	41
NLANBGKA_01023	5
NLANBGKA_01024	0
NLANBGKA_01025	22
NLANBGKA_01026	22
NLANBGKA_01027	30
NLANBGKA_01028	23
NLANBGKA_01029	638
NLANBGKA_01030	4691
NLANBGKA_01031	973
NLANBGKA_01032	1587
NLANBGKA_01033	20
NLANBGKA_01034	40
NLANBGKA_01035	7
NLANBGKA_01036	8
NLANBGKA_01037	62
NLANBGKA_01038	31
NLANBGKA_01039	4
NLANBGKA_01040	1
NLANBGKA_01041	0
NLANBGKA_01042	0
NLANBGKA_01043	6
NLANBGKA_01044	0
NLANBGKA_01045	1
NLANBGKA_01046	3
NLANBGKA_01047	0
NLANBGKA_01048	4
NLANBGKA_01049	5
NLANBGKA_01050	21
NLANBGKA_01051	1
NLANBGKA_01052	0
NLANBGKA_01053	1
NLANBGKA_01054	59
NLANBGKA_01055	26
NLANBGKA_01056	0
NLANBGKA_01057	5
NLANBGKA_01058	3
NLANBGKA_01059	18
NLANBGKA_01060	20
NLANBGKA_01061	0
NLANBGKA_01062	3
NLANBGKA_01063	61
NLANBGKA_01064	33
NLANBGKA_01065	51
NLANBGKA_01066	377
NLANBGKA_01067	268
NLANBGKA_01068	4
NLANBGKA_01069	11
NLANBGKA_01070	7
NLANBGKA_01071	51
NLANBGKA_01072	135
NLANBGKA_01073	5
NLANBGKA_01074	14
NLANBGKA_01075	180
NLANBGKA_01076	209
NLANBGKA_01077	9
NLANBGKA_01078	74
NLANBGKA_01079	14
NLANBGKA_01080	77
NLANBGKA_01081	80
NLANBGKA_01082	104
NLANBGKA_01083	193
NLANBGKA_01084	11
NLANBGKA_01085	89
NLANBGKA_01086	7
NLANBGKA_01087	12
