ID	sample_1A
NLANBGKA_00205	17
NLANBGKA_00206	30
NLANBGKA_00207	6
NLANBGKA_00208	887
NLANBGKA_00209	275
NLANBGKA_00210	171
NLANBGKA_00211	152
NLANBGKA_00212	157
NLANBGKA_00213	1757
NLANBGKA_00214	259
NLANBGKA_00215	3154
NLANBGKA_00216	21
NLANBGKA_00217	2164
NLANBGKA_00218	2559
NLANBGKA_00219	1371
NLANBGKA_00220	6618
NLANBGKA_00221	10176
NLANBGKA_00222	12012
NLANBGKA_00223	3806
NLANBGKA_00224	301
NLANBGKA_00225	17609
NLANBGKA_00226	1508
NLANBGKA_00227	1322
NLANBGKA_00228	1341
NLANBGKA_00229	2380
NLANBGKA_00230	46
NLANBGKA_00231	806
NLANBGKA_00232	349
NLANBGKA_00233	52
NLANBGKA_00234	30
NLANBGKA_00235	184
NLANBGKA_00236	12
NLANBGKA_00237	294
NLANBGKA_00238	13
NLANBGKA_00239	0
NLANBGKA_00240	13
NLANBGKA_00241	42
NLANBGKA_00242	789
NLANBGKA_00243	1906
NLANBGKA_00244	36
NLANBGKA_00245	812
NLANBGKA_00246	23
NLANBGKA_00247	1
NLANBGKA_00248	4
NLANBGKA_00249	158
NLANBGKA_00250	14
NLANBGKA_00251	4
NLANBGKA_00252	5
NLANBGKA_00253	6
NLANBGKA_00254	421
NLANBGKA_00255	89
NLANBGKA_00256	585
NLANBGKA_00257	66
NLANBGKA_00258	888
NLANBGKA_00259	582
NLANBGKA_00260	351
NLANBGKA_00261	757
NLANBGKA_00262	39
NLANBGKA_00263	11
NLANBGKA_00264	11
NLANBGKA_00265	13
NLANBGKA_00266	0
NLANBGKA_00267	1374
NLANBGKA_00268	606
NLANBGKA_00269	0
NLANBGKA_00274	510
NLANBGKA_00275	1512
NLANBGKA_00276	3723
NLANBGKA_00277	535
NLANBGKA_00278	608
NLANBGKA_00279	170
NLANBGKA_00281	187
NLANBGKA_00282	436
NLANBGKA_00283	2399
NLANBGKA_00284	919
NLANBGKA_00285	1281
NLANBGKA_00286	24
NLANBGKA_00287	490
NLANBGKA_00288	108
NLANBGKA_00289	471
NLANBGKA_00290	179
NLANBGKA_00291	38
NLANBGKA_00292	98
NLANBGKA_00293	156
NLANBGKA_00294	182
NLANBGKA_00295	434
NLANBGKA_00296	16
NLANBGKA_00297	869
NLANBGKA_00298	708
NLANBGKA_00299	134
NLANBGKA_00300	1517
NLANBGKA_00301	305
NLANBGKA_00302	18
NLANBGKA_00303	167
NLANBGKA_00304	142
NLANBGKA_00305	70
NLANBGKA_00306	21
NLANBGKA_00307	87
NLANBGKA_00308	458
NLANBGKA_00309	1651
NLANBGKA_00310	86
NLANBGKA_00311	570
NLANBGKA_00312	425
NLANBGKA_00313	601
NLANBGKA_00314	400
NLANBGKA_00315	343
NLANBGKA_00316	16
NLANBGKA_00317	3
NLANBGKA_00318	141
NLANBGKA_00319	120
NLANBGKA_00320	1
NLANBGKA_00321	23
NLANBGKA_00322	8
NLANBGKA_00323	570
NLANBGKA_00324	418
NLANBGKA_00325	483
NLANBGKA_00326	69
NLANBGKA_00327	6
NLANBGKA_00328	86
NLANBGKA_00329	258
NLANBGKA_00330	39
NLANBGKA_00331	489
NLANBGKA_00332	3
NLANBGKA_00333	1
NLANBGKA_00334	1
NLANBGKA_00335	43
NLANBGKA_00336	34
NLANBGKA_00337	12
NLANBGKA_00338	43
NLANBGKA_00339	427
NLANBGKA_00340	23
NLANBGKA_00341	815
NLANBGKA_00342	65
NLANBGKA_00343	33
NLANBGKA_00344	66
NLANBGKA_00345	18
NLANBGKA_00346	33
NLANBGKA_00347	100
NLANBGKA_00348	38
NLANBGKA_00349	109
NLANBGKA_00350	7
NLANBGKA_00351	484
NLANBGKA_00352	7148
NLANBGKA_00353	1
NLANBGKA_00354	814
NLANBGKA_00355	2
NLANBGKA_00356	172
NLANBGKA_00357	73
NLANBGKA_00358	269
NLANBGKA_00359	2
NLANBGKA_00360	4081
NLANBGKA_00361	59
NLANBGKA_00363	603
NLANBGKA_00364	814
NLANBGKA_00365	417
NLANBGKA_00366	138
NLANBGKA_00367	68
NLANBGKA_00368	112
NLANBGKA_00369	64
NLANBGKA_00370	20
NLANBGKA_00371	45324
NLANBGKA_00372	878
NLANBGKA_00373	347
NLANBGKA_00374	269
NLANBGKA_00375	487
NLANBGKA_00376	306
NLANBGKA_00377	325
NLANBGKA_00378	1086
NLANBGKA_00379	435
NLANBGKA_00380	390
NLANBGKA_00381	16
NLANBGKA_00382	1161
NLANBGKA_00383	1087
NLANBGKA_00384	88
NLANBGKA_00385	2
NLANBGKA_00386	20
NLANBGKA_00387	80
NLANBGKA_00388	259
NLANBGKA_00389	259
NLANBGKA_00390	311
NLANBGKA_00391	3355
NLANBGKA_00392	1467
NLANBGKA_00393	1
NLANBGKA_00394	0
NLANBGKA_00395	210
NLANBGKA_00396	467
NLANBGKA_00397	171
NLANBGKA_00398	2901
NLANBGKA_00399	9
NLANBGKA_00400	228
NLANBGKA_00401	680
NLANBGKA_00402	1550
NLANBGKA_00403	1212
NLANBGKA_00404	903
NLANBGKA_00405	1627
NLANBGKA_00406	143
NLANBGKA_00407	251
NLANBGKA_00408	299
NLANBGKA_00409	2521
NLANBGKA_00410	20
NLANBGKA_00411	69
NLANBGKA_00412	449
NLANBGKA_00413	109
NLANBGKA_00414	23
NLANBGKA_00415	4
NLANBGKA_00416	6
NLANBGKA_00417	571
NLANBGKA_00418	177
NLANBGKA_00419	103
NLANBGKA_00420	186
NLANBGKA_00421	1
NLANBGKA_00422	753
NLANBGKA_00423	2919
NLANBGKA_00424	208
NLANBGKA_00425	89
NLANBGKA_00426	66
NLANBGKA_00427	3
NLANBGKA_00428	37
NLANBGKA_00429	6
NLANBGKA_00430	224
NLANBGKA_00431	27
NLANBGKA_00432	37
NLANBGKA_00433	18
NLANBGKA_00434	322
NLANBGKA_00435	20
NLANBGKA_00436	251
NLANBGKA_00437	2
NLANBGKA_00438	338
NLANBGKA_00439	371
NLANBGKA_00440	1
NLANBGKA_00441	1
NLANBGKA_00442	6
NLANBGKA_00443	4
NLANBGKA_00444	188
NLANBGKA_00445	433
NLANBGKA_00446	79
NLANBGKA_00447	648
NLANBGKA_00448	941
NLANBGKA_00449	517
NLANBGKA_00450	1289
NLANBGKA_00451	3
NLANBGKA_00452	1118
NLANBGKA_00453	452
NLANBGKA_00454	705
NLANBGKA_00455	23
NLANBGKA_00456	153
NLANBGKA_00457	19
NLANBGKA_00458	0
NLANBGKA_00459	4
NLANBGKA_00460	30
NLANBGKA_00461	6
NLANBGKA_00462	0
NLANBGKA_00463	333
NLANBGKA_00464	515
NLANBGKA_00465	2089
NLANBGKA_00466	785
NLANBGKA_00467	84
NLANBGKA_00468	951
NLANBGKA_00469	971
NLANBGKA_00470	16
NLANBGKA_00471	173
NLANBGKA_00472	13
NLANBGKA_00473	33
NLANBGKA_00474	11
NLANBGKA_00475	841
NLANBGKA_00476	162
NLANBGKA_00477	539
NLANBGKA_00478	652
NLANBGKA_00479	370
NLANBGKA_00480	779
NLANBGKA_00481	1698
NLANBGKA_00482	4321
NLANBGKA_00483	78
NLANBGKA_00484	275
NLANBGKA_00485	243
NLANBGKA_00486	453
NLANBGKA_00487	403
NLANBGKA_00488	386
NLANBGKA_00489	481
NLANBGKA_00490	529
NLANBGKA_00491	1019
NLANBGKA_00492	312
NLANBGKA_00493	414
NLANBGKA_00494	21
NLANBGKA_00495	7
NLANBGKA_00496	11
NLANBGKA_00497	1
NLANBGKA_00498	1608
NLANBGKA_00499	75
NLANBGKA_00500	37
NLANBGKA_00501	22
NLANBGKA_00502	261
NLANBGKA_00503	741
NLANBGKA_00504	32
NLANBGKA_00505	8
NLANBGKA_00506	27
NLANBGKA_00507	9
NLANBGKA_00508	6
NLANBGKA_00509	13
NLANBGKA_00510	0
NLANBGKA_00511	1657
NLANBGKA_00512	986
NLANBGKA_00513	101
NLANBGKA_00514	8
NLANBGKA_00515	99
NLANBGKA_00516	49
NLANBGKA_00517	194
NLANBGKA_00518	14
NLANBGKA_00519	162
NLANBGKA_00520	214
NLANBGKA_00521	77
NLANBGKA_00522	112
NLANBGKA_00523	31
NLANBGKA_00524	3427
NLANBGKA_00525	25
NLANBGKA_00526	3361
NLANBGKA_00527	270
NLANBGKA_00528	24
NLANBGKA_00529	0
NLANBGKA_00530	15340
NLANBGKA_00531	1
NLANBGKA_00532	0
NLANBGKA_00533	893
NLANBGKA_00534	180
NLANBGKA_00535	0
NLANBGKA_00536	19
NLANBGKA_00537	0
NLANBGKA_00538	1
NLANBGKA_00539	13
NLANBGKA_00540	12
NLANBGKA_00541	2
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	0
NLANBGKA_00545	2718
NLANBGKA_00546	1253
NLANBGKA_00547	385
NLANBGKA_00548	233
NLANBGKA_00549	1257
NLANBGKA_00550	1222
NLANBGKA_00551	712
NLANBGKA_00552	345
NLANBGKA_00553	140
NLANBGKA_00554	12
NLANBGKA_00555	0
NLANBGKA_00556	37
NLANBGKA_00557	80
NLANBGKA_00558	40
NLANBGKA_00559	0
NLANBGKA_00560	2
NLANBGKA_00561	2864
NLANBGKA_00562	18227
NLANBGKA_00563	42
NLANBGKA_00564	22
NLANBGKA_00565	14
NLANBGKA_00566	36
NLANBGKA_00567	73
NLANBGKA_00568	71
NLANBGKA_00569	13
NLANBGKA_00570	37
NLANBGKA_00571	17
NLANBGKA_00572	75
NLANBGKA_00573	7
NLANBGKA_00574	11
NLANBGKA_00575	116
NLANBGKA_00576	4
NLANBGKA_00577	7
NLANBGKA_00578	24
NLANBGKA_00579	3070
NLANBGKA_00580	1015
NLANBGKA_00581	619
NLANBGKA_00582	0
NLANBGKA_00583	0
NLANBGKA_00584	21
NLANBGKA_00585	6
NLANBGKA_00586	60
NLANBGKA_00587	33
NLANBGKA_00588	16
NLANBGKA_00589	10
NLANBGKA_00590	6
NLANBGKA_00591	249
NLANBGKA_00592	106
NLANBGKA_00593	125
NLANBGKA_00594	427
NLANBGKA_00595	519
NLANBGKA_00596	5
NLANBGKA_00597	1448
NLANBGKA_00598	5
NLANBGKA_00599	6
NLANBGKA_00600	102
NLANBGKA_00601	4200
NLANBGKA_00602	891
NLANBGKA_00603	268
NLANBGKA_00604	5
NLANBGKA_00605	273
NLANBGKA_00606	579
NLANBGKA_00607	465
NLANBGKA_00608	1653
NLANBGKA_00609	20
NLANBGKA_00610	2851
NLANBGKA_00611	293
NLANBGKA_00612	1
NLANBGKA_00613	0
NLANBGKA_00614	1
NLANBGKA_00615	11
NLANBGKA_00616	321
NLANBGKA_00617	986
NLANBGKA_00618	39
NLANBGKA_00619	36
NLANBGKA_00620	91
NLANBGKA_00621	7
NLANBGKA_00622	7
NLANBGKA_00623	97
NLANBGKA_00624	127
NLANBGKA_00625	74
NLANBGKA_00626	484
NLANBGKA_00627	749
NLANBGKA_00628	1424
NLANBGKA_00629	1779
NLANBGKA_00630	2051
NLANBGKA_00631	495
NLANBGKA_00632	1989
NLANBGKA_00633	1
NLANBGKA_00634	2
NLANBGKA_00635	1
NLANBGKA_00636	0
NLANBGKA_00637	3
NLANBGKA_00638	2
NLANBGKA_00639	0
NLANBGKA_00640	0
NLANBGKA_00641	1
NLANBGKA_00642	0
NLANBGKA_00643	8
NLANBGKA_00644	0
NLANBGKA_00645	14
NLANBGKA_00646	187
NLANBGKA_00647	489
NLANBGKA_00648	415
NLANBGKA_00649	29
NLANBGKA_00650	118
NLANBGKA_00651	176
NLANBGKA_00652	39
NLANBGKA_00653	44
NLANBGKA_00654	43
NLANBGKA_00655	19
NLANBGKA_00656	9
NLANBGKA_00657	3218
NLANBGKA_00658	2186
NLANBGKA_00659	827
NLANBGKA_00660	492
NLANBGKA_00661	875
NLANBGKA_00662	1633
NLANBGKA_00663	3337
NLANBGKA_00664	194
NLANBGKA_00665	4
NLANBGKA_00666	2069
NLANBGKA_00667	167607
NLANBGKA_00668	65
NLANBGKA_00669	79
NLANBGKA_00670	16458
NLANBGKA_00671	10899
NLANBGKA_00672	1012
NLANBGKA_00673	310
NLANBGKA_00674	81
NLANBGKA_00675	739
NLANBGKA_00676	2
NLANBGKA_00677	631
NLANBGKA_00678	619
NLANBGKA_00679	5581
NLANBGKA_00680	110
NLANBGKA_00681	117
NLANBGKA_00682	2789
NLANBGKA_00683	286
NLANBGKA_00684	673
NLANBGKA_00685	455
NLANBGKA_00686	2100
NLANBGKA_00687	393
NLANBGKA_00688	252
NLANBGKA_00689	865
NLANBGKA_00690	4
NLANBGKA_00691	497
NLANBGKA_00692	184
NLANBGKA_00693	264
NLANBGKA_00694	114
NLANBGKA_00695	511
NLANBGKA_00696	400
NLANBGKA_00697	192
NLANBGKA_00698	62
NLANBGKA_00699	102
NLANBGKA_00700	45
NLANBGKA_00701	167
NLANBGKA_00702	595
NLANBGKA_00703	34
NLANBGKA_00704	33
NLANBGKA_00705	59
NLANBGKA_00706	128
NLANBGKA_00707	53
NLANBGKA_00708	75
NLANBGKA_00709	121
NLANBGKA_00710	53
NLANBGKA_00711	57
NLANBGKA_00712	40
NLANBGKA_00713	0
NLANBGKA_00714	3
NLANBGKA_00715	4089
NLANBGKA_00716	0
NLANBGKA_00717	32
NLANBGKA_00718	85
NLANBGKA_00719	1338
NLANBGKA_00720	2429
NLANBGKA_00721	812
NLANBGKA_00722	115
NLANBGKA_00723	295
NLANBGKA_00724	44
NLANBGKA_00725	610
NLANBGKA_00726	153
NLANBGKA_00727	15
NLANBGKA_00728	0
NLANBGKA_00729	42
NLANBGKA_00730	748
NLANBGKA_00731	272
NLANBGKA_00732	120
NLANBGKA_00733	191
NLANBGKA_00734	162
NLANBGKA_00735	240
NLANBGKA_00736	2
NLANBGKA_00737	24
NLANBGKA_00738	57
NLANBGKA_00739	371
NLANBGKA_00740	1358
NLANBGKA_00741	156
NLANBGKA_00742	41
NLANBGKA_00743	4014
NLANBGKA_00744	587
NLANBGKA_00745	2686
NLANBGKA_00746	199
NLANBGKA_00747	0
NLANBGKA_00748	6280
NLANBGKA_00749	2225
NLANBGKA_00750	300
NLANBGKA_00751	11435
NLANBGKA_00752	2389
NLANBGKA_00753	1099
NLANBGKA_00754	1053
NLANBGKA_00755	771
NLANBGKA_00756	441
NLANBGKA_00757	3304
NLANBGKA_00758	4927
NLANBGKA_00759	1445
NLANBGKA_00760	358
NLANBGKA_00761	103
NLANBGKA_00762	1399
NLANBGKA_00763	1046
NLANBGKA_00764	3167
NLANBGKA_00765	0
NLANBGKA_00766	254
NLANBGKA_00767	30
NLANBGKA_00768	207
NLANBGKA_00769	270
NLANBGKA_00770	374
NLANBGKA_00771	89
NLANBGKA_00772	122
NLANBGKA_00773	526
NLANBGKA_00774	261
NLANBGKA_00775	589
NLANBGKA_00776	3005
NLANBGKA_00777	298
NLANBGKA_00778	24
NLANBGKA_00779	215
NLANBGKA_00780	129
NLANBGKA_00781	1
NLANBGKA_00782	1317
NLANBGKA_00783	1366
NLANBGKA_00784	34
NLANBGKA_00785	517
NLANBGKA_00786	2
NLANBGKA_00787	14
NLANBGKA_00788	45
NLANBGKA_00789	1648
NLANBGKA_00790	366
NLANBGKA_00791	10
NLANBGKA_00792	327
NLANBGKA_00793	154
NLANBGKA_00794	1259
NLANBGKA_00795	880
NLANBGKA_00796	150
NLANBGKA_00797	773
NLANBGKA_00798	22
NLANBGKA_00799	338
NLANBGKA_00800	328
NLANBGKA_00801	16
NLANBGKA_00802	6
NLANBGKA_00803	14
NLANBGKA_00804	338
NLANBGKA_00805	180
NLANBGKA_00806	6
NLANBGKA_00807	12
NLANBGKA_00808	0
NLANBGKA_00809	70
NLANBGKA_00810	401
NLANBGKA_00811	8
NLANBGKA_00812	36
NLANBGKA_00813	4
NLANBGKA_00814	563
NLANBGKA_00815	511
NLANBGKA_00816	305
NLANBGKA_00817	1195
NLANBGKA_00818	906
NLANBGKA_00819	108
NLANBGKA_00820	1148
NLANBGKA_00821	1312
NLANBGKA_00822	569
NLANBGKA_00823	1040
NLANBGKA_00824	227
NLANBGKA_00825	1059
NLANBGKA_00826	175
NLANBGKA_00827	24
NLANBGKA_00828	29688
NLANBGKA_00829	92
NLANBGKA_00830	1433
NLANBGKA_00831	1296
NLANBGKA_00832	91
NLANBGKA_00833	2469
NLANBGKA_00834	842
NLANBGKA_00835	542
NLANBGKA_00836	1262
NLANBGKA_00837	154
NLANBGKA_00838	858
NLANBGKA_00839	87
NLANBGKA_00840	748
NLANBGKA_00841	115
NLANBGKA_00842	243
NLANBGKA_00843	720
NLANBGKA_00844	433
NLANBGKA_00845	420
NLANBGKA_00846	6
NLANBGKA_00847	7
NLANBGKA_00848	43
NLANBGKA_00849	610
NLANBGKA_00850	576
NLANBGKA_00851	594
NLANBGKA_00852	8
NLANBGKA_00853	76
NLANBGKA_00854	75
NLANBGKA_00855	921
NLANBGKA_00856	407
NLANBGKA_00857	118
NLANBGKA_00858	113
NLANBGKA_00859	149
NLANBGKA_00860	5
NLANBGKA_00861	10735
NLANBGKA_00862	72
NLANBGKA_00863	121
NLANBGKA_00864	38
NLANBGKA_00865	26
NLANBGKA_00866	358
NLANBGKA_00867	76
NLANBGKA_00868	339
NLANBGKA_00871	2789
NLANBGKA_00874	211
NLANBGKA_00875	688
NLANBGKA_00876	469
NLANBGKA_00877	574
NLANBGKA_00878	201
NLANBGKA_00879	10
NLANBGKA_00880	4
NLANBGKA_00881	72
NLANBGKA_00882	170
NLANBGKA_00883	722
NLANBGKA_00884	1104
NLANBGKA_00885	12
NLANBGKA_00886	172
NLANBGKA_00887	1115
NLANBGKA_00888	248
NLANBGKA_00889	245
NLANBGKA_00890	883
NLANBGKA_00891	3
NLANBGKA_00892	171
NLANBGKA_00893	47
NLANBGKA_00894	153
NLANBGKA_00895	803
NLANBGKA_00896	283
NLANBGKA_00897	2118
NLANBGKA_00898	1119
NLANBGKA_00899	1
NLANBGKA_00900	1
NLANBGKA_00901	0
NLANBGKA_00902	0
NLANBGKA_00903	336
NLANBGKA_00904	42
NLANBGKA_00905	212
NLANBGKA_00906	1067
NLANBGKA_00907	206
NLANBGKA_00908	128
NLANBGKA_00909	215
NLANBGKA_00910	47
NLANBGKA_00911	6
NLANBGKA_00912	25465
NLANBGKA_00913	0
NLANBGKA_00914	0
NLANBGKA_00915	264
NLANBGKA_00916	132
NLANBGKA_00917	871
NLANBGKA_00918	70
NLANBGKA_00919	1
NLANBGKA_00920	2
NLANBGKA_00921	2352
NLANBGKA_00922	33
NLANBGKA_00923	18
NLANBGKA_00924	0
NLANBGKA_00925	5
NLANBGKA_00926	17
NLANBGKA_00927	45
NLANBGKA_00928	20
NLANBGKA_00929	131
NLANBGKA_00930	20
NLANBGKA_00931	27
NLANBGKA_00932	3
NLANBGKA_00933	8723
NLANBGKA_00934	15
NLANBGKA_00935	161
NLANBGKA_00936	0
NLANBGKA_00937	98
NLANBGKA_00938	68
NLANBGKA_00939	170
NLANBGKA_00940	0
NLANBGKA_00941	0
NLANBGKA_00942	9
NLANBGKA_00943	3
NLANBGKA_00944	1
NLANBGKA_00945	0
NLANBGKA_00946	2630
NLANBGKA_00947	5
NLANBGKA_00948	89
NLANBGKA_00949	8
NLANBGKA_00950	0
NLANBGKA_00951	17
NLANBGKA_00952	1134
NLANBGKA_00953	413
NLANBGKA_00954	493
NLANBGKA_00955	2453
NLANBGKA_00956	37
NLANBGKA_00957	642
NLANBGKA_00958	667
NLANBGKA_00959	58
NLANBGKA_00960	1541
NLANBGKA_00961	218
NLANBGKA_00962	724
NLANBGKA_00963	3896
NLANBGKA_00964	3662
NLANBGKA_00965	684
NLANBGKA_00966	4
NLANBGKA_00967	4
NLANBGKA_00968	0
NLANBGKA_00969	2
NLANBGKA_00970	0
NLANBGKA_00971	0
NLANBGKA_00972	1
NLANBGKA_00973	162
NLANBGKA_00974	416
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	5
NLANBGKA_00978	10
NLANBGKA_00979	3504
NLANBGKA_00980	155
NLANBGKA_00981	240
NLANBGKA_00982	72
NLANBGKA_00983	30
NLANBGKA_00984	145
NLANBGKA_00985	88
NLANBGKA_00986	19
NLANBGKA_00987	44
NLANBGKA_00988	14
NLANBGKA_00989	0
NLANBGKA_00990	230
NLANBGKA_00991	97
NLANBGKA_00992	22
NLANBGKA_00993	663
NLANBGKA_00994	529
NLANBGKA_00995	47
NLANBGKA_00996	94
NLANBGKA_00997	642
NLANBGKA_00998	407
NLANBGKA_00999	24
NLANBGKA_01000	14
NLANBGKA_01001	35
NLANBGKA_01002	22
NLANBGKA_01003	9
NLANBGKA_01004	0
NLANBGKA_01005	318
NLANBGKA_01006	1159
NLANBGKA_01007	5
NLANBGKA_01008	434
NLANBGKA_01009	1487
NLANBGKA_01010	100
NLANBGKA_01011	1105
NLANBGKA_01012	1186
NLANBGKA_01013	8
NLANBGKA_01014	2
NLANBGKA_01015	11
NLANBGKA_01016	13
NLANBGKA_01017	1734
NLANBGKA_01018	109
NLANBGKA_01019	50
NLANBGKA_01020	80
NLANBGKA_01021	424
NLANBGKA_01022	500
NLANBGKA_01023	80
NLANBGKA_01024	1
NLANBGKA_01025	203
NLANBGKA_01026	186
NLANBGKA_01027	400
NLANBGKA_01028	343
NLANBGKA_01029	9992
NLANBGKA_01030	48379
NLANBGKA_01031	12946
NLANBGKA_01032	23398
NLANBGKA_01033	354
NLANBGKA_01034	541
NLANBGKA_01035	101
NLANBGKA_01036	117
NLANBGKA_01037	950
NLANBGKA_01038	309
NLANBGKA_01039	90
NLANBGKA_01040	4
NLANBGKA_01041	2
NLANBGKA_01042	0
NLANBGKA_01043	43
NLANBGKA_01044	0
NLANBGKA_01045	7
NLANBGKA_01046	22
NLANBGKA_01047	0
NLANBGKA_01048	60
NLANBGKA_01049	42
NLANBGKA_01050	166
NLANBGKA_01051	16
NLANBGKA_01052	4
NLANBGKA_01053	0
NLANBGKA_01054	162
NLANBGKA_01055	203
NLANBGKA_01056	10
NLANBGKA_01057	22
NLANBGKA_01058	29
NLANBGKA_01059	40
NLANBGKA_01060	83
NLANBGKA_01061	1
NLANBGKA_01062	18
NLANBGKA_01063	83
NLANBGKA_01064	25
NLANBGKA_01065	48
NLANBGKA_01066	670
NLANBGKA_01067	398
NLANBGKA_01068	10
NLANBGKA_01069	50
NLANBGKA_01070	11
NLANBGKA_01071	55
NLANBGKA_01072	136
NLANBGKA_01073	2
NLANBGKA_01074	29
NLANBGKA_01075	243
NLANBGKA_01076	348
