ID	sample_5A
NLANBGKA_00340	32
NLANBGKA_00341	975
NLANBGKA_00342	105
NLANBGKA_00343	164
NLANBGKA_00344	262
NLANBGKA_00345	92
NLANBGKA_00346	103
NLANBGKA_00347	332
NLANBGKA_00348	113
NLANBGKA_00349	279
NLANBGKA_00350	34
NLANBGKA_00351	561
NLANBGKA_00352	8288
NLANBGKA_00353	0
NLANBGKA_00354	1429
NLANBGKA_00355	13
NLANBGKA_00356	217
NLANBGKA_00357	194
NLANBGKA_00358	782
NLANBGKA_00359	19
NLANBGKA_00360	10307
NLANBGKA_00361	140
NLANBGKA_00363	1154
NLANBGKA_00364	1374
NLANBGKA_00365	487
NLANBGKA_00366	232
NLANBGKA_00367	142
NLANBGKA_00368	235
NLANBGKA_00369	160
NLANBGKA_00370	79
NLANBGKA_00371	44101
NLANBGKA_00372	667
NLANBGKA_00373	243
NLANBGKA_00374	314
NLANBGKA_00375	527
NLANBGKA_00376	348
NLANBGKA_00377	361
NLANBGKA_00378	1295
NLANBGKA_00379	752
NLANBGKA_00380	580
NLANBGKA_00381	39
NLANBGKA_00382	1295
NLANBGKA_00383	1192
NLANBGKA_00384	109
NLANBGKA_00385	3
NLANBGKA_00386	71
NLANBGKA_00387	502
NLANBGKA_00388	2138
NLANBGKA_00389	1515
NLANBGKA_00390	1421
NLANBGKA_00391	6803
NLANBGKA_00392	2766
NLANBGKA_00393	0
NLANBGKA_00394	2
NLANBGKA_00395	378
NLANBGKA_00396	690
NLANBGKA_00397	340
NLANBGKA_00398	2627
NLANBGKA_00399	12
NLANBGKA_00400	196
NLANBGKA_00401	871
NLANBGKA_00402	1578
NLANBGKA_00403	1325
NLANBGKA_00404	711
NLANBGKA_00405	1387
NLANBGKA_00406	124
NLANBGKA_00407	429
NLANBGKA_00408	396
NLANBGKA_00409	5837
NLANBGKA_00410	41
NLANBGKA_00411	158
NLANBGKA_00412	871
NLANBGKA_00413	166
NLANBGKA_00414	45
NLANBGKA_00415	5
NLANBGKA_00416	10
NLANBGKA_00417	673
NLANBGKA_00418	219
NLANBGKA_00419	143
NLANBGKA_00420	407
NLANBGKA_00421	6
NLANBGKA_00422	2137
NLANBGKA_00423	4480
NLANBGKA_00424	343
NLANBGKA_00425	154
NLANBGKA_00426	204
NLANBGKA_00427	4
NLANBGKA_00428	44
NLANBGKA_00429	10
NLANBGKA_00430	422
NLANBGKA_00431	36
NLANBGKA_00432	113
NLANBGKA_00433	70
NLANBGKA_00434	810
NLANBGKA_00435	72
NLANBGKA_00436	593
NLANBGKA_00437	0
NLANBGKA_00438	482
NLANBGKA_00439	351
NLANBGKA_00440	1
NLANBGKA_00441	9
NLANBGKA_00442	6
NLANBGKA_00443	5
NLANBGKA_00444	181
NLANBGKA_00445	360
NLANBGKA_00446	83
NLANBGKA_00447	611
NLANBGKA_00448	1048
NLANBGKA_00449	590
NLANBGKA_00450	1645
NLANBGKA_00451	4
NLANBGKA_00452	1519
NLANBGKA_00453	637
NLANBGKA_00454	983
NLANBGKA_00455	35
NLANBGKA_00456	232
NLANBGKA_00457	24
NLANBGKA_00458	0
NLANBGKA_00459	10
NLANBGKA_00460	24
NLANBGKA_00461	8
NLANBGKA_00462	0
NLANBGKA_00463	568
NLANBGKA_00464	791
NLANBGKA_00465	2536
NLANBGKA_00466	1015
NLANBGKA_00467	127
NLANBGKA_00468	1853
NLANBGKA_00469	2059
NLANBGKA_00470	44
NLANBGKA_00471	411
NLANBGKA_00472	55
NLANBGKA_00473	147
NLANBGKA_00474	44
NLANBGKA_00475	1382
NLANBGKA_00476	313
NLANBGKA_00477	611
NLANBGKA_00478	661
NLANBGKA_00479	378
NLANBGKA_00480	782
NLANBGKA_00481	2531
NLANBGKA_00482	6444
NLANBGKA_00483	81
NLANBGKA_00484	294
NLANBGKA_00485	269
NLANBGKA_00486	396
NLANBGKA_00487	539
NLANBGKA_00488	444
NLANBGKA_00489	737
NLANBGKA_00490	1209
NLANBGKA_00491	1932
NLANBGKA_00492	501
NLANBGKA_00493	833
NLANBGKA_00494	14
NLANBGKA_00495	3
NLANBGKA_00496	3
NLANBGKA_00497	0
NLANBGKA_00498	2130
NLANBGKA_00499	169
NLANBGKA_00500	64
NLANBGKA_00501	68
NLANBGKA_00502	799
NLANBGKA_00503	2282
NLANBGKA_00504	77
NLANBGKA_00505	18
NLANBGKA_00506	71
NLANBGKA_00507	30
NLANBGKA_00508	12
NLANBGKA_00509	33
NLANBGKA_00510	0
NLANBGKA_00511	1692
NLANBGKA_00512	1338
NLANBGKA_00513	206
NLANBGKA_00514	8
NLANBGKA_00515	210
NLANBGKA_00516	86
NLANBGKA_00517	380
NLANBGKA_00518	36
NLANBGKA_00519	325
NLANBGKA_00520	372
NLANBGKA_00521	125
NLANBGKA_00522	235
NLANBGKA_00523	60
NLANBGKA_00524	3792
NLANBGKA_00525	19
NLANBGKA_00526	4397
NLANBGKA_00527	393
NLANBGKA_00528	55
NLANBGKA_00529	3
NLANBGKA_00530	26333
NLANBGKA_00531	1
NLANBGKA_00532	18
NLANBGKA_00533	1341
NLANBGKA_00534	270
NLANBGKA_00535	0
NLANBGKA_00536	50
NLANBGKA_00537	27
NLANBGKA_00538	12
NLANBGKA_00539	28
NLANBGKA_00540	26
NLANBGKA_00541	5
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	1
NLANBGKA_00545	4085
NLANBGKA_00546	1367
NLANBGKA_00547	805
NLANBGKA_00548	440
NLANBGKA_00549	1556
NLANBGKA_00550	1385
NLANBGKA_00551	924
NLANBGKA_00552	364
NLANBGKA_00553	119
NLANBGKA_00554	52
NLANBGKA_00555	9
NLANBGKA_00556	21
NLANBGKA_00557	154
NLANBGKA_00558	18
NLANBGKA_00559	1
NLANBGKA_00560	1
NLANBGKA_00561	2358
NLANBGKA_00562	20461
NLANBGKA_00563	113
NLANBGKA_00564	19
NLANBGKA_00565	17
NLANBGKA_00566	58
NLANBGKA_00567	125
NLANBGKA_00568	104
NLANBGKA_00569	12
NLANBGKA_00570	57
NLANBGKA_00571	56
NLANBGKA_00572	161
NLANBGKA_00573	25
NLANBGKA_00574	21
NLANBGKA_00575	159
NLANBGKA_00576	17
NLANBGKA_00577	10
NLANBGKA_00578	52
NLANBGKA_00579	10660
NLANBGKA_00580	3554
NLANBGKA_00581	2117
NLANBGKA_00582	1
NLANBGKA_00583	0
NLANBGKA_00584	52
NLANBGKA_00585	23
NLANBGKA_00586	131
NLANBGKA_00587	107
NLANBGKA_00588	23
NLANBGKA_00589	11
NLANBGKA_00590	6
NLANBGKA_00591	351
NLANBGKA_00592	172
NLANBGKA_00593	148
NLANBGKA_00594	581
NLANBGKA_00595	869
NLANBGKA_00596	11
NLANBGKA_00597	2726
NLANBGKA_00598	17
NLANBGKA_00599	37
NLANBGKA_00600	164
NLANBGKA_00601	7225
NLANBGKA_00602	1829
NLANBGKA_00603	990
NLANBGKA_00604	6
NLANBGKA_00605	442
NLANBGKA_00606	1103
NLANBGKA_00607	815
NLANBGKA_00608	4750
NLANBGKA_00609	77
NLANBGKA_00610	3335
NLANBGKA_00611	428
NLANBGKA_00612	2
NLANBGKA_00613	0
NLANBGKA_00614	7
NLANBGKA_00615	31
NLANBGKA_00616	1164
NLANBGKA_00617	1533
NLANBGKA_00618	120
NLANBGKA_00619	93
NLANBGKA_00620	183
NLANBGKA_00621	15
NLANBGKA_00622	15
NLANBGKA_00623	169
NLANBGKA_00624	256
NLANBGKA_00625	134
NLANBGKA_00626	902
NLANBGKA_00627	1348
NLANBGKA_00628	1276
NLANBGKA_00629	1839
NLANBGKA_00630	2118
NLANBGKA_00631	572
NLANBGKA_00632	2462
NLANBGKA_00633	3
NLANBGKA_00634	6
NLANBGKA_00635	0
NLANBGKA_00636	0
NLANBGKA_00637	3
NLANBGKA_00638	3
NLANBGKA_00639	0
NLANBGKA_00640	0
NLANBGKA_00641	2
NLANBGKA_00642	0
NLANBGKA_00643	18
NLANBGKA_00644	0
NLANBGKA_00645	25
NLANBGKA_00646	260
NLANBGKA_00647	674
NLANBGKA_00648	636
NLANBGKA_00649	48
NLANBGKA_00650	195
NLANBGKA_00651	213
NLANBGKA_00652	56
NLANBGKA_00653	121
NLANBGKA_00654	55
NLANBGKA_00655	29
NLANBGKA_00656	13
NLANBGKA_00657	5214
NLANBGKA_00658	2916
NLANBGKA_00659	1476
NLANBGKA_00660	699
NLANBGKA_00661	1025
NLANBGKA_00662	1763
NLANBGKA_00663	3060
NLANBGKA_00664	491
NLANBGKA_00665	26
NLANBGKA_00666	2531
NLANBGKA_00667	190845
NLANBGKA_00668	54
NLANBGKA_00669	209
NLANBGKA_00670	26269
NLANBGKA_00671	18083
NLANBGKA_00672	1572
NLANBGKA_00673	1258
NLANBGKA_00674	258
NLANBGKA_00675	2575
NLANBGKA_00676	9
NLANBGKA_00677	1987
NLANBGKA_00678	2547
NLANBGKA_00679	20940
NLANBGKA_00680	344
NLANBGKA_00681	418
NLANBGKA_00682	4915
NLANBGKA_00683	291
NLANBGKA_00684	790
NLANBGKA_00685	750
NLANBGKA_00686	2309
NLANBGKA_00687	492
NLANBGKA_00688	381
NLANBGKA_00689	1024
NLANBGKA_00690	16
NLANBGKA_00691	797
NLANBGKA_00692	189
NLANBGKA_00693	198
NLANBGKA_00694	90
NLANBGKA_00695	433
NLANBGKA_00696	478
NLANBGKA_00697	180
NLANBGKA_00698	125
NLANBGKA_00699	135
NLANBGKA_00700	108
NLANBGKA_00701	204
NLANBGKA_00702	954
NLANBGKA_00703	112
NLANBGKA_00704	79
NLANBGKA_00705	144
NLANBGKA_00706	281
NLANBGKA_00707	129
NLANBGKA_00708	212
NLANBGKA_00709	313
NLANBGKA_00710	122
NLANBGKA_00711	109
NLANBGKA_00712	100
NLANBGKA_00713	0
NLANBGKA_00714	1
NLANBGKA_00715	6783
NLANBGKA_00716	2
NLANBGKA_00717	91
NLANBGKA_00718	113
NLANBGKA_00719	3395
NLANBGKA_00720	3693
NLANBGKA_00721	1248
NLANBGKA_00722	193
NLANBGKA_00723	433
NLANBGKA_00724	61
NLANBGKA_00725	821
NLANBGKA_00726	189
NLANBGKA_00727	25
NLANBGKA_00728	0
NLANBGKA_00729	70
NLANBGKA_00730	1137
NLANBGKA_00731	338
NLANBGKA_00732	157
NLANBGKA_00733	334
NLANBGKA_00734	296
NLANBGKA_00735	411
NLANBGKA_00736	3
NLANBGKA_00737	39
NLANBGKA_00738	103
NLANBGKA_00739	650
NLANBGKA_00740	1510
NLANBGKA_00741	263
NLANBGKA_00742	66
NLANBGKA_00743	7620
NLANBGKA_00744	1260
NLANBGKA_00745	6439
NLANBGKA_00746	370
NLANBGKA_00747	1
NLANBGKA_00748	8453
NLANBGKA_00749	3128
NLANBGKA_00750	350
NLANBGKA_00751	14017
NLANBGKA_00752	2820
NLANBGKA_00753	1402
NLANBGKA_00754	1432
NLANBGKA_00755	1072
NLANBGKA_00756	488
NLANBGKA_00757	5147
NLANBGKA_00758	6704
NLANBGKA_00759	1690
NLANBGKA_00760	571
NLANBGKA_00761	150
NLANBGKA_00762	1801
NLANBGKA_00763	1383
NLANBGKA_00764	4134
NLANBGKA_00765	1
NLANBGKA_00766	1808
NLANBGKA_00767	77
NLANBGKA_00768	319
NLANBGKA_00769	491
NLANBGKA_00770	849
NLANBGKA_00771	171
NLANBGKA_00772	245
NLANBGKA_00773	993
NLANBGKA_00774	343
NLANBGKA_00775	1003
NLANBGKA_00776	5196
NLANBGKA_00777	328
NLANBGKA_00778	52
NLANBGKA_00779	334
NLANBGKA_00780	222
NLANBGKA_00781	2
NLANBGKA_00782	1757
NLANBGKA_00783	1554
NLANBGKA_00784	36
NLANBGKA_00785	723
NLANBGKA_00786	4
NLANBGKA_00787	18
NLANBGKA_00788	69
NLANBGKA_00789	1796
NLANBGKA_00790	592
NLANBGKA_00791	32
NLANBGKA_00792	506
NLANBGKA_00793	371
NLANBGKA_00794	1872
NLANBGKA_00795	1746
NLANBGKA_00796	181
NLANBGKA_00797	788
NLANBGKA_00798	40
NLANBGKA_00799	552
NLANBGKA_00800	506
NLANBGKA_00801	36
NLANBGKA_00802	15
NLANBGKA_00803	42
NLANBGKA_00804	1047
NLANBGKA_00805	558
NLANBGKA_00806	6
NLANBGKA_00807	15
NLANBGKA_00808	3
NLANBGKA_00809	110
NLANBGKA_00810	668
NLANBGKA_00811	49
NLANBGKA_00812	183
NLANBGKA_00813	13
NLANBGKA_00814	959
NLANBGKA_00815	676
NLANBGKA_00816	315
NLANBGKA_00817	1774
NLANBGKA_00818	922
NLANBGKA_00819	96
NLANBGKA_00820	1055
NLANBGKA_00821	1220
NLANBGKA_00822	527
NLANBGKA_00823	806
NLANBGKA_00824	194
NLANBGKA_00825	1178
NLANBGKA_00826	382
NLANBGKA_00827	51
NLANBGKA_00828	68547
NLANBGKA_00829	172
NLANBGKA_00830	1332
NLANBGKA_00831	1353
NLANBGKA_00832	104
NLANBGKA_00833	3131
NLANBGKA_00834	2753
NLANBGKA_00835	981
NLANBGKA_00836	1566
NLANBGKA_00837	303
NLANBGKA_00838	2001
NLANBGKA_00839	176
NLANBGKA_00840	1127
NLANBGKA_00841	232
NLANBGKA_00842	624
NLANBGKA_00843	1130
NLANBGKA_00844	561
NLANBGKA_00845	675
NLANBGKA_00846	6
NLANBGKA_00847	14
NLANBGKA_00848	66
NLANBGKA_00849	850
NLANBGKA_00850	1365
NLANBGKA_00851	1412
NLANBGKA_00852	13
NLANBGKA_00853	141
NLANBGKA_00854	66
NLANBGKA_00855	1121
NLANBGKA_00856	538
NLANBGKA_00857	374
NLANBGKA_00858	260
NLANBGKA_00859	440
NLANBGKA_00860	8
NLANBGKA_00861	11144
NLANBGKA_00862	238
NLANBGKA_00863	497
NLANBGKA_00864	47
NLANBGKA_00865	44
NLANBGKA_00866	418
NLANBGKA_00867	105
NLANBGKA_00868	397
NLANBGKA_00871	4561
NLANBGKA_00874	362
NLANBGKA_00875	2216
NLANBGKA_00876	1156
NLANBGKA_00877	2071
NLANBGKA_00878	229
NLANBGKA_00879	35
NLANBGKA_00880	9
NLANBGKA_00881	201
NLANBGKA_00882	472
NLANBGKA_00883	961
NLANBGKA_00884	1800
NLANBGKA_00885	10
NLANBGKA_00886	276
NLANBGKA_00887	987
NLANBGKA_00888	510
NLANBGKA_00889	343
NLANBGKA_00890	1079
NLANBGKA_00891	9
NLANBGKA_00892	379
NLANBGKA_00893	125
NLANBGKA_00894	312
NLANBGKA_00895	1675
NLANBGKA_00896	691
NLANBGKA_00897	2045
NLANBGKA_00898	1648
NLANBGKA_00899	2
NLANBGKA_00900	0
NLANBGKA_00901	2
NLANBGKA_00902	3
NLANBGKA_00903	590
NLANBGKA_00904	83
NLANBGKA_00905	427
NLANBGKA_00906	2178
NLANBGKA_00907	286
NLANBGKA_00908	239
NLANBGKA_00909	363
NLANBGKA_00910	102
NLANBGKA_00911	17
NLANBGKA_00912	26656
NLANBGKA_00913	4
NLANBGKA_00914	0
NLANBGKA_00915	409
NLANBGKA_00916	221
NLANBGKA_00917	1210
NLANBGKA_00918	148
NLANBGKA_00919	1
NLANBGKA_00920	1
NLANBGKA_00921	2536
NLANBGKA_00922	76
NLANBGKA_00923	52
NLANBGKA_00924	0
NLANBGKA_00925	15
NLANBGKA_00926	41
NLANBGKA_00927	60
NLANBGKA_00928	56
NLANBGKA_00929	284
NLANBGKA_00930	52
NLANBGKA_00931	83
NLANBGKA_00932	5
NLANBGKA_00933	14694
NLANBGKA_00934	22
NLANBGKA_00935	190
NLANBGKA_00936	4
NLANBGKA_00937	120
NLANBGKA_00938	122
NLANBGKA_00939	237
NLANBGKA_00940	2
NLANBGKA_00941	4
NLANBGKA_00942	28
NLANBGKA_00943	5
NLANBGKA_00944	6
NLANBGKA_00945	2
NLANBGKA_00946	5390
NLANBGKA_00947	2
NLANBGKA_00948	134
NLANBGKA_00949	15
NLANBGKA_00950	0
NLANBGKA_00951	18
NLANBGKA_00952	2096
NLANBGKA_00953	1007
NLANBGKA_00954	1067
NLANBGKA_00955	4860
NLANBGKA_00956	14
NLANBGKA_00957	438
NLANBGKA_00958	2533
NLANBGKA_00959	273
NLANBGKA_00960	5662
NLANBGKA_00961	600
NLANBGKA_00962	1304
NLANBGKA_00963	8024
NLANBGKA_00964	6789
NLANBGKA_00965	1187
NLANBGKA_00966	5
NLANBGKA_00967	2
NLANBGKA_00968	0
NLANBGKA_00969	1
NLANBGKA_00970	0
NLANBGKA_00971	0
NLANBGKA_00972	2
NLANBGKA_00973	494
NLANBGKA_00974	1267
NLANBGKA_00975	1
NLANBGKA_00976	1
NLANBGKA_00977	3
NLANBGKA_00978	18
NLANBGKA_00979	5133
NLANBGKA_00980	126
NLANBGKA_00981	297
NLANBGKA_00982	132
NLANBGKA_00983	60
NLANBGKA_00984	299
NLANBGKA_00985	227
NLANBGKA_00986	75
NLANBGKA_00987	98
NLANBGKA_00988	26
NLANBGKA_00989	0
NLANBGKA_00990	846
NLANBGKA_00991	151
NLANBGKA_00992	48
NLANBGKA_00993	1998
NLANBGKA_00994	1978
NLANBGKA_00995	91
NLANBGKA_00996	248
NLANBGKA_00997	1140
NLANBGKA_00998	784
NLANBGKA_00999	38
NLANBGKA_01000	28
NLANBGKA_01001	45
NLANBGKA_01002	20
NLANBGKA_01003	35
NLANBGKA_01004	1
NLANBGKA_01005	462
NLANBGKA_01006	1725
NLANBGKA_01007	17
NLANBGKA_01008	476
NLANBGKA_01009	2879
NLANBGKA_01010	112
NLANBGKA_01011	2820
NLANBGKA_01012	3353
NLANBGKA_01013	10
NLANBGKA_01014	10
NLANBGKA_01015	13
NLANBGKA_01016	10
NLANBGKA_01017	2904
NLANBGKA_01018	349
NLANBGKA_01019	101
NLANBGKA_01020	165
NLANBGKA_01021	627
NLANBGKA_01022	709
NLANBGKA_01023	209
NLANBGKA_01024	21
NLANBGKA_01025	403
NLANBGKA_01026	332
NLANBGKA_01027	755
NLANBGKA_01028	619
NLANBGKA_01029	7085
NLANBGKA_01030	41290
NLANBGKA_01031	11443
NLANBGKA_01032	17992
NLANBGKA_01033	436
NLANBGKA_01034	627
NLANBGKA_01035	127
NLANBGKA_01036	134
NLANBGKA_01037	1462
NLANBGKA_01038	440
NLANBGKA_01039	137
NLANBGKA_01040	9
NLANBGKA_01041	3
NLANBGKA_01042	4
NLANBGKA_01043	148
NLANBGKA_01044	0
NLANBGKA_01045	4
NLANBGKA_01046	34
NLANBGKA_01047	1
NLANBGKA_01048	158
NLANBGKA_01049	104
NLANBGKA_01050	550
NLANBGKA_01051	67
NLANBGKA_01052	7
NLANBGKA_01053	1
NLANBGKA_01054	279
NLANBGKA_01055	320
NLANBGKA_01056	22
NLANBGKA_01057	39
NLANBGKA_01058	43
NLANBGKA_01059	84
NLANBGKA_01060	186
NLANBGKA_01061	2
NLANBGKA_01062	41
NLANBGKA_01063	171
NLANBGKA_01064	73
NLANBGKA_01065	157
NLANBGKA_01066	1107
NLANBGKA_01067	695
NLANBGKA_01068	43
NLANBGKA_01069	84
