ID	sample_4A
NLANBGKA_00087	10000
NLANBGKA_00088	609
NLANBGKA_00089	72
NLANBGKA_00090	31
NLANBGKA_00091	69
NLANBGKA_00092	10
NLANBGKA_00093	733
NLANBGKA_00094	125
NLANBGKA_00095	3
NLANBGKA_00096	14
NLANBGKA_00097	2
NLANBGKA_00098	162
NLANBGKA_00099	23
NLANBGKA_00100	117
NLANBGKA_00101	592
NLANBGKA_00102	2974
NLANBGKA_00103	293
NLANBGKA_00104	54
NLANBGKA_00105	53
NLANBGKA_00106	14
NLANBGKA_00107	4
NLANBGKA_00108	49
NLANBGKA_00109	9
NLANBGKA_00110	6
NLANBGKA_00111	100
NLANBGKA_00112	70
NLANBGKA_00113	1412
NLANBGKA_00114	444
NLANBGKA_00115	909
NLANBGKA_00116	1165
NLANBGKA_00117	141
NLANBGKA_00118	469
NLANBGKA_00119	332
NLANBGKA_00120	20
NLANBGKA_00123	2122
NLANBGKA_00124	93
NLANBGKA_00125	290
NLANBGKA_00126	25
NLANBGKA_00127	340
NLANBGKA_00128	3625
NLANBGKA_00129	61
NLANBGKA_00130	126
NLANBGKA_00131	476
NLANBGKA_00132	208
NLANBGKA_00133	697
NLANBGKA_00134	74
NLANBGKA_00135	1908
NLANBGKA_00136	1861
NLANBGKA_00137	1391
NLANBGKA_00138	1030
NLANBGKA_00139	333
NLANBGKA_00140	70
NLANBGKA_00141	1577
NLANBGKA_00142	528
NLANBGKA_00143	250
NLANBGKA_00144	208
NLANBGKA_00145	14
NLANBGKA_00146	316
NLANBGKA_00147	1
NLANBGKA_00148	551
NLANBGKA_00149	615
NLANBGKA_00150	109
NLANBGKA_00151	482
NLANBGKA_00152	45
NLANBGKA_00153	352
NLANBGKA_00154	112
NLANBGKA_00155	187
NLANBGKA_00156	149
NLANBGKA_00157	192
NLANBGKA_00158	434
NLANBGKA_00159	126
NLANBGKA_00160	12
NLANBGKA_00161	863
NLANBGKA_00162	384
NLANBGKA_00163	106
NLANBGKA_00164	50
NLANBGKA_00165	451
NLANBGKA_00166	540
NLANBGKA_00167	328
NLANBGKA_00168	72
NLANBGKA_00169	1212
NLANBGKA_00170	1
NLANBGKA_00171	3
NLANBGKA_00172	4036
NLANBGKA_00173	44
NLANBGKA_00174	18
NLANBGKA_00175	97
NLANBGKA_00176	77
NLANBGKA_00177	14
NLANBGKA_00178	39
NLANBGKA_00179	338
NLANBGKA_00180	136
NLANBGKA_00181	200
NLANBGKA_00182	20
NLANBGKA_00183	2460
NLANBGKA_00184	27
NLANBGKA_00185	0
NLANBGKA_00186	0
NLANBGKA_00187	62
NLANBGKA_00188	4
NLANBGKA_00189	0
NLANBGKA_00190	1
NLANBGKA_00191	357
NLANBGKA_00192	5
NLANBGKA_00193	3
NLANBGKA_00194	237
NLANBGKA_00195	76
NLANBGKA_00196	161
NLANBGKA_00197	1221
NLANBGKA_00198	25
NLANBGKA_00199	23
NLANBGKA_00200	196
NLANBGKA_00201	338
NLANBGKA_00202	841
NLANBGKA_00203	41
NLANBGKA_00204	47
NLANBGKA_00205	17
NLANBGKA_00206	16
NLANBGKA_00207	5
NLANBGKA_00208	571
NLANBGKA_00209	168
NLANBGKA_00210	124
NLANBGKA_00211	89
NLANBGKA_00212	74
NLANBGKA_00213	960
NLANBGKA_00214	154
NLANBGKA_00215	1593
NLANBGKA_00216	14
NLANBGKA_00217	1090
NLANBGKA_00218	1447
NLANBGKA_00219	639
NLANBGKA_00220	3981
NLANBGKA_00221	4775
NLANBGKA_00222	6331
NLANBGKA_00223	2065
NLANBGKA_00224	176
NLANBGKA_00225	9064
NLANBGKA_00226	777
NLANBGKA_00227	550
NLANBGKA_00228	645
NLANBGKA_00229	996
NLANBGKA_00230	32
NLANBGKA_00231	390
NLANBGKA_00232	202
NLANBGKA_00233	26
NLANBGKA_00234	17
NLANBGKA_00235	100
NLANBGKA_00236	1
NLANBGKA_00237	139
NLANBGKA_00238	6
NLANBGKA_00239	0
NLANBGKA_00240	6
NLANBGKA_00241	16
NLANBGKA_00242	400
NLANBGKA_00243	913
NLANBGKA_00244	14
NLANBGKA_00245	449
NLANBGKA_00246	30
NLANBGKA_00247	0
NLANBGKA_00248	4
NLANBGKA_00249	101
NLANBGKA_00250	10
NLANBGKA_00251	3
NLANBGKA_00252	2
NLANBGKA_00253	1
NLANBGKA_00254	219
NLANBGKA_00255	52
NLANBGKA_00256	308
NLANBGKA_00257	34
NLANBGKA_00258	489
NLANBGKA_00259	254
NLANBGKA_00260	195
NLANBGKA_00261	380
NLANBGKA_00262	23
NLANBGKA_00263	11
NLANBGKA_00264	5
NLANBGKA_00265	5
NLANBGKA_00266	0
NLANBGKA_00267	959
NLANBGKA_00268	362
NLANBGKA_00269	0
NLANBGKA_00274	221
NLANBGKA_00275	797
NLANBGKA_00276	2030
NLANBGKA_00277	326
NLANBGKA_00278	380
NLANBGKA_00279	91
NLANBGKA_00281	92
NLANBGKA_00282	235
NLANBGKA_00283	1563
NLANBGKA_00284	522
NLANBGKA_00285	747
NLANBGKA_00286	15
NLANBGKA_00287	241
NLANBGKA_00288	71
NLANBGKA_00289	266
NLANBGKA_00290	94
NLANBGKA_00291	30
NLANBGKA_00292	55
NLANBGKA_00293	108
NLANBGKA_00294	99
NLANBGKA_00295	197
NLANBGKA_00296	5
NLANBGKA_00297	411
NLANBGKA_00298	421
NLANBGKA_00299	88
NLANBGKA_00300	1001
NLANBGKA_00301	154
NLANBGKA_00302	11
NLANBGKA_00303	96
NLANBGKA_00304	83
NLANBGKA_00305	52
NLANBGKA_00306	26
NLANBGKA_00307	78
NLANBGKA_00308	214
NLANBGKA_00309	867
NLANBGKA_00310	55
NLANBGKA_00311	333
NLANBGKA_00312	189
NLANBGKA_00313	275
NLANBGKA_00314	215
NLANBGKA_00315	217
NLANBGKA_00316	17
NLANBGKA_00317	1
NLANBGKA_00318	84
NLANBGKA_00319	67
NLANBGKA_00320	2
NLANBGKA_00321	19
NLANBGKA_00322	4
NLANBGKA_00323	352
NLANBGKA_00324	194
NLANBGKA_00325	178
NLANBGKA_00326	38
NLANBGKA_00327	4
NLANBGKA_00328	60
NLANBGKA_00329	154
NLANBGKA_00330	15
NLANBGKA_00331	266
NLANBGKA_00332	2
NLANBGKA_00333	0
NLANBGKA_00334	1
NLANBGKA_00335	27
NLANBGKA_00336	20
NLANBGKA_00337	9
NLANBGKA_00338	20
NLANBGKA_00339	228
NLANBGKA_00340	15
NLANBGKA_00341	442
NLANBGKA_00342	55
NLANBGKA_00343	27
NLANBGKA_00344	49
NLANBGKA_00345	19
NLANBGKA_00346	23
NLANBGKA_00347	83
NLANBGKA_00348	28
NLANBGKA_00349	51
NLANBGKA_00350	4
NLANBGKA_00351	212
NLANBGKA_00352	3495
NLANBGKA_00353	0
NLANBGKA_00354	437
NLANBGKA_00355	2
NLANBGKA_00356	90
NLANBGKA_00357	34
NLANBGKA_00358	176
NLANBGKA_00359	5
NLANBGKA_00360	2537
NLANBGKA_00361	38
NLANBGKA_00363	330
NLANBGKA_00364	374
NLANBGKA_00365	255
NLANBGKA_00366	76
NLANBGKA_00367	35
NLANBGKA_00368	87
NLANBGKA_00369	20
NLANBGKA_00370	19
NLANBGKA_00371	19209
NLANBGKA_00372	365
NLANBGKA_00373	135
NLANBGKA_00374	120
NLANBGKA_00375	228
NLANBGKA_00376	167
NLANBGKA_00377	156
NLANBGKA_00378	557
NLANBGKA_00379	194
NLANBGKA_00380	166
NLANBGKA_00381	5
NLANBGKA_00382	604
NLANBGKA_00383	534
NLANBGKA_00384	39
NLANBGKA_00385	0
NLANBGKA_00386	15
NLANBGKA_00387	24
NLANBGKA_00388	130
NLANBGKA_00389	134
NLANBGKA_00390	176
NLANBGKA_00391	1956
NLANBGKA_00392	783
NLANBGKA_00393	0
NLANBGKA_00394	1
NLANBGKA_00395	123
NLANBGKA_00396	307
NLANBGKA_00397	102
NLANBGKA_00398	1371
NLANBGKA_00399	4
NLANBGKA_00400	88
NLANBGKA_00401	406
NLANBGKA_00402	887
NLANBGKA_00403	667
NLANBGKA_00404	415
NLANBGKA_00405	798
NLANBGKA_00406	77
NLANBGKA_00407	119
NLANBGKA_00408	145
NLANBGKA_00409	1803
NLANBGKA_00410	16
NLANBGKA_00411	43
NLANBGKA_00412	259
NLANBGKA_00413	61
NLANBGKA_00414	11
NLANBGKA_00415	2
NLANBGKA_00416	4
NLANBGKA_00417	272
NLANBGKA_00418	91
NLANBGKA_00419	47
NLANBGKA_00420	80
NLANBGKA_00421	0
NLANBGKA_00422	429
NLANBGKA_00423	1574
NLANBGKA_00424	116
NLANBGKA_00425	44
NLANBGKA_00426	53
NLANBGKA_00427	1
NLANBGKA_00428	24
NLANBGKA_00429	4
NLANBGKA_00430	133
NLANBGKA_00431	4
NLANBGKA_00432	26
NLANBGKA_00433	19
NLANBGKA_00434	157
NLANBGKA_00435	12
NLANBGKA_00436	150
NLANBGKA_00437	2
NLANBGKA_00438	184
NLANBGKA_00439	195
NLANBGKA_00440	2
NLANBGKA_00441	6
NLANBGKA_00442	2
NLANBGKA_00443	2
NLANBGKA_00444	112
NLANBGKA_00445	233
NLANBGKA_00446	33
NLANBGKA_00447	262
NLANBGKA_00448	476
NLANBGKA_00449	268
NLANBGKA_00450	587
NLANBGKA_00451	0
NLANBGKA_00452	561
NLANBGKA_00453	296
NLANBGKA_00454	373
NLANBGKA_00455	13
NLANBGKA_00456	88
NLANBGKA_00457	10
NLANBGKA_00458	0
NLANBGKA_00459	1
NLANBGKA_00460	10
NLANBGKA_00461	4
NLANBGKA_00462	1
NLANBGKA_00463	168
NLANBGKA_00464	253
NLANBGKA_00465	1147
NLANBGKA_00466	336
NLANBGKA_00467	31
NLANBGKA_00468	518
NLANBGKA_00469	572
NLANBGKA_00470	9
NLANBGKA_00471	107
NLANBGKA_00472	13
NLANBGKA_00473	37
NLANBGKA_00474	6
NLANBGKA_00475	459
NLANBGKA_00476	118
NLANBGKA_00477	240
NLANBGKA_00478	329
NLANBGKA_00479	193
NLANBGKA_00480	441
NLANBGKA_00481	939
NLANBGKA_00482	2131
NLANBGKA_00483	29
NLANBGKA_00484	129
NLANBGKA_00485	123
NLANBGKA_00486	218
NLANBGKA_00487	174
NLANBGKA_00488	173
NLANBGKA_00489	236
NLANBGKA_00490	301
NLANBGKA_00491	535
NLANBGKA_00492	158
NLANBGKA_00493	252
NLANBGKA_00494	3
NLANBGKA_00495	3
NLANBGKA_00496	1
NLANBGKA_00497	2
NLANBGKA_00498	817
NLANBGKA_00499	32
NLANBGKA_00500	21
NLANBGKA_00501	19
NLANBGKA_00502	176
NLANBGKA_00503	523
NLANBGKA_00504	31
NLANBGKA_00505	8
NLANBGKA_00506	27
NLANBGKA_00507	9
NLANBGKA_00508	2
NLANBGKA_00509	5
NLANBGKA_00510	0
NLANBGKA_00511	819
NLANBGKA_00512	523
NLANBGKA_00513	57
NLANBGKA_00514	3
NLANBGKA_00515	49
NLANBGKA_00516	37
NLANBGKA_00517	93
NLANBGKA_00518	5
NLANBGKA_00519	60
NLANBGKA_00520	126
NLANBGKA_00521	42
NLANBGKA_00522	65
NLANBGKA_00523	20
NLANBGKA_00524	1577
NLANBGKA_00525	23
NLANBGKA_00526	1781
NLANBGKA_00527	168
NLANBGKA_00528	24
NLANBGKA_00529	0
NLANBGKA_00530	7548
NLANBGKA_00531	0
NLANBGKA_00532	7
NLANBGKA_00533	443
NLANBGKA_00534	90
NLANBGKA_00535	0
NLANBGKA_00536	10
NLANBGKA_00537	5
NLANBGKA_00538	1
NLANBGKA_00539	11
NLANBGKA_00540	14
NLANBGKA_00541	6
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	0
NLANBGKA_00545	1452
NLANBGKA_00546	552
NLANBGKA_00547	223
NLANBGKA_00548	123
NLANBGKA_00549	717
NLANBGKA_00550	635
NLANBGKA_00551	399
NLANBGKA_00552	157
NLANBGKA_00553	55
NLANBGKA_00554	19
NLANBGKA_00555	1
NLANBGKA_00556	18
NLANBGKA_00557	51
NLANBGKA_00558	20
NLANBGKA_00559	0
NLANBGKA_00560	0
NLANBGKA_00561	1487
NLANBGKA_00562	7773
NLANBGKA_00563	25
NLANBGKA_00564	4
NLANBGKA_00565	7
NLANBGKA_00566	21
NLANBGKA_00567	37
NLANBGKA_00568	33
NLANBGKA_00569	5
NLANBGKA_00570	20
NLANBGKA_00571	10
NLANBGKA_00572	39
NLANBGKA_00573	7
NLANBGKA_00574	6
NLANBGKA_00575	56
NLANBGKA_00576	7
NLANBGKA_00577	8
NLANBGKA_00578	16
NLANBGKA_00579	2461
NLANBGKA_00580	905
NLANBGKA_00581	530
NLANBGKA_00582	2
NLANBGKA_00583	0
NLANBGKA_00584	18
NLANBGKA_00585	5
NLANBGKA_00586	34
NLANBGKA_00587	28
NLANBGKA_00588	10
NLANBGKA_00589	5
NLANBGKA_00590	1
NLANBGKA_00591	133
NLANBGKA_00592	72
NLANBGKA_00593	88
NLANBGKA_00594	269
NLANBGKA_00595	300
NLANBGKA_00596	8
NLANBGKA_00597	811
NLANBGKA_00598	11
NLANBGKA_00599	8
NLANBGKA_00600	47
NLANBGKA_00601	2128
NLANBGKA_00602	457
NLANBGKA_00603	167
NLANBGKA_00604	1
NLANBGKA_00605	117
NLANBGKA_00606	294
NLANBGKA_00607	229
NLANBGKA_00608	1026
NLANBGKA_00609	8
NLANBGKA_00610	1308
NLANBGKA_00611	158
NLANBGKA_00612	0
NLANBGKA_00613	0
NLANBGKA_00614	2
NLANBGKA_00615	6
NLANBGKA_00616	229
NLANBGKA_00617	449
NLANBGKA_00618	25
NLANBGKA_00619	25
NLANBGKA_00620	44
NLANBGKA_00621	5
NLANBGKA_00622	11
NLANBGKA_00623	54
NLANBGKA_00624	61
NLANBGKA_00625	35
NLANBGKA_00626	239
NLANBGKA_00627	473
NLANBGKA_00628	684
NLANBGKA_00629	979
NLANBGKA_00630	1065
NLANBGKA_00631	248
NLANBGKA_00632	1096
NLANBGKA_00633	0
NLANBGKA_00634	2
NLANBGKA_00635	0
NLANBGKA_00636	0
NLANBGKA_00637	1
NLANBGKA_00638	1
NLANBGKA_00639	0
NLANBGKA_00640	0
NLANBGKA_00641	0
NLANBGKA_00642	0
NLANBGKA_00643	10
NLANBGKA_00644	0
NLANBGKA_00645	7
NLANBGKA_00646	103
NLANBGKA_00647	265
NLANBGKA_00648	213
NLANBGKA_00649	15
NLANBGKA_00650	59
NLANBGKA_00651	89
NLANBGKA_00652	25
NLANBGKA_00653	28
NLANBGKA_00654	18
NLANBGKA_00655	11
NLANBGKA_00656	7
NLANBGKA_00657	1819
NLANBGKA_00658	1049
NLANBGKA_00659	422
NLANBGKA_00660	271
NLANBGKA_00661	460
NLANBGKA_00662	859
NLANBGKA_00663	1558
NLANBGKA_00664	112
NLANBGKA_00665	6
NLANBGKA_00666	1059
NLANBGKA_00667	79787
NLANBGKA_00668	24
NLANBGKA_00669	60
NLANBGKA_00670	7403
NLANBGKA_00671	5200
NLANBGKA_00672	479
NLANBGKA_00673	171
NLANBGKA_00674	58
NLANBGKA_00675	421
NLANBGKA_00676	0
NLANBGKA_00677	325
NLANBGKA_00678	330
NLANBGKA_00679	3056
NLANBGKA_00680	89
NLANBGKA_00681	70
NLANBGKA_00682	1339
NLANBGKA_00683	101
NLANBGKA_00684	323
NLANBGKA_00685	219
NLANBGKA_00686	935
NLANBGKA_00687	202
NLANBGKA_00688	116
NLANBGKA_00689	388
NLANBGKA_00690	8
NLANBGKA_00691	257
NLANBGKA_00692	72
NLANBGKA_00693	134
NLANBGKA_00694	48
NLANBGKA_00695	203
NLANBGKA_00696	183
NLANBGKA_00697	107
NLANBGKA_00698	48
NLANBGKA_00699	46
NLANBGKA_00700	31
NLANBGKA_00701	81
NLANBGKA_00702	322
NLANBGKA_00703	12
NLANBGKA_00704	12
NLANBGKA_00705	32
NLANBGKA_00706	78
NLANBGKA_00707	32
NLANBGKA_00708	45
NLANBGKA_00709	67
NLANBGKA_00710	22
NLANBGKA_00711	40
NLANBGKA_00712	24
NLANBGKA_00713	0
NLANBGKA_00714	1
NLANBGKA_00715	2093
NLANBGKA_00716	0
NLANBGKA_00717	17
NLANBGKA_00718	31
NLANBGKA_00719	728
NLANBGKA_00720	1202
NLANBGKA_00721	426
NLANBGKA_00722	61
NLANBGKA_00723	199
NLANBGKA_00724	16
NLANBGKA_00725	355
NLANBGKA_00726	74
NLANBGKA_00727	8
NLANBGKA_00728	0
NLANBGKA_00729	15
NLANBGKA_00730	391
NLANBGKA_00731	128
NLANBGKA_00732	71
NLANBGKA_00733	113
NLANBGKA_00734	78
NLANBGKA_00735	127
NLANBGKA_00736	0
NLANBGKA_00737	11
NLANBGKA_00738	35
NLANBGKA_00739	240
NLANBGKA_00740	691
NLANBGKA_00741	60
NLANBGKA_00742	26
NLANBGKA_00743	2178
NLANBGKA_00744	245
NLANBGKA_00745	1566
NLANBGKA_00746	81
NLANBGKA_00747	0
NLANBGKA_00748	3354
NLANBGKA_00749	1218
NLANBGKA_00750	123
NLANBGKA_00751	5160
NLANBGKA_00752	1098
NLANBGKA_00753	563
NLANBGKA_00754	481
NLANBGKA_00755	393
NLANBGKA_00756	230
NLANBGKA_00757	1714
NLANBGKA_00758	2306
NLANBGKA_00759	724
NLANBGKA_00760	215
NLANBGKA_00761	45
NLANBGKA_00762	618
NLANBGKA_00763	502
NLANBGKA_00764	1364
NLANBGKA_00765	0
NLANBGKA_00766	217
NLANBGKA_00767	26
NLANBGKA_00768	96
NLANBGKA_00769	132
NLANBGKA_00770	200
NLANBGKA_00771	57
NLANBGKA_00772	53
NLANBGKA_00773	269
NLANBGKA_00774	121
NLANBGKA_00775	298
NLANBGKA_00776	1347
NLANBGKA_00777	121
NLANBGKA_00778	18
NLANBGKA_00779	100
NLANBGKA_00780	83
NLANBGKA_00781	0
NLANBGKA_00782	629
NLANBGKA_00783	708
NLANBGKA_00784	15
NLANBGKA_00785	264
NLANBGKA_00786	0
NLANBGKA_00787	5
NLANBGKA_00788	23
NLANBGKA_00789	656
NLANBGKA_00790	192
NLANBGKA_00791	8
NLANBGKA_00792	157
NLANBGKA_00793	71
NLANBGKA_00794	614
NLANBGKA_00795	529
NLANBGKA_00796	79
NLANBGKA_00797	371
NLANBGKA_00798	8
NLANBGKA_00799	183
NLANBGKA_00800	178
NLANBGKA_00801	11
NLANBGKA_00802	2
NLANBGKA_00803	8
NLANBGKA_00804	194
NLANBGKA_00805	105
NLANBGKA_00806	3
NLANBGKA_00807	6
NLANBGKA_00808	0
NLANBGKA_00809	34
NLANBGKA_00810	179
NLANBGKA_00811	6
NLANBGKA_00812	21
NLANBGKA_00813	3
NLANBGKA_00814	353
NLANBGKA_00815	312
NLANBGKA_00816	108
NLANBGKA_00817	624
NLANBGKA_00818	455
NLANBGKA_00819	54
NLANBGKA_00820	595
NLANBGKA_00821	620
NLANBGKA_00822	310
NLANBGKA_00823	492
NLANBGKA_00824	99
NLANBGKA_00825	625
NLANBGKA_00826	105
NLANBGKA_00827	18
NLANBGKA_00828	16542
NLANBGKA_00829	63
NLANBGKA_00830	670
NLANBGKA_00831	586
NLANBGKA_00832	27
NLANBGKA_00833	1281
NLANBGKA_00834	508
NLANBGKA_00835	366
NLANBGKA_00836	676
NLANBGKA_00837	86
NLANBGKA_00838	451
NLANBGKA_00839	40
NLANBGKA_00840	377
NLANBGKA_00841	60
NLANBGKA_00842	152
NLANBGKA_00843	351
NLANBGKA_00844	196
NLANBGKA_00845	184
NLANBGKA_00846	1
NLANBGKA_00847	2
NLANBGKA_00848	38
NLANBGKA_00849	354
NLANBGKA_00850	334
NLANBGKA_00851	309
NLANBGKA_00852	5
NLANBGKA_00853	46
NLANBGKA_00854	42
NLANBGKA_00855	440
NLANBGKA_00856	206
NLANBGKA_00857	48
NLANBGKA_00858	34
NLANBGKA_00859	86
NLANBGKA_00860	1
NLANBGKA_00861	4935
NLANBGKA_00862	39
NLANBGKA_00863	70
NLANBGKA_00864	11
NLANBGKA_00865	15
NLANBGKA_00866	171
NLANBGKA_00867	35
NLANBGKA_00868	159
NLANBGKA_00871	1676
NLANBGKA_00874	142
NLANBGKA_00875	434
NLANBGKA_00876	218
NLANBGKA_00877	305
NLANBGKA_00878	105
NLANBGKA_00879	9
NLANBGKA_00880	1
NLANBGKA_00881	31
NLANBGKA_00882	93
NLANBGKA_00883	313
NLANBGKA_00884	617
NLANBGKA_00885	5
NLANBGKA_00886	81
NLANBGKA_00887	484
NLANBGKA_00888	158
NLANBGKA_00889	145
NLANBGKA_00890	494
NLANBGKA_00891	2
NLANBGKA_00892	83
NLANBGKA_00893	27
NLANBGKA_00894	52
NLANBGKA_00895	419
NLANBGKA_00896	139
NLANBGKA_00897	849
NLANBGKA_00898	551
NLANBGKA_00899	0
NLANBGKA_00900	0
NLANBGKA_00901	1
NLANBGKA_00902	4
NLANBGKA_00903	205
NLANBGKA_00904	39
NLANBGKA_00905	128
NLANBGKA_00906	586
NLANBGKA_00907	86
NLANBGKA_00908	63
NLANBGKA_00909	86
NLANBGKA_00910	27
NLANBGKA_00911	3
NLANBGKA_00912	11313
NLANBGKA_00913	1
NLANBGKA_00914	0
NLANBGKA_00915	147
NLANBGKA_00916	75
NLANBGKA_00917	528
NLANBGKA_00918	44
NLANBGKA_00919	0
NLANBGKA_00920	0
NLANBGKA_00921	1149
NLANBGKA_00922	17
NLANBGKA_00923	8
NLANBGKA_00924	0
NLANBGKA_00925	4
NLANBGKA_00926	12
NLANBGKA_00927	31
NLANBGKA_00928	8
NLANBGKA_00929	78
NLANBGKA_00930	10
NLANBGKA_00931	15
NLANBGKA_00932	1
NLANBGKA_00933	5075
NLANBGKA_00934	13
NLANBGKA_00935	106
NLANBGKA_00936	4
NLANBGKA_00937	80
NLANBGKA_00938	48
NLANBGKA_00939	95
NLANBGKA_00940	0
NLANBGKA_00941	1
NLANBGKA_00942	3
NLANBGKA_00943	4
NLANBGKA_00944	0
NLANBGKA_00945	0
NLANBGKA_00946	1451
NLANBGKA_00947	2
NLANBGKA_00948	50
NLANBGKA_00949	7
NLANBGKA_00950	0
NLANBGKA_00951	7
NLANBGKA_00952	666
NLANBGKA_00953	198
NLANBGKA_00954	215
NLANBGKA_00955	1339
NLANBGKA_00956	8
NLANBGKA_00957	227
NLANBGKA_00958	469
NLANBGKA_00959	44
NLANBGKA_00960	935
NLANBGKA_00961	114
NLANBGKA_00962	407
NLANBGKA_00963	2084
NLANBGKA_00964	1880
NLANBGKA_00965	417
NLANBGKA_00966	3
NLANBGKA_00967	6
NLANBGKA_00968	0
NLANBGKA_00969	1
NLANBGKA_00970	1
NLANBGKA_00971	6
NLANBGKA_00972	2
NLANBGKA_00973	93
NLANBGKA_00974	282
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	1
NLANBGKA_00978	11
NLANBGKA_00979	1910
NLANBGKA_00980	73
NLANBGKA_00981	143
NLANBGKA_00982	21
NLANBGKA_00983	13
NLANBGKA_00984	88
NLANBGKA_00985	71
NLANBGKA_00986	13
NLANBGKA_00987	23
NLANBGKA_00988	7
NLANBGKA_00989	2
NLANBGKA_00990	132
NLANBGKA_00991	44
NLANBGKA_00992	9
NLANBGKA_00993	360
NLANBGKA_00994	341
NLANBGKA_00995	24
NLANBGKA_00996	68
NLANBGKA_00997	330
NLANBGKA_00998	220
NLANBGKA_00999	14
NLANBGKA_01000	8
NLANBGKA_01001	16
NLANBGKA_01002	6
NLANBGKA_01003	9
NLANBGKA_01004	0
NLANBGKA_01005	146
NLANBGKA_01006	565
NLANBGKA_01007	7
NLANBGKA_01008	219
NLANBGKA_01009	764
NLANBGKA_01010	53
NLANBGKA_01011	655
NLANBGKA_01012	786
NLANBGKA_01013	0
NLANBGKA_01014	1
NLANBGKA_01015	7
NLANBGKA_01016	5
NLANBGKA_01017	882
NLANBGKA_01018	41
NLANBGKA_01019	28
NLANBGKA_01020	43
NLANBGKA_01021	225
NLANBGKA_01022	268
NLANBGKA_01023	42
NLANBGKA_01024	2
NLANBGKA_01025	110
NLANBGKA_01026	85
NLANBGKA_01027	204
NLANBGKA_01028	124
NLANBGKA_01029	4473
NLANBGKA_01030	25247
NLANBGKA_01031	6452
NLANBGKA_01032	9307
NLANBGKA_01033	194
NLANBGKA_01034	280
NLANBGKA_01035	57
NLANBGKA_01036	60
NLANBGKA_01037	484
NLANBGKA_01038	120
NLANBGKA_01039	47
NLANBGKA_01040	2
NLANBGKA_01041	2
NLANBGKA_01042	1
NLANBGKA_01043	29
NLANBGKA_01044	0
NLANBGKA_01045	3
NLANBGKA_01046	13
NLANBGKA_01047	0
NLANBGKA_01048	41
NLANBGKA_01049	29
NLANBGKA_01050	104
NLANBGKA_01051	6
NLANBGKA_01052	3
NLANBGKA_01053	2
NLANBGKA_01054	174
NLANBGKA_01055	122
NLANBGKA_01056	7
NLANBGKA_01057	19
NLANBGKA_01058	26
NLANBGKA_01059	43
NLANBGKA_01060	72
NLANBGKA_01061	0
NLANBGKA_01062	32
NLANBGKA_01063	142
NLANBGKA_01064	44
NLANBGKA_01065	126
NLANBGKA_01066	994
NLANBGKA_01067	624
NLANBGKA_01068	11
NLANBGKA_01069	31
NLANBGKA_01070	11
NLANBGKA_01071	105
NLANBGKA_01072	296
NLANBGKA_01073	7
NLANBGKA_01074	65
NLANBGKA_01075	502
NLANBGKA_01076	641
NLANBGKA_01077	31
NLANBGKA_01078	213
NLANBGKA_01079	37
NLANBGKA_01080	139
NLANBGKA_01081	516
NLANBGKA_01082	661
