ID	sample_3C
NLANBGKA_00157	35
NLANBGKA_00158	114
NLANBGKA_00159	27
NLANBGKA_00160	4
NLANBGKA_00161	210
NLANBGKA_00162	113
NLANBGKA_00163	26
NLANBGKA_00164	13
NLANBGKA_00165	98
NLANBGKA_00166	105
NLANBGKA_00167	74
NLANBGKA_00168	12
NLANBGKA_00169	254
NLANBGKA_00170	0
NLANBGKA_00171	2
NLANBGKA_00172	1147
NLANBGKA_00173	14
NLANBGKA_00174	5
NLANBGKA_00175	30
NLANBGKA_00176	23
NLANBGKA_00177	6
NLANBGKA_00178	6
NLANBGKA_00179	68
NLANBGKA_00180	37
NLANBGKA_00181	49
NLANBGKA_00182	5
NLANBGKA_00183	408
NLANBGKA_00184	2
NLANBGKA_00185	1
NLANBGKA_00186	0
NLANBGKA_00187	11
NLANBGKA_00188	0
NLANBGKA_00189	0
NLANBGKA_00190	2
NLANBGKA_00191	94
NLANBGKA_00192	1
NLANBGKA_00193	1
NLANBGKA_00194	63
NLANBGKA_00195	16
NLANBGKA_00196	53
NLANBGKA_00197	268
NLANBGKA_00198	6
NLANBGKA_00199	4
NLANBGKA_00200	34
NLANBGKA_00201	64
NLANBGKA_00202	149
NLANBGKA_00203	9
NLANBGKA_00204	8
NLANBGKA_00205	5
NLANBGKA_00206	2
NLANBGKA_00207	1
NLANBGKA_00208	115
NLANBGKA_00209	40
NLANBGKA_00210	28
NLANBGKA_00211	27
NLANBGKA_00212	19
NLANBGKA_00213	180
NLANBGKA_00214	42
NLANBGKA_00215	335
NLANBGKA_00216	7
NLANBGKA_00217	250
NLANBGKA_00218	274
NLANBGKA_00219	166
NLANBGKA_00220	930
NLANBGKA_00221	997
NLANBGKA_00222	1239
NLANBGKA_00223	386
NLANBGKA_00224	29
NLANBGKA_00225	2474
NLANBGKA_00226	195
NLANBGKA_00227	117
NLANBGKA_00228	125
NLANBGKA_00229	185
NLANBGKA_00230	6
NLANBGKA_00231	76
NLANBGKA_00232	44
NLANBGKA_00233	3
NLANBGKA_00234	7
NLANBGKA_00235	35
NLANBGKA_00236	2
NLANBGKA_00237	24
NLANBGKA_00238	3
NLANBGKA_00239	0
NLANBGKA_00240	2
NLANBGKA_00241	3
NLANBGKA_00242	71
NLANBGKA_00243	184
NLANBGKA_00244	2
NLANBGKA_00245	101
NLANBGKA_00246	21
NLANBGKA_00247	0
NLANBGKA_00248	0
NLANBGKA_00249	11
NLANBGKA_00250	1
NLANBGKA_00251	3
NLANBGKA_00252	0
NLANBGKA_00253	2
NLANBGKA_00254	46
NLANBGKA_00255	5
NLANBGKA_00256	71
NLANBGKA_00257	9
NLANBGKA_00258	136
NLANBGKA_00259	61
NLANBGKA_00260	52
NLANBGKA_00261	120
NLANBGKA_00262	2
NLANBGKA_00263	4
NLANBGKA_00264	2
NLANBGKA_00265	2
NLANBGKA_00266	0
NLANBGKA_00267	199
NLANBGKA_00268	100
NLANBGKA_00269	0
NLANBGKA_00274	41
NLANBGKA_00275	200
NLANBGKA_00276	407
NLANBGKA_00277	49
NLANBGKA_00278	94
NLANBGKA_00279	21
NLANBGKA_00281	20
NLANBGKA_00282	51
NLANBGKA_00283	310
NLANBGKA_00284	109
NLANBGKA_00285	176
NLANBGKA_00286	2
NLANBGKA_00287	53
NLANBGKA_00288	19
NLANBGKA_00289	35
NLANBGKA_00290	23
NLANBGKA_00291	7
NLANBGKA_00292	10
NLANBGKA_00293	32
NLANBGKA_00294	18
NLANBGKA_00295	47
NLANBGKA_00296	0
NLANBGKA_00297	116
NLANBGKA_00298	92
NLANBGKA_00299	20
NLANBGKA_00300	164
NLANBGKA_00301	33
NLANBGKA_00302	0
NLANBGKA_00303	26
NLANBGKA_00304	12
NLANBGKA_00305	14
NLANBGKA_00306	8
NLANBGKA_00307	17
NLANBGKA_00308	62
NLANBGKA_00309	180
NLANBGKA_00310	10
NLANBGKA_00311	78
NLANBGKA_00312	33
NLANBGKA_00313	80
NLANBGKA_00314	54
NLANBGKA_00315	35
NLANBGKA_00316	0
NLANBGKA_00317	0
NLANBGKA_00318	19
NLANBGKA_00319	13
NLANBGKA_00320	0
NLANBGKA_00321	4
NLANBGKA_00322	2
NLANBGKA_00323	105
NLANBGKA_00324	57
NLANBGKA_00325	44
NLANBGKA_00326	14
NLANBGKA_00327	0
NLANBGKA_00328	16
NLANBGKA_00329	45
NLANBGKA_00330	4
NLANBGKA_00331	44
NLANBGKA_00332	0
NLANBGKA_00333	0
NLANBGKA_00334	0
NLANBGKA_00335	5
NLANBGKA_00336	4
NLANBGKA_00337	2
NLANBGKA_00338	2
NLANBGKA_00339	50
NLANBGKA_00340	7
NLANBGKA_00341	129
NLANBGKA_00342	17
NLANBGKA_00343	8
NLANBGKA_00344	16
NLANBGKA_00345	6
NLANBGKA_00346	8
NLANBGKA_00347	20
NLANBGKA_00348	7
NLANBGKA_00349	15
NLANBGKA_00350	1
NLANBGKA_00351	36
NLANBGKA_00352	645
NLANBGKA_00353	1
NLANBGKA_00354	73
NLANBGKA_00355	0
NLANBGKA_00356	31
NLANBGKA_00357	9
NLANBGKA_00358	32
NLANBGKA_00359	3
NLANBGKA_00360	569
NLANBGKA_00361	8
NLANBGKA_00363	78
NLANBGKA_00364	91
NLANBGKA_00365	43
NLANBGKA_00366	11
NLANBGKA_00367	11
NLANBGKA_00368	36
NLANBGKA_00369	8
NLANBGKA_00370	4
NLANBGKA_00371	4228
NLANBGKA_00372	65
NLANBGKA_00373	23
NLANBGKA_00374	26
NLANBGKA_00375	42
NLANBGKA_00376	39
NLANBGKA_00377	36
NLANBGKA_00378	146
NLANBGKA_00379	46
NLANBGKA_00380	46
NLANBGKA_00381	3
NLANBGKA_00382	124
NLANBGKA_00383	144
NLANBGKA_00384	11
NLANBGKA_00385	0
NLANBGKA_00386	4
NLANBGKA_00387	6
NLANBGKA_00388	25
NLANBGKA_00389	43
NLANBGKA_00390	64
NLANBGKA_00391	493
NLANBGKA_00392	198
NLANBGKA_00393	1
NLANBGKA_00394	0
NLANBGKA_00395	25
NLANBGKA_00396	69
NLANBGKA_00397	16
NLANBGKA_00398	308
NLANBGKA_00399	0
NLANBGKA_00400	25
NLANBGKA_00401	94
NLANBGKA_00402	125
NLANBGKA_00403	108
NLANBGKA_00404	74
NLANBGKA_00405	163
NLANBGKA_00406	10
NLANBGKA_00407	19
NLANBGKA_00408	33
NLANBGKA_00409	336
NLANBGKA_00410	7
NLANBGKA_00411	7
NLANBGKA_00412	52
NLANBGKA_00413	12
NLANBGKA_00414	5
NLANBGKA_00415	0
NLANBGKA_00416	0
NLANBGKA_00417	79
NLANBGKA_00418	39
NLANBGKA_00419	12
NLANBGKA_00420	16
NLANBGKA_00421	0
NLANBGKA_00422	124
NLANBGKA_00423	385
NLANBGKA_00424	27
NLANBGKA_00425	8
NLANBGKA_00426	6
NLANBGKA_00427	0
NLANBGKA_00428	0
NLANBGKA_00429	2
NLANBGKA_00430	23
NLANBGKA_00431	5
NLANBGKA_00432	5
NLANBGKA_00433	0
NLANBGKA_00434	34
NLANBGKA_00435	3
NLANBGKA_00436	28
NLANBGKA_00437	1
NLANBGKA_00438	44
NLANBGKA_00439	41
NLANBGKA_00440	0
NLANBGKA_00441	1
NLANBGKA_00442	2
NLANBGKA_00443	1
NLANBGKA_00444	17
NLANBGKA_00445	41
NLANBGKA_00446	6
NLANBGKA_00447	63
NLANBGKA_00448	124
NLANBGKA_00449	51
NLANBGKA_00450	108
NLANBGKA_00451	0
NLANBGKA_00452	106
NLANBGKA_00453	72
NLANBGKA_00454	102
NLANBGKA_00455	5
NLANBGKA_00456	21
NLANBGKA_00457	2
NLANBGKA_00458	0
NLANBGKA_00459	1
NLANBGKA_00460	1
NLANBGKA_00461	1
NLANBGKA_00462	0
NLANBGKA_00463	49
NLANBGKA_00464	45
NLANBGKA_00465	235
NLANBGKA_00466	93
NLANBGKA_00467	16
NLANBGKA_00468	156
NLANBGKA_00469	121
NLANBGKA_00470	8
NLANBGKA_00471	12
NLANBGKA_00472	2
NLANBGKA_00473	7
NLANBGKA_00474	0
NLANBGKA_00475	88
NLANBGKA_00476	25
NLANBGKA_00477	48
NLANBGKA_00478	80
NLANBGKA_00479	51
NLANBGKA_00480	90
NLANBGKA_00481	194
NLANBGKA_00482	535
NLANBGKA_00483	9
NLANBGKA_00484	12
NLANBGKA_00485	31
NLANBGKA_00486	62
NLANBGKA_00487	55
NLANBGKA_00488	33
NLANBGKA_00489	65
NLANBGKA_00490	72
NLANBGKA_00491	121
NLANBGKA_00492	57
NLANBGKA_00493	43
NLANBGKA_00494	0
NLANBGKA_00495	3
NLANBGKA_00496	2
NLANBGKA_00497	0
NLANBGKA_00498	185
NLANBGKA_00499	10
NLANBGKA_00500	8
NLANBGKA_00501	2
NLANBGKA_00502	47
NLANBGKA_00503	137
NLANBGKA_00504	9
NLANBGKA_00505	7
NLANBGKA_00506	5
NLANBGKA_00507	0
NLANBGKA_00508	0
NLANBGKA_00509	4
NLANBGKA_00510	1
NLANBGKA_00511	194
NLANBGKA_00512	146
NLANBGKA_00513	13
NLANBGKA_00514	0
NLANBGKA_00515	22
NLANBGKA_00516	11
NLANBGKA_00517	20
NLANBGKA_00518	0
NLANBGKA_00519	13
NLANBGKA_00520	32
NLANBGKA_00521	7
NLANBGKA_00522	11
NLANBGKA_00523	4
NLANBGKA_00524	367
NLANBGKA_00525	1
NLANBGKA_00526	358
NLANBGKA_00527	35
NLANBGKA_00528	5
NLANBGKA_00529	0
NLANBGKA_00530	1488
NLANBGKA_00531	0
NLANBGKA_00532	2
NLANBGKA_00533	92
NLANBGKA_00534	21
NLANBGKA_00535	0
NLANBGKA_00536	2
NLANBGKA_00537	1
NLANBGKA_00538	3
NLANBGKA_00539	1
NLANBGKA_00540	4
NLANBGKA_00541	3
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	0
NLANBGKA_00545	258
NLANBGKA_00546	110
NLANBGKA_00547	56
NLANBGKA_00548	33
NLANBGKA_00549	166
NLANBGKA_00550	139
NLANBGKA_00551	83
NLANBGKA_00552	28
NLANBGKA_00553	12
NLANBGKA_00554	2
NLANBGKA_00555	0
NLANBGKA_00556	4
NLANBGKA_00557	9
NLANBGKA_00558	5
NLANBGKA_00559	0
NLANBGKA_00560	0
NLANBGKA_00561	317
NLANBGKA_00562	1259
NLANBGKA_00563	6
NLANBGKA_00564	3
NLANBGKA_00565	0
NLANBGKA_00566	3
NLANBGKA_00567	12
NLANBGKA_00568	2
NLANBGKA_00569	1
NLANBGKA_00570	4
NLANBGKA_00571	4
NLANBGKA_00572	14
NLANBGKA_00573	5
NLANBGKA_00574	1
NLANBGKA_00575	14
NLANBGKA_00576	3
NLANBGKA_00577	3
NLANBGKA_00578	8
NLANBGKA_00579	466
NLANBGKA_00580	175
NLANBGKA_00581	91
NLANBGKA_00582	0
NLANBGKA_00583	0
NLANBGKA_00584	4
NLANBGKA_00585	2
NLANBGKA_00586	8
NLANBGKA_00587	9
NLANBGKA_00588	4
NLANBGKA_00589	0
NLANBGKA_00590	1
NLANBGKA_00591	28
NLANBGKA_00592	17
NLANBGKA_00593	15
NLANBGKA_00594	51
NLANBGKA_00595	69
NLANBGKA_00596	4
NLANBGKA_00597	172
NLANBGKA_00598	3
NLANBGKA_00599	0
NLANBGKA_00600	4
NLANBGKA_00601	509
NLANBGKA_00602	107
NLANBGKA_00603	54
NLANBGKA_00604	0
NLANBGKA_00605	28
NLANBGKA_00606	52
NLANBGKA_00607	47
NLANBGKA_00608	237
NLANBGKA_00609	6
NLANBGKA_00610	240
NLANBGKA_00611	42
NLANBGKA_00612	0
NLANBGKA_00613	0
NLANBGKA_00614	0
NLANBGKA_00615	0
NLANBGKA_00616	67
NLANBGKA_00617	95
NLANBGKA_00618	13
NLANBGKA_00619	7
NLANBGKA_00620	11
NLANBGKA_00621	1
NLANBGKA_00622	1
NLANBGKA_00623	7
NLANBGKA_00624	20
NLANBGKA_00625	7
NLANBGKA_00626	39
NLANBGKA_00627	114
NLANBGKA_00628	153
NLANBGKA_00629	223
NLANBGKA_00630	222
NLANBGKA_00631	90
NLANBGKA_00632	225
NLANBGKA_00633	1
NLANBGKA_00634	2
NLANBGKA_00635	0
NLANBGKA_00636	0
NLANBGKA_00637	0
NLANBGKA_00638	0
NLANBGKA_00639	0
NLANBGKA_00640	0
NLANBGKA_00641	0
NLANBGKA_00642	0
NLANBGKA_00643	3
NLANBGKA_00644	0
NLANBGKA_00645	2
NLANBGKA_00646	27
NLANBGKA_00647	69
NLANBGKA_00648	39
NLANBGKA_00649	1
NLANBGKA_00650	14
NLANBGKA_00651	17
NLANBGKA_00652	7
NLANBGKA_00653	7
NLANBGKA_00654	6
NLANBGKA_00655	6
NLANBGKA_00656	2
NLANBGKA_00657	485
NLANBGKA_00658	206
NLANBGKA_00659	80
NLANBGKA_00660	47
NLANBGKA_00661	88
NLANBGKA_00662	156
NLANBGKA_00663	332
NLANBGKA_00664	24
NLANBGKA_00665	4
NLANBGKA_00666	218
NLANBGKA_00667	13953
NLANBGKA_00668	6
NLANBGKA_00669	9
NLANBGKA_00670	1685
NLANBGKA_00671	1174
NLANBGKA_00672	96
NLANBGKA_00673	70
NLANBGKA_00674	17
NLANBGKA_00675	93
NLANBGKA_00676	2
NLANBGKA_00677	100
NLANBGKA_00678	91
NLANBGKA_00679	677
NLANBGKA_00680	28
NLANBGKA_00681	21
NLANBGKA_00682	245
NLANBGKA_00683	32
NLANBGKA_00684	57
NLANBGKA_00685	54
NLANBGKA_00686	204
NLANBGKA_00687	47
NLANBGKA_00688	34
NLANBGKA_00689	83
NLANBGKA_00690	0
NLANBGKA_00691	71
NLANBGKA_00692	14
NLANBGKA_00693	35
NLANBGKA_00694	13
NLANBGKA_00695	41
NLANBGKA_00696	51
NLANBGKA_00697	22
NLANBGKA_00698	18
NLANBGKA_00699	10
NLANBGKA_00700	7
NLANBGKA_00701	16
NLANBGKA_00702	74
NLANBGKA_00703	2
NLANBGKA_00704	4
NLANBGKA_00705	9
NLANBGKA_00706	11
NLANBGKA_00707	11
NLANBGKA_00708	13
NLANBGKA_00709	9
NLANBGKA_00710	6
NLANBGKA_00711	12
NLANBGKA_00712	7
NLANBGKA_00713	0
NLANBGKA_00714	0
NLANBGKA_00715	461
NLANBGKA_00716	1
NLANBGKA_00717	1
NLANBGKA_00718	9
NLANBGKA_00719	159
NLANBGKA_00720	208
NLANBGKA_00721	92
NLANBGKA_00722	11
NLANBGKA_00723	25
NLANBGKA_00724	7
NLANBGKA_00725	68
NLANBGKA_00726	13
NLANBGKA_00727	1
NLANBGKA_00728	0
NLANBGKA_00729	9
NLANBGKA_00730	69
NLANBGKA_00731	36
NLANBGKA_00732	19
NLANBGKA_00733	22
NLANBGKA_00734	20
NLANBGKA_00735	39
NLANBGKA_00736	0
NLANBGKA_00737	1
NLANBGKA_00738	5
NLANBGKA_00739	58
NLANBGKA_00740	119
NLANBGKA_00741	20
NLANBGKA_00742	4
NLANBGKA_00743	537
NLANBGKA_00744	54
NLANBGKA_00745	367
NLANBGKA_00746	21
NLANBGKA_00747	0
NLANBGKA_00748	604
NLANBGKA_00749	243
NLANBGKA_00750	35
NLANBGKA_00751	939
NLANBGKA_00752	250
NLANBGKA_00753	102
NLANBGKA_00754	87
NLANBGKA_00755	74
NLANBGKA_00756	38
NLANBGKA_00757	292
NLANBGKA_00758	387
NLANBGKA_00759	136
NLANBGKA_00760	60
NLANBGKA_00761	12
NLANBGKA_00762	112
NLANBGKA_00763	151
NLANBGKA_00764	354
NLANBGKA_00765	0
NLANBGKA_00766	84
NLANBGKA_00767	12
NLANBGKA_00768	22
NLANBGKA_00769	40
NLANBGKA_00770	57
NLANBGKA_00771	15
NLANBGKA_00772	9
NLANBGKA_00773	56
NLANBGKA_00774	33
NLANBGKA_00775	77
NLANBGKA_00776	374
NLANBGKA_00777	31
NLANBGKA_00778	3
NLANBGKA_00779	15
NLANBGKA_00780	17
NLANBGKA_00781	0
NLANBGKA_00782	173
NLANBGKA_00783	121
NLANBGKA_00784	8
NLANBGKA_00785	49
NLANBGKA_00786	0
NLANBGKA_00787	0
NLANBGKA_00788	4
NLANBGKA_00789	158
NLANBGKA_00790	56
NLANBGKA_00791	0
NLANBGKA_00792	38
NLANBGKA_00793	30
NLANBGKA_00794	130
NLANBGKA_00795	97
NLANBGKA_00796	25
NLANBGKA_00797	95
NLANBGKA_00798	2
NLANBGKA_00799	37
NLANBGKA_00800	35
NLANBGKA_00801	7
NLANBGKA_00802	0
NLANBGKA_00803	4
NLANBGKA_00804	44
NLANBGKA_00805	33
NLANBGKA_00806	1
NLANBGKA_00807	1
NLANBGKA_00808	0
NLANBGKA_00809	10
NLANBGKA_00810	35
NLANBGKA_00811	3
NLANBGKA_00812	8
NLANBGKA_00813	1
NLANBGKA_00814	75
NLANBGKA_00815	68
NLANBGKA_00816	32
NLANBGKA_00817	156
NLANBGKA_00818	93
NLANBGKA_00819	19
NLANBGKA_00820	94
NLANBGKA_00821	136
NLANBGKA_00822	62
NLANBGKA_00823	75
NLANBGKA_00824	19
NLANBGKA_00825	109
NLANBGKA_00826	34
NLANBGKA_00827	3
NLANBGKA_00828	3973
NLANBGKA_00829	11
NLANBGKA_00830	95
NLANBGKA_00831	95
NLANBGKA_00832	3
NLANBGKA_00833	226
NLANBGKA_00834	135
NLANBGKA_00835	66
NLANBGKA_00836	140
NLANBGKA_00837	14
NLANBGKA_00838	90
NLANBGKA_00839	7
NLANBGKA_00840	98
NLANBGKA_00841	20
NLANBGKA_00842	21
NLANBGKA_00843	73
NLANBGKA_00844	48
NLANBGKA_00845	52
NLANBGKA_00846	0
NLANBGKA_00847	1
NLANBGKA_00848	4
NLANBGKA_00849	73
NLANBGKA_00850	80
NLANBGKA_00851	65
NLANBGKA_00852	2
NLANBGKA_00853	6
NLANBGKA_00854	5
NLANBGKA_00855	114
NLANBGKA_00856	26
NLANBGKA_00857	20
NLANBGKA_00858	12
NLANBGKA_00859	17
NLANBGKA_00860	1
NLANBGKA_00861	1184
NLANBGKA_00862	15
NLANBGKA_00863	12
NLANBGKA_00864	2
NLANBGKA_00865	4
NLANBGKA_00866	32
NLANBGKA_00867	6
NLANBGKA_00868	30
NLANBGKA_00871	347
NLANBGKA_00874	16
NLANBGKA_00875	117
NLANBGKA_00876	58
NLANBGKA_00877	56
NLANBGKA_00878	27
NLANBGKA_00879	3
NLANBGKA_00880	0
NLANBGKA_00881	10
NLANBGKA_00882	12
NLANBGKA_00883	88
NLANBGKA_00884	105
NLANBGKA_00885	3
NLANBGKA_00886	11
NLANBGKA_00887	82
NLANBGKA_00888	35
NLANBGKA_00889	34
NLANBGKA_00890	129
NLANBGKA_00891	0
NLANBGKA_00892	12
NLANBGKA_00893	9
NLANBGKA_00894	14
NLANBGKA_00895	108
NLANBGKA_00896	34
NLANBGKA_00897	206
NLANBGKA_00898	121
NLANBGKA_00899	3
NLANBGKA_00900	0
NLANBGKA_00901	1
NLANBGKA_00902	0
NLANBGKA_00903	43
NLANBGKA_00904	7
NLANBGKA_00905	24
NLANBGKA_00906	146
NLANBGKA_00907	19
NLANBGKA_00908	11
NLANBGKA_00909	27
NLANBGKA_00910	8
NLANBGKA_00911	0
NLANBGKA_00912	2137
NLANBGKA_00913	0
NLANBGKA_00914	0
NLANBGKA_00915	41
NLANBGKA_00916	16
NLANBGKA_00917	65
NLANBGKA_00918	5
NLANBGKA_00919	0
NLANBGKA_00920	0
NLANBGKA_00921	242
NLANBGKA_00922	4
NLANBGKA_00923	3
NLANBGKA_00924	0
NLANBGKA_00925	3
NLANBGKA_00926	6
NLANBGKA_00927	6
NLANBGKA_00928	2
NLANBGKA_00929	32
NLANBGKA_00930	5
NLANBGKA_00931	8
NLANBGKA_00932	0
NLANBGKA_00933	1426
NLANBGKA_00934	2
NLANBGKA_00935	15
NLANBGKA_00936	2
NLANBGKA_00937	10
NLANBGKA_00938	17
NLANBGKA_00939	25
NLANBGKA_00940	1
NLANBGKA_00941	0
NLANBGKA_00942	1
NLANBGKA_00943	3
NLANBGKA_00944	3
NLANBGKA_00945	0
NLANBGKA_00946	310
NLANBGKA_00947	0
NLANBGKA_00948	9
NLANBGKA_00949	1
NLANBGKA_00950	0
NLANBGKA_00951	2
NLANBGKA_00952	167
NLANBGKA_00953	41
NLANBGKA_00954	46
NLANBGKA_00955	293
NLANBGKA_00956	1
NLANBGKA_00957	34
NLANBGKA_00958	153
NLANBGKA_00959	14
NLANBGKA_00960	293
NLANBGKA_00961	38
NLANBGKA_00962	99
NLANBGKA_00963	510
NLANBGKA_00964	454
NLANBGKA_00965	53
NLANBGKA_00966	1
NLANBGKA_00967	0
NLANBGKA_00968	0
NLANBGKA_00969	0
NLANBGKA_00970	1
NLANBGKA_00971	0
NLANBGKA_00972	2
NLANBGKA_00973	10
NLANBGKA_00974	57
NLANBGKA_00975	1
NLANBGKA_00976	0
NLANBGKA_00977	3
NLANBGKA_00978	2
NLANBGKA_00979	380
NLANBGKA_00980	20
NLANBGKA_00981	32
NLANBGKA_00982	8
NLANBGKA_00983	5
NLANBGKA_00984	22
NLANBGKA_00985	12
NLANBGKA_00986	5
NLANBGKA_00987	7
NLANBGKA_00988	1
NLANBGKA_00989	1
NLANBGKA_00990	44
NLANBGKA_00991	7
NLANBGKA_00992	3
NLANBGKA_00993	82
NLANBGKA_00994	57
NLANBGKA_00995	5
NLANBGKA_00996	13
NLANBGKA_00997	75
NLANBGKA_00998	60
NLANBGKA_00999	4
NLANBGKA_01000	2
NLANBGKA_01001	3
NLANBGKA_01002	0
NLANBGKA_01003	4
NLANBGKA_01004	0
NLANBGKA_01005	34
NLANBGKA_01006	125
NLANBGKA_01007	2
NLANBGKA_01008	41
NLANBGKA_01009	176
NLANBGKA_01010	21
NLANBGKA_01011	150
NLANBGKA_01012	169
NLANBGKA_01013	0
NLANBGKA_01014	1
NLANBGKA_01015	0
NLANBGKA_01016	2
NLANBGKA_01017	234
NLANBGKA_01018	15
NLANBGKA_01019	9
NLANBGKA_01020	5
NLANBGKA_01021	46
NLANBGKA_01022	33
NLANBGKA_01023	16
NLANBGKA_01024	2
NLANBGKA_01025	40
NLANBGKA_01026	22
NLANBGKA_01027	44
NLANBGKA_01028	40
NLANBGKA_01029	895
NLANBGKA_01030	4810
NLANBGKA_01031	982
NLANBGKA_01032	1907
NLANBGKA_01033	40
NLANBGKA_01034	51
NLANBGKA_01035	10
NLANBGKA_01036	13
NLANBGKA_01037	85
NLANBGKA_01038	22
NLANBGKA_01039	9
NLANBGKA_01040	0
NLANBGKA_01041	0
NLANBGKA_01042	0
NLANBGKA_01043	13
NLANBGKA_01044	0
NLANBGKA_01045	2
NLANBGKA_01046	1
NLANBGKA_01047	0
NLANBGKA_01048	13
NLANBGKA_01049	18
NLANBGKA_01050	41
NLANBGKA_01051	1
NLANBGKA_01052	2
NLANBGKA_01053	2
NLANBGKA_01054	60
NLANBGKA_01055	28
NLANBGKA_01056	1
NLANBGKA_01057	9
NLANBGKA_01058	14
NLANBGKA_01059	12
NLANBGKA_01060	17
NLANBGKA_01061	0
NLANBGKA_01062	9
NLANBGKA_01063	138
NLANBGKA_01064	49
NLANBGKA_01065	87
NLANBGKA_01066	667
NLANBGKA_01067	442
NLANBGKA_01068	5
NLANBGKA_01069	24
NLANBGKA_01070	7
NLANBGKA_01071	70
NLANBGKA_01072	196
NLANBGKA_01073	7
NLANBGKA_01074	48
NLANBGKA_01075	352
NLANBGKA_01076	388
NLANBGKA_01077	13
NLANBGKA_01078	183
NLANBGKA_01079	29
NLANBGKA_01080	85
NLANBGKA_01081	113
NLANBGKA_01082	164
NLANBGKA_01083	215
NLANBGKA_01084	17
NLANBGKA_01085	91
NLANBGKA_01086	12
NLANBGKA_01087	19
NLANBGKA_01088	0
