ID	sample_6C
NLANBGKA_00436	13
NLANBGKA_00437	0
NLANBGKA_00438	30
NLANBGKA_00439	29
NLANBGKA_00440	0
NLANBGKA_00441	1
NLANBGKA_00442	1
NLANBGKA_00443	1
NLANBGKA_00444	31
NLANBGKA_00445	50
NLANBGKA_00446	1
NLANBGKA_00447	32
NLANBGKA_00448	73
NLANBGKA_00449	35
NLANBGKA_00450	70
NLANBGKA_00451	0
NLANBGKA_00452	105
NLANBGKA_00453	52
NLANBGKA_00454	76
NLANBGKA_00455	3
NLANBGKA_00456	27
NLANBGKA_00457	1
NLANBGKA_00458	0
NLANBGKA_00459	0
NLANBGKA_00460	0
NLANBGKA_00461	0
NLANBGKA_00462	0
NLANBGKA_00463	34
NLANBGKA_00464	50
NLANBGKA_00465	102
NLANBGKA_00466	59
NLANBGKA_00467	3
NLANBGKA_00468	117
NLANBGKA_00469	99
NLANBGKA_00470	2
NLANBGKA_00471	28
NLANBGKA_00472	1
NLANBGKA_00473	13
NLANBGKA_00474	1
NLANBGKA_00475	64
NLANBGKA_00476	26
NLANBGKA_00477	40
NLANBGKA_00478	44
NLANBGKA_00479	35
NLANBGKA_00480	65
NLANBGKA_00481	162
NLANBGKA_00482	338
NLANBGKA_00483	4
NLANBGKA_00484	10
NLANBGKA_00485	15
NLANBGKA_00486	26
NLANBGKA_00487	28
NLANBGKA_00488	24
NLANBGKA_00489	33
NLANBGKA_00490	51
NLANBGKA_00491	109
NLANBGKA_00492	18
NLANBGKA_00493	24
NLANBGKA_00494	0
NLANBGKA_00495	0
NLANBGKA_00496	0
NLANBGKA_00497	0
NLANBGKA_00498	130
NLANBGKA_00499	11
NLANBGKA_00500	7
NLANBGKA_00501	4
NLANBGKA_00502	44
NLANBGKA_00503	124
NLANBGKA_00504	4
NLANBGKA_00505	2
NLANBGKA_00506	4
NLANBGKA_00507	0
NLANBGKA_00508	1
NLANBGKA_00509	0
NLANBGKA_00510	0
NLANBGKA_00511	169
NLANBGKA_00512	117
NLANBGKA_00513	12
NLANBGKA_00514	0
NLANBGKA_00515	24
NLANBGKA_00516	21
NLANBGKA_00517	21
NLANBGKA_00518	1
NLANBGKA_00519	13
NLANBGKA_00520	23
NLANBGKA_00521	6
NLANBGKA_00522	6
NLANBGKA_00523	3
NLANBGKA_00524	243
NLANBGKA_00525	0
NLANBGKA_00526	313
NLANBGKA_00527	30
NLANBGKA_00528	3
NLANBGKA_00529	0
NLANBGKA_00530	1093
NLANBGKA_00531	0
NLANBGKA_00532	0
NLANBGKA_00533	64
NLANBGKA_00534	5
NLANBGKA_00535	0
NLANBGKA_00536	1
NLANBGKA_00537	3
NLANBGKA_00538	1
NLANBGKA_00539	2
NLANBGKA_00540	5
NLANBGKA_00541	2
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	0
NLANBGKA_00545	105
NLANBGKA_00546	65
NLANBGKA_00547	35
NLANBGKA_00548	12
NLANBGKA_00549	116
NLANBGKA_00550	95
NLANBGKA_00551	43
NLANBGKA_00552	28
NLANBGKA_00553	2
NLANBGKA_00554	0
NLANBGKA_00555	0
NLANBGKA_00556	4
NLANBGKA_00557	16
NLANBGKA_00558	1
NLANBGKA_00559	0
NLANBGKA_00560	0
NLANBGKA_00561	102
NLANBGKA_00562	870
NLANBGKA_00563	5
NLANBGKA_00564	2
NLANBGKA_00565	2
NLANBGKA_00566	4
NLANBGKA_00567	5
NLANBGKA_00568	2
NLANBGKA_00569	0
NLANBGKA_00570	2
NLANBGKA_00571	1
NLANBGKA_00572	2
NLANBGKA_00573	1
NLANBGKA_00574	1
NLANBGKA_00575	2
NLANBGKA_00576	1
NLANBGKA_00577	1
NLANBGKA_00578	3
NLANBGKA_00579	209
NLANBGKA_00580	55
NLANBGKA_00581	56
NLANBGKA_00582	0
NLANBGKA_00583	0
NLANBGKA_00584	7
NLANBGKA_00585	4
NLANBGKA_00586	6
NLANBGKA_00587	10
NLANBGKA_00588	4
NLANBGKA_00589	0
NLANBGKA_00590	1
NLANBGKA_00591	17
NLANBGKA_00592	8
NLANBGKA_00593	13
NLANBGKA_00594	39
NLANBGKA_00595	43
NLANBGKA_00596	0
NLANBGKA_00597	132
NLANBGKA_00598	0
NLANBGKA_00599	2
NLANBGKA_00600	9
NLANBGKA_00601	383
NLANBGKA_00602	44
NLANBGKA_00603	33
NLANBGKA_00604	1
NLANBGKA_00605	14
NLANBGKA_00606	54
NLANBGKA_00607	50
NLANBGKA_00608	224
NLANBGKA_00609	4
NLANBGKA_00610	176
NLANBGKA_00611	27
NLANBGKA_00612	0
NLANBGKA_00613	0
NLANBGKA_00614	1
NLANBGKA_00615	2
NLANBGKA_00616	46
NLANBGKA_00617	62
NLANBGKA_00618	5
NLANBGKA_00619	8
NLANBGKA_00620	13
NLANBGKA_00621	0
NLANBGKA_00622	0
NLANBGKA_00623	10
NLANBGKA_00624	22
NLANBGKA_00625	1
NLANBGKA_00626	34
NLANBGKA_00627	77
NLANBGKA_00628	77
NLANBGKA_00629	110
NLANBGKA_00630	132
NLANBGKA_00631	28
NLANBGKA_00632	153
NLANBGKA_00633	0
NLANBGKA_00634	1
NLANBGKA_00635	1
NLANBGKA_00636	0
NLANBGKA_00637	0
NLANBGKA_00638	0
NLANBGKA_00639	0
NLANBGKA_00640	0
NLANBGKA_00641	0
NLANBGKA_00642	0
NLANBGKA_00643	1
NLANBGKA_00644	0
NLANBGKA_00645	0
NLANBGKA_00646	17
NLANBGKA_00647	44
NLANBGKA_00648	32
NLANBGKA_00649	4
NLANBGKA_00650	8
NLANBGKA_00651	7
NLANBGKA_00652	3
NLANBGKA_00653	5
NLANBGKA_00654	1
NLANBGKA_00655	4
NLANBGKA_00656	3
NLANBGKA_00657	360
NLANBGKA_00658	105
NLANBGKA_00659	70
NLANBGKA_00660	32
NLANBGKA_00661	47
NLANBGKA_00662	114
NLANBGKA_00663	218
NLANBGKA_00664	17
NLANBGKA_00665	1
NLANBGKA_00666	91
NLANBGKA_00667	7785
NLANBGKA_00668	0
NLANBGKA_00669	6
NLANBGKA_00670	1037
NLANBGKA_00671	735
NLANBGKA_00672	48
NLANBGKA_00673	31
NLANBGKA_00674	9
NLANBGKA_00675	63
NLANBGKA_00676	0
NLANBGKA_00677	63
NLANBGKA_00678	48
NLANBGKA_00679	686
NLANBGKA_00680	19
NLANBGKA_00681	10
NLANBGKA_00682	149
NLANBGKA_00683	14
NLANBGKA_00684	24
NLANBGKA_00685	32
NLANBGKA_00686	124
NLANBGKA_00687	21
NLANBGKA_00688	14
NLANBGKA_00689	37
NLANBGKA_00690	0
NLANBGKA_00691	33
NLANBGKA_00692	10
NLANBGKA_00693	15
NLANBGKA_00694	6
NLANBGKA_00695	37
NLANBGKA_00696	33
NLANBGKA_00697	25
NLANBGKA_00698	5
NLANBGKA_00699	13
NLANBGKA_00700	5
NLANBGKA_00701	11
NLANBGKA_00702	42
NLANBGKA_00703	6
NLANBGKA_00704	6
NLANBGKA_00705	4
NLANBGKA_00706	13
NLANBGKA_00707	2
NLANBGKA_00708	6
NLANBGKA_00709	15
NLANBGKA_00710	0
NLANBGKA_00711	5
NLANBGKA_00712	2
NLANBGKA_00713	0
NLANBGKA_00714	0
NLANBGKA_00715	398
NLANBGKA_00716	1
NLANBGKA_00717	3
NLANBGKA_00718	4
NLANBGKA_00719	148
NLANBGKA_00720	160
NLANBGKA_00721	61
NLANBGKA_00722	13
NLANBGKA_00723	22
NLANBGKA_00724	4
NLANBGKA_00725	42
NLANBGKA_00726	12
NLANBGKA_00727	1
NLANBGKA_00728	1
NLANBGKA_00729	3
NLANBGKA_00730	48
NLANBGKA_00731	18
NLANBGKA_00732	6
NLANBGKA_00733	9
NLANBGKA_00734	11
NLANBGKA_00735	23
NLANBGKA_00736	0
NLANBGKA_00737	1
NLANBGKA_00738	3
NLANBGKA_00739	29
NLANBGKA_00740	95
NLANBGKA_00741	8
NLANBGKA_00742	7
NLANBGKA_00743	376
NLANBGKA_00744	22
NLANBGKA_00745	232
NLANBGKA_00746	16
NLANBGKA_00747	0
NLANBGKA_00748	436
NLANBGKA_00749	99
NLANBGKA_00750	13
NLANBGKA_00751	467
NLANBGKA_00752	141
NLANBGKA_00753	31
NLANBGKA_00754	71
NLANBGKA_00755	39
NLANBGKA_00756	27
NLANBGKA_00757	189
NLANBGKA_00758	263
NLANBGKA_00759	79
NLANBGKA_00760	37
NLANBGKA_00761	6
NLANBGKA_00762	53
NLANBGKA_00763	78
NLANBGKA_00764	155
NLANBGKA_00765	0
NLANBGKA_00766	76
NLANBGKA_00767	8
NLANBGKA_00768	12
NLANBGKA_00769	14
NLANBGKA_00770	36
NLANBGKA_00771	7
NLANBGKA_00772	8
NLANBGKA_00773	31
NLANBGKA_00774	12
NLANBGKA_00775	38
NLANBGKA_00776	282
NLANBGKA_00777	20
NLANBGKA_00778	4
NLANBGKA_00779	14
NLANBGKA_00780	15
NLANBGKA_00781	0
NLANBGKA_00782	96
NLANBGKA_00783	86
NLANBGKA_00784	0
NLANBGKA_00785	48
NLANBGKA_00786	1
NLANBGKA_00787	0
NLANBGKA_00788	0
NLANBGKA_00789	143
NLANBGKA_00790	45
NLANBGKA_00791	2
NLANBGKA_00792	20
NLANBGKA_00793	4
NLANBGKA_00794	77
NLANBGKA_00795	39
NLANBGKA_00796	24
NLANBGKA_00797	73
NLANBGKA_00798	3
NLANBGKA_00799	26
NLANBGKA_00800	39
NLANBGKA_00801	1
NLANBGKA_00802	0
NLANBGKA_00803	1
NLANBGKA_00804	44
NLANBGKA_00805	18
NLANBGKA_00806	1
NLANBGKA_00807	0
NLANBGKA_00808	0
NLANBGKA_00809	8
NLANBGKA_00810	12
NLANBGKA_00811	4
NLANBGKA_00812	10
NLANBGKA_00813	1
NLANBGKA_00814	64
NLANBGKA_00815	58
NLANBGKA_00816	21
NLANBGKA_00817	89
NLANBGKA_00818	40
NLANBGKA_00819	7
NLANBGKA_00820	81
NLANBGKA_00821	94
NLANBGKA_00822	34
NLANBGKA_00823	38
NLANBGKA_00824	7
NLANBGKA_00825	42
NLANBGKA_00826	15
NLANBGKA_00827	3
NLANBGKA_00828	3724
NLANBGKA_00829	7
NLANBGKA_00830	27
NLANBGKA_00831	16
NLANBGKA_00832	2
NLANBGKA_00833	141
NLANBGKA_00834	114
NLANBGKA_00835	49
NLANBGKA_00836	118
NLANBGKA_00837	15
NLANBGKA_00838	78
NLANBGKA_00839	6
NLANBGKA_00840	50
NLANBGKA_00841	6
NLANBGKA_00842	15
NLANBGKA_00843	69
NLANBGKA_00844	33
NLANBGKA_00845	22
NLANBGKA_00846	0
NLANBGKA_00847	0
NLANBGKA_00848	11
NLANBGKA_00849	47
NLANBGKA_00850	63
NLANBGKA_00851	43
NLANBGKA_00852	0
NLANBGKA_00853	2
NLANBGKA_00854	1
NLANBGKA_00855	87
NLANBGKA_00856	40
NLANBGKA_00857	10
NLANBGKA_00858	12
NLANBGKA_00859	9
NLANBGKA_00860	1
NLANBGKA_00861	693
NLANBGKA_00862	4
NLANBGKA_00863	12
NLANBGKA_00864	3
NLANBGKA_00865	0
NLANBGKA_00866	27
NLANBGKA_00867	1
NLANBGKA_00868	22
NLANBGKA_00871	282
NLANBGKA_00874	13
NLANBGKA_00875	113
NLANBGKA_00876	63
NLANBGKA_00877	62
NLANBGKA_00878	14
NLANBGKA_00879	4
NLANBGKA_00880	3
NLANBGKA_00881	5
NLANBGKA_00882	10
NLANBGKA_00883	63
NLANBGKA_00884	87
NLANBGKA_00885	0
NLANBGKA_00886	18
NLANBGKA_00887	61
NLANBGKA_00888	25
NLANBGKA_00889	28
NLANBGKA_00890	98
NLANBGKA_00891	0
NLANBGKA_00892	5
NLANBGKA_00893	2
NLANBGKA_00894	8
NLANBGKA_00895	59
NLANBGKA_00896	21
NLANBGKA_00897	117
NLANBGKA_00898	73
NLANBGKA_00899	0
NLANBGKA_00900	0
NLANBGKA_00901	0
NLANBGKA_00902	0
NLANBGKA_00903	21
NLANBGKA_00904	3
NLANBGKA_00905	20
NLANBGKA_00906	109
NLANBGKA_00907	20
NLANBGKA_00908	11
NLANBGKA_00909	16
NLANBGKA_00910	12
NLANBGKA_00911	0
NLANBGKA_00912	1145
NLANBGKA_00913	0
NLANBGKA_00914	0
NLANBGKA_00915	23
NLANBGKA_00916	5
NLANBGKA_00917	73
NLANBGKA_00918	5
NLANBGKA_00919	0
NLANBGKA_00920	0
NLANBGKA_00921	152
NLANBGKA_00922	4
NLANBGKA_00923	2
NLANBGKA_00924	0
NLANBGKA_00925	0
NLANBGKA_00926	1
NLANBGKA_00927	6
NLANBGKA_00928	1
NLANBGKA_00929	25
NLANBGKA_00930	4
NLANBGKA_00931	6
NLANBGKA_00932	0
NLANBGKA_00933	827
NLANBGKA_00934	4
NLANBGKA_00935	9
NLANBGKA_00936	0
NLANBGKA_00937	4
NLANBGKA_00938	4
NLANBGKA_00939	11
NLANBGKA_00940	0
NLANBGKA_00941	0
NLANBGKA_00942	1
NLANBGKA_00943	1
NLANBGKA_00944	0
NLANBGKA_00945	0
NLANBGKA_00946	294
NLANBGKA_00947	0
NLANBGKA_00948	6
NLANBGKA_00949	1
NLANBGKA_00950	0
NLANBGKA_00951	0
NLANBGKA_00952	143
NLANBGKA_00953	18
NLANBGKA_00954	36
NLANBGKA_00955	199
NLANBGKA_00956	0
NLANBGKA_00957	9
NLANBGKA_00958	119
NLANBGKA_00959	17
NLANBGKA_00960	240
NLANBGKA_00961	35
NLANBGKA_00962	80
NLANBGKA_00963	420
NLANBGKA_00964	452
NLANBGKA_00965	37
NLANBGKA_00966	0
NLANBGKA_00967	0
NLANBGKA_00968	0
NLANBGKA_00969	0
NLANBGKA_00970	0
NLANBGKA_00971	0
NLANBGKA_00972	0
NLANBGKA_00973	15
NLANBGKA_00974	53
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	0
NLANBGKA_00978	0
NLANBGKA_00979	196
NLANBGKA_00980	13
NLANBGKA_00981	32
NLANBGKA_00982	5
NLANBGKA_00983	1
NLANBGKA_00984	8
NLANBGKA_00985	8
NLANBGKA_00986	3
NLANBGKA_00987	4
NLANBGKA_00988	1
NLANBGKA_00989	0
NLANBGKA_00990	34
NLANBGKA_00991	5
NLANBGKA_00992	3
NLANBGKA_00993	115
NLANBGKA_00994	48
NLANBGKA_00995	5
NLANBGKA_00996	12
NLANBGKA_00997	97
NLANBGKA_00998	68
NLANBGKA_00999	4
NLANBGKA_01000	2
NLANBGKA_01001	5
NLANBGKA_01002	3
NLANBGKA_01003	1
NLANBGKA_01004	0
NLANBGKA_01005	27
NLANBGKA_01006	77
NLANBGKA_01007	0
NLANBGKA_01008	25
NLANBGKA_01009	128
NLANBGKA_01010	6
NLANBGKA_01011	163
NLANBGKA_01012	153
NLANBGKA_01013	1
NLANBGKA_01014	2
NLANBGKA_01015	2
NLANBGKA_01016	0
NLANBGKA_01017	180
NLANBGKA_01018	34
NLANBGKA_01019	9
NLANBGKA_01020	6
NLANBGKA_01021	35
NLANBGKA_01022	42
NLANBGKA_01023	12
NLANBGKA_01024	1
NLANBGKA_01025	32
NLANBGKA_01026	10
NLANBGKA_01027	29
NLANBGKA_01028	33
NLANBGKA_01029	618
NLANBGKA_01030	2586
NLANBGKA_01031	646
NLANBGKA_01032	1035
NLANBGKA_01033	15
NLANBGKA_01034	26
NLANBGKA_01035	9
NLANBGKA_01036	5
NLANBGKA_01037	80
NLANBGKA_01038	12
NLANBGKA_01039	8
NLANBGKA_01040	0
NLANBGKA_01041	1
NLANBGKA_01042	0
NLANBGKA_01043	7
NLANBGKA_01044	0
NLANBGKA_01045	0
NLANBGKA_01046	0
NLANBGKA_01047	0
NLANBGKA_01048	7
NLANBGKA_01049	2
NLANBGKA_01050	16
NLANBGKA_01051	1
NLANBGKA_01052	0
NLANBGKA_01053	0
NLANBGKA_01054	77
NLANBGKA_01055	18
NLANBGKA_01056	1
NLANBGKA_01057	14
NLANBGKA_01058	11
NLANBGKA_01059	19
NLANBGKA_01060	11
NLANBGKA_01061	0
NLANBGKA_01062	2
NLANBGKA_01063	161
NLANBGKA_01064	62
NLANBGKA_01065	82
NLANBGKA_01066	1023
NLANBGKA_01067	638
NLANBGKA_01068	5
NLANBGKA_01069	25
NLANBGKA_01070	11
NLANBGKA_01071	89
NLANBGKA_01072	311
NLANBGKA_01073	4
NLANBGKA_01074	77
NLANBGKA_01075	632
NLANBGKA_01076	574
NLANBGKA_01077	13
NLANBGKA_01078	268
NLANBGKA_01079	17
NLANBGKA_01080	105
NLANBGKA_01081	178
NLANBGKA_01082	146
NLANBGKA_01083	192
NLANBGKA_01084	4
NLANBGKA_01085	52
NLANBGKA_01086	4
NLANBGKA_01087	12
NLANBGKA_01088	0
