ID	sample_3B
NLANBGKA_00107	1
NLANBGKA_00108	38
NLANBGKA_00109	6
NLANBGKA_00110	2
NLANBGKA_00111	49
NLANBGKA_00112	46
NLANBGKA_00113	1263
NLANBGKA_00114	386
NLANBGKA_00115	810
NLANBGKA_00116	761
NLANBGKA_00117	101
NLANBGKA_00118	358
NLANBGKA_00119	252
NLANBGKA_00120	13
NLANBGKA_00123	1564
NLANBGKA_00124	56
NLANBGKA_00125	218
NLANBGKA_00126	19
NLANBGKA_00127	254
NLANBGKA_00128	2653
NLANBGKA_00129	72
NLANBGKA_00130	86
NLANBGKA_00131	430
NLANBGKA_00132	133
NLANBGKA_00133	511
NLANBGKA_00134	56
NLANBGKA_00135	1449
NLANBGKA_00136	1516
NLANBGKA_00137	1057
NLANBGKA_00138	921
NLANBGKA_00139	217
NLANBGKA_00140	63
NLANBGKA_00141	1265
NLANBGKA_00142	432
NLANBGKA_00143	160
NLANBGKA_00144	145
NLANBGKA_00145	6
NLANBGKA_00146	220
NLANBGKA_00147	2
NLANBGKA_00148	417
NLANBGKA_00149	495
NLANBGKA_00150	86
NLANBGKA_00151	400
NLANBGKA_00152	29
NLANBGKA_00153	338
NLANBGKA_00154	84
NLANBGKA_00155	136
NLANBGKA_00156	97
NLANBGKA_00157	125
NLANBGKA_00158	406
NLANBGKA_00159	116
NLANBGKA_00160	3
NLANBGKA_00161	622
NLANBGKA_00162	205
NLANBGKA_00163	91
NLANBGKA_00164	32
NLANBGKA_00165	314
NLANBGKA_00166	369
NLANBGKA_00167	230
NLANBGKA_00168	53
NLANBGKA_00169	924
NLANBGKA_00170	3
NLANBGKA_00171	2
NLANBGKA_00172	3477
NLANBGKA_00173	24
NLANBGKA_00174	9
NLANBGKA_00175	67
NLANBGKA_00176	60
NLANBGKA_00177	18
NLANBGKA_00178	18
NLANBGKA_00179	225
NLANBGKA_00180	90
NLANBGKA_00181	128
NLANBGKA_00182	13
NLANBGKA_00183	1599
NLANBGKA_00184	16
NLANBGKA_00185	2
NLANBGKA_00186	1
NLANBGKA_00187	65
NLANBGKA_00188	3
NLANBGKA_00189	0
NLANBGKA_00190	0
NLANBGKA_00191	243
NLANBGKA_00192	5
NLANBGKA_00193	0
NLANBGKA_00194	184
NLANBGKA_00195	91
NLANBGKA_00196	147
NLANBGKA_00197	945
NLANBGKA_00198	18
NLANBGKA_00199	9
NLANBGKA_00200	139
NLANBGKA_00201	216
NLANBGKA_00202	557
NLANBGKA_00203	14
NLANBGKA_00204	27
NLANBGKA_00205	8
NLANBGKA_00206	9
NLANBGKA_00207	3
NLANBGKA_00208	491
NLANBGKA_00209	151
NLANBGKA_00210	80
NLANBGKA_00211	68
NLANBGKA_00212	46
NLANBGKA_00213	675
NLANBGKA_00214	101
NLANBGKA_00215	1256
NLANBGKA_00216	12
NLANBGKA_00217	764
NLANBGKA_00218	1031
NLANBGKA_00219	516
NLANBGKA_00220	2982
NLANBGKA_00221	3287
NLANBGKA_00222	4459
NLANBGKA_00223	1485
NLANBGKA_00224	96
NLANBGKA_00225	7052
NLANBGKA_00226	645
NLANBGKA_00227	386
NLANBGKA_00228	437
NLANBGKA_00229	682
NLANBGKA_00230	18
NLANBGKA_00231	301
NLANBGKA_00232	181
NLANBGKA_00233	20
NLANBGKA_00234	12
NLANBGKA_00235	80
NLANBGKA_00236	1
NLANBGKA_00237	101
NLANBGKA_00238	6
NLANBGKA_00239	0
NLANBGKA_00240	13
NLANBGKA_00241	15
NLANBGKA_00242	274
NLANBGKA_00243	640
NLANBGKA_00244	10
NLANBGKA_00245	321
NLANBGKA_00246	29
NLANBGKA_00247	1
NLANBGKA_00248	5
NLANBGKA_00249	83
NLANBGKA_00250	7
NLANBGKA_00251	8
NLANBGKA_00252	7
NLANBGKA_00253	4
NLANBGKA_00254	153
NLANBGKA_00255	42
NLANBGKA_00256	201
NLANBGKA_00257	36
NLANBGKA_00258	379
NLANBGKA_00259	196
NLANBGKA_00260	150
NLANBGKA_00261	297
NLANBGKA_00262	19
NLANBGKA_00263	5
NLANBGKA_00264	11
NLANBGKA_00265	2
NLANBGKA_00266	0
NLANBGKA_00267	721
NLANBGKA_00268	337
NLANBGKA_00269	0
NLANBGKA_00274	156
NLANBGKA_00275	508
NLANBGKA_00276	1369
NLANBGKA_00277	232
NLANBGKA_00278	281
NLANBGKA_00279	59
NLANBGKA_00281	57
NLANBGKA_00282	173
NLANBGKA_00283	1161
NLANBGKA_00284	396
NLANBGKA_00285	519
NLANBGKA_00286	13
NLANBGKA_00287	157
NLANBGKA_00288	31
NLANBGKA_00289	233
NLANBGKA_00290	73
NLANBGKA_00291	16
NLANBGKA_00292	42
NLANBGKA_00293	69
NLANBGKA_00294	85
NLANBGKA_00295	148
NLANBGKA_00296	1
NLANBGKA_00297	299
NLANBGKA_00298	291
NLANBGKA_00299	44
NLANBGKA_00300	695
NLANBGKA_00301	121
NLANBGKA_00302	7
NLANBGKA_00303	74
NLANBGKA_00304	55
NLANBGKA_00305	21
NLANBGKA_00306	7
NLANBGKA_00307	57
NLANBGKA_00308	161
NLANBGKA_00309	633
NLANBGKA_00310	43
NLANBGKA_00311	221
NLANBGKA_00312	147
NLANBGKA_00313	196
NLANBGKA_00314	133
NLANBGKA_00315	133
NLANBGKA_00316	9
NLANBGKA_00317	0
NLANBGKA_00318	63
NLANBGKA_00319	41
NLANBGKA_00320	1
NLANBGKA_00321	16
NLANBGKA_00322	1
NLANBGKA_00323	235
NLANBGKA_00324	145
NLANBGKA_00325	157
NLANBGKA_00326	25
NLANBGKA_00327	4
NLANBGKA_00328	86
NLANBGKA_00329	119
NLANBGKA_00330	11
NLANBGKA_00331	181
NLANBGKA_00332	3
NLANBGKA_00333	1
NLANBGKA_00334	0
NLANBGKA_00335	3
NLANBGKA_00336	12
NLANBGKA_00337	12
NLANBGKA_00338	3
NLANBGKA_00339	169
NLANBGKA_00340	8
NLANBGKA_00341	407
NLANBGKA_00342	45
NLANBGKA_00343	30
NLANBGKA_00344	46
NLANBGKA_00345	19
NLANBGKA_00346	24
NLANBGKA_00347	69
NLANBGKA_00348	26
NLANBGKA_00349	58
NLANBGKA_00350	8
NLANBGKA_00351	133
NLANBGKA_00352	2574
NLANBGKA_00353	1
NLANBGKA_00354	330
NLANBGKA_00355	2
NLANBGKA_00356	53
NLANBGKA_00357	31
NLANBGKA_00358	110
NLANBGKA_00359	1
NLANBGKA_00360	2123
NLANBGKA_00361	32
NLANBGKA_00363	252
NLANBGKA_00364	298
NLANBGKA_00365	169
NLANBGKA_00366	55
NLANBGKA_00367	25
NLANBGKA_00368	58
NLANBGKA_00369	44
NLANBGKA_00370	10
NLANBGKA_00371	13655
NLANBGKA_00372	243
NLANBGKA_00373	78
NLANBGKA_00374	73
NLANBGKA_00375	168
NLANBGKA_00376	117
NLANBGKA_00377	87
NLANBGKA_00378	381
NLANBGKA_00379	164
NLANBGKA_00380	158
NLANBGKA_00381	1
NLANBGKA_00382	421
NLANBGKA_00383	420
NLANBGKA_00384	24
NLANBGKA_00385	1
NLANBGKA_00386	12
NLANBGKA_00387	27
NLANBGKA_00388	91
NLANBGKA_00389	170
NLANBGKA_00390	181
NLANBGKA_00391	1513
NLANBGKA_00392	511
NLANBGKA_00393	0
NLANBGKA_00394	0
NLANBGKA_00395	64
NLANBGKA_00396	203
NLANBGKA_00397	87
NLANBGKA_00398	986
NLANBGKA_00399	4
NLANBGKA_00400	74
NLANBGKA_00401	276
NLANBGKA_00402	545
NLANBGKA_00403	469
NLANBGKA_00404	268
NLANBGKA_00405	491
NLANBGKA_00406	45
NLANBGKA_00407	63
NLANBGKA_00408	66
NLANBGKA_00409	1262
NLANBGKA_00410	8
NLANBGKA_00411	34
NLANBGKA_00412	165
NLANBGKA_00413	42
NLANBGKA_00414	11
NLANBGKA_00415	1
NLANBGKA_00416	1
NLANBGKA_00417	196
NLANBGKA_00418	74
NLANBGKA_00419	46
NLANBGKA_00420	77
NLANBGKA_00421	0
NLANBGKA_00422	319
NLANBGKA_00423	1091
NLANBGKA_00424	84
NLANBGKA_00425	41
NLANBGKA_00426	45
NLANBGKA_00427	0
NLANBGKA_00428	18
NLANBGKA_00429	3
NLANBGKA_00430	91
NLANBGKA_00431	4
NLANBGKA_00432	14
NLANBGKA_00433	10
NLANBGKA_00434	135
NLANBGKA_00435	8
NLANBGKA_00436	104
NLANBGKA_00437	0
NLANBGKA_00438	192
NLANBGKA_00439	127
NLANBGKA_00440	1
NLANBGKA_00441	1
NLANBGKA_00442	3
NLANBGKA_00443	2
NLANBGKA_00444	65
NLANBGKA_00445	152
NLANBGKA_00446	23
NLANBGKA_00447	230
NLANBGKA_00448	295
NLANBGKA_00449	216
NLANBGKA_00450	419
NLANBGKA_00451	4
NLANBGKA_00452	407
NLANBGKA_00453	193
NLANBGKA_00454	308
NLANBGKA_00455	17
NLANBGKA_00456	48
NLANBGKA_00457	13
NLANBGKA_00458	0
NLANBGKA_00459	3
NLANBGKA_00460	15
NLANBGKA_00461	4
NLANBGKA_00462	2
NLANBGKA_00463	122
NLANBGKA_00464	209
NLANBGKA_00465	853
NLANBGKA_00466	298
NLANBGKA_00467	29
NLANBGKA_00468	416
NLANBGKA_00469	431
NLANBGKA_00470	11
NLANBGKA_00471	76
NLANBGKA_00472	9
NLANBGKA_00473	32
NLANBGKA_00474	1
NLANBGKA_00475	383
NLANBGKA_00476	88
NLANBGKA_00477	140
NLANBGKA_00478	274
NLANBGKA_00479	135
NLANBGKA_00480	306
NLANBGKA_00481	726
NLANBGKA_00482	1742
NLANBGKA_00483	23
NLANBGKA_00484	65
NLANBGKA_00485	79
NLANBGKA_00486	185
NLANBGKA_00487	154
NLANBGKA_00488	112
NLANBGKA_00489	167
NLANBGKA_00490	214
NLANBGKA_00491	388
NLANBGKA_00492	121
NLANBGKA_00493	189
NLANBGKA_00494	4
NLANBGKA_00495	2
NLANBGKA_00496	2
NLANBGKA_00497	1
NLANBGKA_00498	620
NLANBGKA_00499	23
NLANBGKA_00500	19
NLANBGKA_00501	14
NLANBGKA_00502	113
NLANBGKA_00503	364
NLANBGKA_00504	15
NLANBGKA_00505	7
NLANBGKA_00506	18
NLANBGKA_00507	5
NLANBGKA_00508	3
NLANBGKA_00509	4
NLANBGKA_00510	0
NLANBGKA_00511	631
NLANBGKA_00512	378
NLANBGKA_00513	46
NLANBGKA_00514	2
NLANBGKA_00515	46
NLANBGKA_00516	26
NLANBGKA_00517	68
NLANBGKA_00518	4
NLANBGKA_00519	44
NLANBGKA_00520	86
NLANBGKA_00521	33
NLANBGKA_00522	49
NLANBGKA_00523	9
NLANBGKA_00524	1201
NLANBGKA_00525	8
NLANBGKA_00526	1250
NLANBGKA_00527	92
NLANBGKA_00528	13
NLANBGKA_00529	0
NLANBGKA_00530	5516
NLANBGKA_00531	0
NLANBGKA_00532	2
NLANBGKA_00533	311
NLANBGKA_00534	88
NLANBGKA_00535	0
NLANBGKA_00536	4
NLANBGKA_00537	5
NLANBGKA_00538	4
NLANBGKA_00539	0
NLANBGKA_00540	10
NLANBGKA_00541	3
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	0
NLANBGKA_00545	945
NLANBGKA_00546	319
NLANBGKA_00547	163
NLANBGKA_00548	88
NLANBGKA_00549	548
NLANBGKA_00550	488
NLANBGKA_00551	327
NLANBGKA_00552	110
NLANBGKA_00553	43
NLANBGKA_00554	9
NLANBGKA_00555	0
NLANBGKA_00556	6
NLANBGKA_00557	38
NLANBGKA_00558	14
NLANBGKA_00559	0
NLANBGKA_00560	0
NLANBGKA_00561	897
NLANBGKA_00562	5222
NLANBGKA_00563	22
NLANBGKA_00564	6
NLANBGKA_00565	4
NLANBGKA_00566	16
NLANBGKA_00567	31
NLANBGKA_00568	30
NLANBGKA_00569	8
NLANBGKA_00570	12
NLANBGKA_00571	6
NLANBGKA_00572	34
NLANBGKA_00573	6
NLANBGKA_00574	4
NLANBGKA_00575	42
NLANBGKA_00576	1
NLANBGKA_00577	4
NLANBGKA_00578	14
NLANBGKA_00579	1587
NLANBGKA_00580	656
NLANBGKA_00581	403
NLANBGKA_00582	0
NLANBGKA_00583	0
NLANBGKA_00584	6
NLANBGKA_00585	3
NLANBGKA_00586	21
NLANBGKA_00587	23
NLANBGKA_00588	7
NLANBGKA_00589	4
NLANBGKA_00590	1
NLANBGKA_00591	112
NLANBGKA_00592	33
NLANBGKA_00593	43
NLANBGKA_00594	178
NLANBGKA_00595	195
NLANBGKA_00596	4
NLANBGKA_00597	559
NLANBGKA_00598	0
NLANBGKA_00599	4
NLANBGKA_00600	33
NLANBGKA_00601	1620
NLANBGKA_00602	338
NLANBGKA_00603	117
NLANBGKA_00604	3
NLANBGKA_00605	83
NLANBGKA_00606	227
NLANBGKA_00607	147
NLANBGKA_00608	778
NLANBGKA_00609	15
NLANBGKA_00610	963
NLANBGKA_00611	112
NLANBGKA_00612	0
NLANBGKA_00613	0
NLANBGKA_00614	0
NLANBGKA_00615	4
NLANBGKA_00616	252
NLANBGKA_00617	358
NLANBGKA_00618	15
NLANBGKA_00619	12
NLANBGKA_00620	23
NLANBGKA_00621	1
NLANBGKA_00622	3
NLANBGKA_00623	44
NLANBGKA_00624	52
NLANBGKA_00625	41
NLANBGKA_00626	208
NLANBGKA_00627	314
NLANBGKA_00628	452
NLANBGKA_00629	685
NLANBGKA_00630	843
NLANBGKA_00631	163
NLANBGKA_00632	840
NLANBGKA_00633	0
NLANBGKA_00634	2
NLANBGKA_00635	1
NLANBGKA_00636	0
NLANBGKA_00637	2
NLANBGKA_00638	0
NLANBGKA_00639	1
NLANBGKA_00640	0
NLANBGKA_00641	0
NLANBGKA_00642	0
NLANBGKA_00643	2
NLANBGKA_00644	0
NLANBGKA_00645	6
NLANBGKA_00646	79
NLANBGKA_00647	168
NLANBGKA_00648	163
NLANBGKA_00649	15
NLANBGKA_00650	59
NLANBGKA_00651	53
NLANBGKA_00652	12
NLANBGKA_00653	29
NLANBGKA_00654	16
NLANBGKA_00655	6
NLANBGKA_00656	4
NLANBGKA_00657	1395
NLANBGKA_00658	757
NLANBGKA_00659	314
NLANBGKA_00660	175
NLANBGKA_00661	342
NLANBGKA_00662	567
NLANBGKA_00663	1092
NLANBGKA_00664	106
NLANBGKA_00665	4
NLANBGKA_00666	666
NLANBGKA_00667	51138
NLANBGKA_00668	10
NLANBGKA_00669	45
NLANBGKA_00670	5298
NLANBGKA_00671	3721
NLANBGKA_00672	357
NLANBGKA_00673	153
NLANBGKA_00674	38
NLANBGKA_00675	390
NLANBGKA_00676	0
NLANBGKA_00677	303
NLANBGKA_00678	306
NLANBGKA_00679	2269
NLANBGKA_00680	66
NLANBGKA_00681	42
NLANBGKA_00682	926
NLANBGKA_00683	103
NLANBGKA_00684	209
NLANBGKA_00685	173
NLANBGKA_00686	652
NLANBGKA_00687	125
NLANBGKA_00688	84
NLANBGKA_00689	228
NLANBGKA_00690	6
NLANBGKA_00691	172
NLANBGKA_00692	40
NLANBGKA_00693	65
NLANBGKA_00694	20
NLANBGKA_00695	122
NLANBGKA_00696	140
NLANBGKA_00697	55
NLANBGKA_00698	40
NLANBGKA_00699	36
NLANBGKA_00700	28
NLANBGKA_00701	64
NLANBGKA_00702	206
NLANBGKA_00703	9
NLANBGKA_00704	9
NLANBGKA_00705	29
NLANBGKA_00706	59
NLANBGKA_00707	25
NLANBGKA_00708	57
NLANBGKA_00709	58
NLANBGKA_00710	39
NLANBGKA_00711	15
NLANBGKA_00712	18
NLANBGKA_00713	0
NLANBGKA_00714	0
NLANBGKA_00715	1367
NLANBGKA_00716	1
NLANBGKA_00717	13
NLANBGKA_00718	22
NLANBGKA_00719	525
NLANBGKA_00720	838
NLANBGKA_00721	252
NLANBGKA_00722	29
NLANBGKA_00723	113
NLANBGKA_00724	11
NLANBGKA_00725	233
NLANBGKA_00726	50
NLANBGKA_00727	7
NLANBGKA_00728	0
NLANBGKA_00729	12
NLANBGKA_00730	333
NLANBGKA_00731	80
NLANBGKA_00732	45
NLANBGKA_00733	77
NLANBGKA_00734	56
NLANBGKA_00735	78
NLANBGKA_00736	1
NLANBGKA_00737	7
NLANBGKA_00738	19
NLANBGKA_00739	147
NLANBGKA_00740	504
NLANBGKA_00741	40
NLANBGKA_00742	19
NLANBGKA_00743	1700
NLANBGKA_00744	166
NLANBGKA_00745	1233
NLANBGKA_00746	48
NLANBGKA_00747	1
NLANBGKA_00748	2104
NLANBGKA_00749	770
NLANBGKA_00750	78
NLANBGKA_00751	3744
NLANBGKA_00752	697
NLANBGKA_00753	400
NLANBGKA_00754	343
NLANBGKA_00755	265
NLANBGKA_00756	159
NLANBGKA_00757	1127
NLANBGKA_00758	1674
NLANBGKA_00759	456
NLANBGKA_00760	132
NLANBGKA_00761	42
NLANBGKA_00762	458
NLANBGKA_00763	380
NLANBGKA_00764	1183
NLANBGKA_00765	0
NLANBGKA_00766	240
NLANBGKA_00767	19
NLANBGKA_00768	73
NLANBGKA_00769	87
NLANBGKA_00770	157
NLANBGKA_00771	26
NLANBGKA_00772	41
NLANBGKA_00773	179
NLANBGKA_00774	74
NLANBGKA_00775	208
NLANBGKA_00776	947
NLANBGKA_00777	93
NLANBGKA_00778	21
NLANBGKA_00779	77
NLANBGKA_00780	37
NLANBGKA_00781	0
NLANBGKA_00782	485
NLANBGKA_00783	447
NLANBGKA_00784	6
NLANBGKA_00785	208
NLANBGKA_00786	1
NLANBGKA_00787	3
NLANBGKA_00788	19
NLANBGKA_00789	458
NLANBGKA_00790	138
NLANBGKA_00791	1
NLANBGKA_00792	110
NLANBGKA_00793	65
NLANBGKA_00794	449
NLANBGKA_00795	349
NLANBGKA_00796	55
NLANBGKA_00797	252
NLANBGKA_00798	6
NLANBGKA_00799	130
NLANBGKA_00800	107
NLANBGKA_00801	11
NLANBGKA_00802	0
NLANBGKA_00803	15
NLANBGKA_00804	152
NLANBGKA_00805	73
NLANBGKA_00806	2
NLANBGKA_00807	2
NLANBGKA_00808	1
NLANBGKA_00809	23
NLANBGKA_00810	119
NLANBGKA_00811	2
NLANBGKA_00812	27
NLANBGKA_00813	2
NLANBGKA_00814	242
NLANBGKA_00815	211
NLANBGKA_00816	91
NLANBGKA_00817	429
NLANBGKA_00818	325
NLANBGKA_00819	34
NLANBGKA_00820	384
NLANBGKA_00821	394
NLANBGKA_00822	192
NLANBGKA_00823	362
NLANBGKA_00824	67
NLANBGKA_00825	393
NLANBGKA_00826	75
NLANBGKA_00827	8
NLANBGKA_00828	12222
NLANBGKA_00829	43
NLANBGKA_00830	376
NLANBGKA_00831	375
NLANBGKA_00832	24
NLANBGKA_00833	860
NLANBGKA_00834	362
NLANBGKA_00835	307
NLANBGKA_00836	495
NLANBGKA_00837	62
NLANBGKA_00838	309
NLANBGKA_00839	23
NLANBGKA_00840	261
NLANBGKA_00841	31
NLANBGKA_00842	118
NLANBGKA_00843	264
NLANBGKA_00844	108
NLANBGKA_00845	140
NLANBGKA_00846	2
NLANBGKA_00847	3
NLANBGKA_00848	19
NLANBGKA_00849	278
NLANBGKA_00850	215
NLANBGKA_00851	236
NLANBGKA_00852	3
NLANBGKA_00853	36
NLANBGKA_00854	14
NLANBGKA_00855	307
NLANBGKA_00856	131
NLANBGKA_00857	45
NLANBGKA_00858	33
NLANBGKA_00859	73
NLANBGKA_00860	2
NLANBGKA_00861	3186
NLANBGKA_00862	17
NLANBGKA_00863	60
NLANBGKA_00864	11
NLANBGKA_00865	16
NLANBGKA_00866	112
NLANBGKA_00867	30
NLANBGKA_00868	99
NLANBGKA_00871	1258
NLANBGKA_00874	83
NLANBGKA_00875	409
NLANBGKA_00876	195
NLANBGKA_00877	231
NLANBGKA_00878	60
NLANBGKA_00879	2
NLANBGKA_00880	1
NLANBGKA_00881	13
NLANBGKA_00882	48
NLANBGKA_00883	255
NLANBGKA_00884	373
NLANBGKA_00885	4
NLANBGKA_00886	53
NLANBGKA_00887	364
NLANBGKA_00888	126
NLANBGKA_00889	113
NLANBGKA_00890	293
NLANBGKA_00891	0
NLANBGKA_00892	37
NLANBGKA_00893	18
NLANBGKA_00894	34
NLANBGKA_00895	321
NLANBGKA_00896	118
NLANBGKA_00897	649
NLANBGKA_00898	409
NLANBGKA_00899	0
NLANBGKA_00900	2
NLANBGKA_00901	1
NLANBGKA_00902	3
NLANBGKA_00903	145
NLANBGKA_00904	26
NLANBGKA_00905	83
NLANBGKA_00906	442
NLANBGKA_00907	60
NLANBGKA_00908	44
NLANBGKA_00909	76
NLANBGKA_00910	14
NLANBGKA_00911	5
NLANBGKA_00912	7852
NLANBGKA_00913	1
NLANBGKA_00914	0
NLANBGKA_00915	123
NLANBGKA_00916	61
NLANBGKA_00917	352
NLANBGKA_00918	34
NLANBGKA_00919	3
NLANBGKA_00920	0
NLANBGKA_00921	920
NLANBGKA_00922	21
NLANBGKA_00923	15
NLANBGKA_00924	0
NLANBGKA_00925	1
NLANBGKA_00926	9
NLANBGKA_00927	25
NLANBGKA_00928	5
NLANBGKA_00929	58
NLANBGKA_00930	11
NLANBGKA_00931	16
NLANBGKA_00932	0
NLANBGKA_00933	4148
NLANBGKA_00934	6
NLANBGKA_00935	75
NLANBGKA_00936	4
NLANBGKA_00937	45
NLANBGKA_00938	28
NLANBGKA_00939	86
NLANBGKA_00940	1
NLANBGKA_00941	1
NLANBGKA_00942	4
NLANBGKA_00943	1
NLANBGKA_00944	0
NLANBGKA_00945	0
NLANBGKA_00946	1035
NLANBGKA_00947	0
NLANBGKA_00948	35
NLANBGKA_00949	8
NLANBGKA_00950	0
NLANBGKA_00951	2
NLANBGKA_00952	564
NLANBGKA_00953	181
NLANBGKA_00954	190
NLANBGKA_00955	1025
NLANBGKA_00956	4
NLANBGKA_00957	147
NLANBGKA_00958	440
NLANBGKA_00959	46
NLANBGKA_00960	976
NLANBGKA_00961	98
NLANBGKA_00962	378
NLANBGKA_00963	1689
NLANBGKA_00964	1447
NLANBGKA_00965	294
NLANBGKA_00966	3
NLANBGKA_00967	0
NLANBGKA_00968	0
NLANBGKA_00969	2
NLANBGKA_00970	0
NLANBGKA_00971	1
NLANBGKA_00972	1
NLANBGKA_00973	85
NLANBGKA_00974	216
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	0
NLANBGKA_00978	10
NLANBGKA_00979	1524
NLANBGKA_00980	46
NLANBGKA_00981	99
NLANBGKA_00982	21
NLANBGKA_00983	19
NLANBGKA_00984	55
NLANBGKA_00985	43
NLANBGKA_00986	8
NLANBGKA_00987	16
NLANBGKA_00988	5
NLANBGKA_00989	1
NLANBGKA_00990	114
NLANBGKA_00991	31
NLANBGKA_00992	6
NLANBGKA_00993	244
NLANBGKA_00994	259
NLANBGKA_00995	15
NLANBGKA_00996	42
NLANBGKA_00997	220
NLANBGKA_00998	162
NLANBGKA_00999	4
NLANBGKA_01000	5
NLANBGKA_01001	19
NLANBGKA_01002	7
NLANBGKA_01003	3
NLANBGKA_01004	0
NLANBGKA_01005	111
NLANBGKA_01006	487
NLANBGKA_01007	3
NLANBGKA_01008	131
NLANBGKA_01009	637
NLANBGKA_01010	33
NLANBGKA_01011	488
NLANBGKA_01012	634
NLANBGKA_01013	1
NLANBGKA_01014	4
NLANBGKA_01015	1
NLANBGKA_01016	6
NLANBGKA_01017	711
NLANBGKA_01018	36
NLANBGKA_01019	11
NLANBGKA_01020	20
NLANBGKA_01021	173
NLANBGKA_01022	175
NLANBGKA_01023	42
NLANBGKA_01024	0
NLANBGKA_01025	80
NLANBGKA_01026	90
NLANBGKA_01027	153
NLANBGKA_01028	108
NLANBGKA_01029	3039
NLANBGKA_01030	16670
NLANBGKA_01031	4012
NLANBGKA_01032	6549
NLANBGKA_01033	134
NLANBGKA_01034	190
NLANBGKA_01035	27
NLANBGKA_01036	30
NLANBGKA_01037	297
NLANBGKA_01038	121
NLANBGKA_01039	29
NLANBGKA_01040	1
NLANBGKA_01041	2
NLANBGKA_01042	0
NLANBGKA_01043	26
NLANBGKA_01044	0
NLANBGKA_01045	0
NLANBGKA_01046	11
NLANBGKA_01047	0
NLANBGKA_01048	43
NLANBGKA_01049	25
NLANBGKA_01050	95
NLANBGKA_01051	4
NLANBGKA_01052	2
NLANBGKA_01053	0
NLANBGKA_01054	99
NLANBGKA_01055	63
NLANBGKA_01056	6
NLANBGKA_01057	12
NLANBGKA_01058	13
NLANBGKA_01059	39
NLANBGKA_01060	50
NLANBGKA_01061	0
NLANBGKA_01062	5
NLANBGKA_01063	117
NLANBGKA_01064	54
NLANBGKA_01065	79
NLANBGKA_01066	787
NLANBGKA_01067	512
NLANBGKA_01068	8
NLANBGKA_01069	16
NLANBGKA_01070	13
NLANBGKA_01071	72
NLANBGKA_01072	240
NLANBGKA_01073	3
NLANBGKA_01074	46
NLANBGKA_01075	362
NLANBGKA_01076	473
NLANBGKA_01077	21
NLANBGKA_01078	188
NLANBGKA_01079	31
NLANBGKA_01080	115
NLANBGKA_01081	364
NLANBGKA_01082	492
NLANBGKA_01083	757
NLANBGKA_01084	43
