ID	sample_6B
NLANBGKA_00252	0
NLANBGKA_00253	0
NLANBGKA_00254	13
NLANBGKA_00255	3
NLANBGKA_00256	17
NLANBGKA_00257	6
NLANBGKA_00258	33
NLANBGKA_00259	24
NLANBGKA_00260	25
NLANBGKA_00261	81
NLANBGKA_00262	1
NLANBGKA_00263	1
NLANBGKA_00264	0
NLANBGKA_00265	0
NLANBGKA_00266	0
NLANBGKA_00267	58
NLANBGKA_00268	26
NLANBGKA_00269	0
NLANBGKA_00274	16
NLANBGKA_00275	68
NLANBGKA_00276	101
NLANBGKA_00277	25
NLANBGKA_00278	29
NLANBGKA_00279	3
NLANBGKA_00281	6
NLANBGKA_00282	7
NLANBGKA_00283	59
NLANBGKA_00284	19
NLANBGKA_00285	60
NLANBGKA_00286	1
NLANBGKA_00287	18
NLANBGKA_00288	8
NLANBGKA_00289	12
NLANBGKA_00290	9
NLANBGKA_00291	1
NLANBGKA_00292	2
NLANBGKA_00293	7
NLANBGKA_00294	12
NLANBGKA_00295	13
NLANBGKA_00296	0
NLANBGKA_00297	38
NLANBGKA_00298	22
NLANBGKA_00299	5
NLANBGKA_00300	39
NLANBGKA_00301	9
NLANBGKA_00302	1
NLANBGKA_00303	10
NLANBGKA_00304	3
NLANBGKA_00305	2
NLANBGKA_00306	2
NLANBGKA_00307	5
NLANBGKA_00308	17
NLANBGKA_00309	43
NLANBGKA_00310	2
NLANBGKA_00311	6
NLANBGKA_00312	5
NLANBGKA_00313	19
NLANBGKA_00314	19
NLANBGKA_00315	16
NLANBGKA_00316	2
NLANBGKA_00317	0
NLANBGKA_00318	9
NLANBGKA_00319	5
NLANBGKA_00320	1
NLANBGKA_00321	6
NLANBGKA_00322	1
NLANBGKA_00323	51
NLANBGKA_00324	11
NLANBGKA_00325	9
NLANBGKA_00326	4
NLANBGKA_00327	0
NLANBGKA_00328	2
NLANBGKA_00329	22
NLANBGKA_00330	0
NLANBGKA_00331	11
NLANBGKA_00332	1
NLANBGKA_00333	0
NLANBGKA_00334	0
NLANBGKA_00335	3
NLANBGKA_00336	3
NLANBGKA_00337	1
NLANBGKA_00338	3
NLANBGKA_00339	18
NLANBGKA_00340	1
NLANBGKA_00341	29
NLANBGKA_00342	1
NLANBGKA_00343	0
NLANBGKA_00344	7
NLANBGKA_00345	2
NLANBGKA_00346	3
NLANBGKA_00347	6
NLANBGKA_00348	0
NLANBGKA_00349	4
NLANBGKA_00350	0
NLANBGKA_00351	15
NLANBGKA_00352	176
NLANBGKA_00353	0
NLANBGKA_00354	11
NLANBGKA_00355	0
NLANBGKA_00356	6
NLANBGKA_00357	0
NLANBGKA_00358	6
NLANBGKA_00359	1
NLANBGKA_00360	166
NLANBGKA_00361	6
NLANBGKA_00363	21
NLANBGKA_00364	20
NLANBGKA_00365	15
NLANBGKA_00366	3
NLANBGKA_00367	1
NLANBGKA_00368	5
NLANBGKA_00369	1
NLANBGKA_00370	0
NLANBGKA_00371	881
NLANBGKA_00372	9
NLANBGKA_00373	7
NLANBGKA_00374	9
NLANBGKA_00375	6
NLANBGKA_00376	12
NLANBGKA_00377	14
NLANBGKA_00378	47
NLANBGKA_00379	11
NLANBGKA_00380	18
NLANBGKA_00381	0
NLANBGKA_00382	52
NLANBGKA_00383	33
NLANBGKA_00384	4
NLANBGKA_00385	0
NLANBGKA_00386	2
NLANBGKA_00387	2
NLANBGKA_00388	7
NLANBGKA_00389	1
NLANBGKA_00390	21
NLANBGKA_00391	95
NLANBGKA_00392	61
NLANBGKA_00393	0
NLANBGKA_00394	0
NLANBGKA_00395	5
NLANBGKA_00396	21
NLANBGKA_00397	3
NLANBGKA_00398	71
NLANBGKA_00399	0
NLANBGKA_00400	7
NLANBGKA_00401	26
NLANBGKA_00402	41
NLANBGKA_00403	24
NLANBGKA_00404	21
NLANBGKA_00405	48
NLANBGKA_00406	8
NLANBGKA_00407	10
NLANBGKA_00408	10
NLANBGKA_00409	63
NLANBGKA_00410	1
NLANBGKA_00411	5
NLANBGKA_00412	27
NLANBGKA_00413	4
NLANBGKA_00414	2
NLANBGKA_00415	0
NLANBGKA_00416	1
NLANBGKA_00417	10
NLANBGKA_00418	21
NLANBGKA_00419	11
NLANBGKA_00420	9
NLANBGKA_00421	0
NLANBGKA_00422	48
NLANBGKA_00423	136
NLANBGKA_00424	4
NLANBGKA_00425	5
NLANBGKA_00426	4
NLANBGKA_00427	0
NLANBGKA_00428	5
NLANBGKA_00429	0
NLANBGKA_00430	2
NLANBGKA_00431	0
NLANBGKA_00432	0
NLANBGKA_00433	0
NLANBGKA_00434	5
NLANBGKA_00435	0
NLANBGKA_00436	5
NLANBGKA_00437	0
NLANBGKA_00438	8
NLANBGKA_00439	6
NLANBGKA_00440	0
NLANBGKA_00441	1
NLANBGKA_00442	0
NLANBGKA_00443	1
NLANBGKA_00444	17
NLANBGKA_00445	26
NLANBGKA_00446	2
NLANBGKA_00447	25
NLANBGKA_00448	32
NLANBGKA_00449	12
NLANBGKA_00450	16
NLANBGKA_00451	0
NLANBGKA_00452	36
NLANBGKA_00453	22
NLANBGKA_00454	43
NLANBGKA_00455	1
NLANBGKA_00456	9
NLANBGKA_00457	0
NLANBGKA_00458	0
NLANBGKA_00459	0
NLANBGKA_00460	1
NLANBGKA_00461	0
NLANBGKA_00462	0
NLANBGKA_00463	11
NLANBGKA_00464	12
NLANBGKA_00465	34
NLANBGKA_00466	20
NLANBGKA_00467	4
NLANBGKA_00468	41
NLANBGKA_00469	42
NLANBGKA_00470	0
NLANBGKA_00471	9
NLANBGKA_00472	1
NLANBGKA_00473	5
NLANBGKA_00474	0
NLANBGKA_00475	21
NLANBGKA_00476	9
NLANBGKA_00477	15
NLANBGKA_00478	20
NLANBGKA_00479	11
NLANBGKA_00480	27
NLANBGKA_00481	50
NLANBGKA_00482	156
NLANBGKA_00483	1
NLANBGKA_00484	1
NLANBGKA_00485	2
NLANBGKA_00486	19
NLANBGKA_00487	9
NLANBGKA_00488	5
NLANBGKA_00489	11
NLANBGKA_00490	22
NLANBGKA_00491	38
NLANBGKA_00492	4
NLANBGKA_00493	6
NLANBGKA_00494	2
NLANBGKA_00495	1
NLANBGKA_00496	1
NLANBGKA_00497	0
NLANBGKA_00498	47
NLANBGKA_00499	8
NLANBGKA_00500	2
NLANBGKA_00501	1
NLANBGKA_00502	14
NLANBGKA_00503	47
NLANBGKA_00504	2
NLANBGKA_00505	1
NLANBGKA_00506	0
NLANBGKA_00507	1
NLANBGKA_00508	0
NLANBGKA_00509	1
NLANBGKA_00510	0
NLANBGKA_00511	49
NLANBGKA_00512	28
NLANBGKA_00513	7
NLANBGKA_00514	0
NLANBGKA_00515	8
NLANBGKA_00516	2
NLANBGKA_00517	5
NLANBGKA_00518	1
NLANBGKA_00519	1
NLANBGKA_00520	9
NLANBGKA_00521	4
NLANBGKA_00522	0
NLANBGKA_00523	0
NLANBGKA_00524	94
NLANBGKA_00525	1
NLANBGKA_00526	93
NLANBGKA_00527	12
NLANBGKA_00528	0
NLANBGKA_00529	0
NLANBGKA_00530	357
NLANBGKA_00531	0
NLANBGKA_00532	0
NLANBGKA_00533	25
NLANBGKA_00534	6
NLANBGKA_00535	0
NLANBGKA_00536	1
NLANBGKA_00537	0
NLANBGKA_00538	0
NLANBGKA_00539	0
NLANBGKA_00540	9
NLANBGKA_00541	6
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	0
NLANBGKA_00545	13
NLANBGKA_00546	18
NLANBGKA_00547	10
NLANBGKA_00548	7
NLANBGKA_00549	49
NLANBGKA_00550	24
NLANBGKA_00551	23
NLANBGKA_00552	3
NLANBGKA_00553	3
NLANBGKA_00554	2
NLANBGKA_00555	1
NLANBGKA_00556	1
NLANBGKA_00557	6
NLANBGKA_00558	0
NLANBGKA_00559	0
NLANBGKA_00560	0
NLANBGKA_00561	37
NLANBGKA_00562	311
NLANBGKA_00563	4
NLANBGKA_00564	1
NLANBGKA_00565	1
NLANBGKA_00566	0
NLANBGKA_00567	1
NLANBGKA_00568	1
NLANBGKA_00569	0
NLANBGKA_00570	1
NLANBGKA_00571	2
NLANBGKA_00572	1
NLANBGKA_00573	0
NLANBGKA_00574	0
NLANBGKA_00575	0
NLANBGKA_00576	0
NLANBGKA_00577	1
NLANBGKA_00578	0
NLANBGKA_00579	54
NLANBGKA_00580	27
NLANBGKA_00581	26
NLANBGKA_00582	0
NLANBGKA_00583	0
NLANBGKA_00584	5
NLANBGKA_00585	1
NLANBGKA_00586	6
NLANBGKA_00587	3
NLANBGKA_00588	2
NLANBGKA_00589	0
NLANBGKA_00590	1
NLANBGKA_00591	8
NLANBGKA_00592	2
NLANBGKA_00593	3
NLANBGKA_00594	10
NLANBGKA_00595	18
NLANBGKA_00596	1
NLANBGKA_00597	42
NLANBGKA_00598	4
NLANBGKA_00599	0
NLANBGKA_00600	1
NLANBGKA_00601	135
NLANBGKA_00602	23
NLANBGKA_00603	12
NLANBGKA_00604	0
NLANBGKA_00605	3
NLANBGKA_00606	14
NLANBGKA_00607	17
NLANBGKA_00608	78
NLANBGKA_00609	2
NLANBGKA_00610	49
NLANBGKA_00611	5
NLANBGKA_00612	0
NLANBGKA_00613	0
NLANBGKA_00614	0
NLANBGKA_00615	0
NLANBGKA_00616	14
NLANBGKA_00617	15
NLANBGKA_00618	1
NLANBGKA_00619	2
NLANBGKA_00620	7
NLANBGKA_00621	0
NLANBGKA_00622	0
NLANBGKA_00623	9
NLANBGKA_00624	6
NLANBGKA_00625	0
NLANBGKA_00626	20
NLANBGKA_00627	28
NLANBGKA_00628	43
NLANBGKA_00629	37
NLANBGKA_00630	50
NLANBGKA_00631	6
NLANBGKA_00632	45
NLANBGKA_00633	0
NLANBGKA_00634	0
NLANBGKA_00635	0
NLANBGKA_00636	0
NLANBGKA_00637	0
NLANBGKA_00638	0
NLANBGKA_00639	0
NLANBGKA_00640	0
NLANBGKA_00641	0
NLANBGKA_00642	0
NLANBGKA_00643	4
NLANBGKA_00644	0
NLANBGKA_00645	0
NLANBGKA_00646	3
NLANBGKA_00647	26
NLANBGKA_00648	13
NLANBGKA_00649	2
NLANBGKA_00650	0
NLANBGKA_00651	14
NLANBGKA_00652	2
NLANBGKA_00653	1
NLANBGKA_00654	2
NLANBGKA_00655	2
NLANBGKA_00656	0
NLANBGKA_00657	133
NLANBGKA_00658	40
NLANBGKA_00659	27
NLANBGKA_00660	9
NLANBGKA_00661	17
NLANBGKA_00662	22
NLANBGKA_00663	74
NLANBGKA_00664	3
NLANBGKA_00665	0
NLANBGKA_00666	21
NLANBGKA_00667	2055
NLANBGKA_00668	0
NLANBGKA_00669	0
NLANBGKA_00670	347
NLANBGKA_00671	245
NLANBGKA_00672	14
NLANBGKA_00673	18
NLANBGKA_00674	0
NLANBGKA_00675	16
NLANBGKA_00676	0
NLANBGKA_00677	14
NLANBGKA_00678	12
NLANBGKA_00679	308
NLANBGKA_00680	8
NLANBGKA_00681	1
NLANBGKA_00682	57
NLANBGKA_00683	5
NLANBGKA_00684	11
NLANBGKA_00685	7
NLANBGKA_00686	40
NLANBGKA_00687	5
NLANBGKA_00688	1
NLANBGKA_00689	22
NLANBGKA_00690	0
NLANBGKA_00691	9
NLANBGKA_00692	4
NLANBGKA_00693	5
NLANBGKA_00694	1
NLANBGKA_00695	9
NLANBGKA_00696	14
NLANBGKA_00697	6
NLANBGKA_00698	2
NLANBGKA_00699	3
NLANBGKA_00700	4
NLANBGKA_00701	4
NLANBGKA_00702	13
NLANBGKA_00703	0
NLANBGKA_00704	0
NLANBGKA_00705	3
NLANBGKA_00706	2
NLANBGKA_00707	1
NLANBGKA_00708	2
NLANBGKA_00709	2
NLANBGKA_00710	1
NLANBGKA_00711	2
NLANBGKA_00712	7
NLANBGKA_00713	0
NLANBGKA_00714	0
NLANBGKA_00715	148
NLANBGKA_00716	0
NLANBGKA_00717	0
NLANBGKA_00718	0
NLANBGKA_00719	48
NLANBGKA_00720	31
NLANBGKA_00721	12
NLANBGKA_00722	8
NLANBGKA_00723	3
NLANBGKA_00724	0
NLANBGKA_00725	23
NLANBGKA_00726	3
NLANBGKA_00727	0
NLANBGKA_00728	0
NLANBGKA_00729	0
NLANBGKA_00730	13
NLANBGKA_00731	8
NLANBGKA_00732	2
NLANBGKA_00733	3
NLANBGKA_00734	4
NLANBGKA_00735	6
NLANBGKA_00736	0
NLANBGKA_00737	0
NLANBGKA_00738	2
NLANBGKA_00739	11
NLANBGKA_00740	26
NLANBGKA_00741	4
NLANBGKA_00742	0
NLANBGKA_00743	120
NLANBGKA_00744	9
NLANBGKA_00745	56
NLANBGKA_00746	2
NLANBGKA_00747	0
NLANBGKA_00748	123
NLANBGKA_00749	25
NLANBGKA_00750	1
NLANBGKA_00751	127
NLANBGKA_00752	67
NLANBGKA_00753	14
NLANBGKA_00754	26
NLANBGKA_00755	5
NLANBGKA_00756	7
NLANBGKA_00757	62
NLANBGKA_00758	84
NLANBGKA_00759	27
NLANBGKA_00760	18
NLANBGKA_00761	0
NLANBGKA_00762	15
NLANBGKA_00763	19
NLANBGKA_00764	36
NLANBGKA_00765	1
NLANBGKA_00766	23
NLANBGKA_00767	5
NLANBGKA_00768	3
NLANBGKA_00769	4
NLANBGKA_00770	12
NLANBGKA_00771	0
NLANBGKA_00772	5
NLANBGKA_00773	20
NLANBGKA_00774	4
NLANBGKA_00775	13
NLANBGKA_00776	124
NLANBGKA_00777	9
NLANBGKA_00778	2
NLANBGKA_00779	5
NLANBGKA_00780	5
NLANBGKA_00781	0
NLANBGKA_00782	36
NLANBGKA_00783	23
NLANBGKA_00784	0
NLANBGKA_00785	28
NLANBGKA_00786	0
NLANBGKA_00787	0
NLANBGKA_00788	1
NLANBGKA_00789	53
NLANBGKA_00790	17
NLANBGKA_00791	0
NLANBGKA_00792	9
NLANBGKA_00793	6
NLANBGKA_00794	34
NLANBGKA_00795	19
NLANBGKA_00796	17
NLANBGKA_00797	26
NLANBGKA_00798	0
NLANBGKA_00799	8
NLANBGKA_00800	16
NLANBGKA_00801	1
NLANBGKA_00802	0
NLANBGKA_00803	0
NLANBGKA_00804	4
NLANBGKA_00805	10
NLANBGKA_00806	0
NLANBGKA_00807	1
NLANBGKA_00808	0
NLANBGKA_00809	1
NLANBGKA_00810	10
NLANBGKA_00811	0
NLANBGKA_00812	2
NLANBGKA_00813	0
NLANBGKA_00814	19
NLANBGKA_00815	10
NLANBGKA_00816	8
NLANBGKA_00817	32
NLANBGKA_00818	11
NLANBGKA_00819	0
NLANBGKA_00820	26
NLANBGKA_00821	22
NLANBGKA_00822	16
NLANBGKA_00823	14
NLANBGKA_00824	6
NLANBGKA_00825	11
NLANBGKA_00826	10
NLANBGKA_00827	2
NLANBGKA_00828	1370
NLANBGKA_00829	4
NLANBGKA_00830	6
NLANBGKA_00831	6
NLANBGKA_00832	3
NLANBGKA_00833	52
NLANBGKA_00834	39
NLANBGKA_00835	10
NLANBGKA_00836	43
NLANBGKA_00837	9
NLANBGKA_00838	22
NLANBGKA_00839	2
NLANBGKA_00840	16
NLANBGKA_00841	1
NLANBGKA_00842	6
NLANBGKA_00843	16
NLANBGKA_00844	12
NLANBGKA_00845	3
NLANBGKA_00846	0
NLANBGKA_00847	0
NLANBGKA_00848	1
NLANBGKA_00849	22
NLANBGKA_00850	20
NLANBGKA_00851	17
NLANBGKA_00852	0
NLANBGKA_00853	0
NLANBGKA_00854	1
NLANBGKA_00855	21
NLANBGKA_00856	7
NLANBGKA_00857	2
NLANBGKA_00858	4
NLANBGKA_00859	2
NLANBGKA_00860	0
NLANBGKA_00861	199
NLANBGKA_00862	2
NLANBGKA_00863	2
NLANBGKA_00864	0
NLANBGKA_00865	0
NLANBGKA_00866	10
NLANBGKA_00867	4
NLANBGKA_00868	5
NLANBGKA_00871	128
NLANBGKA_00874	11
NLANBGKA_00875	48
NLANBGKA_00876	24
NLANBGKA_00877	20
NLANBGKA_00878	6
NLANBGKA_00879	3
NLANBGKA_00880	0
NLANBGKA_00881	3
NLANBGKA_00882	2
NLANBGKA_00883	29
NLANBGKA_00884	35
NLANBGKA_00885	0
NLANBGKA_00886	5
NLANBGKA_00887	15
NLANBGKA_00888	10
NLANBGKA_00889	13
NLANBGKA_00890	43
NLANBGKA_00891	0
NLANBGKA_00892	2
NLANBGKA_00893	1
NLANBGKA_00894	0
NLANBGKA_00895	20
NLANBGKA_00896	9
NLANBGKA_00897	38
NLANBGKA_00898	31
NLANBGKA_00899	0
NLANBGKA_00900	0
NLANBGKA_00901	0
NLANBGKA_00902	0
NLANBGKA_00903	15
NLANBGKA_00904	0
NLANBGKA_00905	9
NLANBGKA_00906	38
NLANBGKA_00907	3
NLANBGKA_00908	9
NLANBGKA_00909	1
NLANBGKA_00910	4
NLANBGKA_00911	0
NLANBGKA_00912	402
NLANBGKA_00913	0
NLANBGKA_00914	0
NLANBGKA_00915	8
NLANBGKA_00916	2
NLANBGKA_00917	28
NLANBGKA_00918	3
NLANBGKA_00919	0
NLANBGKA_00920	0
NLANBGKA_00921	66
NLANBGKA_00922	0
NLANBGKA_00923	0
NLANBGKA_00924	0
NLANBGKA_00925	0
NLANBGKA_00926	1
NLANBGKA_00927	1
NLANBGKA_00928	2
NLANBGKA_00929	14
NLANBGKA_00930	1
NLANBGKA_00931	2
NLANBGKA_00932	0
NLANBGKA_00933	247
NLANBGKA_00934	0
NLANBGKA_00935	3
NLANBGKA_00936	0
NLANBGKA_00937	0
NLANBGKA_00938	4
NLANBGKA_00939	2
NLANBGKA_00940	0
NLANBGKA_00941	0
NLANBGKA_00942	0
NLANBGKA_00943	0
NLANBGKA_00944	2
NLANBGKA_00945	0
NLANBGKA_00946	118
NLANBGKA_00947	1
NLANBGKA_00948	3
NLANBGKA_00949	2
NLANBGKA_00950	0
NLANBGKA_00951	0
NLANBGKA_00952	54
NLANBGKA_00953	8
NLANBGKA_00954	19
NLANBGKA_00955	87
NLANBGKA_00956	0
NLANBGKA_00957	4
NLANBGKA_00958	49
NLANBGKA_00959	5
NLANBGKA_00960	71
NLANBGKA_00961	16
NLANBGKA_00962	19
NLANBGKA_00963	185
NLANBGKA_00964	232
NLANBGKA_00965	15
NLANBGKA_00966	1
NLANBGKA_00967	1
NLANBGKA_00968	0
NLANBGKA_00969	0
NLANBGKA_00970	0
NLANBGKA_00971	0
NLANBGKA_00972	0
NLANBGKA_00973	9
NLANBGKA_00974	17
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	0
NLANBGKA_00978	0
NLANBGKA_00979	49
NLANBGKA_00980	7
NLANBGKA_00981	17
NLANBGKA_00982	1
NLANBGKA_00983	1
NLANBGKA_00984	8
NLANBGKA_00985	1
NLANBGKA_00986	1
NLANBGKA_00987	1
NLANBGKA_00988	2
NLANBGKA_00989	0
NLANBGKA_00990	14
NLANBGKA_00991	3
NLANBGKA_00992	0
NLANBGKA_00993	48
NLANBGKA_00994	15
NLANBGKA_00995	1
NLANBGKA_00996	1
NLANBGKA_00997	56
NLANBGKA_00998	23
NLANBGKA_00999	2
NLANBGKA_01000	0
NLANBGKA_01001	3
NLANBGKA_01002	1
NLANBGKA_01003	1
NLANBGKA_01004	0
NLANBGKA_01005	11
NLANBGKA_01006	17
NLANBGKA_01007	0
NLANBGKA_01008	12
NLANBGKA_01009	38
NLANBGKA_01010	2
NLANBGKA_01011	63
NLANBGKA_01012	58
NLANBGKA_01013	1
NLANBGKA_01014	2
NLANBGKA_01015	1
NLANBGKA_01016	1
NLANBGKA_01017	108
NLANBGKA_01018	4
NLANBGKA_01019	5
NLANBGKA_01020	3
NLANBGKA_01021	10
NLANBGKA_01022	34
NLANBGKA_01023	4
NLANBGKA_01024	0
NLANBGKA_01025	18
NLANBGKA_01026	7
NLANBGKA_01027	13
NLANBGKA_01028	17
NLANBGKA_01029	174
NLANBGKA_01030	730
NLANBGKA_01031	207
NLANBGKA_01032	353
NLANBGKA_01033	6
NLANBGKA_01034	15
NLANBGKA_01035	2
NLANBGKA_01036	3
NLANBGKA_01037	44
NLANBGKA_01038	5
NLANBGKA_01039	3
NLANBGKA_01040	0
NLANBGKA_01041	0
NLANBGKA_01042	0
NLANBGKA_01043	2
NLANBGKA_01044	0
NLANBGKA_01045	3
NLANBGKA_01046	1
NLANBGKA_01047	0
NLANBGKA_01048	2
NLANBGKA_01049	1
NLANBGKA_01050	7
NLANBGKA_01051	2
NLANBGKA_01052	0
NLANBGKA_01053	1
NLANBGKA_01054	39
NLANBGKA_01055	7
NLANBGKA_01056	0
NLANBGKA_01057	8
NLANBGKA_01058	3
NLANBGKA_01059	7
NLANBGKA_01060	3
NLANBGKA_01061	0
NLANBGKA_01062	2
NLANBGKA_01063	105
NLANBGKA_01064	37
NLANBGKA_01065	80
NLANBGKA_01066	649
NLANBGKA_01067	475
NLANBGKA_01068	3
NLANBGKA_01069	16
NLANBGKA_01070	10
NLANBGKA_01071	66
NLANBGKA_01072	213
NLANBGKA_01073	11
NLANBGKA_01074	56
NLANBGKA_01075	357
NLANBGKA_01076	307
NLANBGKA_01077	7
NLANBGKA_01078	165
NLANBGKA_01079	9
NLANBGKA_01080	54
NLANBGKA_01081	77
NLANBGKA_01082	88
NLANBGKA_01083	59
NLANBGKA_01084	5
NLANBGKA_01085	28
NLANBGKA_01086	1
NLANBGKA_01087	3
NLANBGKA_01088	0
