ID	sample_5B
NLANBGKA_00082	149
NLANBGKA_00083	296
NLANBGKA_00084	16
NLANBGKA_00085	0
NLANBGKA_00086	1750
NLANBGKA_00087	4149
NLANBGKA_00088	247
NLANBGKA_00089	22
NLANBGKA_00090	22
NLANBGKA_00091	23
NLANBGKA_00092	7
NLANBGKA_00093	293
NLANBGKA_00094	78
NLANBGKA_00095	1
NLANBGKA_00096	6
NLANBGKA_00097	4
NLANBGKA_00098	86
NLANBGKA_00099	12
NLANBGKA_00100	35
NLANBGKA_00101	227
NLANBGKA_00102	1755
NLANBGKA_00103	106
NLANBGKA_00104	23
NLANBGKA_00105	26
NLANBGKA_00106	3
NLANBGKA_00107	0
NLANBGKA_00108	24
NLANBGKA_00109	2
NLANBGKA_00110	3
NLANBGKA_00111	68
NLANBGKA_00112	16
NLANBGKA_00113	460
NLANBGKA_00114	115
NLANBGKA_00115	326
NLANBGKA_00116	299
NLANBGKA_00117	50
NLANBGKA_00118	287
NLANBGKA_00119	203
NLANBGKA_00120	20
NLANBGKA_00123	943
NLANBGKA_00124	53
NLANBGKA_00125	137
NLANBGKA_00126	15
NLANBGKA_00127	108
NLANBGKA_00128	1355
NLANBGKA_00129	66
NLANBGKA_00130	65
NLANBGKA_00131	224
NLANBGKA_00132	85
NLANBGKA_00133	307
NLANBGKA_00134	49
NLANBGKA_00135	911
NLANBGKA_00136	825
NLANBGKA_00137	596
NLANBGKA_00138	446
NLANBGKA_00139	120
NLANBGKA_00140	30
NLANBGKA_00141	680
NLANBGKA_00142	239
NLANBGKA_00143	116
NLANBGKA_00144	99
NLANBGKA_00145	16
NLANBGKA_00146	162
NLANBGKA_00147	0
NLANBGKA_00148	257
NLANBGKA_00149	258
NLANBGKA_00150	57
NLANBGKA_00151	165
NLANBGKA_00152	7
NLANBGKA_00153	219
NLANBGKA_00154	36
NLANBGKA_00155	115
NLANBGKA_00156	57
NLANBGKA_00157	60
NLANBGKA_00158	181
NLANBGKA_00159	44
NLANBGKA_00160	3
NLANBGKA_00161	550
NLANBGKA_00162	179
NLANBGKA_00163	42
NLANBGKA_00164	19
NLANBGKA_00165	196
NLANBGKA_00166	171
NLANBGKA_00167	107
NLANBGKA_00168	18
NLANBGKA_00169	483
NLANBGKA_00170	1
NLANBGKA_00171	0
NLANBGKA_00172	1758
NLANBGKA_00173	17
NLANBGKA_00174	4
NLANBGKA_00175	36
NLANBGKA_00176	25
NLANBGKA_00177	5
NLANBGKA_00178	16
NLANBGKA_00179	175
NLANBGKA_00180	55
NLANBGKA_00181	144
NLANBGKA_00182	6
NLANBGKA_00183	703
NLANBGKA_00184	13
NLANBGKA_00185	1
NLANBGKA_00186	0
NLANBGKA_00187	31
NLANBGKA_00188	1
NLANBGKA_00189	0
NLANBGKA_00190	0
NLANBGKA_00191	169
NLANBGKA_00192	5
NLANBGKA_00193	1
NLANBGKA_00194	93
NLANBGKA_00195	34
NLANBGKA_00196	137
NLANBGKA_00197	413
NLANBGKA_00198	6
NLANBGKA_00199	6
NLANBGKA_00200	76
NLANBGKA_00201	130
NLANBGKA_00202	272
NLANBGKA_00203	13
NLANBGKA_00204	18
NLANBGKA_00205	8
NLANBGKA_00206	8
NLANBGKA_00207	7
NLANBGKA_00208	216
NLANBGKA_00209	75
NLANBGKA_00210	59
NLANBGKA_00211	54
NLANBGKA_00212	49
NLANBGKA_00213	313
NLANBGKA_00214	70
NLANBGKA_00215	593
NLANBGKA_00216	2
NLANBGKA_00217	457
NLANBGKA_00218	694
NLANBGKA_00219	268
NLANBGKA_00220	1819
NLANBGKA_00221	1734
NLANBGKA_00222	2594
NLANBGKA_00223	883
NLANBGKA_00224	76
NLANBGKA_00225	5588
NLANBGKA_00226	488
NLANBGKA_00227	199
NLANBGKA_00228	224
NLANBGKA_00229	308
NLANBGKA_00230	9
NLANBGKA_00231	103
NLANBGKA_00232	106
NLANBGKA_00233	16
NLANBGKA_00234	18
NLANBGKA_00235	63
NLANBGKA_00236	1
NLANBGKA_00237	91
NLANBGKA_00238	1
NLANBGKA_00239	0
NLANBGKA_00240	2
NLANBGKA_00241	3
NLANBGKA_00242	173
NLANBGKA_00243	374
NLANBGKA_00244	4
NLANBGKA_00245	172
NLANBGKA_00246	26
NLANBGKA_00247	0
NLANBGKA_00248	0
NLANBGKA_00249	58
NLANBGKA_00250	10
NLANBGKA_00251	2
NLANBGKA_00252	2
NLANBGKA_00253	0
NLANBGKA_00254	76
NLANBGKA_00255	20
NLANBGKA_00256	121
NLANBGKA_00257	105
NLANBGKA_00258	844
NLANBGKA_00259	395
NLANBGKA_00260	284
NLANBGKA_00261	515
NLANBGKA_00262	37
NLANBGKA_00263	8
NLANBGKA_00264	16
NLANBGKA_00265	2
NLANBGKA_00266	2
NLANBGKA_00267	679
NLANBGKA_00268	288
NLANBGKA_00269	0
NLANBGKA_00274	137
NLANBGKA_00275	199
NLANBGKA_00276	652
NLANBGKA_00277	134
NLANBGKA_00278	170
NLANBGKA_00279	60
NLANBGKA_00281	45
NLANBGKA_00282	109
NLANBGKA_00283	665
NLANBGKA_00284	201
NLANBGKA_00285	380
NLANBGKA_00286	5
NLANBGKA_00287	85
NLANBGKA_00288	23
NLANBGKA_00289	163
NLANBGKA_00290	48
NLANBGKA_00291	8
NLANBGKA_00292	40
NLANBGKA_00293	64
NLANBGKA_00294	65
NLANBGKA_00295	87
NLANBGKA_00296	2
NLANBGKA_00297	217
NLANBGKA_00298	189
NLANBGKA_00299	32
NLANBGKA_00300	312
NLANBGKA_00301	69
NLANBGKA_00302	7
NLANBGKA_00303	40
NLANBGKA_00304	37
NLANBGKA_00305	24
NLANBGKA_00306	6
NLANBGKA_00307	25
NLANBGKA_00308	101
NLANBGKA_00309	363
NLANBGKA_00310	16
NLANBGKA_00311	100
NLANBGKA_00312	70
NLANBGKA_00313	126
NLANBGKA_00314	78
NLANBGKA_00315	80
NLANBGKA_00316	1
NLANBGKA_00317	1
NLANBGKA_00318	86
NLANBGKA_00319	38
NLANBGKA_00320	0
NLANBGKA_00321	11
NLANBGKA_00322	2
NLANBGKA_00323	113
NLANBGKA_00324	66
NLANBGKA_00325	81
NLANBGKA_00326	11
NLANBGKA_00327	1
NLANBGKA_00328	33
NLANBGKA_00329	68
NLANBGKA_00330	9
NLANBGKA_00331	113
NLANBGKA_00332	4
NLANBGKA_00333	3
NLANBGKA_00334	0
NLANBGKA_00335	15
NLANBGKA_00336	8
NLANBGKA_00337	11
NLANBGKA_00338	17
NLANBGKA_00339	96
NLANBGKA_00340	5
NLANBGKA_00341	154
NLANBGKA_00342	16
NLANBGKA_00343	14
NLANBGKA_00344	31
NLANBGKA_00345	10
NLANBGKA_00346	12
NLANBGKA_00347	42
NLANBGKA_00348	20
NLANBGKA_00349	46
NLANBGKA_00350	5
NLANBGKA_00351	71
NLANBGKA_00352	1262
NLANBGKA_00353	0
NLANBGKA_00354	177
NLANBGKA_00355	3
NLANBGKA_00356	56
NLANBGKA_00357	30
NLANBGKA_00358	126
NLANBGKA_00359	4
NLANBGKA_00360	1571
NLANBGKA_00361	15
NLANBGKA_00363	175
NLANBGKA_00364	180
NLANBGKA_00365	88
NLANBGKA_00366	31
NLANBGKA_00367	25
NLANBGKA_00368	45
NLANBGKA_00369	25
NLANBGKA_00370	8
NLANBGKA_00371	5819
NLANBGKA_00372	101
NLANBGKA_00373	23
NLANBGKA_00374	41
NLANBGKA_00375	74
NLANBGKA_00376	51
NLANBGKA_00377	48
NLANBGKA_00378	203
NLANBGKA_00379	87
NLANBGKA_00380	85
NLANBGKA_00381	9
NLANBGKA_00382	213
NLANBGKA_00383	197
NLANBGKA_00384	11
NLANBGKA_00385	0
NLANBGKA_00386	12
NLANBGKA_00387	72
NLANBGKA_00388	265
NLANBGKA_00389	211
NLANBGKA_00390	195
NLANBGKA_00391	861
NLANBGKA_00392	348
NLANBGKA_00393	0
NLANBGKA_00394	0
NLANBGKA_00395	65
NLANBGKA_00396	92
NLANBGKA_00397	50
NLANBGKA_00398	366
NLANBGKA_00399	3
NLANBGKA_00400	29
NLANBGKA_00401	141
NLANBGKA_00402	280
NLANBGKA_00403	204
NLANBGKA_00404	119
NLANBGKA_00405	208
NLANBGKA_00406	19
NLANBGKA_00407	53
NLANBGKA_00408	56
NLANBGKA_00409	910
NLANBGKA_00410	6
NLANBGKA_00411	25
NLANBGKA_00412	130
NLANBGKA_00413	28
NLANBGKA_00414	6
NLANBGKA_00415	0
NLANBGKA_00416	4
NLANBGKA_00417	102
NLANBGKA_00418	40
NLANBGKA_00419	21
NLANBGKA_00420	47
NLANBGKA_00421	1
NLANBGKA_00422	296
NLANBGKA_00423	672
NLANBGKA_00424	59
NLANBGKA_00425	27
NLANBGKA_00426	32
NLANBGKA_00427	2
NLANBGKA_00428	9
NLANBGKA_00429	2
NLANBGKA_00430	56
NLANBGKA_00431	2
NLANBGKA_00432	9
NLANBGKA_00433	13
NLANBGKA_00434	142
NLANBGKA_00435	10
NLANBGKA_00436	83
NLANBGKA_00437	0
NLANBGKA_00438	75
NLANBGKA_00439	45
NLANBGKA_00440	0
NLANBGKA_00441	1
NLANBGKA_00442	0
NLANBGKA_00443	0
NLANBGKA_00444	33
NLANBGKA_00445	73
NLANBGKA_00446	12
NLANBGKA_00447	87
NLANBGKA_00448	143
NLANBGKA_00449	93
NLANBGKA_00450	241
NLANBGKA_00451	1
NLANBGKA_00452	236
NLANBGKA_00453	100
NLANBGKA_00454	169
NLANBGKA_00455	7
NLANBGKA_00456	31
NLANBGKA_00457	9
NLANBGKA_00458	0
NLANBGKA_00459	3
NLANBGKA_00460	2
NLANBGKA_00461	0
NLANBGKA_00462	1
NLANBGKA_00463	89
NLANBGKA_00464	111
NLANBGKA_00465	362
NLANBGKA_00466	121
NLANBGKA_00467	16
NLANBGKA_00468	275
NLANBGKA_00469	291
NLANBGKA_00470	12
NLANBGKA_00471	65
NLANBGKA_00472	8
NLANBGKA_00473	16
NLANBGKA_00474	5
NLANBGKA_00475	188
NLANBGKA_00476	44
NLANBGKA_00477	65
NLANBGKA_00478	89
NLANBGKA_00479	57
NLANBGKA_00480	104
NLANBGKA_00481	410
NLANBGKA_00482	883
NLANBGKA_00483	8
NLANBGKA_00484	47
NLANBGKA_00485	46
NLANBGKA_00486	77
NLANBGKA_00487	65
NLANBGKA_00488	56
NLANBGKA_00489	107
NLANBGKA_00490	139
NLANBGKA_00491	259
NLANBGKA_00492	56
NLANBGKA_00493	93
NLANBGKA_00494	4
NLANBGKA_00495	1
NLANBGKA_00496	0
NLANBGKA_00497	0
NLANBGKA_00498	332
NLANBGKA_00499	27
NLANBGKA_00500	13
NLANBGKA_00501	8
NLANBGKA_00502	95
NLANBGKA_00503	343
NLANBGKA_00504	8
NLANBGKA_00505	2
NLANBGKA_00506	7
NLANBGKA_00507	4
NLANBGKA_00508	1
NLANBGKA_00509	2
NLANBGKA_00510	0
NLANBGKA_00511	233
NLANBGKA_00512	245
NLANBGKA_00513	41
NLANBGKA_00514	2
NLANBGKA_00515	39
NLANBGKA_00516	11
NLANBGKA_00517	66
NLANBGKA_00518	4
NLANBGKA_00519	41
NLANBGKA_00520	58
NLANBGKA_00521	14
NLANBGKA_00522	34
NLANBGKA_00523	4
NLANBGKA_00524	515
NLANBGKA_00525	1
NLANBGKA_00526	604
NLANBGKA_00527	55
NLANBGKA_00528	14
NLANBGKA_00529	0
NLANBGKA_00530	3369
NLANBGKA_00531	1
NLANBGKA_00532	1
NLANBGKA_00533	180
NLANBGKA_00534	38
NLANBGKA_00535	0
NLANBGKA_00536	7
NLANBGKA_00537	3
NLANBGKA_00538	0
NLANBGKA_00539	6
NLANBGKA_00540	12
NLANBGKA_00541	4
NLANBGKA_00542	0
NLANBGKA_00543	0
NLANBGKA_00544	0
NLANBGKA_00545	559
NLANBGKA_00546	181
NLANBGKA_00547	113
NLANBGKA_00548	48
NLANBGKA_00549	175
NLANBGKA_00550	163
NLANBGKA_00551	120
NLANBGKA_00552	50
NLANBGKA_00553	12
NLANBGKA_00554	7
NLANBGKA_00555	0
NLANBGKA_00556	4
NLANBGKA_00557	21
NLANBGKA_00558	2
NLANBGKA_00559	0
NLANBGKA_00560	3
NLANBGKA_00561	332
NLANBGKA_00562	2993
NLANBGKA_00563	17
NLANBGKA_00564	3
NLANBGKA_00565	1
NLANBGKA_00566	10
NLANBGKA_00567	13
NLANBGKA_00568	5
NLANBGKA_00569	3
NLANBGKA_00570	5
NLANBGKA_00571	11
NLANBGKA_00572	26
NLANBGKA_00573	3
NLANBGKA_00574	0
NLANBGKA_00575	20
NLANBGKA_00576	2
NLANBGKA_00577	0
NLANBGKA_00578	2
NLANBGKA_00579	1108
NLANBGKA_00580	408
NLANBGKA_00581	295
NLANBGKA_00582	0
NLANBGKA_00583	0
NLANBGKA_00584	9
NLANBGKA_00585	4
NLANBGKA_00586	25
NLANBGKA_00587	14
NLANBGKA_00588	6
NLANBGKA_00589	2
NLANBGKA_00590	0
NLANBGKA_00591	54
NLANBGKA_00592	21
NLANBGKA_00593	31
NLANBGKA_00594	84
NLANBGKA_00595	116
NLANBGKA_00596	0
NLANBGKA_00597	438
NLANBGKA_00598	3
NLANBGKA_00599	4
NLANBGKA_00600	19
NLANBGKA_00601	958
NLANBGKA_00602	239
NLANBGKA_00603	91
NLANBGKA_00604	2
NLANBGKA_00605	53
NLANBGKA_00606	134
NLANBGKA_00607	100
NLANBGKA_00608	684
NLANBGKA_00609	7
NLANBGKA_00610	430
NLANBGKA_00611	78
NLANBGKA_00612	1
NLANBGKA_00613	0
NLANBGKA_00614	0
NLANBGKA_00615	4
NLANBGKA_00616	169
NLANBGKA_00617	200
NLANBGKA_00618	20
NLANBGKA_00619	23
NLANBGKA_00620	24
NLANBGKA_00621	2
NLANBGKA_00622	3
NLANBGKA_00623	34
NLANBGKA_00624	33
NLANBGKA_00625	19
NLANBGKA_00626	130
NLANBGKA_00627	192
NLANBGKA_00628	140
NLANBGKA_00629	214
NLANBGKA_00630	294
NLANBGKA_00631	86
NLANBGKA_00632	331
NLANBGKA_00633	0
NLANBGKA_00634	3
NLANBGKA_00635	0
NLANBGKA_00636	0
NLANBGKA_00637	0
NLANBGKA_00638	0
NLANBGKA_00639	0
NLANBGKA_00640	0
NLANBGKA_00641	0
NLANBGKA_00642	0
NLANBGKA_00643	5
NLANBGKA_00644	0
NLANBGKA_00645	3
NLANBGKA_00646	39
NLANBGKA_00647	105
NLANBGKA_00648	94
NLANBGKA_00649	9
NLANBGKA_00650	29
NLANBGKA_00651	28
NLANBGKA_00652	11
NLANBGKA_00653	23
NLANBGKA_00654	13
NLANBGKA_00655	5
NLANBGKA_00656	1
NLANBGKA_00657	728
NLANBGKA_00658	443
NLANBGKA_00659	207
NLANBGKA_00660	90
NLANBGKA_00661	133
NLANBGKA_00662	263
NLANBGKA_00663	393
NLANBGKA_00664	75
NLANBGKA_00665	2
NLANBGKA_00666	352
NLANBGKA_00667	24742
NLANBGKA_00668	9
NLANBGKA_00669	20
NLANBGKA_00670	2755
NLANBGKA_00671	1957
NLANBGKA_00672	194
NLANBGKA_00673	143
NLANBGKA_00674	24
NLANBGKA_00675	281
NLANBGKA_00676	1
NLANBGKA_00677	220
NLANBGKA_00678	205
NLANBGKA_00679	2617
NLANBGKA_00680	39
NLANBGKA_00681	30
NLANBGKA_00682	574
NLANBGKA_00683	28
NLANBGKA_00684	89
NLANBGKA_00685	97
NLANBGKA_00686	280
NLANBGKA_00687	35
NLANBGKA_00688	33
NLANBGKA_00689	112
NLANBGKA_00690	0
NLANBGKA_00691	88
NLANBGKA_00692	18
NLANBGKA_00693	28
NLANBGKA_00694	11
NLANBGKA_00695	43
NLANBGKA_00696	60
NLANBGKA_00697	32
NLANBGKA_00698	20
NLANBGKA_00699	28
NLANBGKA_00700	10
NLANBGKA_00701	32
NLANBGKA_00702	120
NLANBGKA_00703	7
NLANBGKA_00704	6
NLANBGKA_00705	26
NLANBGKA_00706	41
NLANBGKA_00707	10
NLANBGKA_00708	25
NLANBGKA_00709	44
NLANBGKA_00710	15
NLANBGKA_00711	15
NLANBGKA_00712	11
NLANBGKA_00713	0
NLANBGKA_00714	0
NLANBGKA_00715	889
NLANBGKA_00716	0
NLANBGKA_00717	9
NLANBGKA_00718	6
NLANBGKA_00719	399
NLANBGKA_00720	467
NLANBGKA_00721	154
NLANBGKA_00722	20
NLANBGKA_00723	68
NLANBGKA_00724	12
NLANBGKA_00725	125
NLANBGKA_00726	26
NLANBGKA_00727	5
NLANBGKA_00728	0
NLANBGKA_00729	10
NLANBGKA_00730	131
NLANBGKA_00731	48
NLANBGKA_00732	11
NLANBGKA_00733	44
NLANBGKA_00734	29
NLANBGKA_00735	33
NLANBGKA_00736	1
NLANBGKA_00737	0
NLANBGKA_00738	10
NLANBGKA_00739	93
NLANBGKA_00740	184
NLANBGKA_00741	22
NLANBGKA_00742	7
NLANBGKA_00743	776
NLANBGKA_00744	149
NLANBGKA_00745	818
NLANBGKA_00746	44
NLANBGKA_00747	2
NLANBGKA_00748	1100
NLANBGKA_00749	308
NLANBGKA_00750	30
NLANBGKA_00751	1698
NLANBGKA_00752	298
NLANBGKA_00753	193
NLANBGKA_00754	148
NLANBGKA_00755	143
NLANBGKA_00756	57
NLANBGKA_00757	566
NLANBGKA_00758	800
NLANBGKA_00759	166
NLANBGKA_00760	91
NLANBGKA_00761	11
NLANBGKA_00762	178
NLANBGKA_00763	160
NLANBGKA_00764	385
NLANBGKA_00765	0
NLANBGKA_00766	216
NLANBGKA_00767	5
NLANBGKA_00768	39
NLANBGKA_00769	70
NLANBGKA_00770	110
NLANBGKA_00771	18
NLANBGKA_00772	25
NLANBGKA_00773	124
NLANBGKA_00774	24
NLANBGKA_00775	93
NLANBGKA_00776	570
NLANBGKA_00777	40
NLANBGKA_00778	4
NLANBGKA_00779	44
NLANBGKA_00780	23
NLANBGKA_00781	0
NLANBGKA_00782	224
NLANBGKA_00783	177
NLANBGKA_00784	2
NLANBGKA_00785	74
NLANBGKA_00786	0
NLANBGKA_00787	3
NLANBGKA_00788	8
NLANBGKA_00789	224
NLANBGKA_00790	74
NLANBGKA_00791	7
NLANBGKA_00792	77
NLANBGKA_00793	50
NLANBGKA_00794	243
NLANBGKA_00795	221
NLANBGKA_00796	31
NLANBGKA_00797	89
NLANBGKA_00798	3
NLANBGKA_00799	89
NLANBGKA_00800	83
NLANBGKA_00801	4
NLANBGKA_00802	0
NLANBGKA_00803	12
NLANBGKA_00804	120
NLANBGKA_00805	73
NLANBGKA_00806	2
NLANBGKA_00807	3
NLANBGKA_00808	2
NLANBGKA_00809	13
NLANBGKA_00810	93
NLANBGKA_00811	18
NLANBGKA_00812	29
NLANBGKA_00813	1
NLANBGKA_00814	123
NLANBGKA_00815	97
NLANBGKA_00816	31
NLANBGKA_00817	219
NLANBGKA_00818	112
NLANBGKA_00819	16
NLANBGKA_00820	121
NLANBGKA_00821	154
NLANBGKA_00822	68
NLANBGKA_00823	104
NLANBGKA_00824	25
NLANBGKA_00825	142
NLANBGKA_00826	55
NLANBGKA_00827	6
NLANBGKA_00828	9059
NLANBGKA_00829	20
NLANBGKA_00830	156
NLANBGKA_00831	150
NLANBGKA_00832	13
NLANBGKA_00833	397
NLANBGKA_00834	366
NLANBGKA_00835	148
NLANBGKA_00836	184
NLANBGKA_00837	44
NLANBGKA_00838	222
NLANBGKA_00839	22
NLANBGKA_00840	135
NLANBGKA_00841	30
NLANBGKA_00842	82
NLANBGKA_00843	138
NLANBGKA_00844	63
NLANBGKA_00845	68
NLANBGKA_00846	2
NLANBGKA_00847	1
NLANBGKA_00848	6
NLANBGKA_00849	125
NLANBGKA_00850	178
NLANBGKA_00851	231
NLANBGKA_00852	1
NLANBGKA_00853	16
NLANBGKA_00854	13
NLANBGKA_00855	143
NLANBGKA_00856	75
NLANBGKA_00857	55
NLANBGKA_00858	29
NLANBGKA_00859	50
NLANBGKA_00860	3
NLANBGKA_00861	1503
NLANBGKA_00862	22
NLANBGKA_00863	51
NLANBGKA_00864	5
NLANBGKA_00865	3
NLANBGKA_00866	50
NLANBGKA_00867	21
NLANBGKA_00868	51
NLANBGKA_00871	619
NLANBGKA_00874	63
NLANBGKA_00875	304
NLANBGKA_00876	150
NLANBGKA_00877	244
NLANBGKA_00878	38
NLANBGKA_00879	8
NLANBGKA_00880	2
NLANBGKA_00881	26
NLANBGKA_00882	80
NLANBGKA_00883	117
NLANBGKA_00884	226
NLANBGKA_00885	1
NLANBGKA_00886	28
NLANBGKA_00887	166
NLANBGKA_00888	73
NLANBGKA_00889	52
NLANBGKA_00890	161
NLANBGKA_00891	0
NLANBGKA_00892	34
NLANBGKA_00893	18
NLANBGKA_00894	44
NLANBGKA_00895	187
NLANBGKA_00896	99
NLANBGKA_00897	276
NLANBGKA_00898	201
NLANBGKA_00899	0
NLANBGKA_00900	0
NLANBGKA_00901	0
NLANBGKA_00902	0
NLANBGKA_00903	94
NLANBGKA_00904	13
NLANBGKA_00905	56
NLANBGKA_00906	287
NLANBGKA_00907	31
NLANBGKA_00908	28
NLANBGKA_00909	67
NLANBGKA_00910	12
NLANBGKA_00911	7
NLANBGKA_00912	3360
NLANBGKA_00913	1
NLANBGKA_00914	0
NLANBGKA_00915	48
NLANBGKA_00916	25
NLANBGKA_00917	232
NLANBGKA_00918	22
NLANBGKA_00919	0
NLANBGKA_00920	0
NLANBGKA_00921	323
NLANBGKA_00922	8
NLANBGKA_00923	8
NLANBGKA_00924	0
NLANBGKA_00925	2
NLANBGKA_00926	8
NLANBGKA_00927	14
NLANBGKA_00928	11
NLANBGKA_00929	64
NLANBGKA_00930	6
NLANBGKA_00931	12
NLANBGKA_00932	0
NLANBGKA_00933	1881
NLANBGKA_00934	3
NLANBGKA_00935	28
NLANBGKA_00936	0
NLANBGKA_00937	17
NLANBGKA_00938	17
NLANBGKA_00939	32
NLANBGKA_00940	0
NLANBGKA_00941	0
NLANBGKA_00942	3
NLANBGKA_00943	1
NLANBGKA_00944	2
NLANBGKA_00945	0
NLANBGKA_00946	776
NLANBGKA_00947	1
NLANBGKA_00948	13
NLANBGKA_00949	4
NLANBGKA_00950	0
NLANBGKA_00951	5
NLANBGKA_00952	284
NLANBGKA_00953	112
NLANBGKA_00954	125
NLANBGKA_00955	622
NLANBGKA_00956	2
NLANBGKA_00957	47
NLANBGKA_00958	329
NLANBGKA_00959	25
NLANBGKA_00960	688
NLANBGKA_00961	82
NLANBGKA_00962	197
NLANBGKA_00963	931
NLANBGKA_00964	882
NLANBGKA_00965	154
NLANBGKA_00966	0
NLANBGKA_00967	0
NLANBGKA_00968	0
NLANBGKA_00969	1
NLANBGKA_00970	1
NLANBGKA_00971	1
NLANBGKA_00972	0
NLANBGKA_00973	78
NLANBGKA_00974	205
NLANBGKA_00975	0
NLANBGKA_00976	0
NLANBGKA_00977	0
NLANBGKA_00978	5
NLANBGKA_00979	683
NLANBGKA_00980	19
NLANBGKA_00981	49
NLANBGKA_00982	23
NLANBGKA_00983	12
NLANBGKA_00984	41
NLANBGKA_00985	34
NLANBGKA_00986	8
NLANBGKA_00987	17
NLANBGKA_00988	6
NLANBGKA_00989	0
NLANBGKA_00990	137
NLANBGKA_00991	26
NLANBGKA_00992	6
NLANBGKA_00993	267
NLANBGKA_00994	289
NLANBGKA_00995	9
NLANBGKA_00996	20
NLANBGKA_00997	149
NLANBGKA_00998	119
NLANBGKA_00999	7
NLANBGKA_01000	2
NLANBGKA_01001	2
NLANBGKA_01002	6
NLANBGKA_01003	4
NLANBGKA_01004	0
NLANBGKA_01005	63
NLANBGKA_01006	264
NLANBGKA_01007	1
NLANBGKA_01008	55
NLANBGKA_01009	407
NLANBGKA_01010	10
NLANBGKA_01011	424
NLANBGKA_01012	477
NLANBGKA_01013	3
NLANBGKA_01014	4
NLANBGKA_01015	4
NLANBGKA_01016	3
NLANBGKA_01017	432
NLANBGKA_01018	63
NLANBGKA_01019	13
NLANBGKA_01020	23
NLANBGKA_01021	103
NLANBGKA_01022	120
NLANBGKA_01023	26
NLANBGKA_01024	3
NLANBGKA_01025	67
NLANBGKA_01026	42
NLANBGKA_01027	77
NLANBGKA_01028	92
NLANBGKA_01029	942
NLANBGKA_01030	5849
NLANBGKA_01031	1577
NLANBGKA_01032	2053
NLANBGKA_01033	48
NLANBGKA_01034	77
NLANBGKA_01035	21
NLANBGKA_01036	15
NLANBGKA_01037	189
NLANBGKA_01038	50
NLANBGKA_01039	23
NLANBGKA_01040	3
NLANBGKA_01041	1
NLANBGKA_01042	0
NLANBGKA_01043	14
NLANBGKA_01044	0
NLANBGKA_01045	0
NLANBGKA_01046	2
NLANBGKA_01047	1
NLANBGKA_01048	10
NLANBGKA_01049	6
NLANBGKA_01050	66
NLANBGKA_01051	8
NLANBGKA_01052	1
NLANBGKA_01053	0
NLANBGKA_01054	99
NLANBGKA_01055	38
NLANBGKA_01056	0
NLANBGKA_01057	9
NLANBGKA_01058	18
NLANBGKA_01059	34
NLANBGKA_01060	20
NLANBGKA_01061	0
NLANBGKA_01062	5
NLANBGKA_01063	138
NLANBGKA_01064	60
NLANBGKA_01065	83
NLANBGKA_01066	970
NLANBGKA_01067	607
NLANBGKA_01068	13
NLANBGKA_01069	33
NLANBGKA_01070	5
NLANBGKA_01071	76
NLANBGKA_01072	301
NLANBGKA_01073	7
NLANBGKA_01074	62
NLANBGKA_01075	489
NLANBGKA_01076	511
NLANBGKA_01077	18
NLANBGKA_01078	190
NLANBGKA_01079	23
NLANBGKA_01080	89
NLANBGKA_01081	382
NLANBGKA_01082	522
NLANBGKA_01083	654
NLANBGKA_01084	29
NLANBGKA_01085	222
NLANBGKA_01086	16
NLANBGKA_01087	35
