Id	sample_1A	sample_1B	sample_1C	sample_2A	sample_2B	sample_2C	sample_3A	sample_3B	sample_3C	sample_4A	sample_4B	sample_4C	sample_5A	sample_5B	sample_5C	sample_6A	sample_6B	sample_6C	norm.sample_1A	norm.sample_1B	norm.sample_1C	norm.sample_2A	norm.sample_2B	norm.sample_2C	norm.sample_3A	norm.sample_3B	norm.sample_3C	norm.sample_4A	norm.sample_4B	norm.sample_4C	norm.sample_5A	norm.sample_5B	norm.sample_5C	norm.sample_6A	norm.sample_6B	norm.sample_6C	baseMean	All	minus ST	minus 5614	minus 6086	minus 10675	minus SICO	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
OG741	5865	8014	4474	8796	9630	6820	15253	10413	13219	6305	2079	8541	1445	2129	1724	3821	3620	6399	7336	7827	6576	6466	6975	6912	12274	11145	10853	6111	5805	7324	1727	1499	1274	4501	3829	4794	6290.44	7246	6784	11424	6413	1500	4375	0.233	-2.099	-17.245	1.2154000621193e-66	1.51560387746277e-63	0.0104	0.01	0.0103	0.0103	TRUE	0.07
OG4357	1135	1009	549	1248	1502	828	2143	1394	1937	1044	319	1467	156	237	183	600	712	1029	1420	985	807	917	1088	839	1725	1492	1590	1012	891	1258	186	167	135	707	753	771	930.18	1071	948	1602	1054	163	744	0.153	-2.707	-14.865	5.60315437906255e-50	3.4935667553455e-47	0.0253	0.0115	0.0205	0.0205	TRUE	0.1756
OG243	1103	1452	993	1875	1922	1427	2280	1745	2178	1544	510	1813	594	1009	903	945	912	1415	1380	1418	1460	1378	1392	1446	1835	1868	1788	1496	1424	1555	710	710	667	1113	965	1060	1314.74	1419	1405	1830	1492	696	1046	0.464	-1.108	-14.631	1.78783225473316e-48	7.43142273884083e-46	6e-04	0.011	0.003	0.003	TRUE	0.0177
OG393	560	743	372	1160	1209	816	1233	972	1210	682	296	829	159	211	259	482	390	696	700	726	547	853	876	827	992	1040	993	661	826	711	190	149	191	568	413	521	654.68	658	852	1008	733	177	501	0.242	-2.048	-14.351	1.05141867749273e-46	3.27779772708357e-44	0.0103	0.0122	0.0112	0.0112	TRUE	0.0898
OG883	7744	10292	6706	23260	21059	17189	14796	11686	14410	11075	3778	12498	4198	7848	7434	7378	7037	10943	9686	10052	9857	17098	15252	17420	11907	12507	11831	10733	10549	10717	5018	5524	5495	8691	7444	8198	10443.36	9865	16590	12082	10666	5346	8111	0.501	-0.996	-13.365	9.70448139964109e-41	2.01691471755874e-38	0.0024	0.0099	0.0039	0.0039	TRUE	0.021
OG1348	9192	11604	7057	12015	12566	9305	15910	11515	14435	10281	3560	12500	4646	8418	7411	7059	7628	11549	11498	11333	10373	8832	9101	9430	12803	12324	11852	9964	9940	10719	5553	5926	5478	8315	8069	8652	9453.46	11068	9121	12326	10208	5652	8345	0.554	-0.853	-12.823	1.22549258508723e-37	2.18312750514825e-35	0.0016	0.0099	0.003	0.003	TRUE	0.0122
OG1194	4631	5552	3811	6322	5682	4632	6511	4386	7067	6171	2516	8278	1736	3178	3932	3342	3829	5733	5793	5423	5602	4647	4115	4694	5240	4694	5802	5981	7025	7099	2075	2237	2906	3937	4050	4295	4756.36	5606	4485	5245	6702	2406	4094	0.359	-1.476	-12.433	1.73592258582148e-35	2.70586933064923e-33	0.0099	0.0101	0.0099	0.0099	TRUE	0.1343
OG717	2477	3242	1975	4331	3991	3163	5563	3690	5164	2301	904	3182	785	1438	1536	1803	1582	2380	3098	3166	2903	3184	2891	3206	4477	3949	4240	2230	2524	2729	938	1012	1135	2124	1673	1783	2625.68	3056	3094	4222	2494	1028	1860	0.413	-1.276	-11.785	4.66095909298054e-32	6.45801776549637e-30	0.0067	0.0104	0.0077	0.0077	TRUE	0.061
OG244	819	1094	687	1373	1546	1030	1703	1321	1691	999	380	1115	432	597	514	708	697	1075	1024	1068	1010	1009	1120	1044	1370	1414	1388	968	1061	956	516	420	380	834	737	805	951.48	1034	1058	1391	995	439	792	0.44	-1.185	-11.568	5.99487372648642e-31	7.47560753692856e-29	0.0034	0.0114	0.0058	0.0058	TRUE	0.0843
OG1199	802	1092	685	2486	2216	1987	2421	1682	2188	1003	319	1429	311	565	513	628	545	877	1003	1067	1007	1827	1605	2014	1948	1800	1796	972	891	1225	372	398	379	740	577	657	1126.53	1026	1815	1848	1029	383	658	0.37	-1.436	-11.43	2.96547115043735e-30	3.36176593145034e-28	0.0085	0.0112	0.0095	0.0095	TRUE	0.0829
OG1352	5234	7533	4289	3755	3232	2585	8528	5989	7741	6328	2522	7804	2562	3788	4110	5614	5011	8690	6547	7357	6304	2760	2341	2620	6863	6410	6356	6133	7042	6692	3062	2666	3038	6613	5301	6510	5256.38	6736	2574	6543	6622	2922	6141	0.441	-1.18	-11.387	4.86802171830034e-30	5.0586859022671e-28	0.0063	0.0101	0.0075	0.0075	TRUE	0.0582
OG1755	383	592	311	941	769	647	766	600	862	537	171	628	132	214	270	342	431	673	479	578	457	692	557	656	616	642	708	520	477	539	158	151	200	403	456	504	488.47	505	635	655	512	170	454	0.33	-1.6	-11.257	2.14567211295615e-29	2.05819471142793e-27	0.0095	0.013	0.0106	0.0106	TRUE	0.095
OG729	294	382	183	386	491	407	651	484	524	267	123	370	67	76	65	175	131	205	368	373	269	284	356	412	524	518	430	259	343	317	80	53	48	206	139	154	285.18	337	351	491	306	60	166	0.195	-2.359	-11.211	3.61975544689259e-29	3.22416788733933e-27	0.0285	0.0152	0.0223	0.0223	TRUE	0.1202
OG487	513	667	429	803	922	604	1041	678	862	553	209	789	218	349	327	409	393	614	642	651	631	590	668	612	838	726	708	536	584	677	261	246	242	482	416	460	553.69	641	623	757	599	250	453	0.414	-1.273	-10.969	5.3719098112542e-28	4.46584768975599e-26	0.0045	0.0126	0.0068	0.0068	TRUE	0.06
OG1498	1941	2241	1626	1444	1691	1586	1526	1143	1521	3804	1037	6340	884	1725	1637	1315	1665	2039	2428	2189	2390	1061	1225	1607	1228	1223	1249	3687	2895	5437	1057	1214	1210	1549	1761	1528	1940.99	2336	1298	1233	4006	1160	1613	0.289	-1.79	-10.319	5.76028483788797e-25	3.99059732935905e-23	0.027	0.0106	0.0211	0.0211	TRUE	0.047
