OG	sample_3C
OG14	297.0
OG36	1178.0
OG39	422.0
OG58	476.0
OG100	905.0
OG103	670.0
OG104	327.0
OG112	473.0
OG124	2513.0
OG134	192.0
OG136	3.0
OG175	87.0
OG183	0.0
OG195	9.0
OG196	30.0
OG204	201.0
OG213	451.0
OG231	294.0
OG242	220.0
OG243	2178.0
OG244	1691.0
OG245	494.0
OG273	379.0
OG304	3651.0
OG305	362.0
OG306	7.0
OG310	8.0
OG336	434.0
OG342	461.0
OG349	4.0
OG356	11.0
OG361	732.0
OG369	35.0
OG370	616.0
OG371	263.0
OG372	168.0
OG373	2658.0
OG374	727.0
OG375	141.0
OG376	28.0
OG377	530.0
OG378	475.0
OG379	1209.0
OG380	301.0
OG381	679.0
OG382	2.0
OG383	162.0
OG384	1562.0
OG385	926.0
OG386	956.0
OG387	203.0
OG388	117.0
OG389	366.0
OG390	183.0
OG391	406.0
OG392	1840.0
OG393	1210.0
OG394	1219.0
OG395	376.0
OG396	675.0
OG397	1187.0
OG398	76.0
OG399	479.0
OG400	467.0
OG401	3867.0
OG402	90.0
OG403	3618.0
OG404	32.0
OG405	248.0
OG406	1892.0
OG407	554.0
OG408	391.0
OG409	699.0
OG410	562.0
OG411	4772.0
OG412	62.0
OG413	3621.0
OG414	880.0
OG415	1273.0
OG416	1067.0
OG417	1186.0
OG418	672.0
OG419	643.0
OG420	7742.0
OG421	7.0
OG422	839.0
OG423	54.0
OG424	742.0
OG425	1327.0
OG426	590.0
OG427	365.0
OG428	5697.0
OG429	8286.0
OG430	1819.0
OG431	484.0
OG432	1150.0
OG433	2852.0
OG434	2773.0
OG435	623.0
OG436	392.0
OG437	368.0
OG438	7024.0
OG439	16.0
OG440	1003.0
OG441	1394.0
OG442	230.0
OG443	3117.0
OG444	1655.0
OG445	620.0
OG446	445.0
OG447	2728.0
OG448	1321.0
OG449	643.0
OG450	1192.0
OG451	812.0
OG452	787.0
OG453	63.0
OG454	147.0
OG455	114.0
OG456	178.0
OG457	2210.0
OG458	134.0
OG459	1431.0
OG460	78.0
OG461	1867.0
OG462	512.0
OG463	900.0
OG464	20.0
OG465	726.0
OG466	2473.0
OG467	941.0
OG468	1746.0
OG469	37.0
OG470	10.0
OG471	456.0
OG472	2964.0
OG473	276.0
OG474	50.0
OG475	324.0
OG476	10007.0
OG477	1334.0
OG478	3453.0
OG479	434.0
OG480	2352.0
OG481	4465.0
OG482	2738.0
OG483	2483.0
OG484	39.0
OG485	327.0
OG486	981.0
OG487	862.0
OG488	215.0
