OG	sample_3B
OG14	207.0
OG36	951.0
OG39	378.0
OG58	370.0
OG100	631.0
OG103	504.0
OG104	243.0
OG112	376.0
OG124	2188.0
OG134	166.0
OG136	8.0
OG175	62.0
OG183	0.0
OG195	9.0
OG196	44.0
OG204	173.0
OG213	341.0
OG231	196.0
OG242	176.0
OG243	1745.0
OG244	1321.0
OG245	346.0
OG273	324.0
OG304	3063.0
OG305	319.0
OG306	4.0
OG310	8.0
OG336	330.0
OG342	417.0
OG349	0.0
OG356	7.0
OG361	563.0
OG369	26.0
OG370	391.0
OG371	182.0
OG372	97.0
OG373	2242.0
OG374	563.0
OG375	134.0
OG376	25.0
OG377	368.0
OG378	375.0
OG379	795.0
OG380	224.0
OG381	506.0
OG382	1.0
OG383	114.0
OG384	1137.0
OG385	651.0
OG386	669.0
OG387	123.0
OG388	83.0
OG389	229.0
OG390	115.0
OG391	268.0
OG392	1326.0
OG393	972.0
OG394	913.0
OG395	297.0
OG396	521.0
OG397	870.0
OG398	68.0
OG399	406.0
OG400	280.0
OG401	2967.0
OG402	92.0
OG403	2765.0
OG404	25.0
OG405	171.0
OG406	1394.0
OG407	421.0
OG408	310.0
OG409	567.0
OG410	383.0
OG411	3928.0
OG412	72.0
OG413	3172.0
OG414	702.0
OG415	1085.0
OG416	789.0
OG417	909.0
OG418	589.0
OG419	536.0
OG420	5887.0
OG421	5.0
OG422	624.0
OG423	41.0
OG424	467.0
OG425	1059.0
OG426	431.0
OG427	286.0
OG428	4692.0
OG429	6656.0
OG430	1441.0
OG431	461.0
OG432	946.0
OG433	2303.0
OG434	2219.0
OG435	449.0
OG436	261.0
OG437	266.0
OG438	5501.0
OG439	16.0
OG440	848.0
OG441	1215.0
OG442	114.0
OG443	2461.0
OG444	1379.0
OG445	527.0
OG446	345.0
OG447	2101.0
OG448	1115.0
OG449	457.0
OG450	943.0
OG451	696.0
OG452	653.0
OG453	52.0
OG454	105.0
OG455	95.0
OG456	111.0
OG457	1816.0
OG458	87.0
OG459	1050.0
OG460	67.0
OG461	1805.0
OG462	390.0
OG463	669.0
OG464	32.0
OG465	622.0
OG466	2057.0
OG467	771.0
OG468	1551.0
OG469	26.0
OG470	11.0
OG471	344.0
OG472	2444.0
OG473	201.0
OG474	58.0
OG475	266.0
OG476	7836.0
OG477	1383.0
OG478	3038.0
OG479	358.0
OG480	1821.0
OG481	3662.0
OG482	2018.0
OG483	1985.0
OG484	27.0
OG485	249.0
OG486	738.0
OG487	678.0
OG488	169.0
OG489	1550.0
OG490	1440.0
OG491	362.0
OG492	368.0
OG493	19.0
OG494	386.0
OG495	727.0
OG496	1900.0
OG497	104.0
OG498	1217.0
OG499	2501.0
OG500	126.0
OG501	211.0
OG502	113.0
OG503	1067.0
OG504	742.0
OG505	224.0
OG506	371.0
OG507	32.0
OG508	454.0
OG509	401.0
OG510	336.0
OG511	771.0
OG512	412.0
OG513	181.0
OG514	111.0
OG515	134.0
OG516	113.0
OG517	6.0
OG518	93.0
OG519	758.0
OG520	535.0
OG521	1783.0
OG522	962.0
OG523	2153.0
OG524	1494.0
OG525	3196.0
OG526	232.0
OG527	2.0
OG528	1068.0
OG529	40.0
OG530	752.0
OG531	154.0
OG532	1096.0
OG533	971.0
OG534	244.0
OG535	163.0
OG536	974.0
OG537	1124.0
OG538	947.0
OG539	648.0
OG540	166.0
