OG	sample_4B
OG14	99.0
OG36	325.0
OG39	175.0
OG58	167.0
OG100	276.0
OG103	136.0
OG104	57.0
OG112	135.0
OG124	1374.0
OG134	68.0
OG136	3.0
OG175	22.0
OG183	1.0
OG195	1.0
OG196	1.0
OG204	54.0
OG213	162.0
OG231	61.0
OG242	70.0
OG243	510.0
OG244	380.0
OG245	116.0
OG273	89.0
OG304	603.0
OG305	142.0
OG306	1.0
OG310	1.0
OG336	140.0
OG342	234.0
OG349	3.0
OG356	8.0
OG361	147.0
OG369	33.0
OG370	65.0
OG371	64.0
OG372	57.0
OG373	837.0
OG374	204.0
OG375	65.0
OG376	3.0
OG377	220.0
OG378	314.0
OG379	323.0
OG380	172.0
OG381	302.0
OG382	2.0
OG383	34.0
OG384	982.0
OG385	353.0
OG386	608.0
OG387	58.0
OG388	57.0
OG389	161.0
OG390	63.0
OG391	243.0
OG392	319.0
OG393	296.0
OG394	600.0
OG395	79.0
OG396	650.0
OG397	300.0
OG398	21.0
OG399	291.0
OG400	126.0
OG401	1410.0
OG402	13.0
OG403	1378.0
OG404	4.0
OG405	108.0
OG406	489.0
OG407	134.0
OG408	92.0
OG409	462.0
OG410	256.0
OG411	1665.0
OG412	118.0
OG413	900.0
OG414	250.0
OG415	296.0
OG416	317.0
OG417	211.0
OG418	196.0
OG419	148.0
OG420	2074.0
OG421	1.0
OG422	189.0
OG423	32.0
OG424	157.0
OG425	277.0
OG426	240.0
OG427	181.0
OG428	1503.0
OG429	4229.0
OG430	629.0
OG431	94.0
OG432	471.0
OG433	659.0
OG434	1327.0
OG435	140.0
OG436	62.0
OG437	160.0
OG438	1731.0
OG439	4.0
OG440	353.0
OG441	372.0
OG442	62.0
OG443	1260.0
OG444	566.0
OG445	236.0
OG446	104.0
OG447	982.0
OG448	757.0
OG449	122.0
OG450	266.0
OG451	341.0
OG452	280.0
OG453	10.0
OG454	77.0
OG455	82.0
OG456	23.0
OG457	480.0
OG458	11.0
OG459	644.0
OG460	50.0
OG461	587.0
OG462	368.0
OG463	235.0
OG464	11.0
OG465	203.0
OG466	470.0
OG467	365.0
OG468	297.0
OG469	19.0
OG470	18.0
OG471	87.0
OG472	708.0
OG473	66.0
OG474	36.0
OG475	83.0
OG476	16472.0
OG477	513.0
OG478	1073.0
OG479	126.0
OG480	1074.0
OG481	1112.0
OG482	816.0
OG483	620.0
OG484	28.0
OG485	521.0
OG486	255.0
OG487	209.0
OG488	46.0
OG489	594.0
OG490	498.0
OG491	137.0
OG492	123.0
OG493	5.0
