OG	sample_2A
OG1164	64.0
OG1165	4394.0
OG1166	1244.0
OG1167	484.0
OG1168	825.0
OG1169	1169.0
OG1170	1956.0
OG1171	917.0
OG1172	493.0
OG1173	1404.0
OG1174	331.0
OG1175	2374.0
OG1176	173.0
OG1177	1608.0
OG1178	6382.0
OG1179	1250.0
OG1180	1863.0
OG1181	1522.0
OG1182	1305.0
OG1183	15203.0
OG1184	9901.0
OG1185	4676.0
OG1186	582.0
OG1187	308.0
OG1188	463.0
OG1189	1737.0
OG1190	403.0
OG1191	1560.0
OG1192	32.0
OG1193	4989.0
OG1194	6322.0
OG1195	117.0
OG1196	956.0
OG1197	172.0
OG1198	4009.0
OG1199	2486.0
OG1200	248.0
OG1201	1060.0
OG1202	4362.0
OG1203	292.0
OG1204	2053.0
OG1205	1710.0
OG1206	23260.0
OG1207	45.0
OG1208	1040.0
OG1209	252.0
OG1210	1565.0
OG1211	2505.0
OG1212	425.0
OG1213	33.0
OG1214	884.0
OG1215	3662.0
OG1216	5307.0
OG1217	818.0
OG1218	152.0
OG1219	1542.0
OG1220	30.0
OG1221	2475.0
OG1222	3395.0
OG1223	798.0
OG1224	5477.0
OG1225	1071.0
OG1226	3596.0
OG1227	2381.0
OG1228	345.0
OG1229	1313.0
OG1230	623.0
OG1231	18177.0
OG1232	1157.0
OG1233	2165.0
OG1234	334.0
OG1235	5662.0
OG1236	794.0
OG1237	6214.0
OG1238	5974.0
OG1239	8.0
OG1240	9168.0
OG1241	109860.0
OG1242	125.0
OG1243	1057.0
OG1244	236.0
OG1245	8147.0
OG1246	34534.0
OG1247	4395.0
OG1248	1342.0
OG1249	281.0
OG1250	906.0
OG1251	410.0
OG1252	7529.0
OG1253	6311.0
OG1254	598.0
OG1255	7559.0
OG1256	12688.0
OG1257	399.0
OG1258	3297.0
OG1259	326.0
OG1260	12557.0
OG1261	10046.0
OG1262	2543.0
OG1263	11061.0
OG1264	4014.0
OG1265	4707.0
OG1266	2670.0
OG1267	4646.0
OG1268	2104.0
OG1269	827.0
OG1270	3709.0
OG1271	5296.0
OG1272	3645.0
OG1273	823.0
OG1274	19249.0
OG1275	1401.0
OG1276	396.0
OG1277	2807.0
OG1278	243.0
OG1279	1408.0
OG1280	393.0
OG1281	152.0
OG1282	11043.0
OG1283	11.0
OG1284	1875.0
OG1285	356.0
OG1286	1343.0
OG1287	2621.0
OG1288	582.0
OG1289	7022.0
OG1290	14958.0
OG1291	1105.0
OG1292	446.0
OG1293	2047.0
OG1294	19.0
OG1295	387.0
OG1296	2586.0
OG1297	1074.0
OG1298	88.0
OG1299	1826.0
OG1300	5337.0
OG1301	86.0
OG1302	88.0
OG1303	2404.0
OG1304	1104.0
OG1305	1299.0
OG1306	2126.0
OG1307	1495.0
OG1308	834.0
OG1309	247.0
OG1310	1359.0
OG1311	1554.0
OG1312	730.0
OG1313	43182.0
OG1314	139.0
OG1315	877.0
OG1316	433.0
OG1317	383.0
OG1318	17402.0
OG1319	624.0
OG1320	8060.0
OG1321	1507.0
OG1322	2838.0
OG1323	718.0
OG1324	719.0
OG1325	151.0
OG1326	370.0
OG1327	4636.0
OG1328	48.0
OG1329	1028.0
OG1330	691.0
OG1331	4814.0
OG1332	994.0
OG1333	30628.0
OG1334	2362.0
OG1335	2548.0
OG1336	7702.0
OG1337	18090.0
OG1338	892.0
OG1339	1984.0
OG1340	200.0
OG1341	22939.0
OG1342	10256.0
OG1343	17418.0
OG1344	28140.0
OG1345	4175.0
OG1346	386.0
OG1347	2525.0
OG1348	12015.0
OG1349	25703.0
OG1350	3975.0
OG1351	215.0
OG1352	3755.0
OG1353	583.0
OG1354	1289.0
OG1355	277.0
OG1356	8256.0
OG1357	76927.0
OG1358	2611.0
OG1359	2131.0
OG1360	7457.0
OG1361	238.0
OG1362	13478.0
OG1363	2248.0
OG1364	5430.0
OG1365	2474.0
OG1366	820.0
OG1367	171.0
OG1368	67.0
OG1369	1339.0
OG1370	18248.0
OG1371	24300.0
OG1372	11073.0
OG1373	11010.0
OG1374	54459.0
OG1375	43.0
OG1376	345.0
OG1377	20194.0
OG1378	14072.0
OG1379	5105.0
OG1380	1891.0
OG1381	0.0
OG1382	20.0
OG1383	869.0
OG1384	1246.0
OG1385	8150.0
OG1386	42653.0
OG1387	3744.0
OG1388	2102.0
OG1389	1642.0
OG1390	8777.0
OG1391	173.0
OG1392	382.0
OG1393	3848.0
OG1394	7845.0
OG1395	10987.0
OG1396	1352.0
OG1397	1819.0
OG1398	5862.0
OG1399	2798.0
OG1400	1570.0
OG1401	8359.0
OG1402	531.0
OG1403	5145.0
OG1404	10969.0
OG1405	28128.0
OG1406	8646.0
OG1407	14995.0
OG1408	13948.0
OG1409	17536.0
OG1410	1526.0
OG1411	6440.0
OG1412	2705.0
OG1413	744.0
OG1414	6015.0
OG1415	554.0
OG1416	5359.0
OG1417	8276.0
OG1418	3345.0
OG1419	223.0
OG1420	11553.0
OG1421	3602.0
OG1422	258.0
OG1423	7310.0
OG1424	8935.0
OG1425	21044.0
OG1426	9513.0
OG1427	3094.0
OG1428	6494.0
OG1429	1181.0
OG1430	4488.0
OG1431	3622.0
OG1432	1628.0
OG1433	2940.0
OG1434	973.0
OG1435	1031.0
OG1436	1197.0
OG1437	8573.0
OG1438	59.0
OG1439	1048.0
OG1440	9244.0
OG1441	22538.0
OG1442	10296.0
OG1443	67.0
OG1444	3090.0
OG1445	2812.0
OG1446	2587.0
OG1447	5200.0
OG1448	106.0
OG1449	410.0
OG1450	80.0
OG1451	4248.0
OG1452	1322.0
OG1453	1216.0
OG1454	1121.0
OG1455	1097.0
OG1456	538.0
OG1457	940.0
OG1458	5881.0
OG1459	1194.0
OG1460	3381.0
OG1461	1329.0
OG1462	4325.0
OG1463	5814.0
OG1464	685.0
OG1465	16144.0
OG1466	8528.0
OG1467	1152.0
OG1468	1114.0
OG1469	811.0
OG1470	21934.0
OG1471	2603.0
OG1472	197.0
OG1473	212.0
OG1474	791.0
OG1475	1905.0
OG1476	35210.0
OG1477	1371.0
OG1478	1157.0
OG1479	16821.0
OG1480	1462.0
OG1481	1493.0
OG1482	2222.0
OG1483	1325.0
OG1484	2951.0
OG1485	2000.0
OG1486	8361.0
OG1487	6638.0
OG1488	8409.0
OG1489	9630.0
OG1490	15737.0
OG1491	520.0
OG1492	33042.0
OG1493	1390.0
OG1494	6797.0
OG1495	23.0
OG1496	226.0
OG1497	3973.0
OG1498	1444.0
OG1499	595.0
OG1500	5667.0
OG1501	21.0
OG1502	916.0
OG1503	18882.0
OG1504	1440.0
OG1505	3819.0
OG1506	2238.0
OG1507	94729.0
OG1508	2567.0
OG1509	7086.0
OG1510	146.0
OG1511	899.0
OG1512	169.0
OG1513	592.0
OG1514	1029.0
OG1515	1597.0
OG1516	2950.0
OG1517	897.0
OG1518	6645.0
OG1519	1284.0
OG1520	3634.0
OG1521	6768.0
OG1522	2954.0
OG1523	8226.0
OG1524	6461.0
OG1525	2013.0
OG1526	674.0
OG1527	446.0
OG1528	5865.0
OG1529	2524.0
OG1530	5119.0
OG1531	2066.0
OG1532	7310.0
OG1533	2105.0
OG1534	2900.0
OG1535	408.0
OG1536	5693.0
OG1537	3641.0
OG1538	1643.0
OG1539	3483.0
OG1540	10016.0
OG1541	1432.0
OG1542	1294.0
OG1543	1040.0
OG1544	679.0
OG1545	3519.0
OG1546	2658.0
OG1547	233.0
OG1548	630.0
OG1549	690.0
OG1550	15968.0
OG1551	9442.0
OG1552	9430.0
OG1553	12.0
OG1554	2057.0
OG1555	17759.0
OG1556	409.0
OG1557	20806.0
OG1558	891.0
OG1559	525.0
OG1560	574.0
OG1561	3106.0
OG1562	4430.0
OG1563	34483.0
OG1564	1652.0
OG1565	2696.0
OG1566	704.0
OG1567	3006.0
OG1568	12395.0
OG1569	9324.0
OG1570	32.0
OG1571	31.0
OG1572	2629.0
OG1573	1934.0
OG1574	2415.0
OG1575	362.0
OG1576	1610.0
OG1577	889.0
OG1578	287.0
OG1579	606.0
OG1580	481.0
OG1581	9445.0
OG1582	4423.0
OG1583	7609.0
OG1584	125.0
OG1585	5652.0
OG1586	4129.0
OG1587	541.0
OG1588	1164.0
OG1589	101.0
OG1590	1450.0
OG1591	4677.0
OG1592	6791.0
OG1593	3272.0
OG1594	425.0
OG1595	2013.0
OG1596	263.0
OG1597	3291.0
OG1598	1049.0
OG1599	1639.0
OG1600	1686.0
OG1601	109.0
OG1602	32009.0
OG1603	1611.0
OG1604	3526.0
OG1605	1479.0
OG1606	48.0
OG1607	780.0
OG1608	158.0
OG1609	3939.0
OG1610	25416.0
OG1611	992.0
OG1612	1864.0
OG1613	4009.0
OG1614	7503.0
OG1615	8278.0
OG1616	3143.0
OG1617	1296.0
OG1618	624.0
OG1619	6340.0
OG1620	130.0
OG1621	806.0
OG1622	2060.0
OG1623	686.0
OG1624	50381.0
OG1625	850.0
OG1626	10855.0
OG1627	3454.0
OG1628	4504.0
OG1629	6214.0
OG1630	1290.0
OG1631	2751.0
OG1632	1421.0
OG1633	3702.0
OG1634	3688.0
OG1635	3617.0
OG1636	22095.0
OG1637	45695.0
OG1638	95086.0
OG1639	19785.0
OG1640	4767.0
OG1641	4800.0
OG1642	4028.0
OG1643	1514.0
OG1644	4507.0
OG1645	1060.0
OG1646	777.0
OG1647	4939.0
OG1648	1255.0
OG1649	2475.0
OG1650	168.0
OG1651	7417.0
OG1652	1307.0
OG1653	10334.0
OG1654	568.0
OG1655	54.0
OG1656	30312.0
OG1657	10945.0
OG1658	29714.0
OG1659	73.0
OG1660	1008.0
OG1661	3394.0
OG1662	40.0
OG1663	5985.0
OG1664	1625.0
OG1665	3114.0
OG1666	5096.0
OG1667	1043.0
OG1668	782.0
OG1669	3180.0
OG1670	8216.0
OG1671	134.0
OG1672	2673.0
OG1673	1466.0
OG1674	1115.0
OG1675	2252.0
OG1676	17131.0
OG1677	901.0
OG1678	5347.0
OG1679	1641.0
OG1680	16433.0
OG1681	1342.0
OG1682	156.0
OG1683	52132.0
OG1684	582.0
OG1685	10195.0
OG1686	1810.0
OG1687	4393.0
OG1688	11849.0
OG1689	855.0
OG1690	257.0
OG1691	6681.0
OG1692	12.0
OG1693	6306.0
OG1694	32663.0
OG1695	2367.0
OG1696	85.0
OG1697	8034.0
OG1698	1278.0
OG1699	16081.0
OG1700	4290.0
OG1701	38.0
OG1702	428.0
OG1703	23045.0
OG1704	1429.0
OG1705	1067.0
OG1706	2508.0
OG1707	180.0
OG1708	539.0
OG1709	9403.0
OG1710	1187.0
OG1711	70591.0
OG1712	5263.0
OG1713	11815.0
OG1714	2346.0
OG1715	1617.0
OG1716	116.0
OG1717	788.0
OG1718	52.0
OG1719	1094.0
OG1720	2755.0
OG1721	2563.0
OG1722	446.0
OG1723	2397.0
OG1724	10823.0
OG1725	2019.0
OG1726	255.0
OG1732	936.0
OG1734	334.0
OG1737	616.0
OG1738	1367.0
OG1740	2575.0
OG1741	381.0
OG1743	1473.0
OG1744	10895.0
OG1746	1093.0
OG1754	15731.0
OG1755	941.0
OG1756	760.0
OG1757	3782.0
OG1758	16.0
OG1759	821.0
OG1760	3487.0
OG1761	2343.0
OG1769	2019.0
OG1772	70.0
OG1773	221.0
OG1777	319.0
OG1778	65.0
OG1779	508.0
OG1781	5667.0
OG1789	7812.0
OG1795	637.0
OG1798	1193.0
OG1799	1720.0
OG1803	1207.0
OG1810	168.0
OG1812	18.0
OG1818	337.0
OG1819	600.0
OG1826	132.0
OG1867	12702.0
OG1936	377.0
OG1976	538.0
OG1988	497.0
OG2013	14456.0
OG2017	2035.0
OG2018	574.0
OG2020	3726.0
OG2021	17612.0
OG2022	9071.0
OG2034	15651.0
OG2037	2871.0
OG2038	559.0
OG2039	4274.0
OG2040	18.0
OG2048	3455.0
OG2063	19267.0
OG2064	3844.0
OG2065	9314.0
OG2066	14457.0
OG2068	255.0
OG2069	2568.0
OG2070	402.0
OG2071	588.0
OG2073	755.0
OG2075	475.0
OG2095	6723.0
OG2096	8650.0
OG2113	256827.0
OG2156	282.0
OG2163	493.0
OG2209	4435.0
OG2215	224.0
OG2700	9859.0
OG2717	7.0
OG2782	16817.0
OG2800	3.0
OG2838	44907.0
OG2839	4439.0
OG2862	786.0
OG2921	5.0
OG2973	553.0
OG2976	1792.0
OG2991	1466.0
OG3026	272.0
OG3045	1927.0
OG3607	178.0
OG4100	132.0
OG4300	991.0
OG4357	1248.0
OG4416	16982.0
OG4442	2053.0
OG4461	67.0
