OG	sample_5A
OG14	220.0
OG36	1190.0
OG39	476.0
OG58	238.0
OG100	536.0
OG103	307.0
OG104	121.0
OG112	439.0
OG124	2941.0
OG134	156.0
OG136	14.0
OG175	96.0
OG183	5.0
OG195	11.0
OG196	8.0
OG204	295.0
OG213	276.0
OG231	92.0
OG242	174.0
OG243	594.0
OG244	432.0
OG245	318.0
OG273	120.0
OG304	1004.0
OG305	215.0
OG306	9.0
OG310	4.0
OG336	382.0
OG342	381.0
OG349	16.0
OG356	25.0
OG361	667.0
OG369	56.0
OG370	184.0
OG371	301.0
OG372	119.0
OG373	2043.0
OG374	574.0
OG375	205.0
OG376	19.0
OG377	441.0
OG378	928.0
OG379	532.0
OG380	334.0
OG381	623.0
OG382	1.0
OG383	110.0
OG384	2194.0
OG385	526.0
OG386	887.0
OG387	400.0
OG388	259.0
OG389	833.0
OG390	210.0
OG391	433.0
OG392	1041.0
OG393	159.0
OG394	1569.0
OG395	254.0
OG396	1260.0
OG397	848.0
OG398	58.0
OG399	715.0
OG400	323.0
OG401	3008.0
OG402	56.0
OG403	3412.0
OG404	46.0
OG405	320.0
OG406	698.0
OG407	468.0
OG408	332.0
OG409	483.0
OG410	387.0
OG411	3702.0
OG412	386.0
OG413	1260.0
OG414	629.0
OG415	662.0
OG416	775.0
OG417	613.0
OG418	608.0
OG419	319.0
OG420	6670.0
OG421	8.0
OG422	527.0
OG423	61.0
OG424	408.0
OG425	957.0
OG426	237.0
OG427	621.0
OG428	1111.0
OG429	3820.0
OG430	1258.0
OG431	210.0
OG432	448.0
OG433	1153.0
OG434	2219.0
OG435	564.0
OG436	219.0
OG437	333.0
OG438	3689.0
OG439	9.0
OG440	574.0
OG441	662.0
OG442	133.0
OG443	2211.0
OG444	1089.0
OG445	426.0
OG446	191.0
OG447	1666.0
OG448	817.0
OG449	272.0
OG450	508.0
OG451	698.0
OG452	799.0
OG453	18.0
OG454	172.0
OG455	120.0
OG456	64.0
OG457	1330.0
OG458	63.0
OG459	1216.0
OG460	134.0
OG461	1291.0
OG462	1122.0
OG463	744.0
OG464	44.0
OG465	465.0
OG466	1347.0
OG467	969.0
OG468	723.0
OG469	73.0
OG470	28.0
OG471	155.0
OG472	1777.0
OG473	118.0
OG474	88.0
OG475	265.0
OG476	17335.0
OG477	499.0
OG478	3035.0
OG479	272.0
OG480	2021.0
OG481	2292.0
OG482	1988.0
OG483	1744.0
OG484	84.0
OG485	754.0
OG486	833.0
OG487	218.0
OG488	358.0
OG489	2298.0
OG490	1417.0
OG491	284.0
OG492	486.0
OG493	26.0
OG494	261.0
OG495	672.0
OG496	1609.0
OG497	111.0
OG498	1268.0
OG499	2529.0
OG500	77.0
OG501	418.0
OG502	71.0
OG503	1350.0
OG504	671.0
OG505	128.0
OG506	274.0
OG507	29.0
OG508	238.0
OG509	285.0
OG510	343.0
OG511	1193.0
OG512	306.0
OG513	182.0
OG514	125.0
OG515	93.0
OG516	194.0
OG517	9.0
OG518	221.0
OG519	926.0
OG520	1004.0
OG521	1073.0
OG522	681.0
OG523	2038.0
OG524	1238.0
OG525	2903.0
OG526	171.0
OG527	14.0
OG528	608.0
OG529	39.0
OG530	232.0
OG531	147.0
OG532	679.0
OG533	523.0
OG534	326.0
OG535	153.0
OG536	957.0
OG537	708.0
OG538	770.0
OG539	289.0
OG540	311.0
OG541	1103.0
OG542	621.0
OG543	201.0
OG544	205.0
OG545	833.0
OG546	1659.0
OG547	1196.0
OG548	302.0
OG549	50.0
OG550	637.0
OG551	675.0
OG552	45.0
OG553	390.0
OG554	3612.0
OG555	1382.0
OG556	579.0
OG557	2068.0
OG558	453.0
OG559	19.0
OG560	13.0
OG561	226.0
OG562	222.0
OG563	308.0
OG564	637.0
OG565	70.0
OG566	419.0
OG567	207.0
OG568	1590.0
OG569	847.0
OG570	420.0
OG571	555.0
OG572	1049.0
OG573	175.0
OG574	256.0
OG575	669.0
OG576	507.0
OG577	318.0
OG578	70.0
OG579	377.0
OG580	361.0
OG581	570.0
OG582	258.0
OG583	254.0
OG584	312.0
OG585	981.0
OG586	125.0
OG587	174.0
OG588	117.0
OG589	463.0
OG590	2586.0
OG591	645.0
OG592	83.0
OG593	1877.0
OG594	339.0
OG595	4476.0
OG596	123.0
OG597	960.0
OG598	1195.0
OG599	272.0
OG600	29.0
OG601	955.0
OG602	2837.0
OG603	40.0
OG604	4100.0
OG605	1130.0
OG606	243.0
OG607	1138.0
OG608	33.0
OG609	259.0
OG610	4205.0
OG611	762.0
OG612	398.0
OG613	61.0
OG614	54.0
OG615	160.0
OG616	735.0
OG617	19.0
OG618	194.0
OG619	808.0
OG620	404.0
OG621	1171.0
OG622	673.0
OG623	252.0
OG624	274.0
OG625	566.0
OG626	130.0
OG627	4432.0
OG628	233.0
OG629	460.0
OG630	273.0
OG631	1678.0
OG632	369.0
OG633	256.0
OG634	1370.0
OG635	1453.0
OG636	371.0
OG637	589.0
OG638	998.0
OG639	439.0
OG640	2124.0
OG641	4246.0
OG642	398.0
OG643	735.0
OG644	136.0
OG645	1382.0
OG646	5376.0
OG647	131.0
OG648	464.0
OG649	33.0
OG650	1438.0
OG651	1715.0
OG652	697.0
OG653	235.0
OG654	497.0
OG655	86.0
OG656	42.0
OG657	1175.0
OG658	364.0
OG659	189.0
OG660	659.0
OG661	529.0
OG662	117.0
OG663	2045.0
OG664	240.0
OG665	245.0
OG666	4.0
OG667	13.0
OG668	2311.0
OG669	551.0
OG670	79.0
OG671	28.0
OG672	144.0
OG673	1170.0
OG674	23.0
OG675	215.0
OG676	776.0
OG677	58.0
OG678	6801.0
OG679	45.0
OG680	292.0
OG681	776.0
OG682	1998.0
OG683	423.0
OG684	3302.0
OG685	1681.0
OG686	161.0
OG687	2384.0
OG688	2528.0
OG689	348.0
OG690	604.0
OG691	108.0
OG692	198.0
OG693	1838.0
OG694	99.0
OG695	22.0
OG696	106.0
OG697	80.0
OG698	253.0
OG699	74.0
OG700	130.0
OG701	177.0
OG702	9310.0
OG703	176.0
OG704	24.0
OG705	12.0
OG706	175.0
OG707	697.0
OG708	111.0
OG709	663.0
OG710	343.0
OG711	438.0
OG712	539.0
OG713	855.0
OG714	1204.0
OG715	32.0
OG716	272.0
OG717	785.0
OG718	919.0
OG719	1262.0
OG720	148.0
OG721	127.0
OG722	703.0
OG723	163.0
OG724	738.0
OG725	171.0
OG726	877.0
OG727	294.0
OG728	125.0
OG729	67.0
OG730	424.0
OG731	414.0
OG732	21.0
OG733	124.0
OG734	1698.0
OG735	389.0
OG736	1122.0
OG737	346.0
OG738	6.0
OG739	619.0
OG740	1373.0
OG741	1445.0
OG742	4.0
OG743	237.0
OG744	200.0
OG745	610.0
OG746	1249.0
OG747	557.0
OG748	10.0
OG749	3151.0
OG750	949.0
OG751	133.0
OG752	154.0
OG753	429.0
OG754	823.0
OG755	877.0
OG757	2933.0
OG758	2403.0
OG759	1757.0
OG760	758.0
OG761	357.0
OG762	314.0
OG763	126.0
OG764	475.0
OG765	137.0
OG766	24.0
OG767	84.0
OG768	5.0
OG769	830.0
OG770	216.0
OG771	459.0
OG772	1342.0
OG773	2729.0
OG775	541.0
OG776	276.0
OG784	1715.0
OG785	847.0
OG786	1158.0
OG787	339.0
OG789	83.0
OG798	515.0
OG799	2484.0
OG800	712.0
OG801	1836.0
OG802	969.0
OG803	1.0
OG804	131.0
OG805	38.0
OG806	97.0
OG807	1370.0
OG808	149.0
OG809	314.0
OG810	1265.0
OG811	3444.0
OG812	426.0
OG813	404.0
OG814	48.0
OG815	1412.0
OG816	587.0
OG817	692.0
OG818	596.0
OG819	1102.0
OG820	426.0
OG821	1252.0
OG822	498.0
OG823	2235.0
OG824	12.0
OG825	3079.0
OG826	297.0
OG827	384.0
OG828	2957.0
OG829	259.0
OG830	53.0
OG831	2082.0
OG832	383.0
OG833	6.0
OG834	215.0
OG835	2125.0
OG836	274.0
OG837	1399.0
OG840	1219.0
OG841	774.0
OG842	1414.0
OG843	674.0
OG844	2024.0
OG845	348.0
OG846	23230.0
OG847	164.0
OG862	487.0
OG863	459.0
OG864	518.0
OG865	1635.0
OG866	3884.0
OG867	398.0
OG868	53.0
OG871	60.0
OG872	790.0
OG873	330.0
OG874	1118.0
OG875	4344.0
OG876	890.0
OG877	1898.0
OG878	1888.0
OG879	7020.0
OG880	41.0
OG881	321.0
OG882	164.0
OG883	4198.0
OG884	719.0
OG885	1219.0
OG886	15.0
OG887	454.0
OG888	269.0
OG889	323.0
OG897	647.0
OG898	8344.0
OG899	957.0
OG905	898.0
OG906	3777.0
OG907	187.0
OG908	959.0
OG909	299.0
OG910	2367.0
OG911	66.0
OG912	6415.0
OG913	133.0
OG914	1725.0
OG915	5607.0
OG916	315.0
OG922	2307.0
OG923	12.0
OG924	2187.0
OG925	249.0
OG926	874.0
OG931	345.0
OG945	2179.0
OG946	98.0
OG948	767.0
OG949	183.0
OG950	25.0
OG954	80.0
OG963	8651.0
OG964	808.0
OG977	157.0
OG983	94.0
OG984	37.0
OG998	874.0
OG1001	5189.0
OG1002	185.0
OG1004	2361.0
OG1005	1090.0
OG1006	1854.0
OG1007	526.0
OG1008	249.0
OG1009	1185.0
OG1010	616.0
OG1011	1368.0
OG1012	180.0
OG1013	15677.0
OG1014	146.0
OG1015	555.0
OG1016	1061.0
OG1017	2313.0
OG1018	1684.0
OG1019	148.0
OG1020	1146.0
OG1021	1662.0
OG1022	318.0
OG1023	1584.0
OG1024	4376.0
OG1025	15.0
OG1026	3628.0
OG1027	216.0
OG1039	275.0
OG1040	601.0
OG1041	7279.0
OG1042	370.0
OG1054	2809.0
OG1059	806.0
OG1060	1565.0
OG1061	737.0
OG1062	166.0
OG1063	400.0
OG1064	33.0
OG1075	634.0
OG1076	1209.0
OG1077	1616.0
OG1078	163.0
OG1079	74.0
OG1119	19.0
OG1160	2077.0
OG1161	360.0
OG1162	2974.0
OG1163	1048.0
OG1164	38.0
OG1165	2522.0
OG1166	1131.0
OG1167	261.0
OG1168	602.0
OG1169	815.0
OG1170	1004.0
OG1171	257.0
OG1172	315.0
OG1173	989.0
OG1174	253.0
OG1175	1874.0
OG1176	75.0
OG1177	1151.0
OG1178	6875.0
OG1179	869.0
OG1180	1537.0
OG1181	1036.0
OG1182	1112.0
OG1183	7260.0
OG1184	5824.0
OG1185	4318.0
OG1186	375.0
OG1187	184.0
OG1188	446.0
OG1189	1022.0
OG1190	396.0
OG1191	1438.0
OG1192	21.0
OG1193	4654.0
OG1194	1736.0
OG1195	107.0
OG1196	456.0
OG1197	31.0
OG1198	3129.0
OG1199	311.0
OG1200	174.0
OG1201	508.0
OG1202	2429.0
OG1203	168.0
OG1204	1300.0
OG1205	1174.0
OG1206	13140.0
OG1207	30.0
OG1208	831.0
OG1209	164.0
OG1210	1224.0
OG1211	969.0
OG1212	360.0
OG1213	40.0
OG1214	1048.0
OG1215	3267.0
OG1216	6604.0
OG1217	407.0
OG1218	98.0
OG1219	1290.0
OG1220	11.0
OG1221	1851.0
OG1222	2131.0
OG1223	451.0
OG1224	3773.0
OG1225	752.0
OG1226	1330.0
OG1227	1161.0
OG1228	316.0
OG1229	1059.0
OG1230	322.0
OG1231	10047.0
OG1232	527.0
OG1233	1586.0
OG1234	155.0
OG1235	2801.0
OG1236	851.0
OG1237	2517.0
OG1238	4316.0
OG1239	5.0
OG1240	6022.0
OG1241	44862.0
OG1242	74.0
OG1243	475.0
OG1244	66.0
OG1245	4391.0
OG1246	22397.0
OG1247	2741.0
OG1248	671.0
OG1249	238.0
OG1250	561.0
OG1251	319.0
OG1252	2370.0
OG1253	2902.0
OG1254	800.0
OG1255	2391.0
OG1256	6130.0
OG1257	258.0
OG1258	1835.0
OG1259	166.0
OG1260	4969.0
OG1261	3442.0
OG1262	2098.0
OG1263	5527.0
OG1264	2092.0
OG1265	3563.0
OG1266	1080.0
OG1267	2887.0
OG1268	598.0
OG1269	471.0
OG1270	1988.0
OG1271	2209.0
OG1272	1549.0
OG1273	812.0
OG1274	8912.0
OG1275	483.0
OG1276	220.0
OG1277	1843.0
OG1278	197.0
OG1279	1194.0
OG1280	300.0
OG1281	103.0
OG1282	6074.0
OG1283	10.0
OG1284	1150.0
OG1285	17.0
OG1286	70.0
OG1287	1190.0
OG1288	315.0
OG1289	3913.0
OG1290	6188.0
OG1291	750.0
OG1292	363.0
OG1293	1068.0
OG1294	13.0
OG1295	505.0
OG1296	1941.0
OG1297	900.0
OG1298	32.0
OG1299	1656.0
OG1300	784.0
OG1301	70.0
OG1302	55.0
OG1303	2643.0
OG1304	1061.0
OG1305	872.0
OG1306	1399.0
OG1307	1117.0
OG1308	449.0
OG1309	261.0
OG1310	1159.0
OG1311	1552.0
OG1312	409.0
OG1313	3655.0
OG1314	107.0
OG1315	624.0
OG1316	431.0
OG1317	364.0
OG1318	1457.0
OG1319	357.0
OG1320	3657.0
OG1321	933.0
OG1322	1566.0
OG1323	285.0
OG1324	396.0
OG1325	129.0
OG1326	185.0
OG1327	2413.0
OG1328	22.0
OG1329	567.0
OG1330	435.0
OG1331	1499.0
OG1332	704.0
OG1333	24378.0
OG1334	1235.0
OG1335	1826.0
OG1336	5180.0
OG1337	7974.0
OG1338	852.0
OG1339	1643.0
OG1340	124.0
OG1341	11453.0
OG1342	9287.0
OG1343	15537.0
OG1344	20755.0
OG1345	3547.0
OG1346	281.0
OG1347	909.0
OG1348	4646.0
OG1349	11876.0
OG1350	1970.0
OG1351	184.0
OG1352	2562.0
OG1353	223.0
OG1354	415.0
OG1355	116.0
OG1356	3014.0
OG1357	30282.0
OG1358	1525.0
OG1359	1463.0
OG1360	4744.0
OG1361	128.0
OG1362	3096.0
OG1363	1138.0
OG1364	3448.0
OG1365	1743.0
OG1366	179.0
OG1367	79.0
OG1368	50.0
OG1369	927.0
OG1370	8356.0
OG1371	11880.0
OG1372	5540.0
OG1373	4829.0
OG1374	27823.0
OG1375	29.0
OG1376	148.0
OG1377	13180.0
OG1378	5894.0
OG1379	3416.0
OG1380	1240.0
OG1381	1.0
OG1382	22.0
OG1383	574.0
OG1384	708.0
OG1385	4988.0
OG1386	17019.0
OG1387	1156.0
OG1388	1110.0
OG1389	1038.0
OG1390	7661.0
OG1391	121.0
OG1392	217.0
OG1393	1262.0
OG1394	3932.0
OG1395	4693.0
OG1396	853.0
OG1397	1134.0
OG1398	2895.0
OG1399	2209.0
OG1400	1112.0
OG1401	4324.0
OG1402	424.0
OG1403	2749.0
OG1404	5061.0
OG1405	15175.0
OG1406	5883.0
OG1407	11305.0
OG1408	7736.0
OG1409	6696.0
OG1410	1265.0
OG1411	2851.0
OG1412	2648.0
OG1413	435.0
OG1414	4183.0
OG1415	377.0
OG1416	3216.0
OG1417	3920.0
OG1418	1444.0
OG1419	173.0
OG1420	7817.0
OG1421	2361.0
OG1422	207.0
OG1423	3097.0
OG1424	4221.0
OG1425	11698.0
OG1426	5955.0
OG1427	1948.0
OG1428	2897.0
OG1429	944.0
OG1430	3596.0
OG1431	1873.0
OG1432	683.0
OG1433	1339.0
OG1434	607.0
OG1435	532.0
OG1436	653.0
OG1437	3403.0
OG1438	42.0
OG1439	533.0
OG1440	5442.0
OG1441	23349.0
OG1442	4592.0
OG1443	49.0
OG1444	1926.0
OG1445	1657.0
OG1446	1212.0
OG1447	2844.0
OG1448	77.0
OG1449	397.0
OG1450	46.0
OG1451	2649.0
OG1452	719.0
OG1453	769.0
OG1454	791.0
OG1455	877.0
OG1456	318.0
OG1457	454.0
OG1458	3851.0
OG1459	730.0
OG1460	1973.0
OG1461	885.0
OG1462	2634.0
OG1463	4371.0
OG1464	259.0
OG1465	8904.0
OG1466	4682.0
OG1467	814.0
OG1468	958.0
OG1469	732.0
OG1470	10871.0
OG1471	1441.0
OG1472	117.0
OG1473	356.0
OG1474	582.0
OG1475	1362.0
OG1476	20452.0
OG1477	744.0
OG1478	816.0
OG1479	2126.0
OG1480	832.0
OG1481	832.0
OG1482	1251.0
OG1483	839.0
OG1484	2156.0
OG1485	976.0
OG1486	4786.0
OG1487	3853.0
OG1488	5666.0
OG1489	4930.0
OG1490	7059.0
OG1491	451.0
OG1492	18495.0
OG1493	656.0
OG1494	2454.0
OG1495	10.0
OG1496	175.0
OG1497	3082.0
OG1498	884.0
OG1499	408.0
OG1500	3526.0
OG1501	28.0
OG1502	905.0
OG1503	11718.0
OG1504	1331.0
OG1505	2670.0
OG1506	1690.0
OG1507	37326.0
OG1508	1429.0
OG1509	3813.0
OG1510	104.0
OG1511	449.0
OG1512	160.0
OG1513	318.0
OG1514	350.0
OG1515	1066.0
OG1516	1586.0
OG1517	491.0
OG1518	5137.0
OG1519	1690.0
OG1520	1647.0
OG1521	4626.0
OG1522	1703.0
OG1523	3726.0
OG1524	4022.0
OG1525	1437.0
OG1526	508.0
OG1527	288.0
OG1528	3185.0
OG1529	1675.0
OG1530	3734.0
OG1531	1719.0
OG1532	4646.0
OG1533	1098.0
OG1534	2677.0
OG1535	448.0
OG1536	4163.0
OG1537	3188.0
OG1538	868.0
OG1539	1911.0
OG1540	6618.0
OG1541	804.0
OG1542	907.0
OG1543	789.0
OG1544	699.0
OG1545	2352.0
OG1546	1402.0
OG1547	156.0
OG1548	498.0
OG1549	334.0
OG1550	7421.0
OG1551	3468.0
OG1552	5377.0
OG1553	9.0
OG1554	1675.0
OG1555	16059.0
OG1556	385.0
OG1557	12019.0
OG1558	467.0
OG1559	496.0
OG1560	281.0
OG1561	2277.0
OG1562	1064.0
OG1563	16361.0
OG1564	816.0
OG1565	2052.0
OG1566	476.0
OG1567	2216.0
OG1568	8884.0
OG1569	6118.0
OG1570	30.0
OG1571	45.0
OG1572	1227.0
OG1573	1204.0
OG1574	1354.0
OG1575	138.0
OG1576	867.0
OG1577	406.0
OG1578	251.0
OG1579	179.0
OG1580	414.0
OG1581	6150.0
OG1582	3036.0
OG1583	4557.0
OG1584	100.0
OG1585	3609.0
OG1586	3016.0
OG1587	517.0
OG1588	1254.0
OG1589	44.0
OG1590	518.0
OG1591	1492.0
OG1592	5016.0
OG1593	2350.0
OG1594	263.0
OG1595	927.0
OG1596	304.0
OG1597	1624.0
OG1598	793.0
OG1599	1032.0
OG1600	1275.0
OG1601	122.0
OG1602	15344.0
OG1603	786.0
OG1604	2666.0
OG1605	955.0
OG1606	45.0
OG1607	734.0
OG1608	138.0
OG1609	2786.0
OG1610	7849.0
OG1611	708.0
OG1612	1136.0
OG1613	2047.0
OG1614	3609.0
OG1615	3735.0
OG1616	2370.0
OG1617	229.0
OG1618	260.0
OG1619	4131.0
OG1620	65.0
OG1621	502.0
OG1622	1463.0
OG1623	584.0
OG1624	22956.0
OG1625	587.0
OG1626	4293.0
OG1627	1422.0
OG1628	2528.0
OG1629	2392.0
OG1630	845.0
OG1631	2174.0
OG1632	603.0
OG1633	2884.0
OG1634	1436.0
OG1635	1898.0
OG1636	11775.0
OG1637	18892.0
OG1638	44732.0
OG1639	8170.0
OG1640	3641.0
OG1641	3629.0
OG1642	2218.0
OG1643	777.0
OG1644	2862.0
OG1645	551.0
OG1646	721.0
OG1647	2984.0
OG1648	626.0
OG1649	1397.0
OG1650	230.0
OG1651	3470.0
OG1652	693.0
OG1653	6502.0
OG1654	375.0
OG1655	14.0
OG1656	16534.0
OG1657	6460.0
OG1658	19752.0
OG1659	95.0
OG1660	569.0
OG1661	1719.0
OG1662	55.0
OG1663	3260.0
OG1664	1084.0
OG1665	2342.0
OG1666	3606.0
OG1667	582.0
OG1668	548.0
OG1669	2075.0
OG1670	4855.0
OG1671	116.0
OG1672	1321.0
OG1673	1087.0
OG1674	737.0
OG1675	1880.0
OG1676	7361.0
OG1677	592.0
OG1678	3051.0
OG1679	951.0
OG1680	10804.0
OG1681	1307.0
OG1682	113.0
OG1683	23737.0
OG1684	236.0
OG1685	6338.0
OG1686	1102.0
OG1687	3552.0
OG1688	10452.0
OG1689	710.0
OG1690	237.0
OG1691	1807.0
OG1692	5.0
OG1693	2273.0
OG1694	13615.0
OG1695	1171.0
