OG	sample_1B
OG14	149.0
OG36	949.0
OG39	550.0
OG58	507.0
OG100	719.0
OG103	391.0
OG104	252.0
OG112	372.0
OG124	3807.0
OG134	237.0
OG136	9.0
OG175	69.0
OG183	2.0
OG195	18.0
OG196	20.0
OG204	160.0
OG213	327.0
OG231	118.0
OG242	189.0
OG243	1452.0
OG244	1094.0
OG245	356.0
OG273	262.0
OG304	2176.0
OG305	343.0
OG306	5.0
OG310	2.0
OG336	373.0
OG342	594.0
OG349	7.0
OG356	22.0
OG361	731.0
OG369	55.0
OG370	310.0
OG371	241.0
OG372	127.0
OG373	2792.0
OG374	704.0
OG375	241.0
OG376	17.0
OG377	585.0
OG378	603.0
OG379	890.0
OG380	459.0
OG381	878.0
OG382	3.0
OG383	108.0
OG384	2041.0
OG385	875.0
OG386	1197.0
OG387	732.0
OG388	217.0
OG389	1387.0
OG390	188.0
OG391	551.0
OG392	1163.0
OG393	743.0
OG394	1143.0
OG395	242.0
OG396	566.0
OG397	878.0
OG398	73.0
OG399	769.0
OG400	356.0
OG401	3674.0
OG402	85.0
OG403	2978.0
OG404	38.0
OG405	250.0
OG406	1629.0
OG407	403.0
OG408	272.0
OG409	1061.0
OG410	706.0
OG411	4415.0
OG412	210.0
OG413	3579.0
OG414	791.0
OG415	991.0
OG416	923.0
OG417	736.0
OG418	670.0
OG419	550.0
OG420	6269.0
OG421	5.0
OG422	519.0
OG423	63.0
OG424	426.0
OG425	907.0
OG426	519.0
OG427	398.0
OG428	3469.0
OG429	12530.0
OG430	1828.0
OG431	493.0
OG432	1137.0
OG433	2555.0
OG434	3041.0
OG435	498.0
OG436	209.0
OG437	338.0
OG438	6407.0
OG439	9.0
OG440	969.0
OG441	1138.0
OG442	122.0
OG443	3625.0
OG444	1619.0
OG445	767.0
OG446	345.0
OG447	2455.0
OG448	2072.0
OG449	517.0
OG450	929.0
OG451	789.0
OG452	741.0
OG453	43.0
OG454	187.0
OG455	178.0
OG456	129.0
OG457	1538.0
OG458	74.0
OG459	1636.0
OG460	113.0
OG461	1955.0
OG462	839.0
OG463	856.0
OG464	75.0
OG465	624.0
OG466	1701.0
OG467	1110.0
OG468	1224.0
OG469	42.0
OG470	15.0
OG471	279.0
OG472	2325.0
OG473	179.0
OG474	111.0
OG475	355.0
OG476	26508.0
OG477	1673.0
OG478	2598.0
OG479	344.0
OG480	1994.0
OG481	3924.0
OG482	2158.0
OG483	1972.0
OG484	48.0
OG485	1320.0
OG486	649.0
OG487	667.0
OG488	153.0
OG489	1791.0
OG490	1584.0
OG491	347.0
OG492	439.0
OG493	23.0
OG494	384.0
OG495	1047.0
OG496	1878.0
OG497	141.0
OG498	1791.0
OG499	3762.0
OG500	185.0
OG501	214.0
OG502	102.0
OG503	1643.0
OG504	823.0
OG505	252.0
OG506	564.0
OG507	28.0
OG508	440.0
OG509	368.0
OG510	383.0
OG511	1420.0
OG512	449.0
OG513	169.0
OG514	104.0
OG515	128.0
OG516	157.0
OG517	9.0
OG518	173.0
