OG	sample_5B
OG14	228.0
OG36	1735.0
OG39	1000.0
OG58	354.0
OG100	933.0
OG103	446.0
OG104	190.0
OG112	778.0
OG124	5859.0
OG134	262.0
OG136	0.0
OG175	119.0
OG183	2.0
OG195	20.0
OG196	13.0
OG204	366.0
OG213	420.0
OG231	127.0
OG242	175.0
OG243	1009.0
OG244	597.0
OG245	546.0
OG273	113.0
OG304	1383.0
OG305	643.0
OG306	13.0
OG310	7.0
OG336	613.0
OG342	768.0
OG349	4.0
OG356	29.0
OG361	1145.0
OG369	76.0
OG370	244.0
OG371	402.0
OG372	216.0
OG373	3882.0
OG374	922.0
OG375	328.0
OG376	31.0
OG377	921.0
OG378	2095.0
OG379	985.0
OG380	688.0
OG381	1363.0
OG382	7.0
OG383	179.0
OG384	4723.0
OG385	914.0
OG386	2106.0
OG387	626.0
OG388	436.0
OG389	1465.0
OG390	389.0
OG391	920.0
OG392	1495.0
OG393	211.0
OG394	3230.0
OG395	427.0
OG396	2189.0
OG397	1641.0
OG398	77.0
OG399	1513.0
OG400	584.0
OG401	5830.0
OG402	51.0
OG403	5858.0
OG404	46.0
OG405	530.0
OG406	1368.0
OG407	843.0
OG408	580.0
OG409	1399.0
OG410	972.0
OG411	6503.0
OG412	733.0
OG413	1907.0
OG414	1058.0
OG415	1017.0
OG416	1466.0
OG417	955.0
OG418	1077.0
OG419	518.0
OG420	11005.0
OG421	5.0
OG422	943.0
OG423	115.0
OG424	566.0
OG425	1520.0
OG426	390.0
OG427	1332.0
OG428	1606.0
OG429	8825.0
OG430	2393.0
OG431	304.0
OG432	1086.0
OG433	2154.0
OG434	3966.0
OG435	842.0
OG436	309.0
OG437	675.0
OG438	6255.0
OG439	8.0
OG440	807.0
OG441	997.0
OG442	240.0
OG443	4507.0
OG444	1797.0
OG445	904.0
OG446	247.0
OG447	4176.0
OG448	1824.0
OG449	479.0
OG450	684.0
OG451	1329.0
OG452	1310.0
OG453	27.0
OG454	416.0
OG455	308.0
OG456	76.0
OG457	2205.0
OG458	63.0
OG459	2318.0
OG460	247.0
OG461	2627.0
OG462	2471.0
OG463	1319.0
OG464	56.0
OG465	778.0
OG466	2022.0
OG467	1885.0
OG468	1272.0
OG469	95.0
OG470	37.0
OG471	252.0
OG472	3234.0
OG473	179.0
OG474	222.0
OG475	392.0
OG476	41804.0
OG477	992.0
OG478	4720.0
OG479	487.0
OG480	4012.0
OG481	4073.0
OG482	3376.0
OG483	2814.0
OG484	153.0
OG485	1793.0
OG486	1383.0
OG487	349.0
OG488	485.0
OG489	3793.0
OG490	2443.0
OG491	367.0
OG492	729.0
OG493	24.0
OG494	503.0
OG495	1263.0
OG496	2526.0
OG497	281.0
OG498	2629.0
OG499	5089.0
OG500	200.0
OG501	694.0
OG502	94.0
OG503	2753.0
OG504	1024.0
OG505	162.0
OG506	472.0
OG507	37.0
OG508	356.0
OG509	486.0
OG510	720.0
OG511	1791.0
OG512	488.0
OG513	303.0
OG514	213.0
OG515	99.0
OG516	302.0
OG517	10.0
OG518	375.0
OG519	1579.0
OG520	1762.0
OG521	1630.0
OG522	992.0
OG523	4843.0
OG524	2114.0
OG525	4717.0
OG526	308.0
OG527	9.0
OG528	877.0
OG529	48.0
OG530	393.0
OG531	207.0
OG532	1211.0
OG533	660.0
OG534	670.0
OG535	239.0
OG536	1698.0
OG537	1177.0
OG538	1512.0
OG539	579.0
OG540	681.0
OG541	2520.0
OG542	1080.0
OG543	262.0
OG544	265.0
OG545	1488.0
OG546	3573.0
OG547	2006.0
OG548	461.0
OG549	54.0
OG550	1158.0
OG551	1331.0
OG552	70.0
OG553	545.0
OG554	8184.0
OG555	3142.0
OG556	1111.0
OG557	4501.0
OG558	605.0
OG559	17.0
OG560	16.0
OG561	304.0
OG562	334.0
OG563	668.0
OG564	1196.0
OG565	130.0
OG566	854.0
OG567	244.0
OG568	3839.0
OG569	1614.0
OG570	591.0
OG571	813.0
OG572	1742.0
OG573	254.0
OG574	482.0
OG575	960.0
OG576	722.0
OG577	669.0
OG578	141.0
OG579	776.0
OG580	727.0
OG581	836.0
OG582	497.0
OG583	405.0
OG584	514.0
OG585	1599.0
OG586	279.0
OG587	406.0
OG588	141.0
OG589	701.0
OG590	3749.0
OG591	1171.0
OG592	189.0
OG593	2713.0
OG594	458.0
OG595	7573.0
OG596	183.0
OG597	1493.0
OG598	2655.0
OG599	499.0
OG600	35.0
OG601	1209.0
OG602	3926.0
OG603	60.0
OG604	6881.0
OG605	1413.0
OG606	400.0
OG607	1536.0
OG608	64.0
OG609	441.0
OG610	7720.0
OG611	1450.0
OG612	896.0
OG613	108.0
OG614	146.0
OG615	229.0
OG616	1290.0
OG617	23.0
OG618	257.0
OG619	1158.0
OG620	705.0
OG621	1682.0
OG622	1051.0
OG623	402.0
OG624	367.0
OG625	1048.0
OG626	185.0
OG627	11733.0
OG628	330.0
OG629	642.0
OG630	423.0
OG631	2646.0
OG632	506.0
OG633	344.0
OG634	2320.0
OG635	2505.0
OG636	808.0
OG637	1122.0
OG638	1722.0
OG639	718.0
OG640	4488.0
OG641	8506.0
OG642	614.0
OG643	1310.0
OG644	152.0
OG645	2497.0
OG646	8367.0
OG647	238.0
OG648	641.0
OG649	43.0
OG650	3296.0
OG651	3062.0
OG652	1235.0
OG653	512.0
OG654	739.0
OG655	127.0
OG656	53.0
OG657	1717.0
OG658	745.0
OG659	418.0
OG660	1265.0
OG661	931.0
OG662	203.0
OG663	3680.0
OG664	502.0
OG665	386.0
OG666	6.0
OG667	26.0
OG668	5657.0
OG669	1151.0
OG670	129.0
OG671	29.0
OG672	210.0
OG673	2053.0
OG674	48.0
OG675	310.0
OG676	1260.0
OG677	82.0
OG678	12054.0
OG679	54.0
OG680	599.0
OG681	1385.0
OG682	3491.0
OG683	693.0
OG684	5977.0
OG685	2711.0
OG686	229.0
OG687	4529.0
OG688	4765.0
OG689	694.0
OG690	1015.0
OG691	201.0
OG692	430.0
OG693	2641.0
OG694	176.0
OG695	27.0
OG696	132.0
OG697	111.0
OG698	436.0
OG699	122.0
OG700	205.0
OG701	295.0
OG702	16038.0
OG703	316.0
OG704	31.0
OG705	14.0
OG706	272.0
OG707	1186.0
OG708	133.0
OG709	1021.0
OG710	559.0
OG711	725.0
OG712	1264.0
OG713	1949.0
OG714	2831.0
OG715	82.0
OG716	620.0
OG717	1438.0
OG718	1572.0
OG719	1705.0
OG720	225.0
