OGs,TPM
OG737,0.0180930231905962
OG1022,0.00280377381047762
OG1353,0.016819939850282
OG1352,0.0504848817389472
OG1351,0.017517303525184
OG1345,0.143482445855618
OG1343,0.360272995293876
OG1342,0.747043150322607
OG753,0.0290411883882202
OG1340,0.00359637411019853
OG1338,0.0118411738583209
OG1010,0.0320368436545857
OG846,0.5907547639196
OG1336,0.100493035737979
OG1335,0.0287801238292063
OG749,0.100406619797076
OG287,0.110149190217417
OG915,0.0863114915585608
OG1334,0.0661487512675336
OG1331,0.0488658341047513
OG710,0.0498938236365819
OG1330,0.0379492692904906
OG1329,0.0588052314595914
OG1328,0.00942586493624911
OG2209,0.096429494130905
OG696,0.0217981308112152
OG1327,0.0423801925519672
OG318,0.0439288658810658
OG657,0.0196946980681703
OG1324,0.0153023301633851
OG1321,0.0218073840940831
OG2334,0.000664804195414859
OG3833,0.0011636159416078
OG2333,0.00112788008342721
OG2332,0.000423613217727951
OG2331,0
OG615,0.00316638887772018
OG1318,0.0516790002460384
OG1313,0.0339600027828019
OG950,0.00411899872046683
OG4323,0.00290694359613647
OG140,0.00181048767108436
OG171,0.00124093388735663
OG2381,0.000881182444628498
OG102,0.000711900422899487
OG2382,0.000542815515444374
OG2170,0.00215112437824659
OG806,0.000458362403665011
OG721,0.00169036185250233
OG1348,0.186919371525743
OG916,0.0736298046867539
OG1350,0.0811498635814683
OG725,0.0138688832663465
OG726,0.0629778736959067
OG906,0.0655688925672996
OG983,0.00152813683339209
OG1356,0.102894346337898
OG4383,0.0442189908398242
OG1358,0.0394599265776705
OG1359,0.157936011838461
OG1360,0.125693787947001
OG1127,0.004611821423508
OG740,0.010441260494961
OG2156,0.00755610077019901
OG1126,0.00460967511543121
OG743,0.00439769740887959
OG1366,0.0399957357343814
OG876,0.0105041731213316
OG813,0.0366086477157173
OG1369,0.0313231213902932
OG745,0.0387464763056545
OG752,0.00681886711835789
OG1372,0.139747606199353
OG1373,0.488444475595265
OG1374,0.503704827479216
OG1093,0.110368797355419
OG255,0.0472042619693019
OG891,0.00921888095654132
OG254,0.0158310793689936
OG1092,0.0219976629742575
OG1182,0.0138674676047707
OG1181,0.0562633822166514
OG1180,0.0248472651062785
