OGs,TPM
OG887,0.0321375941752852
OG1626,0.0296445417712201
OG1633,0.109835773491922
OG4373,0.0137248426425861
OG1101,0.0450400919453581
OG1672,0.0368712833476709
OG1675,0.0306540670121553
OG380,0.00870365194181349
OG4587,0.0118856132430089
OG4415,0.0144436792454447
OG375,0.0058565677360211
OG358,0.00181485537170632
OG374,0.0152547310934186
OG1714,0.033388942730622
OG373,0.0326743296208569
OG1719,0.0176048079114638
OG372,0.00816528156435424
OG369,0.00331566227111239
OG802,0.0285831060063955
OG4340,0.00443496140191966
OG912,0.0729374722525509
OG1403,0.0733406873919799
OG281,0.000212032125190247
OG1566,0.0181972863580747
OG913,0.000241264824908216
OG871,0.000565638195184714
OG1569,0.0651831777990175
OG307,0.00371308740271472
OG289,0.00389740169900648
OG2330,0.00277344994381341
OG2329,0.0117296779538961
OG2780,0.0019357178232212
OG2914,0.00091514029491932
OG321,0.00019651827209561
OG2328,0.00534442447695296
OG1011,0.0256993929656128
OG235,0.00670437914646478
OG1590,0.00854791835778919
OG1589,0.00346603059131211
OG1588,0.014860638072665
OG1587,0.00975566286720884
OG1586,0.0610445405441862
OG1585,0.0397040327345206
OG622,0.100177040923567
OG1583,0.110588288778611
OG4369,0.00941330974999793
OG2326,0.00323253976945427
OG1504,0.0216745890133749
OG461,0.0256238461834249
OG807,0.0294905474191924
OG459,0.0171451591559226
OG805,0.00168203209814419
OG450,0.0218006446438999
OG439,0.000405504171412429
OG423,0.00245228558716937
OG2325,0.01414879990904
OG1505,0.0848092721657391
OG2323,0.020181619773684
OG21,0.00807759165812771
OG399,0.00710145033740626
OG1519,0.0153726404002601
OG4352,0.014794776737746
OG4400,0.0104181439749103
OG1115,0.00081836656159703
OG4358,0.0322619451352563
OG1522,0.025239957386604
OG1060,0.0362831748033935
OG1523,0.0953280397249795
OG2322,0
OG874,0.0159655335524703
OG370,0.0327782555265587
OG371,0.00346290321941086
OG377,0.00872887386860612
OG378,0.00534365938862454
OG1548,0.00916222519508859
OG299,0.00980488907644242
OG381,0.0170950550469578
OG382,0.000223074795351774
OG290,0.00485242583281802
OG1550,0.175716963627378
OG1551,0.144861108022681
OG2321,0.000375160880491381
OG2320,0.000661822369218147
OG1553,0
OG873,0.00875548542154274
OG1559,0.00472334847228175
OG4346,0.011540608793089
OG1564,0.024025334275839
OG1565,0.0357378253762237
OG834,0.0134359709794373
OG394,0.0115904633955316
OG1567,0.0251607291956906
OG395,0.00488866970327074
OG396,0.0209066355743488
OG1568,0.0615425684613623
OG4440,0.00187201285406038
OG729,0.0102722469771323
OG2319,0.00037399729293775
OG2506,0.000376212176077722
OG2318,0
OG732,0.00124806547342759
OG1192,0.000569107545135547
OG1193,0.0335088842494211
OG735,0.0167952685333023
OG1194,0.179147526062229
OG136,0.000297433060469032
OG771,0.00541813361897819
OG767,0.00539172949105144
OG755,0.0180099894731067
OG4375,0.0127618393024448
OG4404,0.0202872822560223
OG4394,0.0119235357131782
OG1153,0.0238540202071336
OG1199,0.0211691100108672
OG4477,0.0155949387902744
OG1653,0.068065513002461
OG1652,0.0729449580167185
OG1651,0.0866238775769883
OG443,0.069190759613209
OG1647,0.0232059935391962
OG4949,0.0115196170165335
OG2826,0.000235821926514732
OG91,0.000412929157463596
OG2210,0.0002552361111517
OG4421,0.000136394426932838
OG2049,0
OG2206,0.000113612549744171
OG937,0.000217651322416058
OG2891,0.000270615325508709
OG2890,0
OG2889,0.000273174335679004
OG2888,0
OG2887,0
OG2886,0.000189741779954382
OG2885,0.000139486147124883
OG2884,0
OG2883,0.000222237016619768
OG2882,0.000289501608236999
OG2881,0.000267161920188919
OG2880,0
OG2879,0
OG2878,0
OG4950,0.00735195477036842
OG4951,0.0218890908679137
OG2836,0.000847244276069996
OG2835,0.00435724105194516
OG2834,0.000966497086463024
OG2833,0.00683704590490246
OG2832,0.00265578010737915
OG2831,0.0128299715364969
OG4317,0.095533708727994
OG4377,0.0199307743801926
OG4347,0
OG2317,0.000386919218098969
OG4576,0.0322090475703382
OG4464,0.035009367375545
OG492,0.00672400265585799
OG489,0.0351576743688425
OG324,0.00172835553097641
OG1254,0.00399243848787868
OG480,0.0102820632902638
OG4381,0.00112041431121958
OG1020,0.0800316372160013
OG4411,0.00484295315584725
OG1263,0.111243938709537
OG301,0.00317159593196595
OG984,0.00139372524853039
OG471,0.0135809718982341
OG470,0.000389944058703986
OG97,0.00253644836766522
OG464,0.00142022023179879
OG460,0.00137661730685608
