OGs,TPM
OG887,0.0462018814589702
OG1626,0.061920407272557
OG1633,0.177359315517747
OG4373,0.027127385292174
OG1101,0.0802720973067443
OG1672,0.0833837686848014
OG1675,0.0417068038810488
OG380,0.00599044608976574
OG4587,0.00930474906836745
OG4415,0.00714732562223838
OG375,0.00624264125424657
OG358,0.00322754633397117
OG374,0.0215919631127248
OG1714,0.0547456748534598
OG373,0.0509511574167275
OG1719,0.0282798109757991
OG372,0.0117993862076774
OG369,0.00171763677864174
OG802,0.0469961918892467
OG4340,0.00877676510978542
OG912,0.128050066023661
OG1403,0.127056699941654
OG281,9.39850455792471e-05
OG1566,0.0285318501079109
OG913,0.000303112372701484
OG871,0.00148409888551624
OG1569,0.119460016233948
OG307,0.00526561419342962
OG289,0.00634148220699722
OG2330,0.00532916798924765
OG2329,0.0125763591806912
OG2780,0.00367973418125782
OG2914,0.00192501810467824
OG321,0.000165372276689368
OG2328,0.00759257350775775
OG1011,0.035725728579534
OG235,0.00861478876045801
OG1590,0.0173365756728016
OG1589,0.00306000122161652
OG1588,0.0286458623761241
OG1587,0.0193956777948306
OG1586,0.113481599592069
OG1585,0.0725516492261495
OG622,0.171735086082115
OG1583,0.163754466651843
OG4369,0.0140434994130271
OG2326,0.00439379115999396
OG1504,0.0417567838588747
OG461,0.0409528131041732
OG807,0.0441355536609109
OG459,0.0315033502779629
OG805,0.00358045472261534
OG450,0.0305997475794902
OG439,0.000723770416210077
OG423,0.00329900875524854
OG2325,0.0258690264538924
OG1505,0.127623580824511
OG2323,0.0219099339093988
OG21,0.0118911229360936
OG399,0.0082155166924672
OG1519,0.0193638576380712
OG4352,0.0200089836452984
OG4400,0.0135711809342304
OG1115,0.00199990617531108
OG4358,0.0441992980607849
OG1522,0.0383383126872468
OG1060,0.050081572847017
OG1523,0.16457927302249
OG2322,0.00151702887176382
OG874,0.029721815462159
OG370,0.044232860792111
OG371,0.00690736053828092
OG377,0.0144914679210199
OG378,0.0110725476898241
OG1548,0.0125569444262599
OG299,0.0183388511723878
OG381,0.03462176046081
OG382,0.000226072136663594
OG290,0.00760198706151177
OG1550,0.352618619978545
OG1551,0.309266293533028
OG2321,0.00053027725854059
OG2320,0.00129437746760085
OG1553,0.000238990544472943
OG873,0.0154703174255317
OG1559,0.0077654870272046
OG4346,0.0170668681994053
OG1564,0.0500883889317377
OG1565,0.0651954427619387
OG834,0.0181265592140833
OG394,0.0207164800071094
OG1567,0.0435438998878375
OG395,0.00835976966497549
OG396,0.0567754242051792
OG1568,0.12847788314496
OG4440,0.00447813967839107
OG729,0.0172478744381401
OG2319,0.000615610060918791
OG2506,0.000435466233874921
OG2318,0
OG732,0.000934592154118826
OG1192,0.0024002491833443
OG1193,0.0617623260065688
OG735,0.0312572578196478
OG1194,0.321691971063764
OG136,0
OG771,0.00933566130202221
OG767,0.00937409952972956
OG755,0.0295207986858588
OG4375,0.0246735577348554
OG4404,0.0488705181458456
OG4394,0.0308450960263174
OG1153,0.061217981192386
OG1199,0.052828184225252
OG4477,0.0444963895989755
OG1653,0.118469397413039
OG1652,0.103908310392839
OG1651,0.130050679666199
OG443,0.115586954463862
OG1647,0.0418621996485644
OG4949,0.0106306009695793
OG2826,0
OG91,0.000393175505628402
OG2210,0
OG4421,0.000136121605559429
OG2049,0
OG2206,2.01908012237019e-05
OG937,1.66971595604439e-05
OG2891,0
OG2890,0
OG2889,0
OG2888,0
OG2887,0
OG2886,0
OG2885,0.000159669784389734
OG2884,0
OG2883,0
OG2882,3.09802557650111e-05
OG2881,8.45725951700592e-05
OG2880,0
OG2879,0
OG2878,0
OG4950,0.00775983971961064
OG4951,0.0188597679521023
OG2836,0.000534309105934205
OG2835,0.00563842979484378
OG2834,0.00184624324197049
OG2833,0.00778023437213921
OG2832,0.00296129267140811
OG2831,0.0144727570399954
OG4317,0.105907031207984
OG4377,0.0206328267847149
OG4347,0
OG2317,0.000961009398372328
OG4576,0.030923078998003
OG4464,0.032158407474554
OG492,0.0127228356075132
OG489,0.0631532303143576
OG324,0.00413625816221455
OG1254,0.00860085257880774
OG480,0.0190764914809794
OG4381,0.00227791546066011
