OGs,TPM
OG4585,0.00468652074095293
OG3188,0
OG132,0.00234968151171388
OG1502,0.0708150380285989
OG482,0.0439764778586442
OG1499,0.0261190012040813
OG1059,0.0134882131267748
OG490,0.0172078614032368
OG337,0.00812415149161095
OG836,0.00504327919322532
OG1919,0.0459313581518131
OG2109,0.0276739255985243
OG3189,0.00991333751095703
OG4302,0.0457166856759778
OG3190,0.00336347164047475
OG3191,0.00136394426932838
OG3177,0.00210837697622352
OG3192,0.00413984987921397
OG3193,0.00249887494163377
OG1497,0.205790799142198
OG520,0.118149037936247
OG521,0.0449655153590177
OG1496,0.0127608362608798
OG1495,0.00322153569003304
OG1487,0.0407673029938734
OG3167,0.00790506144867311
OG3194,0.01498529004014
OG1486,0.236420329896475
OG1006,0.237698143163725
OG865,0.167221501427464
OG1485,0.0239530170393643
OG1484,0.0822384370111139
OG322,0.00379410099356338
OG567,0.00678231444145693
OG1483,0.0230103589389905
OG1482,0.0420900904039748
OG317,0.0482625230105441
OG3195,0.000163440939168626
OG316,0.000454086693390416
OG1481,0.070259514346369
OG1938,0.00359522997045075
OG1940,0.000973023675309974
OG1946,0.00108602203000206
OG1954,0.000601272570953768
OG639,0.020096082627247
OG309,0.00299823074387042
OG642,0.0136995245412328
OG645,0.0340313809616289
OG648,0.00824996664000228
OG653,0.0256879881388183
OG1479,0.0784735026288773
OG826,0.00664256136940481
OG792,0.00682777473470502
OG675,0.00330733136998638
OG676,0.0382299205641681
OG686,0.00563839059450809
OG1478,0.0327472035882118
OG1477,0.0661009032073028
OG1464,0.0136543160284857
OG2956,0.000747224513189992
OG3196,0.000848037511895231
OG2189,0.0018871634040714
OG2823,0.00105112307992176
OG2822,0.00111868870922755
OG2188,0.00111211352560797
OG4414,0
OG1085,0.00141470109216796
OG1134,0.000337091522218466
OG1492,0.0829192499274031
OG799,0.129317803232585
OG1490,0.194838084650776
OG1489,0.0442854420173447
OG1488,0.193534511061075
OG727,0.0414458473211476
OG903,0.000767640320721218
OG1717,0.0354544105951924
OG1710,0.0527036798682985
OG1622,0.0801171217056609
OG1576,0.0342940269373958
OG1574,0.0526176214455998
OG1573,0.0657841890238441
OG1570,0.00146614245840485
OG1560,0.0326422099312733
OG3739,0.0321073322115772
OG3736,0.000957884414784869
OG868,0.0204363964773518
OG1552,0.102874328952141
OG1520,0.0600984670905447
OG379,0.0378592988563897
OG4530,0.0666057763568891
OG3607,0.00172278316645969
OG385,0.0235342338223046
OG393,0.00298133378317525
OG1440,0.00781270314197104
OG1434,0.00913009024504824
OG1387,0.0923837864723886
OG1041,0.480783527798077
OG447,0.170058189068288
OG1385,0.561401826308466
OG448,0.139626773316293
OG1124,0.128931055009495
OG1347,0.0131849856447799
OG466,0.0132361436194888
OG1326,0.00810190959635374
OG479,0.0103867748443466
OG484,0.00648069057073455
OG822,0.00758105466779929
OG494,0.0134363843514655
OG4390,0.0137899377648301
OG919,0.0094710762342069
OG4345,0.0183409429372878
OG298,0.00225805375648016
OG3155,0.00157772685869188
OG1155,0.00042243976986177
OG517,0.000687813952334636
OG515,0.000203954534451509
OG1720,0.0945141189023946
OG4508,0.0036152289769938
OG514,0.00617975967966681
OG4504,0.0249509163659771
OG36,0.023721239652054
OG14,0.0031157543225621
OG1002,0.00352506656238245
OG1724,0.00660819330115289
OG1723,0.0137338448863698
OG3197,0.0426255772068914
OG1713,0.319672457324008
OG1711,0.475306522511515
OG1147,0.389380639147208
OG1683,0.300932364191101
OG355,0.22535005560394
OG1680,0.0577199216108847
OG1676,0.130704509776681
OG1634,0.185499794814584
OG786,0.058978254450038
OG4148,0.00192700886154248
OG6216,0.000517353655675351
OG161,0.000515147219070283
OG183,0.000887498985034044
OG1016,0.0356077664539874
