Id,log2FoldChange.minusSTvsAll
OG1426,0.22
OG1427,-0.087
OG1428,0.078
OG1429,-0.425
OG1430,0.207
OG1431,-0.16
OG1432,0.54
OG1433,-0.025
OG1434,0.9129999999999999
OG1435,-0.031
OG1436,0.027999999999999997
OG1437,-0.3
OG1438,-0.495
OG1439,1.3980000000000001
OG1440,1.817
OG1441,-0.185
OG1442,-0.815
OG1443,0.11
OG1444,0.182
OG1445,0.113
OG1446,0.424
OG1447,-0.423
OG1448,0.213
OG1449,-0.736
OG1450,-0.034
OG1451,-0.033
OG1452,-0.04
OG1453,-0.158
OG1454,-0.187
OG1455,-0.298
OG1456,0.11
OG1457,0.145
OG1458,0.079
OG1459,0.07
OG1460,-0.086
OG1461,-0.332
OG1462,-0.1
OG1463,0.207
OG1464,0.354
OG1465,-0.157
OG1466,0.259
OG1467,0.314
OG1468,0.11900000000000001
OG1469,-0.856
OG1470,-0.218
OG1471,0.43799999999999994
OG1472,0.44299999999999995
OG1473,-1.13
OG1474,-0.091
OG1475,0.5
OG1476,0.245
OG1477,0.138
OG1478,0.09
OG1479,0.619
OG1480,-0.5770000000000001
OG1481,-0.008
OG1482,0.25
OG1483,-0.054000000000000006
OG1484,0.155
OG1485,0.268
OG1486,-0.361
OG1487,0.259
OG1488,-0.237
OG1489,0.455
OG1490,0.637
OG1491,-0.718
OG1492,0.29600000000000004
OG1493,0.019
OG1494,0.9209999999999999
OG1495,-0.366
OG1496,0.7190000000000001
OG1497,-0.14
OG1498,-0.8490000000000001
OG1499,-0.057999999999999996
OG1500,0.371
OG1501,-0.455
OG1502,-0.061
OG1503,-0.789
OG1504,-0.08800000000000001
OG1505,-0.391
OG1506,0.22399999999999998
OG1507,0.136
OG1508,-0.10400000000000001
OG1509,0.022000000000000002
OG1510,-0.306
OG1511,0.038
OG1512,0.113
OG1513,0.146
OG1514,0.228
OG1515,0.46299999999999997
OG1516,0.405
OG1517,-0.449
OG1518,0.226
OG1519,-0.7709999999999999
OG1520,0.33899999999999997
OG1521,0.073
OG1522,-0.49
OG1523,-0.055
OG1524,-0.28300000000000003
OG1525,-0.11900000000000001
OG1526,0.97
OG1527,-0.222
OG1528,-0.428
OG1529,-0.08199999999999999
OG1530,-0.19399999999999998
OG1531,-0.10099999999999999
OG1532,0.017
OG1533,-0.285
OG1534,-0.128
OG1535,0.135
OG1536,-0.35600000000000004
OG1537,-0.259
OG1538,0.14400000000000002
OG1539,-0.105
OG1540,0.149
OG1541,0.23600000000000002
OG1542,0.245
OG1543,0.085
OG1544,-0.424
OG1545,0.306
OG1546,0.493
OG1547,0.138
OG1548,0.134
OG1549,0.41200000000000003
OG1550,0.5710000000000001
OG1551,0.797
OG1552,0.105
OG1553,1.814
OG1554,-0.349
OG1555,-0.262
OG1556,-0.32799999999999996
OG1557,0.009000000000000001
OG1558,0.301
OG1559,-0.10099999999999999
OG1560,-0.10300000000000001
OG1561,0.037000000000000005
OG1562,1.258
OG1563,0.309
OG1564,0.361
OG1565,0.044000000000000004
OG1566,-0.408
OG1567,0.358
OG1568,0.138
OG1569,0.9009999999999999
OG1570,-0.47100000000000003
OG1571,-0.581
OG1572,0.312
OG1573,-0.126
OG1574,-0.09300000000000001
OG1575,0.613
OG1576,-0.017
OG1577,-0.07400000000000001
OG1578,0.149
OG1579,0.195
OG1580,-0.195
OG1581,0.226
OG1582,-0.21
OG1583,-0.24
OG1584,-0.44
OG1585,-0.326
OG1586,-0.287
OG1587,-0.22
OG1588,-0.002
OG1589,-0.401
OG1590,0.958
OG1591,0.691
OG1592,0.285
OG1593,0.0
OG1594,-0.12
OG1595,0.895
OG1596,-0.13
OG1597,0.221
OG1598,0.235
OG1599,0.376
OG1600,0.059000000000000004
OG1601,0.21600000000000003
OG1602,-0.675
OG1603,0.306
OG1604,-0.29600000000000004
OG1605,0.996
OG1606,-1.068
OG1607,-0.21600000000000003
OG1608,0.10099999999999999
OG1609,-0.258
OG1610,1.3090000000000002
OG1611,0.079
OG1612,0.209
OG1613,0.01
OG1614,-0.016
OG1615,1.3619999999999999
OG1616,0.5579999999999999
OG1617,1.805
OG1618,0.8420000000000001
OG1619,-0.314
OG1620,0.42700000000000005
OG1621,0.105
OG1622,-0.39899999999999997
OG1623,0.059000000000000004
OG1624,-0.479
OG1625,0.048
OG1626,0.5479999999999999
OG1627,0.11800000000000001
OG1628,0.142
OG1629,-0.42
OG1630,-0.214
OG1631,0.32799999999999996
OG1632,-0.18100000000000002
OG1633,-0.624
OG1634,0.611
OG1635,-0.49700000000000005
OG1636,0.066
OG1637,-0.154
OG1638,-0.281
OG1639,0.10300000000000001
OG1640,0.221
OG1641,0.265
OG1642,0.22699999999999998
OG1643,-0.027000000000000003
OG1644,0.4
OG1645,-0.08900000000000001
OG1646,0.225
OG1647,-0.218
OG1648,0.778
OG1649,0.664
OG1650,-0.27399999999999997
OG1651,0.067
OG1652,-0.4
OG1653,0.17300000000000001
OG1654,0.429
OG1655,0.575
OG1656,0.303
OG1657,-0.11699999999999999
OG1658,0.152
OG1659,-0.214
OG1660,-0.172
OG1661,0.012
OG1662,-0.295
OG1663,0.624
OG1664,-0.5429999999999999
OG1665,-0.331
OG1666,-0.41100000000000003
OG1667,-0.11699999999999999
OG1668,-0.45
OG1669,-0.431
OG1670,0.096
OG1671,0.158
OG1672,0.36
OG1673,-0.015
OG1674,-0.141
OG1675,-0.35700000000000004
OG1676,0.354
OG1677,-0.15
OG1678,0.35700000000000004
OG1679,-0.314
OG1680,-0.17
OG1681,-0.555
OG1682,-0.569
OG1683,0.154
OG1684,0.136
OG1685,-0.212
OG1686,-0.149
OG1687,0.061
OG1688,-0.044000000000000004
OG1689,-0.061
OG1690,-0.027999999999999997
OG1691,1.275
OG1692,-0.45399999999999996
OG1693,-0.18100000000000002
OG1694,-0.015
OG1695,-0.22899999999999998
OG1696,-0.38
OG1697,1.338
OG1698,0.42200000000000004
OG1699,1.43
OG1700,1.284
OG1701,-1.128
OG1702,0.247
OG1703,0.529
OG1704,0.272
OG1705,0.22
OG1706,-0.026000000000000002
OG1707,0.156
OG1708,-0.23399999999999999
OG1709,-0.039
OG1710,-0.159
OG1711,0.08
OG1712,-0.33799999999999997
OG1713,-0.065
OG1714,-0.01
OG1715,-0.843
OG1716,-0.073
OG1717,-0.20800000000000002
OG1718,-0.102
OG1719,-0.319
OG1720,0.051
OG1721,0.22899999999999998
OG1722,0.725
OG1723,2.1630000000000003
OG1724,2.595
OG1725,0.249
OG1726,-0.003
OG1732,-0.15
OG1734,-0.036000000000000004
OG1737,0.19699999999999998
OG1738,0.191
OG1740,-0.07
OG1741,-0.256
OG1743,0.018000000000000002
OG1744,0.774
OG1746,0.857
OG175,-0.723
OG1754,0.213
OG1755,0.325
OG1756,-0.13699999999999998
OG1757,-0.19399999999999998
OG1758,-0.282
OG1759,0.055
OG1760,-0.44799999999999995
OG1761,-0.311
OG1769,-0.332
OG1772,-0.284
OG1773,-0.10300000000000001
OG1777,-0.303
OG1778,-0.263
OG1779,0.24600000000000002
OG1781,0.35
OG1789,-0.14300000000000002
OG1795,-0.221
OG1798,-0.652
OG1799,-0.311
OG1803,1.318
OG1810,-0.344
OG1812,-0.35600000000000004
OG1818,0.66
OG1819,0.28300000000000003
OG1826,0.237
OG183,-5.357
OG1867,0.597
OG1936,0.039
OG195,-0.42
OG196,0.8059999999999999
OG1976,-0.071
OG1988,0.551
OG2013,0.223
OG2017,0.444
OG2018,0.777
OG2020,0.318
OG2021,0.055
OG2022,0.153
OG2034,0.146
OG2037,0.732
OG2038,0.452
OG2039,0.583
OG204,-0.037000000000000005
OG2040,-0.268
OG2048,0.257
OG2063,0.7829999999999999
OG2064,-0.10300000000000001
OG2065,0.075
OG2066,0.457
OG2068,0.8290000000000001
OG2069,0.42700000000000005
OG2070,0.20800000000000002
OG2071,0.115
OG2073,0.183
OG2075,-1.038
OG2095,0.204
OG2096,0.387
OG2113,-0.19
OG213,-0.006
OG2156,0.022000000000000002
OG2163,-0.079
OG2209,-0.141
OG2215,-0.045
OG231,0.536
OG242,0.052000000000000005
OG243,-0.013999999999999999
OG244,0.032
OG245,0.008
OG2700,-0.195
OG2717,-0.105
OG273,0.006
OG2782,-0.102
OG2800,-1.655
OG2838,0.195
OG2839,0.091
OG2862,0.327
OG2921,-0.331
OG2973,0.455
OG2976,0.528
OG2991,0.023
OG3026,0.248
OG304,0.41200000000000003
OG3045,0.055999999999999994
OG305,-0.35
OG306,-1.183
OG310,0.105
OG336,-0.237
OG342,-0.425
OG349,-1.46
OG356,-0.95
OG36,0.426
OG3607,-0.203
OG361,-0.196
OG369,-0.21899999999999997
OG370,0.37799999999999995
OG371,0.013000000000000001
OG372,0.067
OG373,-0.156
OG374,-0.287
OG375,-0.71
OG376,-0.47200000000000003
OG377,0.043
OG378,-0.048
OG379,-0.155
OG380,-0.207
OG381,-0.391
OG382,-0.081
OG383,-0.04
OG384,-0.205
OG385,-0.262
OG386,-0.312
OG387,-1.095
OG388,-0.866
OG389,-0.8859999999999999
OG39,-0.44299999999999995
OG390,0.392
OG391,-0.45399999999999996
OG392,0.325
OG393,0.37
OG394,0.455
OG395,0.275
OG396,0.028999999999999998
OG397,0.389
OG398,-0.243
OG399,-0.841
OG400,-0.042
OG401,-0.096
OG402,0.19
OG403,0.33799999999999997
OG404,-0.7879999999999999
OG405,0.355
OG406,-0.58
OG407,0.124
OG408,0.239
OG409,-0.653
OG410,-0.45799999999999996
OG4100,0.079
OG411,0.133
OG412,-0.29100000000000004
OG413,-0.42200000000000004
OG414,0.031
OG415,0.07200000000000001
OG416,0.004
OG417,0.342
OG418,-0.207
OG419,-0.09699999999999999
OG420,0.18600000000000003
OG421,-0.564
OG422,0.36200000000000004
OG423,-0.391
OG424,0.272
OG425,0.491
OG426,0.128
OG427,0.32
OG428,-0.40299999999999997
OG429,-0.813
OG430,-0.163
OG4300,0.23600000000000002
OG431,-0.271
OG432,-0.33299999999999996
OG433,-0.063
OG434,-0.237
OG435,-0.051
OG4357,-0.175
OG436,0.191
OG437,-0.040999999999999995
OG438,-0.261
OG439,-0.657
OG440,-0.155
OG441,-0.11
OG4416,-0.071
OG442,0.9209999999999999
OG443,-0.285
OG444,0.711
OG4442,0.344
OG445,-0.35600000000000004
OG446,-0.24
OG4461,-0.5870000000000001
OG447,0.054000000000000006
OG448,-0.657
OG449,-0.098
OG450,-0.015
OG451,-0.047
OG452,-0.121
OG453,0.596
OG454,-0.924
OG455,-0.757
OG456,0.21600000000000003
OG457,0.47100000000000003
OG458,-0.281
OG459,-0.33
OG460,-0.787
OG461,-0.05
OG462,-0.299
OG463,0.184
OG464,-0.804
OG465,-0.067
OG466,0.342
OG467,-0.18100000000000002
OG468,0.415
OG469,-0.087
OG470,-0.414
OG471,0.373
OG472,0.183
OG473,0.5379999999999999
OG474,-1.232
OG475,-0.331
OG476,-0.7290000000000001
OG477,-0.8140000000000001
OG478,0.45
OG479,0.42700000000000005
OG480,0.6629999999999999
OG481,-0.21
OG482,0.11699999999999999
OG483,0.19
OG484,0.15
OG485,-1.01
OG486,0.6709999999999999
OG487,-0.040999999999999995
OG488,1.035
OG489,0.222
OG490,0.195
OG491,0.024
OG492,0.027000000000000003
OG493,0.698
OG494,-0.04
OG495,-0.375
OG496,0.109
OG497,-0.528
OG498,-0.5660000000000001
OG499,-0.313
OG500,0.29100000000000004
OG501,0.355
OG502,0.457
OG503,-0.332
OG504,-0.068
OG505,-0.36
OG506,-0.381
OG507,0.484
OG508,-0.002
OG509,0.155
OG510,0.12
OG511,-0.649
OG512,0.06
OG513,0.098
OG514,0.556
OG515,0.203
OG516,0.044000000000000004
OG517,0.436
OG518,-0.349
OG519,-0.434
OG520,-0.43799999999999994
OG521,-0.14
OG522,0.099
OG523,-0.419
OG524,-0.05
OG525,0.046
OG526,-0.48200000000000004
OG527,-0.847
OG528,-0.125
OG529,-0.473
OG530,-0.341
OG531,0.254
OG532,-0.33799999999999997
OG533,0.11599999999999999
OG534,-0.028999999999999998
OG535,1.117
OG536,-0.218
OG537,-0.015
OG538,0.08199999999999999
OG539,-0.006999999999999999
OG540,-0.494
OG541,-0.42700000000000005
OG542,-0.322
OG543,-0.064
OG544,-0.19399999999999998
OG545,0.015
OG546,-0.22699999999999998
OG547,0.381
OG548,0.655
OG549,-0.235
OG550,0.28300000000000003
OG551,0.449
OG552,0.534
OG553,0.517
OG554,-0.46299999999999997
OG555,-0.48700000000000004
OG556,-0.152
OG557,-0.218
OG558,-0.111
OG559,-0.292
OG560,-0.301
OG561,0.067
OG562,-0.057999999999999996
OG563,-0.225
OG564,-0.611
OG565,0.259
OG566,-0.20199999999999999
OG567,0.43
OG568,-0.087
OG569,-0.064
OG570,1.023
OG571,-0.225
OG572,-0.078
OG573,0.26899999999999996
OG574,-0.04
OG575,-0.363
OG576,0.395
OG577,-0.05
OG578,-0.26899999999999996
OG579,-0.27
OG58,-0.625
OG580,0.09699999999999999
OG581,0.052000000000000005
OG582,-0.643
OG583,0.48200000000000004
OG584,-0.47100000000000003
OG585,-0.634
OG586,-0.8220000000000001
OG587,-0.7040000000000001
OG588,-0.154
OG589,-0.295
OG590,1.054
OG591,1.7690000000000001
OG592,0.442
OG593,1.232
OG594,0.027999999999999997
OG595,1.5930000000000002
OG596,-0.222
OG597,0.218
OG598,-0.56
OG599,1.781
OG600,0.306
OG601,1.143
OG602,-0.07400000000000001
OG603,0.35600000000000004
OG604,1.39
OG605,0.034
OG606,1.8430000000000002
OG607,1.265
OG608,-0.462
OG609,-0.449
OG610,-0.308
OG611,-0.324
OG612,-0.214
OG613,0.254
OG614,-0.47100000000000003
OG615,0.332
OG616,0.25
OG617,-0.09699999999999999
OG618,0.292
OG619,-0.526
OG620,0.392
OG621,0.6679999999999999
OG622,-0.292
OG623,-0.247
OG624,-0.33799999999999997
OG625,-0.496
OG626,-0.15
OG627,-0.221
OG628,0.34
OG629,0.019
OG630,0.09
OG631,-0.142
OG632,-0.29100000000000004
OG633,0.16
OG634,0.48
OG635,0.10400000000000001
OG636,0.39
OG637,0.287
OG638,0.344
OG639,0.185
OG640,-0.19
OG641,-0.17300000000000001
OG642,0.29
OG643,-0.27699999999999997
OG644,1.067
OG645,-0.126
OG646,0.5479999999999999
OG647,0.33
OG648,0.035
OG649,-0.6629999999999999
OG650,1.27
OG651,-0.171
OG652,0.54
OG653,-0.099
OG654,-0.10800000000000001
OG655,-0.051
OG656,0.331
OG657,0.20600000000000002
OG658,-0.096
OG659,-0.239
OG660,0.035
OG661,-0.057999999999999996
OG662,-0.064
OG663,0.35100000000000003
OG664,-0.016
OG665,0.16899999999999998
OG666,-1.9669999999999999
OG667,-0.17
OG668,-1.216
OG669,-0.353
OG670,0.539
OG671,0.669
OG672,-0.299
OG673,-0.716
OG674,-0.948
OG675,0.574
OG676,0.047
OG677,0.127
OG678,0.365
OG679,0.423
OG680,-0.38799999999999996
OG681,-0.322
OG682,0.191
OG683,-0.318
OG684,-0.013999999999999999
OG685,-0.22399999999999998
OG686,0.231
OG687,-0.113
OG688,-0.5529999999999999
OG689,-0.5820000000000001
OG690,-0.8540000000000001
OG691,-0.254
OG692,-0.28
OG693,-0.19699999999999998
OG694,-0.23399999999999999
OG695,-0.324
OG696,-0.447
OG697,-0.35600000000000004
OG698,-0.47100000000000003
OG699,-0.31
OG700,-0.086
OG701,-0.532
OG702,-0.09699999999999999
OG703,-0.171
OG704,-0.732
OG705,-0.982
OG706,-0.212
OG707,-0.006999999999999999
OG708,0.423
OG709,-0.157
OG710,-0.18
OG711,-0.23199999999999998
OG712,-0.31
OG713,-0.213
OG714,-0.581
OG715,-0.65
OG716,0.133
OG717,0.017
OG718,0.45299999999999996
OG719,-0.426
OG720,-0.040999999999999995
OG721,-0.281
OG722,-0.431
OG723,0.003
OG724,-0.11900000000000001
OG725,-0.753
OG726,-0.27699999999999997
OG727,-0.971
OG728,0.14800000000000002
OG729,0.052000000000000005
OG730,0.062
OG731,-0.11
OG732,-0.696
OG733,0.171
OG734,-0.628
OG735,0.54
OG736,-0.198
OG737,0.09699999999999999
OG738,-0.049
OG739,-0.20199999999999999
OG740,0.027999999999999997
OG741,-0.095
OG742,-2.117
OG743,0.56
OG744,0.081
OG745,-0.025
OG746,-0.287
OG747,-0.312
OG748,-1.962
OG749,-0.249
OG750,0.214
OG751,-0.22399999999999998
OG752,-0.27399999999999997
OG753,-0.127
OG754,1.442
OG755,0.11
OG757,0.33399999999999996
OG758,-0.215
OG759,-0.805
OG760,-0.28600000000000003
OG761,0.29100000000000004
OG762,0.022000000000000002
OG763,0.02
OG764,0.12
OG765,0.083
OG766,-0.643
OG767,-0.11699999999999999
OG768,-1.824
OG769,0.040999999999999995
OG770,0.159
OG771,0.19
OG772,1.3530000000000002
OG773,0.043
OG775,0.038
OG776,-0.318
OG784,0.434
OG785,0.107
OG786,-0.4
OG787,-0.166
OG789,0.193
OG798,-0.273
OG799,-0.544
OG800,-0.079
OG801,0.094
OG802,-0.139
OG803,-1.311
OG804,0.006999999999999999
OG805,-0.166
OG806,-0.5670000000000001
OG807,-0.136
OG808,-0.33
OG809,-0.115
OG810,-0.11599999999999999
OG811,-1.159
OG812,0.593
OG813,0.009000000000000001
OG814,0.616
OG815,-0.32299999999999995
OG816,0.05
OG817,-0.534
OG818,-1.062
OG819,-0.27399999999999997
OG820,0.25
OG821,-0.259
OG822,0.66
OG823,0.415
OG824,-1.7790000000000001
OG825,-0.09
OG826,0.43
OG827,0.45399999999999996
OG828,-0.33899999999999997
OG829,-0.545
OG830,0.21600000000000003
OG831,0.141
OG832,1.9409999999999998
OG833,2.171
OG834,-0.455
OG835,0.063
OG836,0.42100000000000004
OG837,0.22899999999999998
OG840,0.361
OG841,-0.287
OG842,0.261
OG843,0.469
OG844,-0.212
OG845,0.465
OG846,0.632
OG847,0.235
OG862,-0.27399999999999997
OG863,0.28300000000000003
OG864,-0.09699999999999999
OG865,-0.214
OG866,1.314
OG867,0.21899999999999997
OG868,-0.696
OG871,-0.474
OG872,0.12
OG873,0.365
OG874,0.379
OG875,0.134
OG876,0.47200000000000003
OG877,-0.591
OG878,0.18600000000000003
OG879,0.005
OG880,-0.126
OG881,0.155
OG882,-0.6809999999999999
OG883,0.75
OG884,-0.231
OG885,-0.297
OG886,-0.5
OG887,-0.19899999999999998
OG888,-0.26899999999999996
OG889,-0.5
OG897,-0.903
OG898,-0.27399999999999997
OG899,-0.025
OG905,-0.27
OG906,0.72
OG907,-0.21
OG908,-0.281
OG909,-0.851
OG910,-0.039
OG911,0.799
OG912,-0.002
OG913,-1.495
OG914,-0.6
OG915,-0.435
OG916,-0.057
OG922,0.12
OG923,-0.565
OG924,-0.821
OG925,-0.67
OG926,0.19899999999999998
OG931,-0.37200000000000005
OG945,0.078
OG946,-0.89
OG948,0.455
OG949,0.004
OG950,-0.539
OG954,-0.22699999999999998
OG963,-0.017
OG964,0.022000000000000002
OG977,0.243
OG983,1.225
OG984,-0.897
OG998,0.087
