Id,log2FoldChange.minus10675vsAll
OG1212,-0.024
OG1213,0.653
OG1214,0.728
OG1215,-0.059000000000000004
OG1216,1.9680000000000002
OG1217,0.447
OG1218,0.314
OG1219,0.765
OG1220,-0.439
OG1221,-0.07400000000000001
OG1222,0.073
OG1223,-0.523
OG1224,0.152
OG1225,0.516
OG1226,-0.28300000000000003
OG1227,-0.20600000000000002
OG1228,0.904
OG1229,0.48100000000000004
OG1230,-0.298
OG1231,-0.273
OG1232,0.10099999999999999
OG1233,0.41
OG1234,-0.067
OG1235,0.37799999999999995
OG1236,0.6729999999999999
OG1237,0.688
OG1238,0.079
OG1239,0.579
OG124,0.048
OG1240,0.596
OG1241,0.365
OG1242,-0.488
OG1243,0.816
OG1244,-1.24
OG1245,-0.044000000000000004
OG1246,-0.57
OG1247,0.47
OG1248,-0.49200000000000005
OG1249,1.229
OG1250,-0.027999999999999997
OG1251,0.308
OG1252,-0.6459999999999999
OG1253,-0.386
OG1254,1.815
OG1255,-0.479
OG1256,-0.551
OG1257,-0.166
OG1258,-0.41100000000000003
OG1259,0.172
OG1260,0.537
OG1261,-1.493
OG1262,0.20800000000000002
OG1263,-0.254
OG1264,-0.12
OG1265,0.917
OG1266,-0.5579999999999999
OG1267,-0.409
OG1268,-0.49700000000000005
OG1269,-0.078
OG1270,-0.7390000000000001
OG1271,-0.001
OG1272,-0.21
OG1273,-0.428
OG1274,-1.062
OG1275,-0.248
OG1276,-0.698
OG1277,0.5589999999999999
OG1278,0.36200000000000004
OG1279,1.412
OG1280,0.271
OG1281,-0.012
OG1282,-0.748
OG1283,-0.018000000000000002
OG1284,0.54
OG1285,0.132
OG1286,0.907
OG1287,0.596
OG1288,1.639
OG1289,0.541
OG1290,-0.114
OG1291,-0.159
OG1292,0.18600000000000003
OG1293,-0.45399999999999996
OG1294,1.071
OG1295,0.866
OG1296,0.436
OG1297,0.33899999999999997
OG1298,-0.516
OG1299,0.419
OG1300,1.639
OG1301,-0.03
OG1302,1.357
OG1303,0.20600000000000002
OG1304,0.716
OG1305,-1.725
OG1306,-1.7080000000000002
OG1307,-1.3359999999999999
OG1308,0.001
OG1309,0.406
OG1310,-1.067
OG1311,-0.607
OG1312,-0.10800000000000001
OG1313,1.052
OG1314,-0.251
OG1315,-0.295
OG1316,0.49700000000000005
OG1317,0.275
OG1318,0.978
OG1319,0.299
OG1320,-0.501
OG1321,0.149
OG1322,-0.239
OG1323,-0.7340000000000001
OG1324,0.23399999999999999
OG1325,0.632
OG1326,0.225
OG1327,-0.607
OG1328,-0.8490000000000001
OG1329,-0.484
OG1330,-0.48200000000000004
OG1331,-0.19899999999999998
OG1332,-0.309
OG1333,0.26899999999999996
OG1334,-0.377
OG1335,0.03
OG1336,0.024
OG1337,0.9740000000000001
OG1338,0.366
OG1339,-0.17300000000000001
OG134,-0.353
OG1340,0.34700000000000003
OG1341,0.7829999999999999
OG1342,0.054000000000000006
OG1343,0.565
OG1344,0.17
OG1345,0.43200000000000005
OG1346,0.9570000000000001
OG1347,0.815
OG1348,-0.97
OG1349,-0.204
OG1350,-0.271
OG1351,0.436
OG1352,-1.206
OG1353,-0.6890000000000001
OG1354,-0.887
OG1355,0.349
OG1356,-0.158
OG1357,-0.366
OG1358,0.14400000000000002
OG1359,-0.462
OG136,-1.014
OG1360,-0.47
OG1361,-0.131
OG1362,-0.075
OG1363,0.22699999999999998
OG1364,-0.314
OG1365,-0.366
OG1366,-1.0
OG1367,-1.291
OG1368,0.304
OG1369,-0.04
OG1370,-0.8859999999999999
OG1371,-0.624
OG1372,-0.7070000000000001
OG1373,-1.218
OG1374,-0.695
OG1375,-0.742
OG1376,0.379
OG1377,-0.131
OG1378,-0.318
OG1379,-0.055
OG1380,0.21899999999999997
OG1381,-1.345
OG1382,-0.243
OG1383,0.099
OG1384,-0.045
OG1385,-0.515
OG1386,0.374
OG1387,-0.6829999999999999
OG1388,0.003
OG1389,-0.054000000000000006
OG1390,0.191
OG1391,-0.529
OG1392,-0.826
OG1393,-0.565
OG1394,-0.49200000000000005
OG1395,0.846
OG1396,-0.10400000000000001
OG1397,0.146
OG1398,1.1840000000000002
OG1399,1.0659999999999998
OG14,0.368
OG1400,-0.33
OG1401,0.847
OG1402,-0.065
OG1403,-0.4
OG1404,0.035
OG1405,0.475
OG1406,0.787
OG1407,0.32299999999999995
OG1408,-0.207
OG1409,-0.924
OG1410,-0.40399999999999997
OG1411,-0.08800000000000001
OG1412,0.5539999999999999
OG1413,0.319
OG1414,-0.41100000000000003
OG1415,0.008
OG1416,0.47100000000000003
OG1417,0.488
OG1418,0.792
OG1419,-0.489
OG1420,0.162
OG1421,-0.098
OG1422,0.07200000000000001
OG1423,0.272
OG1424,0.42200000000000004
OG1425,0.5529999999999999
OG1426,0.41700000000000004
OG1427,0.065
OG1428,-0.043
OG1429,-0.151
OG1430,0.5529999999999999
OG1431,-0.502
OG1432,-0.447
OG1433,-0.384
OG1434,0.879
OG1435,-0.295
OG1436,-0.46299999999999997
OG1437,-0.414
OG1438,-0.7390000000000001
OG1439,0.8270000000000001
OG1440,1.685
OG1441,0.659
OG1442,-1.258
OG1443,0.20800000000000002
OG1444,0.19399999999999998
OG1445,0.24
OG1446,-0.054000000000000006
OG1447,-0.743
OG1448,0.038
OG1449,0.087
OG1450,0.128
OG1451,0.031
OG1452,0.024
OG1453,0.003
OG1454,0.09300000000000001
OG1455,0.051
OG1456,-0.146
OG1457,-0.369
OG1458,-0.17800000000000002
OG1459,-0.33399999999999996
OG1460,0.125
OG1461,-0.034
OG1462,-0.126
OG1463,0.29600000000000004
OG1464,-0.544
OG1465,-0.435
OG1466,0.141
OG1467,0.442
OG1468,0.613
OG1469,-0.29
OG1470,-0.79
OG1471,0.256
OG1472,0.226
OG1473,0.179
OG1474,-0.028999999999999998
OG1475,0.632
OG1476,0.134
OG1477,-0.231
OG1478,0.39299999999999996
OG1479,-1.145
OG1480,-0.504
OG1481,-0.513
OG1482,-0.062
OG1483,-0.168
OG1484,0.26899999999999996
OG1485,-0.109
OG1486,-0.375
OG1487,0.085
OG1488,-0.21899999999999997
OG1489,0.382
OG1490,0.621
OG1491,0.11800000000000001
OG1492,0.268
OG1493,-0.166
OG1494,0.77
OG1495,-1.695
OG1496,0.885
OG1497,0.574
OG1498,-1.008
OG1499,0.193
OG1500,0.294
OG1501,-0.064
OG1502,0.564
OG1503,-0.725
OG1504,0.461
OG1505,-0.336
OG1506,0.244
OG1507,-0.128
OG1508,0.01
OG1509,-0.125
OG1510,0.16399999999999998
OG1511,-0.129
OG1512,0.324
OG1513,0.133
OG1514,0.195
OG1515,0.518
OG1516,-0.086
OG1517,-0.813
OG1518,0.43799999999999994
OG1519,0.426
OG1520,0.157
OG1521,0.284
OG1522,-0.17
OG1523,-0.467
OG1524,-0.46399999999999997
OG1525,0.10800000000000001
OG1526,1.0190000000000001
OG1527,-0.298
OG1528,-0.39899999999999997
OG1529,0.299
OG1530,0.07400000000000001
OG1531,0.099
OG1532,0.175
OG1533,-0.35700000000000004
OG1534,0.544
OG1535,0.845
OG1536,-0.091
OG1537,0.133
OG1538,-0.465
OG1539,-0.516
OG1540,0.139
OG1541,-0.184
OG1542,0.18
OG1543,0.3
OG1544,0.14400000000000002
OG1545,0.299
OG1546,-0.069
OG1547,0.105
OG1548,0.5379999999999999
OG1549,0.629
OG1550,0.51
OG1551,0.7290000000000001
OG1552,-0.075
OG1553,2.454
OG1554,-0.06
OG1555,0.21100000000000002
OG1556,0.273
OG1557,-0.207
OG1558,0.391
OG1559,0.406
OG1560,-0.40700000000000003
OG1561,0.631
OG1562,0.209
OG1563,-0.17300000000000001
OG1564,0.505
OG1565,0.377
OG1566,-0.258
OG1567,0.556
OG1568,0.39899999999999997
OG1569,0.7879999999999999
OG1570,-0.507
OG1571,0.231
OG1572,-0.18899999999999997
OG1573,-0.028999999999999998
OG1574,-0.133
OG1575,0.6659999999999999
OG1576,0.198
OG1577,-0.305
OG1578,0.376
OG1579,-1.088
OG1580,0.42
OG1581,0.26
OG1582,-0.126
OG1583,-0.515
OG1584,-0.255
OG1585,-0.305
OG1586,-0.249
OG1587,0.102
OG1588,0.593
OG1589,-0.248
OG1590,0.217
OG1591,-0.29600000000000004
OG1592,0.723
OG1593,0.183
OG1594,0.075
OG1595,0.48200000000000004
OG1596,0.713
OG1597,0.1
OG1598,0.41700000000000004
OG1599,0.505
OG1600,0.302
OG1601,0.792
OG1602,-0.8809999999999999
OG1603,0.292
OG1604,0.228
OG1605,1.04
OG1606,0.077
OG1607,0.39399999999999996
OG1608,0.433
OG1609,-0.155
OG1610,0.32299999999999995
OG1611,0.052000000000000005
OG1612,-0.07
OG1613,-0.39799999999999996
OG1614,-0.006999999999999999
OG1615,0.667
OG1616,1.001
OG1617,0.486
OG1618,-0.059000000000000004
OG1619,-0.23
OG1620,0.239
OG1621,0.27399999999999997
OG1622,-0.06
OG1623,0.568
OG1624,-1.046
OG1625,0.166
OG1626,0.306
OG1627,-0.425
OG1628,-0.028999999999999998
OG1629,-1.334
OG1630,-0.204
OG1631,0.8420000000000001
OG1632,-0.608
OG1633,-0.316
OG1634,0.659
OG1635,-0.619
OG1636,-0.214
OG1637,-0.527
OG1638,-0.64
OG1639,-0.107
OG1640,0.62
OG1641,0.705
OG1642,0.035
OG1643,-0.42200000000000004
OG1644,0.8109999999999999
OG1645,-0.221
OG1646,0.653
OG1647,-0.34600000000000003
OG1648,0.07
OG1649,0.45899999999999996
OG1650,0.7190000000000001
OG1651,-0.622
OG1652,-0.8759999999999999
OG1653,0.34700000000000003
OG1654,0.8190000000000001
OG1655,-1.6219999999999999
OG1656,0.33399999999999996
OG1657,-0.244
OG1658,0.253
OG1659,0.8859999999999999
OG1660,0.457
OG1661,-0.053
OG1662,0.777
OG1663,0.336
OG1664,-0.5670000000000001
OG1665,-0.157
OG1666,-0.273
OG1667,0.305
OG1668,0.004
OG1669,-0.215
OG1670,0.17600000000000002
OG1671,0.865
OG1672,0.354
OG1673,0.226
OG1674,-0.129
OG1675,-0.07400000000000001
OG1676,0.18899999999999997
OG1677,-0.16
OG1678,0.28
OG1679,-0.034
OG1680,-0.243
OG1681,0.38799999999999996
OG1682,0.135
OG1683,-0.096
OG1684,-0.7759999999999999
OG1685,-0.424
OG1686,-0.22699999999999998
OG1687,0.609
OG1688,0.436
OG1689,0.526
OG1690,0.423
OG1691,0.8190000000000001
OG1692,-1.8030000000000002
OG1693,-0.92
OG1694,-0.26899999999999996
OG1695,-0.26899999999999996
OG1696,-0.5539999999999999
OG1697,0.358
OG1698,0.359
OG1699,0.688
OG1700,1.0
OG1701,-0.898
OG1702,0.897
OG1703,-0.348
OG1704,1.08
OG1705,-0.19899999999999998
OG1706,-0.14300000000000002
OG1707,-0.18899999999999997
OG1708,-0.919
OG1709,-0.439
OG1710,0.39
OG1711,-0.184
OG1712,-0.642
OG1713,-0.179
OG1714,-0.11199999999999999
OG1715,-0.68
OG1716,-0.674
OG1717,0.102
OG1718,1.052
OG1719,0.20600000000000002
OG1720,0.21100000000000002
OG1721,-0.2
OG1722,1.033
OG1723,0.59
OG1724,0.43
OG1725,-0.147
OG1726,0.177
OG1732,-0.011000000000000001
OG1734,-0.128
OG1737,-0.135
OG1738,-0.6559999999999999
OG1740,-0.275
OG1741,0.531
OG1743,-0.078
OG1744,-0.049
OG1746,0.209
OG175,0.5479999999999999
OG1754,-0.265
OG1755,-1.5759999999999998
OG1756,-1.588
OG1757,-0.5529999999999999
OG1758,-0.968
OG1759,-0.392
OG1760,0.225
OG1761,-0.10300000000000001
OG1769,-0.297
OG1772,0.7
OG1773,0.47600000000000003
OG1777,0.536
OG1778,0.183
OG1779,-0.16
OG1781,0.213
OG1789,0.055
OG1795,0.127
OG1798,-0.266
OG1799,-0.62
OG1803,1.27
OG1810,-1.8969999999999998
OG1812,-1.081
OG1818,-1.075
OG1819,-0.32
OG1826,0.017
OG183,-1.2590000000000001
OG1867,0.475
OG1936,0.488
OG195,-0.638
OG196,-0.43
OG1976,0.649
OG1988,0.047
OG2013,0.521
OG2017,0.534
OG2018,0.063
OG2020,0.19699999999999998
OG2021,-0.043
OG2022,0.7490000000000001
OG2034,0.428
OG2037,1.496
OG2038,0.47100000000000003
OG2039,0.6859999999999999
OG204,0.78
OG2040,0.263
OG2048,-0.02
OG2063,0.552
OG2064,-0.613
OG2065,-1.214
OG2066,0.579
OG2068,1.091
OG2069,0.713
OG2070,0.5710000000000001
OG2071,-0.379
OG2073,0.02
OG2075,0.392
OG2095,0.693
OG2096,0.743
OG2113,-0.47600000000000003
OG213,-0.03
OG2156,0.39799999999999996
OG2163,-0.365
OG2209,-0.645
OG2215,-0.204
OG231,-0.6459999999999999
OG242,-0.35100000000000003
OG243,-1.0290000000000001
OG244,-1.249
OG245,0.006
OG2700,0.46799999999999997
OG2717,0.613
OG273,-1.22
OG2782,0.42100000000000004
OG2800,-2.16
OG2838,0.213
OG2839,0.45299999999999996
OG2862,0.7659999999999999
OG2921,-0.764
OG2973,-0.006
OG2976,0.44
OG2991,-0.25
OG3026,-0.493
OG304,-1.083
OG3045,0.8029999999999999
OG305,0.084
OG306,-0.452
OG310,-1.0859999999999999
OG336,0.1
OG342,-0.355
OG349,-0.628
OG356,0.109
OG36,0.524
OG3607,-3.097
OG361,0.377
OG369,0.052000000000000005
OG370,-1.0859999999999999
OG371,0.147
OG372,0.226
OG373,-0.003
OG374,-0.08
OG375,-0.013999999999999999
OG376,0.10099999999999999
OG377,0.504
OG378,0.9620000000000001
OG379,-0.33799999999999997
OG380,-0.10800000000000001
OG381,0.10800000000000001
OG382,0.772
OG383,-0.084
OG384,0.526
OG385,-0.18
OG386,0.11599999999999999
OG387,-0.752
OG388,0.424
OG389,-0.519
OG39,0.22
OG390,0.462
OG391,0.131
OG392,0.047
OG393,-1.906
OG394,0.878
OG395,0.205
OG396,1.062
OG397,0.514
OG398,-0.166
OG399,0.5
OG400,0.231
OG401,0.147
OG402,-0.665
OG403,0.35
OG404,-0.087
OG405,0.62
OG406,-0.813
OG407,0.506
OG408,0.508
OG409,-0.502
OG410,-0.23600000000000002
OG4100,-0.315
OG411,0.14400000000000002
OG412,1.0490000000000002
OG413,-1.459
OG414,0.053
OG415,-0.374
OG416,0.062
OG417,-0.003
OG418,0.207
OG419,-0.172
OG420,0.408
OG421,-0.504
OG422,0.49700000000000005
OG423,0.122
OG424,-0.095
OG425,0.263
OG426,-0.71
OG427,1.177
OG428,-1.85
OG429,-1.19
OG430,-0.016
OG4300,-1.857
OG431,-0.9329999999999999
OG432,-0.897
OG433,-0.606
OG434,-0.161
OG435,0.23600000000000002
OG4357,-2.725
OG436,-0.057999999999999996
OG437,0.47200000000000003
OG438,-0.41200000000000003
OG439,-1.022
OG440,-0.757
OG441,-0.648
OG4416,0.317
OG442,0.797
OG443,-0.036000000000000004
OG444,-0.47100000000000003
OG4442,-0.27699999999999997
OG445,-0.396
OG446,-0.737
OG4461,-0.6920000000000001
OG447,0.237
OG448,-0.835
OG449,-0.136
OG450,-0.602
OG451,0.304
OG452,0.177
OG453,-0.963
OG454,0.1
OG455,0.054000000000000006
OG456,-0.861
OG457,0.133
OG458,-0.873
OG459,-0.01
OG460,0.15
OG461,0.048
OG462,0.853
OG463,0.335
OG464,-0.243
OG465,-0.166
OG466,-0.126
OG467,0.21899999999999997
OG468,-0.278
OG469,0.66
OG470,0.6509999999999999
OG471,-0.24
OG472,-0.09699999999999999
OG473,-0.386
OG474,0.284
OG475,-0.19899999999999998
OG476,-0.212
OG477,-1.187
OG478,0.45399999999999996
OG479,0.138
OG480,0.344
OG481,-0.5660000000000001
OG482,0.25
OG483,0.166
OG484,1.022
OG485,-0.345
OG486,0.637
OG487,-1.367
OG488,1.39
OG489,0.483
OG490,0.22899999999999998
OG491,-0.44799999999999995
OG492,0.31
OG493,0.008
OG494,-0.051
OG495,-0.142
OG496,0.235
OG497,0.418
OG498,-0.165
OG499,-0.166
OG500,-0.28
OG501,1.169
OG502,-0.366
OG503,0.071
OG504,-0.248
OG505,-1.013
OG506,-0.7290000000000001
OG507,0.16699999999999998
OG508,-0.49200000000000005
OG509,-0.017
OG510,0.43799999999999994
OG511,0.035
OG512,-0.113
OG513,0.268
OG514,0.741
OG515,-0.635
OG516,0.495
OG517,0.45799999999999996
OG518,0.5429999999999999
OG519,-0.215
OG520,0.20600000000000002
OG521,-0.583
OG522,-0.33399999999999996
OG523,-0.195
OG524,-0.021
OG525,0.036000000000000004
OG526,-0.617
OG527,-0.045
OG528,-0.7509999999999999
OG529,-0.32799999999999996
OG530,-1.3359999999999999
OG531,0.299
OG532,-0.5920000000000001
OG533,-0.41100000000000003
OG534,0.389
OG535,0.441
OG536,-0.002
OG537,-0.275
OG538,0.025
OG539,-0.386
OG540,-0.033
OG541,0.177
OG542,0.152
OG543,-0.68
OG544,-0.23600000000000002
OG545,-0.128
OG546,1.209
OG547,1.4780000000000002
OG548,1.511
OG549,-0.972
OG550,0.795
OG551,1.045
OG552,0.501
OG553,-0.855
OG554,0.141
OG555,-0.248
OG556,-0.552
OG557,0.198
OG558,-0.693
OG559,-0.138
OG560,-0.17300000000000001
OG561,0.028999999999999998
OG562,-0.389
OG563,0.177
OG564,-0.38799999999999996
OG565,0.086
OG566,-0.47200000000000003
OG567,0.305
OG568,0.368
OG569,-0.044000000000000004
OG570,1.459
OG571,-0.35700000000000004
OG572,0.168
OG573,0.772
OG574,0.28300000000000003
OG575,0.585
OG576,-0.28600000000000003
OG577,0.61
OG578,-0.996
OG579,0.386
OG58,-0.895
OG580,0.486
OG581,-0.355
OG582,-0.27
OG583,0.602
OG584,-0.88
OG585,-0.223
OG586,0.174
OG587,0.34700000000000003
OG588,-0.188
OG589,-1.062
OG590,-0.242
OG591,0.865
OG592,0.419
OG593,-0.03
OG594,0.026000000000000002
OG595,0.853
OG596,0.257
OG597,0.06
OG598,-0.741
OG599,0.9840000000000001
OG600,0.413
OG601,0.6859999999999999
OG602,-0.574
OG603,0.22399999999999998
OG604,0.838
OG605,-0.644
OG606,1.3519999999999999
OG607,-0.349
OG608,-1.374
OG609,-0.239
OG610,0.021
OG611,-0.013999999999999999
OG612,0.32299999999999995
OG613,0.603
OG614,-0.184
OG615,0.7290000000000001
OG616,0.106
OG617,0.889
OG618,-0.16699999999999998
OG619,-1.1540000000000001
OG620,0.94
OG621,0.777
OG622,-0.152
OG623,-0.972
OG624,-0.49
OG625,0.188
OG626,-0.35200000000000004
OG627,-0.161
OG628,0.46
OG629,-0.37799999999999995
OG630,-0.015
OG631,-0.446
OG632,0.172
OG633,-0.7040000000000001
OG634,0.479
OG635,0.10300000000000001
OG636,0.47
OG637,-0.185
OG638,0.605
OG639,0.055999999999999994
OG640,0.6779999999999999
OG641,0.589
OG642,-0.319
OG643,-0.19899999999999998
OG644,0.40299999999999997
OG645,0.9570000000000001
OG646,0.556
OG647,0.23
OG648,0.517
OG649,-0.172
OG650,0.048
OG651,-0.047
OG652,1.1520000000000001
OG653,-0.9440000000000001
OG654,0.32299999999999995
OG655,0.185
OG656,-0.135
OG657,-0.405
OG658,0.192
OG659,0.39799999999999996
OG660,0.175
OG661,0.013000000000000001
OG662,0.28600000000000003
OG663,0.529
OG664,0.08900000000000001
OG665,0.233
OG666,-1.415
OG667,-0.626
OG668,-1.105
OG669,-0.40299999999999997
OG670,0.763
OG671,-0.326
OG672,0.46299999999999997
OG673,-0.255
OG674,0.331
OG675,-0.10099999999999999
OG676,-0.12300000000000001
OG677,-0.44799999999999995
OG678,0.48100000000000004
OG679,-0.746
OG680,0.4
OG681,-0.27899999999999997
OG682,0.106
OG683,-0.68
OG684,0.327
OG685,-0.387
OG686,-0.635
OG687,0.16399999999999998
OG688,-0.24100000000000002
OG689,-0.307
OG690,-0.615
OG691,0.312
OG692,0.052000000000000005
OG693,-0.537
OG694,0.623
OG695,-1.052
OG696,-0.8009999999999999
OG697,-0.679
OG698,0.337
OG699,-0.253
OG700,-0.201
OG701,-0.423
OG702,-0.25
OG703,-0.146
OG704,0.261
OG705,0.024
OG706,0.42100000000000004
OG707,0.16
OG708,-0.081
OG709,-0.927
OG710,-0.326
OG711,0.28800000000000003
OG712,0.147
OG713,-0.48
OG714,0.052000000000000005
OG715,0.11900000000000001
OG716,-0.653
OG717,-1.569
OG718,0.252
OG719,-1.506
OG720,-0.82
OG721,0.591
OG722,-0.213
OG723,-1.168
OG724,-0.7490000000000001
OG725,-0.457
OG726,-0.342
OG727,0.731
OG728,-0.371
OG729,-2.51
OG730,-0.441
OG731,-0.042
OG732,-1.475
OG733,-0.05
OG734,-0.858
OG735,0.57
OG736,-0.214
OG737,-0.002
OG738,0.564
OG739,-0.048
OG740,0.132
OG741,-2.275
OG742,-0.866
OG743,0.249
OG744,0.01
OG745,0.292
OG746,-0.5579999999999999
OG747,-1.036
OG748,-1.2690000000000001
OG749,0.06
OG750,0.055999999999999994
OG751,-0.63
OG752,-0.239
OG753,-0.963
OG754,1.368
OG755,-0.5379999999999999
OG757,0.028999999999999998
OG758,-0.218
OG759,0.741
OG760,-0.161
OG761,0.195
OG762,-0.126
OG763,-0.36
OG764,-0.32899999999999996
OG765,0.147
OG766,-0.537
OG767,-0.769
OG768,-2.4219999999999997
OG769,0.568
OG770,-0.188
OG771,0.171
OG772,1.45
OG773,0.659
OG775,-0.17300000000000001
OG776,-0.203
OG784,0.272
OG785,-0.316
OG786,0.248
OG787,-0.602
OG789,-0.35
OG798,-0.168
OG799,-0.892
OG800,0.122
OG801,-0.012
OG802,-0.281
OG803,-2.543
OG804,-0.156
OG805,-0.192
OG806,0.41
OG807,-0.28800000000000003
OG808,-1.058
OG809,-0.245
OG810,0.467
OG811,-0.628
OG812,-0.099
OG813,0.154
OG814,0.828
OG815,-0.371
OG816,-0.982
OG817,0.34600000000000003
OG818,0.29600000000000004
OG819,-0.066
OG820,-0.31
OG821,0.25
OG822,0.13
OG823,0.34299999999999997
OG824,-1.5830000000000002
OG825,-0.555
OG826,0.39799999999999996
OG827,0.723
OG828,-0.18899999999999997
OG829,0.35600000000000004
OG830,0.306
OG831,0.204
OG832,1.4909999999999999
OG833,1.829
OG834,-0.8059999999999999
OG835,0.011000000000000001
OG836,0.102
OG837,-0.318
OG840,0.5660000000000001
OG841,-0.532
OG842,0.42700000000000005
OG843,0.406
OG844,0.006999999999999999
OG845,0.8440000000000001
OG846,-0.26
OG847,0.8690000000000001
OG862,-0.43700000000000006
OG863,-0.275
OG864,0.07
OG865,-0.775
OG866,-0.23
OG867,-0.429
OG868,-1.261
OG871,0.292
OG872,0.5660000000000001
OG873,0.39399999999999996
OG874,0.55
OG875,0.168
OG876,0.619
OG877,0.151
OG878,0.6559999999999999
OG879,-0.217
OG880,-0.159
OG881,-0.938
OG882,-0.34
OG883,-0.883
OG884,0.7190000000000001
OG885,-0.38299999999999995
OG886,-0.294
OG887,-1.016
OG888,0.562
OG889,-0.125
OG897,-0.535
OG898,0.096
OG899,-0.10300000000000001
OG905,-0.281
OG906,-0.043
OG907,0.478
OG908,0.11
OG909,-0.15
OG910,-0.397
OG911,0.21
OG912,-0.35200000000000004
OG913,-0.316
OG914,-0.44799999999999995
OG915,-0.24100000000000002
OG916,-0.975
OG922,0.136
OG923,-0.653
OG924,-0.9390000000000001
OG925,1.1840000000000002
OG926,0.534
OG931,-0.161
OG945,0.017
OG946,0.568
OG948,0.8029999999999999
OG949,-0.263
OG950,0.354
OG954,-0.022000000000000002
OG963,-0.32899999999999996
OG964,-0.28800000000000003
OG977,0.18899999999999997
OG983,1.537
OG984,-0.124
OG998,0.259
