Id,log2FoldChange.minusSICOvsAll
OG1377,-0.19
OG1378,0.004
OG1379,-0.027000000000000003
OG1380,0.523
OG1381,-2.121
OG1382,-0.63
OG1383,0.12300000000000001
OG1384,-0.002
OG1385,-0.588
OG1386,0.845
OG1387,-0.023
OG1388,0.257
OG1389,0.033
OG1390,0.18600000000000003
OG1391,-0.907
OG1392,-0.848
OG1393,-0.10800000000000001
OG1394,-0.17800000000000002
OG1395,1.058
OG1396,0.065
OG1397,0.154
OG1398,1.465
OG1399,0.843
OG14,0.127
OG1400,-0.287
OG1401,0.818
OG1402,-0.561
OG1403,-0.098
OG1404,0.36
OG1405,0.597
OG1406,0.764
OG1407,0.11599999999999999
OG1408,-0.049
OG1409,-0.701
OG1410,-0.779
OG1411,0.29100000000000004
OG1412,0.161
OG1413,0.54
OG1414,-0.242
OG1415,0.214
OG1416,0.608
OG1417,0.998
OG1418,1.125
OG1419,-0.677
OG1420,0.052000000000000005
OG1421,-0.124
OG1422,-0.162
OG1423,0.6459999999999999
OG1424,0.61
OG1425,0.737
OG1426,0.444
OG1427,0.23199999999999998
OG1428,0.34
OG1429,-0.41200000000000003
OG1430,-0.41
OG1431,-0.122
OG1432,0.115
OG1433,-0.251
OG1434,0.563
OG1435,-0.413
OG1436,-0.22399999999999998
OG1437,-0.17
OG1438,-0.8759999999999999
OG1439,0.6509999999999999
OG1440,1.065
OG1441,0.507
OG1442,-0.82
OG1443,-0.345
OG1444,0.38
OG1445,0.268
OG1446,-0.10300000000000001
OG1447,-0.456
OG1448,-0.049
OG1449,-0.496
OG1450,0.115
OG1451,0.129
OG1452,0.17
OG1453,-0.076
OG1454,-0.129
OG1455,0.05
OG1456,0.213
OG1457,-0.262
OG1458,0.003
OG1459,-0.43799999999999994
OG1460,0.245
OG1461,-0.028999999999999998
OG1462,-0.162
OG1463,0.052000000000000005
OG1464,-0.17800000000000002
OG1465,-0.028999999999999998
OG1466,0.355
OG1467,0.505
OG1468,0.445
OG1469,-0.46
OG1470,-0.18600000000000003
OG1471,0.256
OG1472,-0.052000000000000005
OG1473,-0.344
OG1474,-0.43200000000000005
OG1475,0.575
OG1476,0.245
OG1477,-0.10400000000000001
OG1478,0.179
OG1479,0.198
OG1480,-0.436
OG1481,-0.2
OG1482,0.16399999999999998
OG1483,-0.354
OG1484,0.183
OG1485,-0.008
OG1486,-0.258
OG1487,-0.022000000000000002
OG1488,-0.25
OG1489,0.611
OG1490,0.725
OG1491,0.196
OG1492,-0.001
OG1493,0.23600000000000002
OG1494,1.2790000000000001
OG1495,-0.8
OG1496,-0.201
OG1497,0.515
OG1498,-0.534
OG1499,-0.19
OG1500,0.282
OG1501,-0.24
OG1502,0.185
OG1503,-0.547
OG1504,0.259
OG1505,-0.486
OG1506,-0.006
OG1507,0.426
OG1508,0.221
OG1509,-0.07
OG1510,-0.25
OG1511,0.136
OG1512,-0.504
OG1513,0.233
OG1514,0.541
OG1515,0.428
OG1516,-0.087
OG1517,-0.5
OG1518,0.282
OG1519,-0.051
OG1520,0.163
OG1521,0.2
OG1522,0.091
OG1523,0.055
OG1524,-0.405
OG1525,0.19399999999999998
OG1526,0.872
OG1527,-0.344
OG1528,-0.306
OG1529,0.447
OG1530,0.043
OG1531,0.124
OG1532,0.39799999999999996
OG1533,-0.4
OG1534,0.193
OG1535,0.098
OG1536,-0.16399999999999998
OG1537,-0.025
OG1538,0.055999999999999994
OG1539,-0.364
OG1540,0.222
OG1541,-0.20600000000000002
OG1542,-0.071
OG1543,-0.069
OG1544,-0.26
OG1545,0.16
OG1546,0.069
OG1547,0.171
OG1548,0.447
OG1549,0.722
OG1550,0.802
OG1551,0.898
OG1552,-0.05
OG1553,2.456
OG1554,-0.23800000000000002
OG1555,0.09
OG1556,-0.249
OG1557,-0.32299999999999995
OG1558,0.493
OG1559,0.261
OG1560,-0.067
OG1561,0.345
OG1562,0.7979999999999999
OG1563,0.018000000000000002
OG1564,0.79
OG1565,0.009000000000000001
OG1566,-0.168
OG1567,0.502
OG1568,0.469
OG1569,0.674
OG1570,-0.526
OG1571,-0.281
OG1572,-0.027000000000000003
OG1573,-0.013999999999999999
OG1574,-0.008
OG1575,1.043
OG1576,0.275
OG1577,-0.198
OG1578,0.282
OG1579,-0.747
OG1580,-0.053
OG1581,0.327
OG1582,-0.396
OG1583,-0.345
OG1584,-0.452
OG1585,-0.146
OG1586,-0.28600000000000003
OG1587,-0.115
OG1588,0.41
OG1589,0.2
OG1590,0.56
OG1591,0.17800000000000002
OG1592,0.8340000000000001
OG1593,0.084
OG1594,-0.032
OG1595,0.612
OG1596,0.018000000000000002
OG1597,0.248
OG1598,-0.019
OG1599,0.439
OG1600,-0.121
OG1601,0.243
OG1602,-0.273
OG1603,0.43700000000000006
OG1604,-0.03
OG1605,0.747
OG1606,-0.7909999999999999
OG1607,0.0
OG1608,0.188
OG1609,-0.231
OG1610,0.836
OG1611,-0.106
OG1612,0.138
OG1613,-0.075
OG1614,0.302
OG1615,0.7140000000000001
OG1616,0.8440000000000001
OG1617,1.128
OG1618,0.204
OG1619,-0.225
OG1620,0.43
OG1621,0.24
OG1622,-0.285
OG1623,0.317
OG1624,-0.753
OG1625,0.04
OG1626,0.345
OG1627,0.135
OG1628,-0.106
OG1629,-1.102
OG1630,-0.005
OG1631,0.584
OG1632,-0.321
OG1633,-0.47100000000000003
OG1634,0.892
OG1635,-0.44
OG1636,-0.027000000000000003
OG1637,-0.046
OG1638,-0.33899999999999997
OG1639,0.397
OG1640,0.278
OG1641,0.22899999999999998
OG1642,0.04
OG1643,-0.32799999999999996
OG1644,0.7509999999999999
OG1645,-0.099
OG1646,0.47100000000000003
OG1647,-0.284
OG1648,0.214
OG1649,0.278
OG1650,0.124
OG1651,-0.21899999999999997
OG1652,-0.631
OG1653,0.41
OG1654,0.759
OG1655,-0.419
OG1656,0.49700000000000005
OG1657,-0.18100000000000002
OG1658,0.373
OG1659,0.929
OG1660,0.46399999999999997
OG1661,0.335
OG1662,1.358
OG1663,0.32299999999999995
OG1664,-0.83
OG1665,0.013999999999999999
OG1666,-0.311
OG1667,0.34299999999999997
OG1668,0.16
OG1669,-0.16699999999999998
OG1670,0.2
OG1671,0.231
OG1672,0.701
OG1673,0.0
OG1674,0.132
OG1675,-0.168
OG1676,0.75
OG1677,-0.321
OG1678,0.061
OG1679,0.175
OG1680,-0.289
OG1681,-0.096
OG1682,0.017
OG1683,0.359
OG1684,-0.39299999999999996
OG1685,-0.295
OG1686,-0.145
OG1687,0.364
OG1688,0.081
OG1689,0.19
OG1690,0.07200000000000001
OG1691,0.981
OG1692,-1.01
OG1693,-0.429
OG1694,-0.027999999999999997
OG1695,-0.092
OG1696,-0.622
OG1697,0.872
OG1698,0.752
OG1699,0.88
OG1700,0.8440000000000001
OG1701,-0.742
OG1702,0.727
OG1703,0.017
OG1704,0.669
OG1705,0.08199999999999999
OG1706,-0.083
OG1707,-0.105
OG1708,-0.621
OG1709,-0.151
OG1710,0.20600000000000002
OG1711,0.306
OG1712,-0.652
OG1713,-0.177
OG1714,-0.055
OG1715,-0.371
OG1716,-0.371
OG1717,0.336
OG1718,0.84
OG1719,-0.156
OG1720,0.19
OG1721,-0.031
OG1722,0.773
OG1723,0.242
OG1724,0.821
OG1725,0.275
OG1726,0.154
OG1732,0.047
OG1734,0.012
OG1737,-0.135
OG1738,-0.326
OG1740,-0.46799999999999997
OG1741,0.226
OG1743,0.057
OG1744,0.105
OG1746,1.182
OG175,-1.757
OG1754,0.038
OG1755,-0.152
OG1756,-0.6829999999999999
OG1757,0.009000000000000001
OG1758,-0.293
OG1759,-0.376
OG1760,0.233
OG1761,-0.23
OG1769,-0.391
OG1772,-0.295
OG1773,0.171
OG1777,0.16
OG1778,0.098
OG1779,0.243
OG1781,0.42700000000000005
OG1789,0.085
OG1795,-0.12300000000000001
OG1798,-0.049
OG1799,-0.408
OG1803,1.1420000000000001
OG1810,-1.038
OG1812,-0.502
OG1818,0.102
OG1819,-0.111
OG1826,0.19699999999999998
OG183,-1.761
OG1867,1.0190000000000001
OG1936,-0.002
OG195,-0.74
OG196,0.172
OG1976,0.68
OG1988,0.177
OG2013,0.39299999999999996
OG2017,0.396
OG2018,0.195
OG2020,-0.18600000000000003
OG2021,0.161
OG2022,0.7759999999999999
OG2034,0.281
OG2037,1.6130000000000002
OG2038,0.446
OG2039,1.041
OG204,0.068
OG2040,0.01
OG2048,-0.098
OG2063,1.075
OG2064,-0.196
OG2065,-0.807
OG2066,0.569
OG2068,1.335
OG2069,0.6759999999999999
OG2070,0.151
OG2071,-0.253
OG2073,0.1
OG2075,0.858
OG2095,0.862
OG2096,0.845
OG2113,-0.126
OG213,-0.016
OG2156,0.023
OG2163,-0.192
OG2209,-0.33299999999999996
OG2215,-0.102
OG231,0.214
OG242,-0.506
OG243,-0.44
OG244,-0.386
OG245,0.024
OG2700,0.018000000000000002
OG2717,-0.047
OG273,-0.326
OG2782,0.213
OG2800,-1.0590000000000002
OG2838,0.47100000000000003
OG2839,0.623
OG2862,0.43200000000000005
OG2921,-1.4509999999999998
OG2973,-0.17600000000000002
OG2976,0.5660000000000001
OG2991,-0.037000000000000005
OG3026,-0.51
OG304,-0.047
OG3045,0.9390000000000001
OG305,0.136
OG306,-0.841
OG310,-0.28800000000000003
OG336,-0.301
OG342,-0.336
OG349,-2.305
OG356,-0.568
OG36,0.35100000000000003
OG3607,-1.57
OG361,-0.077
OG369,-0.138
OG370,-0.46799999999999997
OG371,-0.242
OG372,0.11699999999999999
OG373,-0.187
OG374,-0.071
OG375,-0.125
OG376,-0.023
OG377,0.521
OG378,0.423
OG379,-0.038
OG380,0.17600000000000002
OG381,-0.25
OG382,-0.14
OG383,-0.23600000000000002
OG384,0.068
OG385,-0.08
OG386,-0.20600000000000002
OG387,-0.45799999999999996
OG388,-0.289
OG389,0.034
OG39,-0.302
OG390,0.008
OG391,-0.135
OG392,0.359
OG393,-0.397
OG394,0.61
OG395,0.185
OG396,1.207
OG397,0.551
OG398,-0.258
OG399,0.08800000000000001
OG400,0.213
OG401,0.128
OG402,-0.8959999999999999
OG403,0.174
OG404,-1.196
OG405,0.40700000000000003
OG406,-0.602
OG407,0.063
OG408,0.36200000000000004
OG409,-0.255
OG410,0.017
OG4100,-0.588
OG411,0.019
OG412,0.501
OG413,-0.831
OG414,0.07
OG415,-0.24100000000000002
OG416,0.069
OG417,0.34700000000000003
OG418,-0.146
OG419,0.158
OG420,0.32
OG421,-0.614
OG422,0.64
OG423,-0.133
OG424,0.213
OG425,0.326
OG426,-0.21100000000000002
OG427,0.693
OG428,-0.893
OG429,-0.9690000000000001
OG430,0.10300000000000001
OG4300,-0.883
OG431,-0.58
OG432,-0.24
OG433,-0.11900000000000001
OG434,-0.067
OG435,0.15
OG4357,-0.526
OG436,0.16
OG437,0.318
OG438,-0.37200000000000005
OG439,-0.614
OG440,-0.264
OG441,-0.408
OG4416,0.33799999999999997
OG442,1.2919999999999998
OG443,0.004
OG444,-0.40700000000000003
OG4442,-0.121
OG445,-0.245
OG446,-0.613
OG4461,-0.615
OG447,0.507
OG448,-0.759
OG449,0.252
OG450,-0.07
OG451,0.086
OG452,0.052000000000000005
OG453,-0.10400000000000001
OG454,-0.053
OG455,-0.281
OG456,-0.614
OG457,0.289
OG458,-0.9620000000000001
OG459,-0.156
OG460,-0.16899999999999998
OG461,0.009000000000000001
OG462,0.525
OG463,0.499
OG464,-1.14
OG465,0.003
OG466,0.165
OG467,0.037000000000000005
OG468,-0.001
OG469,0.19899999999999998
OG470,-0.01
OG471,0.5720000000000001
OG472,-0.038
OG473,0.015
OG474,-0.018000000000000002
OG475,-0.631
OG476,-0.28300000000000003
OG477,-1.031
OG478,0.295
OG479,0.054000000000000006
OG480,0.593
OG481,-0.33299999999999996
OG482,0.293
OG483,0.10300000000000001
OG484,0.43700000000000006
OG485,-0.524
OG486,0.7979999999999999
OG487,-0.504
OG488,1.0590000000000002
OG489,0.188
OG490,0.27899999999999997
OG491,-0.317
OG492,0.019
OG493,0.221
OG494,0.201
OG495,0.01
OG496,0.10400000000000001
OG497,0.039
OG498,-0.34299999999999997
OG499,-0.24
OG500,-0.27699999999999997
OG501,0.639
OG502,0.11800000000000001
OG503,-0.14400000000000002
OG504,-0.063
OG505,-0.68
OG506,-0.799
OG507,-0.022000000000000002
OG508,-0.29600000000000004
OG509,0.7390000000000001
OG510,0.511
OG511,-0.757
OG512,-0.106
OG513,0.125
OG514,0.639
OG515,-0.324
OG516,0.306
OG517,-0.813
OG518,0.06
OG519,-0.433
OG520,-0.035
OG521,-0.337
OG522,-0.371
OG523,-0.28800000000000003
OG524,-0.07400000000000001
OG525,-0.006
OG526,-0.091
OG527,-0.001
OG528,-0.42700000000000005
OG529,-0.6940000000000001
OG530,-0.601
OG531,0.094
OG532,-0.499
OG533,0.061
OG534,0.165
OG535,0.701
OG536,-0.19899999999999998
OG537,-0.28
OG538,-0.077
OG539,0.174
OG540,-0.27
OG541,-0.32299999999999995
OG542,-0.441
OG543,-0.354
OG544,-0.725
OG545,-0.042
OG546,0.331
OG547,0.428
OG548,0.879
OG549,-0.5720000000000001
OG550,0.705
OG551,0.8590000000000001
OG552,0.617
OG553,0.057
OG554,0.021
OG555,-0.45799999999999996
OG556,0.017
OG557,0.10099999999999999
OG558,-0.35700000000000004
OG559,-2.112
OG560,-1.48
OG561,-0.282
OG562,-0.304
OG563,0.124
OG564,-0.585
OG565,0.314
OG566,-0.29100000000000004
OG567,0.33
OG568,0.244
OG569,0.043
OG570,0.737
OG571,-0.561
OG572,-0.138
OG573,0.5539999999999999
OG574,0.222
OG575,-0.177
OG576,-0.4
OG577,0.44799999999999995
OG578,-0.64
OG579,0.025
OG58,-1.0190000000000001
OG580,0.633
OG581,-0.29
OG582,-0.451
OG583,0.359
OG584,-0.67
OG585,-0.517
OG586,-0.35100000000000003
OG587,0.077
OG588,-0.257
OG589,-0.501
OG590,0.419
OG591,1.7009999999999998
OG592,0.7879999999999999
OG593,0.6779999999999999
OG594,-0.032
OG595,0.983
OG596,-1.032
OG597,0.062
OG598,-0.7040000000000001
OG599,1.371
OG600,-0.32899999999999996
OG601,0.42
OG602,-0.509
OG603,-0.40299999999999997
OG604,0.972
OG605,-0.201
OG606,1.472
OG607,0.26
OG608,-1.062
OG609,-0.736
OG610,0.1
OG611,0.13699999999999998
OG612,0.32
OG613,0.366
OG614,-0.295
OG615,0.39399999999999996
OG616,0.35
OG617,0.675
OG618,-0.304
OG619,-1.093
OG620,0.722
OG621,0.32799999999999996
OG622,-0.557
OG623,-0.7290000000000001
OG624,-0.787
OG625,-0.078
OG626,-0.23600000000000002
OG627,0.285
OG628,0.045
OG629,-0.303
OG630,0.115
OG631,-0.22399999999999998
OG632,-0.193
OG633,-0.18600000000000003
OG634,0.584
OG635,0.057999999999999996
OG636,0.569
OG637,0.205
OG638,0.43200000000000005
OG639,0.16899999999999998
OG640,0.622
OG641,0.42100000000000004
OG642,0.035
OG643,-0.048
OG644,0.09
OG645,0.23
OG646,0.419
OG647,0.563
OG648,0.11900000000000001
OG649,-1.192
OG650,0.718
OG651,0.045
OG652,0.583
OG653,-0.8959999999999999
OG654,-0.19399999999999998
OG655,0.414
OG656,-0.327
OG657,-0.272
OG658,-0.086
OG659,-0.436
OG660,0.168
OG661,-0.01
OG662,-0.45
OG663,0.557
OG664,-0.133
OG665,0.038
OG666,-1.329
OG667,-0.431
OG668,-1.078
OG669,-0.542
OG670,0.4
OG671,-0.064
OG672,0.019
OG673,-0.493
OG674,-0.159
OG675,0.252
OG676,0.05
OG677,-0.34600000000000003
OG678,0.418
OG679,0.35
OG680,0.044000000000000004
OG681,-0.306
OG682,0.315
OG683,-0.414
OG684,0.215
OG685,-0.24600000000000002
OG686,0.239
OG687,0.266
OG688,-0.303
OG689,-0.22699999999999998
OG690,-0.23399999999999999
OG691,-0.154
OG692,-0.239
OG693,-0.10800000000000001
OG694,-0.03
OG695,-1.082
OG696,-0.74
OG697,-0.726
OG698,-0.22699999999999998
OG699,-0.743
OG700,-0.43700000000000006
OG701,-0.9890000000000001
OG702,-0.11199999999999999
OG703,-0.239
OG704,-1.3730000000000002
OG705,-1.704
OG706,-0.157
OG707,0.11900000000000001
OG708,-0.23199999999999998
OG709,-0.552
OG710,-0.588
OG711,0.038
OG712,0.36
OG713,-0.066
OG714,-0.099
OG715,-0.7120000000000001
OG716,-0.083
OG717,-0.718
OG718,0.24
OG719,-1.114
OG720,-0.45799999999999996
OG721,-0.344
OG722,-0.541
OG723,-0.5529999999999999
OG724,-0.5870000000000001
OG725,-0.747
OG726,-0.217
OG727,0.315
OG728,-0.002
OG729,-1.028
OG730,-0.253
OG731,-0.172
OG732,-1.217
OG733,-0.18899999999999997
OG734,-0.34299999999999997
OG735,0.619
OG736,-0.26899999999999996
OG737,0.10300000000000001
OG738,0.035
OG739,-0.235
OG740,-0.039
OG741,-0.728
OG742,-1.444
OG743,0.065
OG744,-0.423
OG745,0.065
OG746,-0.09300000000000001
OG747,-1.0659999999999998
OG748,-3.0439999999999996
OG749,-0.011000000000000001
OG750,0.128
OG751,-0.21100000000000002
OG752,-0.7559999999999999
OG753,-0.515
OG754,1.1079999999999999
OG755,-0.027000000000000003
OG757,0.175
OG758,-0.32899999999999996
OG759,0.17800000000000002
OG760,-0.37799999999999995
OG761,-0.059000000000000004
OG762,-0.161
OG763,-0.5429999999999999
OG764,-0.044000000000000004
OG765,0.091
OG766,-0.664
OG767,-0.39799999999999996
OG768,-3.165
OG769,0.08800000000000001
OG770,-0.242
OG771,0.079
OG772,1.048
OG773,0.551
OG775,-0.14300000000000002
OG776,-0.145
OG784,0.3
OG785,-0.46
OG786,0.019
OG787,-0.733
OG789,-0.035
OG798,-0.10300000000000001
OG799,-0.8340000000000001
OG800,-0.489
OG801,-0.019
OG802,-0.252
OG803,-2.398
OG804,-0.278
OG805,-0.223
OG806,-0.575
OG807,-0.233
OG808,-0.555
OG809,0.07400000000000001
OG810,0.177
OG811,-0.858
OG812,-0.102
OG813,0.028999999999999998
OG814,1.561
OG815,-0.006
OG816,0.012
OG817,0.06
OG818,-0.5379999999999999
OG819,0.085
OG820,0.06
OG821,0.023
OG822,0.325
OG823,0.368
OG824,-1.4969999999999999
OG825,-0.162
OG826,0.667
OG827,0.5429999999999999
OG828,-0.14400000000000002
OG829,-0.172
OG830,-0.006999999999999999
OG831,0.09699999999999999
OG832,1.662
OG833,0.826
OG834,-0.539
OG835,0.214
OG836,0.263
OG837,0.11199999999999999
OG840,0.425
OG841,-0.33
OG842,0.204
OG843,0.332
OG844,0.17300000000000001
OG845,-0.091
OG846,-0.166
OG847,0.868
OG862,-0.24100000000000002
OG863,0.11800000000000001
OG864,-0.043
OG865,-0.8859999999999999
OG866,0.251
OG867,-0.371
OG868,-1.469
OG871,0.14400000000000002
OG872,0.369
OG873,0.044000000000000004
OG874,0.457
OG875,0.158
OG876,0.521
OG877,-0.314
OG878,0.565
OG879,-0.023
OG880,-1.056
OG881,-0.483
OG882,-0.341
OG883,-0.28300000000000003
OG884,0.099
OG885,-0.38
OG886,-0.28800000000000003
OG887,-0.77
OG888,0.327
OG889,-0.07
OG897,-0.755
OG898,0.102
OG899,-0.27699999999999997
OG905,-0.17300000000000001
OG906,0.28300000000000003
OG907,0.049
OG908,-0.003
OG909,-0.742
OG910,-0.282
OG911,0.29600000000000004
OG912,-0.151
OG913,-0.74
OG914,-0.47600000000000003
OG915,-0.264
OG916,-0.225
OG922,0.47
OG923,-0.6970000000000001
OG924,0.045
OG925,0.185
OG926,0.639
OG931,-0.353
OG945,0.242
OG946,0.062
OG948,0.687
OG949,-0.324
OG950,0.271
OG954,-0.321
OG963,-0.147
OG964,-0.076
OG977,0.348
OG983,0.8109999999999999
OG984,-0.254
OG998,-0.011000000000000001
