Id,log2FoldChange.minus6086vsAll
OG2064,-0.135
OG2065,-0.32
OG2066,0.069
OG2068,0.47100000000000003
OG2069,0.12
OG2070,0.035
OG2071,-0.127
OG2073,0.015
OG2075,0.07
OG2095,0.332
OG2096,0.124
OG2113,-0.032
OG213,0.14
OG2156,0.16899999999999998
OG2163,0.27899999999999997
OG2209,0.028999999999999998
OG2215,0.141
OG231,0.017
OG242,-0.34700000000000003
OG243,0.079
OG244,-0.064
OG245,-0.033
OG2700,-0.42100000000000004
OG2717,-1.536
OG273,-0.32899999999999996
OG2782,-0.21
OG2800,-1.31
OG2838,0.012
OG2839,0.171
OG2862,0.001
OG2921,-0.319
OG2973,-0.556
OG2976,0.053
OG2991,0.025
OG3026,-0.23600000000000002
OG304,-0.235
OG3045,0.418
OG305,0.073
OG306,-1.6640000000000001
OG310,-1.028
OG336,0.012
OG342,0.14400000000000002
OG349,-1.185
OG356,-0.932
OG36,0.008
OG3607,-0.41
OG361,-0.546
OG369,0.373
OG370,-0.358
OG371,-0.129
OG372,0.191
OG373,-0.052000000000000005
OG374,0.026000000000000002
OG375,-0.06
OG376,-0.376
OG377,0.19399999999999998
OG378,0.536
OG379,0.011000000000000001
OG380,-0.191
OG381,0.183
OG382,1.435
OG383,-0.171
OG384,0.47
OG385,0.198
OG386,0.4
OG387,-1.8030000000000002
OG388,-0.657
OG389,-1.4709999999999999
OG39,0.14800000000000002
OG390,0.166
OG391,0.308
OG392,-0.18899999999999997
OG393,0.141
OG394,0.376
OG395,-0.023
OG396,0.975
OG397,0.067
OG398,-0.08800000000000001
OG399,0.16899999999999998
OG400,0.069
OG401,0.174
OG402,-0.431
OG403,0.225
OG404,-1.9380000000000002
OG405,0.205
OG406,-0.031
OG407,-0.073
OG408,-0.012
OG409,0.257
OG410,0.084
OG4100,-0.22699999999999998
OG411,0.08800000000000001
OG412,0.5670000000000001
OG413,-0.163
OG414,0.038
OG415,-0.166
OG416,0.013999999999999999
OG417,-0.043
OG418,0.075
OG419,-0.32
OG420,-0.028999999999999998
OG421,-1.39
OG422,-0.001
OG423,0.242
OG424,-0.18100000000000002
OG425,-0.062
OG426,0.049
OG427,0.466
OG428,0.034
OG429,0.07200000000000001
OG430,0.068
OG4300,-0.33899999999999997
OG431,-0.466
OG432,0.157
OG433,-0.157
OG434,0.18600000000000003
OG435,-0.098
OG4357,-0.018000000000000002
OG436,-0.003
OG437,0.337
OG438,-0.14300000000000002
OG439,-0.556
OG440,-0.113
OG441,-0.063
OG4416,-0.28300000000000003
OG442,0.098
OG443,0.099
OG444,0.053
OG4442,0.1
OG445,0.064
OG446,-0.077
OG4461,-0.28
OG447,0.249
OG448,0.205
OG449,-0.159
OG450,-0.261
OG451,0.133
OG452,0.133
OG453,-0.231
OG454,0.081
OG455,0.168
OG456,-0.49700000000000005
OG457,-0.003
OG458,-1.14
OG459,0.184
OG460,0.264
OG461,0.105
OG462,0.251
OG463,-0.025
OG464,-0.18600000000000003
OG465,-0.004
OG466,-0.21100000000000002
OG467,0.115
OG468,-0.135
OG469,0.11199999999999999
OG470,0.898
OG471,-0.114
OG472,-0.043
OG473,-0.081
OG474,-0.121
OG475,-0.142
OG476,0.465
OG477,-0.076
OG478,0.107
OG479,-0.049
OG480,0.32
OG481,-0.128
OG482,0.027000000000000003
OG483,-0.162
OG484,0.258
OG485,0.258
OG486,0.152
OG487,-0.095
OG488,0.081
OG489,-0.02
OG490,-0.004
OG491,-0.096
OG492,-0.247
OG493,-0.977
OG494,-0.12
OG495,0.065
OG496,-0.09
OG497,0.18899999999999997
OG498,0.091
OG499,0.19899999999999998
OG500,0.25
OG501,-0.153
OG502,-0.278
OG503,0.003
OG504,-0.046
OG505,-0.377
OG506,0.09699999999999999
OG507,0.175
OG508,0.223
OG509,-0.18899999999999997
OG510,0.16899999999999998
OG511,-0.065
OG512,-0.325
OG513,0.006
OG514,0.053
OG515,-0.027000000000000003
OG516,-0.083
OG517,0.504
OG518,0.563
OG519,-0.001
OG520,0.325
OG521,-0.242
OG522,-0.44799999999999995
OG523,0.371
OG524,0.086
OG525,-0.154
OG526,0.196
OG527,-0.972
OG528,0.013000000000000001
OG529,-1.228
OG530,-0.18899999999999997
OG531,0.203
OG532,-0.307
OG533,-0.29600000000000004
OG534,0.09
OG535,-0.073
OG536,0.154
OG537,-0.127
OG538,-0.002
OG539,-0.11800000000000001
OG540,0.061
OG541,0.223
OG542,0.428
OG543,-0.265
OG544,0.004
OG545,0.023
OG546,0.76
OG547,0.22699999999999998
OG548,0.231
OG549,-0.295
OG550,0.4
OG551,0.135
OG552,0.071
OG553,-0.23800000000000002
OG554,0.153
OG555,0.203
OG556,-0.069
OG557,0.365
OG558,0.039
OG559,-0.813
OG560,-0.52
OG561,-0.397
OG562,-0.17600000000000002
OG563,0.392
OG564,-0.305
OG565,0.187
OG566,0.034
OG567,-0.249
OG568,0.331
OG569,0.048
OG570,0.302
OG571,-0.27899999999999997
OG572,0.084
OG573,0.322
OG574,-0.018000000000000002
OG575,-1.06
OG576,-0.040999999999999995
OG577,-0.015
OG578,-0.149
OG579,0.321
OG58,-0.026000000000000002
OG580,0.221
OG581,0.027999999999999997
OG582,0.289
OG583,0.065
OG584,-0.39
OG585,-0.233
OG586,0.442
OG587,0.396
OG588,-0.8009999999999999
OG589,-0.401
OG590,0.037000000000000005
OG591,0.375
OG592,0.28300000000000003
OG593,0.326
OG594,0.081
OG595,0.426
OG596,0.11800000000000001
OG597,0.237
OG598,-0.162
OG599,0.589
OG600,-1.165
OG601,0.073
OG602,-0.28300000000000003
OG603,0.41700000000000004
OG604,0.26899999999999996
OG605,-0.168
OG606,0.23600000000000002
OG607,0.151
OG608,-0.292
OG609,0.193
OG610,-0.042
OG611,0.062
OG612,0.068
OG613,0.54
OG614,-0.07
OG615,0.095
OG616,-0.057
OG617,-1.255
OG618,-0.040999999999999995
OG619,-0.32799999999999996
OG620,0.14300000000000002
OG621,-0.276
OG622,0.34299999999999997
OG623,0.033
OG624,-0.19899999999999998
OG625,0.03
OG626,-0.215
OG627,0.43799999999999994
OG628,0.162
OG629,-0.095
OG630,0.035
OG631,-0.14400000000000002
OG632,-0.027999999999999997
OG633,-0.193
OG634,0.048
OG635,0.06
OG636,0.289
OG637,-0.1
OG638,0.253
OG639,0.015
OG640,-0.055999999999999994
OG641,0.018000000000000002
OG642,-0.22
OG643,-0.17300000000000001
OG644,0.33299999999999996
OG645,0.142
OG646,-0.003
OG647,-0.21600000000000003
OG648,-0.249
OG649,-0.036000000000000004
OG650,0.341
OG651,0.018000000000000002
OG652,-0.021
OG653,-0.067
OG654,0.332
OG655,0.275
OG656,-0.632
OG657,-0.513
OG658,0.201
OG659,0.28300000000000003
OG660,0.22699999999999998
OG661,0.065
OG662,0.418
OG663,0.10099999999999999
OG664,0.129
OG665,0.036000000000000004
OG666,-0.05
OG667,0.195
OG668,0.402
OG669,-0.114
OG670,-0.252
OG671,0.10099999999999999
OG672,-0.922
OG673,0.127
OG674,-0.022000000000000002
OG675,0.021
OG676,0.11
OG677,-0.409
OG678,0.076
OG679,-0.49
OG680,0.092
OG681,0.081
OG682,-0.07200000000000001
OG683,-0.084
OG684,0.248
OG685,-0.259
OG686,0.05
OG687,0.017
OG688,0.009000000000000001
OG689,0.046
OG690,-0.24600000000000002
OG691,-0.813
OG692,0.157
OG693,-0.107
OG694,-0.8640000000000001
OG695,-0.045
OG696,-0.215
OG697,-0.004
OG698,-0.5870000000000001
OG699,-0.322
OG700,-0.327
OG701,-0.16399999999999998
OG702,-0.033
OG703,-0.09699999999999999
OG704,-0.55
OG705,-0.223
OG706,0.063
OG707,-0.005
OG708,-0.207
OG709,-0.17300000000000001
OG710,0.163
OG711,0.261
OG712,0.434
OG713,0.078
OG714,0.384
OG715,0.381
OG716,0.114
OG717,-0.294
OG718,0.244
OG719,-0.8759999999999999
OG720,-0.131
OG721,-1.807
OG722,-0.15
OG723,-0.29600000000000004
OG724,-0.304
OG725,0.247
OG726,0.012
OG727,0.45799999999999996
OG728,-0.42700000000000005
OG729,-0.151
OG730,-0.233
OG731,-0.151
OG732,-0.107
OG733,-0.109
OG734,-0.18
OG735,-0.225
OG736,-0.025
OG737,-0.11800000000000001
OG738,0.203
OG739,0.265
OG740,-0.002
OG741,-0.175
OG742,-3.458
OG743,-0.38299999999999995
OG744,-0.086
OG745,-0.048
OG746,-0.039
OG747,-0.10099999999999999
OG748,-2.753
OG749,-0.073
OG750,-0.214
OG751,-0.161
OG752,-0.38299999999999995
OG753,-0.282
OG754,0.34
OG755,-0.363
OG757,-0.324
OG758,-0.129
OG759,0.575
OG760,0.079
OG761,0.218
OG762,0.039
OG763,-0.163
OG764,-0.076
OG765,0.002
OG766,-2.931
OG767,-0.659
OG768,-1.5030000000000001
OG769,0.094
OG770,0.20600000000000002
OG771,-0.095
OG772,0.379
OG773,0.322
OG775,-0.078
OG776,0.204
OG784,0.337
OG785,-0.004
OG786,0.379
OG787,0.096
OG789,-0.534
OG798,0.2
OG799,-0.031
OG800,-0.263
OG801,0.03
OG802,-0.213
OG803,-1.002
OG804,-0.301
OG805,0.289
OG806,-2.5
OG807,-0.059000000000000004
OG808,-0.257
OG809,0.177
OG810,0.285
OG811,0.251
OG812,-0.486
OG813,0.195
OG814,0.514
OG815,0.179
OG816,-0.161
OG817,0.406
OG818,0.624
OG819,0.174
OG820,-0.299
OG821,0.265
OG822,-0.146
OG823,-0.09
OG824,0.653
OG825,0.044000000000000004
OG826,-0.087
OG827,-0.107
OG828,-0.008
OG829,-0.08800000000000001
OG830,0.081
OG831,-0.11699999999999999
OG832,0.5329999999999999
OG833,1.126
OG834,-0.084
OG835,0.098
OG836,-0.109
OG837,0.078
OG840,0.044000000000000004
OG841,-0.10300000000000001
OG842,-0.027999999999999997
OG843,-0.013999999999999999
OG844,0.158
OG845,-0.062
OG846,-0.209
OG847,0.797
OG862,-0.019
OG863,-0.098
OG864,0.182
OG865,-0.075
OG866,0.247
OG867,-0.18899999999999997
OG868,0.086
OG871,0.6559999999999999
OG872,0.34700000000000003
OG873,-0.040999999999999995
OG874,0.11599999999999999
OG875,0.136
OG876,0.258
OG877,0.31
OG878,0.068
OG879,-0.006999999999999999
OG880,-0.245
OG881,-0.44
OG882,0.18100000000000002
OG883,0.113
OG884,0.41200000000000003
OG885,-0.059000000000000004
OG886,-0.19399999999999998
OG887,-0.14300000000000002
OG888,-0.053
OG889,-0.075
OG897,0.217
OG898,0.18899999999999997
OG899,0.006
OG905,-0.057999999999999996
OG906,0.086
OG907,0.141
OG908,0.22
OG909,0.075
OG910,-0.07400000000000001
OG911,-0.111
OG912,-0.133
OG913,0.396
OG914,0.35600000000000004
OG915,0.11199999999999999
OG916,-0.121
OG922,0.401
OG923,-1.534
OG924,-0.171
OG925,0.512
OG926,0.225
OG931,-0.024
OG945,0.018000000000000002
OG946,0.172
OG948,0.193
OG949,-0.134
OG950,0.087
OG954,0.231
OG963,-0.006
OG964,0.244
OG977,-0.152
OG983,-0.899
OG984,-0.653
OG998,-0.253
