OG	sample_5A
OG0	738.0
OG1	9.0
OG2	190.0
OG3	11.0
OG4	18.0
OG5	0.0
OG6	3.0
OG7	45.0
OG8	666.0
OG9	4.0
OG10	50.0
OG11	4.0
OG12	10.0
OG13	0.0
OG14	220.0
OG15	87.0
OG16	2.0
OG17	0.0
OG18	13.0
OG19	59.0
OG20	0.0
OG21	99.0
OG22	0.0
OG23	10.0
OG24	32.0
OG25	3.0
OG26	781.0
OG27	19.0
OG28	22.0
OG29	620.0
OG30	194.0
OG31	113.0
OG32	4.0
OG33	10.0
OG34	21.0
OG35	281.0
OG36	1190.0
OG37	4.0
OG38	106.0
OG39	476.0
OG40	1.0
OG41	15.0
OG42	6.0
OG43	132.0
OG44	34.0
OG45	0.0
OG46	21.0
OG47	39.0
OG48	250.0
OG49	0.0
OG50	273.0
OG51	19.0
OG52	0.0
OG53	7.0
OG54	0.0
OG55	0.0
OG56	32.0
OG57	35.0
OG58	238.0
OG59	16.0
OG60	15.0
OG61	0.0
OG62	2.0
OG63	0.0
OG64	9.0
OG65	0.0
OG66	2.0
OG67	0.0
OG68	1.0
OG69	2.0
OG70	3.0
OG71	379.0
OG72	0.0
OG73	131.0
OG74	68.0
OG75	315.0
OG76	0.0
OG77	317.0
OG78	9.0
OG79	13.0
OG80	67.0
OG81	43.0
OG82	804.0
OG83	8.0
OG84	0.0
OG85	29.0
OG86	12.0
OG87	2.0
OG88	8.0
OG89	12.0
OG90	319.0
OG91	8.0
OG92	18.0
OG93	44.0
OG94	35.0
OG95	7.0
OG96	4.0
OG97	16.0
OG98	0.0
OG99	53.0
OG100	536.0
OG101	4.0
OG102	40.0
OG103	307.0
OG104	121.0
OG105	1.0
OG106	14.0
OG107	3.0
OG108	0.0
OG109	2.0
OG110	2.0
OG111	12.0
OG112	439.0
OG113	131.0
OG114	8.0
OG115	0.0
OG116	19.0
OG117	0.0
OG118	8.0
OG119	0.0
OG120	70.0
OG121	6.0
OG122	17.0
OG123	52.0
OG124	2941.0
OG125	91.0
OG126	116.0
OG127	25.0
OG128	18.0
OG129	5.0
OG130	218.0
OG131	83.0
OG132	65.0
OG133	28.0
OG134	156.0
OG135	7.0
OG136	14.0
OG137	31.0
OG138	5.0
OG139	7.0
OG140	24.0
OG141	390.0
OG142	97.0
OG143	0.0
OG144	8.0
OG145	181.0
OG146	0.0
OG147	576.0
OG148	1.0
OG149	7.0
OG150	1.0
OG151	3.0
OG152	1.0
OG153	0.0
OG154	11.0
OG155	61.0
OG156	22.0
OG157	4.0
OG158	62.0
OG159	135.0
OG160	907.0
OG161	13.0
OG162	50.0
OG163	3.0
OG164	0.0
OG165	0.0
OG166	1095.0
OG167	223.0
OG168	6.0
OG169	16.0
OG170	0.0
OG171	267.0
OG172	196.0
OG173	104.0
OG174	1.0
OG175	96.0
OG176	117.0
OG177	5.0
OG178	18.0
OG179	313.0
OG180	0.0
OG181	3970.0
OG182	89.0
OG183	5.0
OG184	735.0
OG185	6434.0
OG186	318.0
OG187	927.0
OG188	0.0
OG189	376.0
OG190	98.0
OG191	7.0
OG192	1863.0
OG193	2.0
OG194	212.0
OG195	11.0
OG196	8.0
OG197	9.0
OG198	0.0
OG199	2105.0
OG200	246.0
OG201	1.0
OG202	16.0
OG203	74.0
OG204	295.0
OG205	53.0
OG206	174.0
OG207	90.0
OG208	26.0
OG209	123.0
OG210	29.0
OG211	58.0
OG212	45.0
OG213	276.0
OG214	0.0
OG215	57.0
OG216	7.0
OG217	16.0
OG218	439.0
