OG	sample_5B
OG0	584.0
OG1	9.0
OG2	631.0
OG3	22.0
OG4	18.0
OG5	0.0
OG6	0.0
OG7	64.0
OG8	1745.0
OG9	3.0
OG10	49.0
OG11	12.0
OG12	9.0
OG13	0.0
OG14	228.0
OG15	151.0
OG16	2.0
OG17	0.0
OG18	37.0
OG19	73.0
OG20	0.0
OG21	90.0
OG22	0.0
OG23	5.0
OG24	29.0
OG25	1.0
OG26	1375.0
OG27	10.0
OG28	65.0
OG29	793.0
OG30	507.0
OG31	183.0
OG32	2.0
OG33	10.0
OG34	14.0
OG35	365.0
OG36	1735.0
OG37	13.0
OG38	122.0
OG39	1000.0
OG40	3.0
OG41	10.0
OG42	5.0
OG43	125.0
OG44	74.0
OG45	1.0
OG46	22.0
OG47	88.0
OG48	210.0
OG49	0.0
OG50	318.0
OG51	19.0
OG52	0.0
OG53	12.0
OG54	0.0
OG55	0.0
OG56	19.0
OG57	37.0
OG58	354.0
OG59	29.0
OG60	6.0
OG61	0.0
OG62	6.0
OG63	0.0
OG64	9.0
OG65	0.0
OG66	0.0
OG67	0.0
OG68	0.0
OG69	0.0
OG70	3.0
OG71	552.0
OG72	0.0
OG73	140.0
OG74	182.0
OG75	835.0
OG76	4.0
OG77	1068.0
OG78	8.0
OG79	11.0
OG80	44.0
OG81	37.0
OG82	1913.0
OG83	10.0
OG84	0.0
OG85	25.0
OG86	14.0
OG87	0.0
OG88	7.0
OG89	2.0
OG90	662.0
OG91	9.0
OG92	22.0
OG93	47.0
OG94	58.0
OG95	17.0
OG96	6.0
OG97	33.0
OG98	2.0
OG99	58.0
OG100	933.0
OG101	3.0
OG102	34.0
OG103	446.0
OG104	190.0
OG105	2.0
OG106	15.0
OG107	2.0
OG108	0.0
OG109	1.0
OG110	1.0
OG111	11.0
OG112	778.0
OG113	182.0
OG114	4.0
OG115	1.0
OG116	23.0
OG117	0.0
OG118	11.0
OG119	0.0
OG120	85.0
OG121	2.0
OG122	18.0
OG123	129.0
OG124	5859.0
OG125	93.0
OG126	216.0
OG127	60.0
OG128	25.0
OG129	5.0
OG130	281.0
OG131	144.0
OG132	118.0
OG133	11.0
OG134	262.0
OG135	5.0
OG136	0.0
OG137	59.0
OG138	3.0
OG139	8.0
OG140	14.0
OG141	900.0
OG142	186.0
OG143	0.0
OG144	8.0
OG145	447.0
OG146	0.0
OG147	431.0
OG148	0.0
OG149	9.0
OG150	0.0
OG151	5.0
OG152	1.0
OG153	0.0
OG154	14.0
OG155	125.0
OG156	25.0
OG157	6.0
OG158	104.0
OG159	283.0
OG160	1825.0
OG161	9.0
OG162	42.0
OG163	1.0
OG164	0.0
OG165	1.0
OG166	1900.0
OG167	442.0
OG168	3.0
OG169	8.0
OG170	0.0
OG171	287.0
OG172	517.0
OG173	106.0
OG174	2.0
OG175	119.0
OG176	112.0
OG177	5.0
OG178	19.0
OG179	488.0
OG180	1.0
OG181	8837.0
OG182	198.0
OG183	2.0
OG184	1278.0
OG185	12325.0
OG186	380.0
OG187	1452.0
OG188	0.0
OG189	469.0
OG190	116.0
OG191	8.0
OG192	4046.0
OG193	1.0
OG194	673.0
OG195	20.0
OG196	13.0
OG197	5.0
OG198	0.0
OG199	5115.0
OG200	446.0
OG201	1.0
OG202	8.0
OG203	147.0
OG204	366.0
OG205	56.0
OG206	288.0
OG207	88.0
OG208	21.0
OG209	231.0
OG210	35.0
OG211	53.0
OG212	43.0
OG213	420.0
OG214	0.0
OG215	47.0
OG216	6.0
OG217	9.0
OG218	641.0
OG219	4.0
OG220	17.0
OG221	20.0
OG222	150.0
OG223	656.0
OG224	0.0
OG225	281.0
OG226	1955.0
OG227	289.0
OG228	0.0
OG229	5.0
OG230	2.0
OG231	127.0
OG232	10.0
OG233	514.0
OG234	46.0
OG235	951.0
OG236	368.0
OG237	1197.0
OG238	281.0
OG239	2138.0
OG240	2062.0
OG241	172.0
OG242	175.0
OG243	1009.0
OG244	597.0
OG245	546.0
OG246	1102.0
OG247	1179.0
OG248	477.0
OG249	46.0
OG250	11.0
OG251	164.0
OG252	342.0
OG253	18.0
OG254	556.0
OG255	2197.0
OG256	1513.0
OG257	1214.0
OG258	95.0
OG259	82.0
OG260	316.0
OG261	88.0
OG262	807.0
OG263	166.0
OG264	2661.0
OG265	69.0
OG266	155.0
OG267	82.0
OG268	561.0
OG269	39.0
