OG	sample_2B
OG0	304.0
OG1	10.0
OG2	176.0
OG3	18.0
OG4	9.0
OG5	0.0
OG6	1.0
OG7	51.0
OG8	415.0
OG9	3.0
OG10	16.0
OG11	12.0
OG12	7.0
OG13	0.0
OG14	384.0
OG15	97.0
OG16	0.0
OG17	0.0
OG18	17.0
OG19	55.0
OG20	0.0
OG21	122.0
OG22	0.0
OG23	15.0
OG24	24.0
OG25	0.0
OG26	820.0
OG27	95.0
OG28	26.0
OG29	616.0
OG30	159.0
OG31	85.0
OG32	0.0
OG33	7.0
OG34	10.0
OG35	211.0
OG36	1688.0
OG37	61.0
OG38	28.0
OG39	536.0
OG40	1.0
OG41	425.0
OG42	1.0
OG43	122.0
OG44	577.0
OG45	0.0
OG46	15.0
OG47	107.0
OG48	153.0
OG49	32.0
OG50	149.0
OG51	7.0
OG52	0.0
OG53	6.0
OG54	0.0
OG55	0.0
OG56	11.0
OG57	24.0
OG58	465.0
OG59	15.0
OG60	4.0
OG61	0.0
OG62	3.0
OG63	0.0
OG64	7.0
OG65	0.0
OG66	1.0
OG67	13.0
OG68	2.0
OG69	2.0
OG70	2.0
OG71	692.0
OG72	1.0
OG73	172.0
OG74	37.0
OG75	283.0
OG76	0.0
OG77	191.0
OG78	8.0
OG79	12.0
OG80	426.0
OG81	107.0
OG82	714.0
OG83	7.0
OG84	36.0
OG85	10.0
OG86	6.0
OG87	2.0
OG88	0.0
OG89	1.0
OG90	202.0
OG91	10.0
OG92	14.0
OG93	15.0
OG94	95.0
OG95	5.0
OG96	4.0
OG97	45.0
OG98	0.0
OG99	145.0
OG100	1343.0
OG101	3.0
OG102	478.0
OG103	530.0
OG104	356.0
OG105	0.0
OG106	15.0
OG107	1.0
OG108	0.0
OG109	3.0
OG110	0.0
OG111	12.0
OG112	458.0
OG113	184.0
OG114	5.0
OG115	0.0
OG116	31.0
OG117	0.0
OG118	21.0
OG119	3.0
OG120	70.0
OG121	20.0
OG122	41.0
OG123	52.0
OG124	3374.0
OG125	35.0
OG126	91.0
OG127	21.0
OG128	97.0
OG129	23.0
OG130	100.0
OG131	48.0
OG132	431.0
OG133	524.0
OG134	233.0
OG135	15.0
OG136	3.0
OG137	12.0
OG138	3.0
OG139	5.0
OG140	37.0
OG141	599.0
OG142	360.0
OG143	0.0
OG144	8.0
OG145	95.0
OG146	4.0
OG147	230.0
OG148	1.0
OG149	10.0
OG150	0.0
OG151	7.0
OG152	4.0
OG153	0.0
OG154	18.0
OG155	159.0
OG156	7.0
OG157	6.0
OG158	178.0
OG159	54.0
OG160	1205.0
OG161	12.0
OG162	106.0
OG163	6.0
OG164	1.0
OG165	3.0
OG166	2210.0
OG167	504.0
OG168	22.0
OG169	16.0
OG170	3.0
OG171	158.0
OG172	148.0
OG173	89.0
OG174	0.0
OG175	49.0
OG176	68.0
OG177	4.0
OG178	36.0
OG179	447.0
OG180	0.0
OG181	4099.0
OG182	21.0
OG183	0.0
OG184	1004.0
OG185	24335.0
OG186	581.0
OG187	1296.0
OG188	2.0
OG189	4406.0
OG190	594.0
OG191	19.0
OG192	2124.0
OG193	0.0
OG194	247.0
OG195	18.0
OG196	34.0
OG197	6.0
OG198	0.0
OG199	1156.0
OG200	374.0
OG201	0.0
OG202	11.0
OG203	136.0
OG204	226.0
OG205	162.0
OG206	283.0
OG207	68.0
OG208	40.0
OG209	307.0
OG210	14.0
OG211	20.0
OG212	25.0
OG213	401.0
OG214	0.0
OG215	32.0
OG216	0.0
OG217	4.0
OG218	1201.0
OG219	4.0
OG220	8.0
OG221	17.0
OG222	280.0
OG223	632.0
OG224	0.0
OG225	285.0
OG226	2515.0
OG227	98.0
OG228	2.0
OG229	5.0
OG230	25.0
OG231	257.0
OG232	32.0
OG233	467.0
OG234	64.0
OG235	651.0
OG236	490.0
OG237	1376.0
OG238	227.0
OG239	518.0
OG240	470.0
OG241	47.0
OG242	294.0
OG243	1922.0
OG244	1546.0
OG245	514.0
OG246	830.0
OG247	714.0
OG248	346.0
OG249	28.0
OG250	14.0
OG251	160.0
OG252	316.0
OG253	17.0
OG254	840.0
OG255	2825.0
OG256	1155.0
OG257	1622.0
OG258	213.0
OG259	91.0
OG260	115.0
OG261	20.0
OG262	913.0
OG263	91.0
OG264	669.0
OG265	13.0
OG266	136.0
OG267	247.0
OG268	360.0
OG269	15.0
OG270	89.0
OG271	290.0
OG272	410.0
OG273	357.0
OG274	548.0
OG275	9.0
OG276	0.0
OG277	75.0
OG278	556.0
OG279	50997.0
OG280	880.0
OG281	13.0
OG282	282.0
OG283	75.0
OG284	484.0
OG285	2059.0
OG286	433.0
OG287	5083.0
OG288	163.0
OG289	69.0
OG290	221.0
OG291	25.0
OG292	965.0
OG293	224.0
OG294	13.0
OG295	15.0
OG296	334.0
OG297	9.0
OG298	1004.0
OG299	2137.0
OG300	70.0
OG301	158.0
OG302	50.0
OG303	3421.0
OG304	4199.0
OG305	405.0
OG306	4.0
OG307	120.0
OG308	2.0
OG309	57.0
OG310	14.0
OG311	1537.0
OG312	1412.0
OG313	4979.0
OG314	2952.0
OG315	59.0
OG316	110.0
OG317	432.0
OG318	1654.0
OG319	1705.0
OG320	110.0
OG321	46.0
OG322	21.0
OG323	954.0
OG324	245.0
OG325	1553.0
OG326	196.0
OG327	1274.0
OG328	769.0
OG329	3640.0
OG330	583.0
OG331	561.0
OG332	278.0
OG333	1136.0
OG334	825.0
OG335	42.0
OG336	554.0
OG337	338.0
OG338	1136.0
OG339	49.0
OG340	3884.0
OG341	1140.0
OG342	628.0
OG343	72.0
OG344	1500.0
OG345	178.0
OG346	44.0
OG347	115.0
OG348	228.0
OG349	4.0
OG350	2475.0
OG351	4587.0
OG352	9.0
OG353	14.0
OG354	157.0
OG355	8657.0
OG356	17.0
OG357	12.0
OG358	169.0
OG359	32.0
OG360	95.0
OG361	825.0
OG362	69.0
OG363	246.0
OG364	469.0
OG365	52.0
OG366	8.0
OG367	532.0
OG368	19.0
OG369	60.0
OG370	769.0
OG371	406.0
OG372	208.0
OG373	2841.0
OG374	756.0
OG375	190.0
OG376	21.0
OG377	660.0
OG378	921.0
OG379	1056.0
OG380	568.0
OG381	774.0
OG382	4.0
OG383	177.0
OG384	2548.0
OG385	925.0
OG386	1246.0
OG387	459.0
OG388	194.0
OG389	1059.0
OG390	328.0
OG391	552.0
OG392	1756.0
OG393	1209.0
