OG	sample_2A
OG0	288.0
OG1	10.0
OG2	200.0
OG3	5.0
OG4	18.0
OG5	0.0
OG6	2.0
OG7	29.0
OG8	458.0
OG9	4.0
OG10	18.0
OG11	18.0
OG12	3.0
OG13	0.0
OG14	406.0
OG15	127.0
OG16	4.0
OG17	0.0
OG18	17.0
OG19	31.0
OG20	0.0
OG21	70.0
OG22	0.0
OG23	18.0
OG24	5.0
OG25	0.0
OG26	841.0
OG27	85.0
OG28	22.0
OG29	559.0
OG30	129.0
OG31	66.0
OG32	3.0
OG33	4.0
OG34	7.0
OG35	200.0
OG36	1588.0
OG37	59.0
OG38	29.0
OG39	500.0
OG40	1.0
OG41	400.0
OG42	3.0
OG43	206.0
OG44	564.0
OG45	0.0
OG46	19.0
OG47	87.0
OG48	141.0
OG49	25.0
OG50	138.0
OG51	9.0
OG52	0.0
OG53	13.0
OG54	0.0
OG55	0.0
OG56	9.0
OG57	16.0
OG58	405.0
OG59	23.0
OG60	8.0
OG61	0.0
OG62	10.0
OG63	0.0
OG64	9.0
OG65	0.0
OG66	1.0
OG67	11.0
OG68	0.0
OG69	4.0
OG70	6.0
OG71	545.0
OG72	0.0
OG73	144.0
OG74	44.0
OG75	242.0
OG76	1.0
OG77	299.0
OG78	13.0
OG79	9.0
OG80	322.0
OG81	101.0
OG82	626.0
OG83	2.0
OG84	31.0
OG85	12.0
OG86	3.0
OG87	4.0
OG88	6.0
OG89	0.0
OG90	228.0
OG91	2.0
OG92	12.0
OG93	16.0
OG94	123.0
OG95	3.0
OG96	8.0
OG97	43.0
OG98	0.0
OG99	157.0
OG100	1082.0
OG101	2.0
OG102	356.0
OG103	528.0
OG104	310.0
OG105	2.0
OG106	13.0
OG107	2.0
OG108	0.0
OG109	0.0
OG110	2.0
OG111	10.0
OG112	407.0
OG113	229.0
OG114	4.0
OG115	0.0
OG116	38.0
OG117	0.0
OG118	31.0
OG119	1.0
OG120	47.0
OG121	8.0
OG122	29.0
OG123	41.0
OG124	3153.0
OG125	20.0
OG126	75.0
OG127	22.0
OG128	82.0
OG129	17.0
OG130	69.0
OG131	50.0
