OG	sample_1C
OG0	180.0
OG1	5.0
OG2	283.0
OG3	18.0
OG4	7.0
OG5	0.0
OG6	1.0
OG7	31.0
OG8	433.0
OG9	7.0
OG10	13.0
OG11	18.0
OG12	2.0
OG13	0.0
OG14	83.0
OG15	61.0
OG16	3.0
OG17	0.0
OG18	10.0
OG19	39.0
OG20	0.0
OG21	82.0
OG22	0.0
OG23	5.0
OG24	6.0
OG25	0.0
OG26	526.0
OG27	32.0
OG28	24.0
OG29	361.0
OG30	186.0
OG31	79.0
OG32	1.0
OG33	5.0
OG34	6.0
OG35	176.0
OG36	581.0
OG37	27.0
OG38	40.0
OG39	425.0
OG40	0.0
OG41	194.0
OG42	3.0
OG43	52.0
OG44	227.0
OG45	0.0
OG46	13.0
OG47	41.0
OG48	102.0
OG49	6.0
OG50	122.0
OG51	4.0
OG52	0.0
OG53	7.0
OG54	0.0
OG55	0.0
OG56	8.0
OG57	4.0
OG58	283.0
OG59	6.0
OG60	4.0
OG61	1.0
OG62	4.0
OG63	0.0
OG64	6.0
OG65	0.0
OG66	2.0
OG67	6.0
OG68	0.0
OG69	1.0
OG70	2.0
OG71	353.0
OG72	0.0
OG73	166.0
OG74	48.0
OG75	291.0
OG76	2.0
OG77	186.0
OG78	2.0
OG79	13.0
OG80	138.0
OG81	47.0
OG82	783.0
OG83	1.0
OG84	10.0
OG85	5.0
OG86	7.0
OG87	0.0
OG88	0.0
OG89	1.0
OG90	217.0
OG91	11.0
OG92	12.0
OG93	8.0
OG94	55.0
OG95	5.0
OG96	5.0
OG97	22.0
OG98	1.0
OG99	80.0
OG100	439.0
OG101	1.0
OG102	126.0
OG103	270.0
OG104	174.0
OG105	0.0
OG106	8.0
OG107	1.0
OG108	0.0
OG109	3.0
OG110	0.0
OG111	4.0
OG112	199.0
OG113	111.0
OG114	1.0
OG115	0.0
OG116	14.0
OG117	1.0
OG118	10.0
OG119	1.0
OG120	32.0
OG121	10.0
OG122	14.0
OG123	27.0
OG124	2544.0
OG125	15.0
OG126	90.0
OG127	22.0
OG128	56.0
OG129	5.0
OG130	93.0
OG131	38.0
OG132	156.0
OG133	233.0
OG134	139.0
OG135	10.0
OG136	2.0
OG137	9.0
OG138	3.0
OG139	5.0
OG140	10.0
OG141	495.0
OG142	189.0
