OG	sample_4C
OG0	333.0
OG1	6.0
OG2	574.0
OG3	20.0
OG4	0.0
OG5	0.0
OG6	0.0
OG7	1.0
OG8	1075.0
OG9	5.0
OG10	43.0
OG11	40.0
OG12	0.0
OG13	0.0
OG14	161.0
OG15	52.0
OG16	2.0
OG17	0.0
OG18	22.0
OG19	0.0
OG20	0.0
OG21	97.0
OG22	0.0
OG23	17.0
OG24	1.0
OG25	0.0
OG26	938.0
OG27	51.0
OG28	44.0
OG29	374.0
OG30	323.0
OG31	134.0
OG32	1.0
OG33	9.0
OG34	1.0
OG35	4.0
OG36	934.0
OG37	61.0
OG38	58.0
OG39	756.0
OG40	3.0
OG41	332.0
OG42	3.0
OG43	61.0
OG44	455.0
OG45	1.0
OG46	0.0
OG47	69.0
OG48	263.0
OG49	11.0
OG50	0.0
OG51	25.0
OG52	0.0
OG53	0.0
OG54	0.0
OG55	0.0
OG56	36.0
OG57	23.0
OG58	620.0
OG59	11.0
OG60	5.0
OG61	0.0
OG62	8.0
OG63	0.0
OG64	6.0
OG65	1.0
OG66	2.0
OG67	17.0
OG68	0.0
OG69	2.0
OG70	3.0
OG71	757.0
OG72	0.0
OG73	65.0
OG74	156.0
OG75	590.0
OG76	3.0
OG77	385.0
OG78	3.0
OG79	18.0
OG80	293.0
OG81	48.0
OG82	1452.0
OG83	3.0
OG84	23.0
OG85	21.0
OG86	10.0
OG87	3.0
OG88	7.0
OG89	3.0
OG90	347.0
OG91	0.0
OG92	18.0
OG93	20.0
OG94	73.0
OG95	11.0
OG96	6.0
OG97	47.0
OG98	0.0
OG99	108.0
OG100	1042.0
OG101	0.0
OG102	300.0
OG103	488.0
OG104	322.0
OG105	0.0
OG106	3.0
OG107	3.0
OG108	0.0
OG109	1.0
OG110	4.0
OG111	5.0
OG112	454.0
OG113	218.0
OG114	7.0
OG115	0.0
OG116	18.0
OG117	0.0
OG118	17.0
OG119	1.0
OG120	7.0
OG121	4.0
OG122	21.0
OG123	58.0
OG124	4866.0
OG125	37.0
OG126	159.0
OG127	42.0
OG128	158.0
OG129	6.0
OG130	2.0
OG131	35.0
OG132	396.0
OG133	542.0
OG134	234.0
OG135	7.0
OG136	4.0
OG137	37.0
OG138	0.0
OG139	0.0
OG140	8.0
OG141	1183.0
OG142	417.0
OG143	0.0
OG144	0.0
OG145	151.0
OG146	2.0
OG147	263.0
OG148	0.0
OG149	7.0
OG150	0.0
OG151	6.0
OG152	0.0
OG153	0.0
OG154	9.0
OG155	118.0
OG156	15.0
OG157	7.0
OG158	124.0
OG159	193.0
OG160	1863.0
OG161	9.0
OG162	41.0
OG163	0.0
OG164	0.0
OG165	3.0
OG166	1860.0
OG167	417.0
OG168	7.0
OG169	7.0
OG170	1.0
OG171	20.0
OG172	288.0
OG173	71.0
OG174	1.0
OG175	73.0
OG176	29.0
OG177	1.0
OG178	24.0
OG179	237.0
OG180	0.0
OG181	6012.0
OG182	124.0
OG183	2.0
OG184	1017.0
OG185	33903.0
OG186	331.0
OG187	1087.0
OG188	1.0
OG189	3528.0
OG190	408.0
OG191	7.0
OG192	3109.0
OG193	0.0
OG194	689.0
OG195	17.0
OG196	14.0
OG197	2.0
OG198	0.0
OG199	3330.0
OG200	355.0
OG201	0.0
OG202	8.0
OG203	96.0
OG204	156.0
OG205	95.0
OG206	240.0
OG207	45.0
OG208	17.0
OG209	252.0
OG210	13.0
OG211	26.0
OG212	15.0
OG213	382.0
OG214	1.0
OG215	24.0
OG216	1.0
OG217	5.0
OG218	852.0
OG219	9.0
OG220	19.0
OG221	13.0
OG222	129.0
OG223	862.0
OG224	0.0
OG225	236.0
OG226	2057.0
OG227	138.0
OG228	2.0
OG229	0.0
OG230	8.0
OG231	155.0
OG232	30.0
OG233	369.0
OG234	45.0
OG235	929.0
OG236	324.0
OG237	636.0
OG238	233.0
OG239	1428.0
OG240	1204.0
OG241	123.0
OG242	158.0
OG243	1813.0
OG244	1115.0
OG245	441.0
OG246	826.0
OG247	1135.0
OG248	481.0
OG249	59.0
OG250	7.0
OG251	136.0
OG252	221.0
OG253	6.0
OG254	666.0
OG255	1671.0
OG256	1159.0
OG257	1400.0
OG258	171.0
OG259	20.0
OG260	199.0
OG261	69.0
OG262	862.0
OG263	0.0
OG264	1761.0
OG265	110.0
OG266	183.0
OG267	72.0
OG268	600.0
OG269	34.0
OG270	33.0
OG271	235.0
OG272	433.0
OG273	229.0
OG274	1271.0
OG275	46.0
OG276	0.0
OG277	68.0
OG278	488.0
OG279	47786.0
OG280	926.0
OG281	13.0
OG282	147.0
OG283	105.0
OG284	243.0
OG285	1387.0
OG286	467.0
OG287	2442.0
OG288	312.0
OG289	48.0
OG290	156.0
OG291	30.0
OG292	675.0
OG293	231.0
OG294	16.0
OG295	44.0
OG296	266.0
OG297	16.0
OG298	416.0
OG299	1957.0
OG300	84.0
OG301	122.0
OG302	27.0
OG303	3405.0
OG304	2062.0
OG305	354.0
OG306	6.0
OG307	93.0
OG308	5.0
OG309	45.0
OG310	7.0
OG311	1835.0
OG312	1185.0
OG313	4532.0
OG314	1323.0
OG315	46.0
OG316	57.0
OG317	584.0
OG318	1781.0
OG319	2361.0
OG320	88.0
OG321	59.0
OG322	18.0
OG323	589.0
OG324	239.0
OG325	1524.0
OG326	782.0
OG327	1356.0
OG328	686.0
OG329	4005.0
OG330	486.0
OG331	385.0
OG332	266.0
OG333	1987.0
OG334	797.0
OG335	71.0
OG336	483.0
OG337	228.0
OG338	922.0
OG339	30.0
OG340	3696.0
OG341	1363.0
OG342	781.0
OG343	53.0
OG344	1333.0
OG345	113.0
OG346	25.0
OG347	96.0
OG348	75.0
OG349	8.0
OG350	1300.0
OG351	1644.0
OG352	25.0
OG353	5.0
OG354	210.0
OG355	6109.0
OG356	8.0
OG357	7.0
OG358	287.0
OG359	57.0
OG360	105.0
OG361	525.0
OG362	40.0
OG363	243.0
OG364	643.0
OG365	53.0
OG366	13.0
OG367	551.0
OG368	23.0
OG369	62.0
OG370	458.0
OG371	311.0
OG372	167.0
OG373	2877.0
OG374	824.0
OG375	242.0
OG376	23.0
OG377	712.0
OG378	1015.0
OG379	1045.0
OG380	409.0
OG381	1282.0
OG382	13.0
OG383	154.0
OG384	3707.0
OG385	1014.0
OG386	1844.0
OG387	195.0
OG388	141.0
OG389	465.0
OG390	257.0
OG391	835.0
OG392	1178.0
OG393	829.0
OG394	1455.0
OG395	302.0
OG396	1307.0
OG397	1021.0
OG398	81.0
OG399	1009.0
OG400	428.0
OG401	4435.0
OG402	76.0
OG403	4259.0
OG404	13.0
OG405	342.0
OG406	1995.0
OG407	401.0
OG408	337.0
OG409	1499.0
OG410	844.0
OG411	4686.0
OG412	346.0
OG413	4080.0
OG414	935.0
OG415	1033.0
OG416	1046.0
OG417	777.0
OG418	881.0
OG419	519.0
OG420	6238.0
OG421	7.0
OG422	606.0
OG423	91.0
OG424	407.0
OG425	1019.0
OG426	454.0
OG427	514.0
OG428	5140.0
OG429	16436.0
OG430	2207.0
OG431	417.0
OG432	1560.0
OG433	2621.0
OG434	4038.0
OG435	669.0
OG436	361.0
OG437	481.0
OG438	6224.0
OG439	14.0
OG440	989.0
OG441	1269.0
OG442	138.0
OG443	4133.0
OG444	1983.0
OG445	986.0
OG446	323.0
OG447	3356.0
OG448	2916.0
OG449	486.0
OG450	859.0
OG451	863.0
OG452	1041.0
OG453	34.0
OG454	219.0
OG455	181.0
OG456	104.0
OG457	1684.0
OG458	56.0
OG459	2059.0
OG460	220.0
OG461	2407.0
OG462	1082.0
OG463	946.0
OG464	83.0
OG465	721.0
OG466	1585.0
OG467	1305.0
OG468	1289.0
OG469	60.0
OG470	45.0
OG471	269.0
OG472	2797.0
OG473	211.0
OG474	97.0
OG475	383.0
OG476	40795.0
OG477	1548.0
OG478	2759.0
OG479	333.0
OG480	2577.0
OG481	4452.0
OG482	2338.0
OG483	1783.0
OG484	62.0
OG485	1904.0
OG486	846.0
OG487	789.0
OG488	188.0
OG489	2105.0
OG490	1734.0
OG491	391.0
OG492	437.0
OG493	9.0
OG494	382.0
OG495	1218.0
OG496	1938.0
OG497	142.0
OG498	2129.0
OG499	4788.0
OG500	265.0
OG501	186.0
OG502	106.0
OG503	2017.0
OG504	904.0
OG505	229.0
OG506	571.0
OG507	32.0
OG508	528.0
OG509	408.0
OG510	456.0
OG511	1440.0
OG512	366.0
OG513	203.0
OG514	93.0
OG515	112.0
OG516	159.0
OG517	10.0
OG518	220.0
OG519	1401.0
OG520	1617.0
OG521	1872.0
OG522	780.0
OG523	5520.0
OG524	1741.0
OG525	3262.0
OG526	489.0
OG527	3.0
OG528	1489.0
OG529	28.0
OG530	811.0
OG531	171.0
OG532	1214.0
OG533	607.0
OG534	459.0
OG535	112.0
OG536	1346.0
OG537	977.0
OG538	1001.0
OG539	616.0
OG540	607.0
OG541	1800.0
OG542	1010.0
OG543	313.0
OG544	320.0
OG545	1204.0
OG546	1496.0
OG547	502.0
OG548	120.0
OG549	111.0
OG550	670.0
OG551	549.0
OG552	49.0
OG553	710.0
OG554	5814.0
OG555	3157.0
OG556	1315.0
OG557	3477.0
OG558	925.0
OG559	15.0
OG560	11.0
OG561	199.0
OG562	303.0
OG563	620.0
OG564	1150.0
OG565	90.0
OG566	799.0
OG567	183.0
OG568	2498.0
OG569	1559.0
OG570	217.0
OG571	729.0
OG572	1302.0
OG573	166.0
OG574	351.0
OG575	259.0
OG576	739.0
OG577	371.0
OG578	215.0
OG579	580.0
OG580	532.0
OG581	830.0
OG582	532.0
OG583	187.0
OG584	611.0
OG585	1234.0
OG586	265.0
OG587	258.0
OG588	95.0
OG589	927.0
OG590	4029.0
OG591	732.0
OG592	140.0
OG593	2695.0
OG594	432.0
OG595	4178.0
OG596	185.0
OG597	1353.0
OG598	3115.0
OG599	254.0
OG600	12.0
OG601	648.0
OG602	4145.0
OG603	51.0
OG604	3637.0
OG605	1745.0
OG606	206.0
OG607	1814.0
OG608	133.0
OG609	496.0
OG610	5847.0
OG611	1204.0
OG612	674.0
OG613	80.0
OG614	113.0
OG615	128.0
OG616	1014.0
OG617	5.0
OG618	246.0
OG619	1931.0
OG620	301.0
OG621	625.0
OG622	1224.0
OG623	689.0
OG624	427.0
OG625	674.0
OG626	206.0
OG627	14109.0
OG628	234.0
OG629	636.0
OG630	332.0
OG631	2725.0
OG632	401.0
OG633	462.0
OG634	1520.0
OG635	1846.0
OG636	636.0
OG637	1054.0
OG638	1101.0
OG639	612.0
OG640	1638.0
OG641	3504.0
OG642	533.0
OG643	1195.0
OG644	164.0
OG645	941.0
OG646	4517.0
OG647	205.0
OG648	293.0
OG649	45.0
OG650	3101.0
OG651	2525.0
OG652	384.0
OG653	719.0
OG654	654.0
OG655	132.0
OG656	34.0
OG657	1312.0
OG658	497.0
OG659	279.0
OG660	1018.0
OG661	806.0
OG662	191.0
OG663	2231.0
OG664	409.0
OG665	279.0
OG666	16.0
OG667	32.0
OG668	12381.0
OG669	963.0
OG670	45.0
OG671	35.0
OG672	68.0
OG673	1946.0
OG674	28.0
OG675	286.0
OG676	1228.0
OG677	62.0
OG678	7869.0
OG679	67.0
OG680	440.0
OG681	1368.0
OG682	2436.0
OG683	856.0
OG684	4441.0
OG685	2540.0
OG686	407.0
OG687	2967.0
OG688	4169.0
OG689	709.0
OG690	992.0
OG691	71.0
OG692	369.0
OG693	3486.0
OG694	60.0
OG695	58.0
OG696	198.0
OG697	175.0
OG698	199.0
OG699	86.0
OG700	162.0
OG701	301.0
OG702	13485.0
OG703	281.0
OG704	15.0
OG705	11.0
OG706	175.0
OG707	896.0
OG708	125.0
OG709	1441.0
OG710	606.0
OG711	563.0
OG712	1218.0
OG713	2704.0
OG714	2673.0
OG715	57.0
OG716	910.0
OG717	3182.0
OG718	1226.0
OG719	2314.0
OG720	251.0
OG721	27.0
OG722	1068.0
OG723	392.0
OG724	1320.0
OG725	495.0
OG726	1560.0
OG727	331.0
OG728	148.0
OG729	370.0
OG730	651.0
OG731	538.0
OG732	60.0
OG733	138.0
OG734	4463.0
OG735	321.0
OG736	1621.0
OG737	444.0
OG738	4.0
OG739	993.0
OG740	1812.0
OG741	8541.0
OG742	0.0
OG743	160.0
OG744	247.0
OG745	830.0
OG746	2673.0
OG747	1265.0
OG748	1.0
OG749	3575.0
OG750	1205.0
OG751	289.0
OG752	174.0
OG753	902.0
OG754	465.0
OG755	1004.0
OG756	1041.0
OG757	2676.0
OG758	3535.0
OG759	2562.0
OG760	1420.0
OG761	493.0
OG762	471.0
OG763	163.0
OG764	673.0
OG765	166.0
OG766	3.0
OG767	88.0
OG768	10.0
OG769	850.0
OG770	388.0
OG771	518.0
OG772	782.0
OG773	2837.0
OG774	250.0
OG775	721.0
OG776	509.0
OG777	388.0
OG778	677.0
OG779	45.0
OG780	43.0
OG781	0.0
OG782	243.0
OG783	175.0
OG784	2725.0
OG785	1445.0
OG786	2046.0
OG787	888.0
OG788	954.0
OG789	63.0
OG790	667.0
OG791	15384.0
OG792	94.0
OG793	250.0
OG794	28.0
OG795	0.0
OG796	1348.0
OG797	13.0
OG798	1227.0
OG799	7263.0
OG800	578.0
OG801	2844.0
OG802	1468.0
OG803	6.0
OG804	166.0
OG805	73.0
OG806	17.0
OG807	2158.0
OG808	380.0
OG809	899.0
OG810	1724.0
OG811	11906.0
OG812	318.0
OG813	608.0
OG814	112.0
OG815	2879.0
OG816	1387.0
OG817	1210.0
OG818	1004.0
OG819	1957.0
OG820	526.0
OG821	2133.0
OG822	466.0
OG823	2345.0
OG824	70.0
OG825	7262.0
OG826	290.0
OG827	272.0
OG828	4639.0
OG829	297.0
OG830	68.0
OG831	2200.0
OG832	314.0
OG833	6.0
OG834	413.0
OG835	3856.0
OG836	271.0
OG837	2387.0
OG838	576.0
OG839	0.0
OG840	1111.0
OG841	1290.0
OG842	1234.0
OG843	576.0
OG844	3249.0
OG845	191.0
OG846	35491.0
OG847	407.0
OG848	250.0
OG849	0.0
OG850	17.0
OG851	721.0
OG852	2.0
OG853	0.0
OG854	65.0
OG855	0.0
OG856	45.0
OG857	1.0
OG858	152.0
OG859	287.0
OG860	0.0
OG861	96.0
OG862	1002.0
OG863	645.0
OG864	820.0
OG865	3097.0
OG866	5521.0
OG867	633.0
OG868	261.0
OG869	0.0
OG870	309.0
OG871	169.0
OG872	860.0
OG873	317.0
OG874	1315.0
OG875	5323.0
OG876	1044.0
OG877	3066.0
OG878	1693.0
OG879	12318.0
OG880	31.0
OG881	630.0
OG882	421.0
OG883	12498.0
OG884	764.0
OG885	1969.0
OG886	30.0
OG887	1095.0
OG888	221.0
OG889	499.0
OG890	279.0
OG891	326.0
OG892	598.0
OG893	52.0
OG894	7.0
OG895	2110.0
OG896	79.0
OG897	1656.0
OG898	13258.0
OG899	1072.0
OG900	167.0
OG901	1216.0
OG902	542.0
OG903	120.0
OG904	0.0
OG905	1480.0
OG906	4760.0
OG907	191.0
OG908	1483.0
OG909	473.0
OG910	3805.0
OG911	50.0
OG912	9856.0
OG913	362.0
OG914	5474.0
OG915	10233.0
OG916	815.0
OG917	107258.0
OG918	6.0
OG919	274.0
OG920	58.0
OG921	249.0
OG922	4532.0
OG923	10.0
OG924	6318.0
OG925	162.0
OG926	1011.0
OG927	6.0
OG928	1.0
OG929	117.0
OG930	98.0
OG931	547.0
OG932	15.0
OG933	27.0
OG934	33.0
OG935	43.0
OG936	7.0
OG937	1.0
OG938	1.0
OG939	1.0
OG940	0.0
OG941	0.0
OG942	7.0
OG943	120.0
OG944	58.0
OG945	3373.0
OG946	88.0
OG947	180.0
OG948	604.0
OG949	238.0
OG950	46.0
OG951	1573.0
OG952	16.0
OG953	0.0
OG954	156.0
OG955	9.0
OG956	18.0
OG957	109.0
OG958	1.0
OG959	28.0
OG960	3.0
OG961	38.0
OG962	30.0
OG963	12213.0
OG964	1564.0
OG965	0.0
OG966	128.0
OG967	3.0
OG968	7.0
OG969	6.0
OG970	585.0
OG971	900.0
OG972	20.0
OG973	737.0
OG974	35.0
OG975	0.0
OG976	0.0
OG977	147.0
OG978	6.0
OG979	0.0
OG980	563.0
OG981	3.0
OG982	1.0
OG983	16.0
OG984	37.0
OG985	0.0
OG986	88.0
OG987	3.0
OG988	1.0
OG989	2093.0
OG990	0.0
OG991	0.0
OG992	518.0
OG993	20.0
OG994	187.0
OG995	210.0
OG996	104.0
OG997	124.0
OG998	823.0
OG999	4.0
OG1000	325.0
OG1001	19339.0
OG1002	237.0
OG1003	47.0
OG1004	1739.0
OG1005	1896.0
OG1006	3929.0
OG1007	1059.0
OG1008	992.0
OG1009	1551.0
OG1010	1036.0
OG1011	2671.0
OG1012	241.0
OG1013	26076.0
OG1014	103.0
OG1015	718.0
OG1016	1635.0
OG1017	1883.0
OG1018	3091.0
OG1019	138.0
OG1020	2341.0
OG1021	4927.0
OG1022	401.0
OG1023	1987.0
OG1024	8828.0
OG1025	16.0
OG1026	2045.0
OG1027	293.0
OG1028	280.0
OG1029	3.0
OG1030	28.0
OG1031	1.0
OG1032	68.0
OG1033	11.0
OG1034	95.0
OG1035	8134.0
OG1036	57.0
OG1037	0.0
OG1038	46.0
OG1039	287.0
OG1040	872.0
OG1041	17572.0
OG1042	587.0
OG1043	1.0
OG1044	0.0
OG1045	1.0
OG1046	4.0
OG1047	1778.0
OG1048	6.0
OG1049	760.0
OG1050	71.0
OG1051	0.0
OG1052	1.0
OG1053	107.0
OG1054	6158.0
OG1055	231.0
OG1056	793.0
OG1057	32.0
OG1058	0.0
OG1059	661.0
OG1060	3424.0
OG1061	941.0
OG1062	255.0
OG1063	496.0
OG1064	26.0
OG1065	224.0
OG1066	137.0
OG1067	91.0
OG1068	4.0
OG1069	16.0
OG1070	32.0
OG1071	475.0
OG1072	100.0
OG1073	104.0
OG1074	918.0
OG1075	841.0
OG1076	1796.0
OG1077	3369.0
OG1078	298.0
OG1079	205.0
OG1080	1804.0
OG1081	143.0
OG1082	82.0
OG1083	66.0
OG1084	1892.0
OG1085	9.0
OG1086	0.0
OG1087	915.0
OG1088	2489.0
OG1089	110.0
OG1090	25.0
OG1091	4396.0
OG1092	3044.0
OG1093	6883.0
OG1094	434.0
OG1095	100.0
OG1096	1852.0
OG1097	5.0
OG1098	4018.0
OG1099	388.0
OG1100	885.0
OG1101	943.0
OG1102	809.0
OG1103	5470.0
OG1104	53.0
OG1105	279.0
OG1106	1797.0
OG1107	28.0
OG1108	998.0
OG1109	3120.0
OG1110	616.0
OG1111	2861.0
OG1112	55.0
OG1113	209.0
OG1114	8586.0
OG1115	335.0
OG1116	26.0
OG1117	604.0
OG1118	443.0
OG1119	30.0
OG1120	583.0
OG1121	396.0
OG1122	35786.0
OG1123	524.0
OG1124	4210.0
OG1125	202.0
OG1126	360.0
OG1127	66.0
OG1128	1712.0
OG1129	29.0
OG1130	4536.0
OG1131	189.0
OG1132	398.0
OG1133	487.0
OG1134	3.0
OG1135	938.0
