OG	sample_3C
OG0	329.0
OG1	8.0
OG2	96.0
OG3	9.0
OG4	14.0
OG5	0.0
OG6	0.0
OG7	43.0
OG8	36.0
OG9	1.0
OG10	33.0
OG11	4.0
OG12	1.0
OG13	0.0
OG14	297.0
OG15	135.0
OG16	4.0
OG17	0.0
OG18	7.0
OG19	45.0
OG20	0.0
OG21	181.0
OG22	0.0
OG23	25.0
OG24	21.0
OG25	0.0
OG26	737.0
OG27	85.0
OG28	4.0
OG29	665.0
OG30	0.0
OG31	9.0
OG32	2.0
OG33	1.0
OG34	14.0
OG35	298.0
OG36	1178.0
OG37	45.0
OG38	33.0
OG39	422.0
OG40	2.0
OG41	577.0
OG42	0.0
OG43	169.0
OG44	535.0
OG45	0.0
OG46	18.0
OG47	78.0
OG48	128.0
OG49	26.0
OG50	203.0
OG51	0.0
OG52	0.0
OG53	15.0
OG54	1.0
OG55	0.0
OG56	10.0
OG57	20.0
OG58	476.0
OG59	11.0
OG60	7.0
OG61	1.0
OG62	5.0
OG63	0.0
OG64	2.0
OG65	1.0
OG66	2.0
OG67	9.0
OG68	1.0
OG69	4.0
OG70	4.0
OG71	775.0
OG72	0.0
OG73	275.0
OG74	3.0
OG75	72.0
OG76	0.0
OG77	5.0
OG78	8.0
OG79	4.0
OG80	406.0
OG81	139.0
OG82	259.0
OG83	8.0
OG84	39.0
OG85	10.0
OG86	2.0
OG87	3.0
OG88	3.0
OG89	0.0
OG90	61.0
OG91	14.0
OG92	1.0
OG93	7.0
OG94	132.0
OG95	0.0
OG96	2.0
OG97	36.0
OG98	2.0
OG99	231.0
OG100	905.0
OG101	3.0
OG102	427.0
OG103	670.0
OG104	327.0
OG105	1.0
OG106	15.0
OG107	3.0
OG108	1.0
OG109	0.0
OG110	0.0
OG111	12.0
OG112	473.0
OG113	171.0
OG114	4.0
OG115	0.0
OG116	37.0
OG117	0.0
OG118	32.0
OG119	0.0
OG120	60.0
OG121	9.0
OG122	55.0
OG123	7.0
OG124	2513.0
OG125	8.0
OG126	6.0
OG127	0.0
OG128	121.0
OG129	6.0
OG130	119.0
OG131	36.0
OG132	518.0
OG133	741.0
OG134	192.0
OG135	8.0
OG136	3.0
OG137	2.0
OG138	4.0
OG139	8.0
OG140	32.0
OG141	314.0
OG142	353.0
OG143	0.0
OG144	3.0
OG145	3.0
OG146	2.0
OG147	243.0
OG148	0.0
OG149	2.0
OG150	0.0
OG151	4.0
OG152	5.0
OG153	0.0
OG154	4.0
OG155	180.0
OG156	0.0
OG157	3.0
OG158	123.0
OG159	9.0
OG160	798.0
OG161	5.0
OG162	140.0
OG163	1.0
OG164	1.0
OG165	1.0
OG166	1851.0
OG167	300.0
OG168	20.0
OG169	8.0
OG170	3.0
OG171	194.0
OG172	102.0
OG173	43.0
OG174	1.0
OG175	87.0
OG176	88.0
OG177	3.0
OG178	26.0
OG179	278.0
OG180	0.0
OG181	2916.0
OG182	7.0
OG183	0.0
OG184	979.0
OG185	23122.0
OG186	497.0
OG187	771.0
OG188	3.0
OG189	5259.0
OG190	694.0
OG191	13.0
OG192	1355.0
OG193	2.0
OG194	124.0
OG195	9.0
OG196	30.0
OG197	10.0
OG198	0.0
OG199	539.0
OG200	334.0
OG201	0.0
OG202	18.0
OG203	79.0
OG204	201.0
OG205	121.0
OG206	304.0
OG207	78.0
OG208	22.0
OG209	318.0
OG210	2.0
OG211	24.0
OG212	39.0
OG213	451.0
OG214	0.0
OG215	26.0
OG216	0.0
OG217	1.0
OG218	1504.0
OG219	6.0
OG220	3.0
OG221	5.0
OG222	162.0
OG223	395.0
OG224	0.0
OG225	295.0
OG226	2464.0
OG227	29.0
OG228	0.0
OG229	4.0
OG230	28.0
OG231	294.0
OG232	37.0
OG233	517.0
OG234	37.0
OG235	324.0
OG236	425.0
OG237	1050.0
OG238	210.0
OG239	70.0
OG240	4.0
OG241	13.0
OG242	220.0
OG243	2178.0
OG244	1691.0
OG245	494.0
OG246	545.0
OG247	754.0
OG248	256.0
OG249	17.0
OG250	4.0
OG251	211.0
OG252	261.0
OG253	5.0
OG254	768.0
OG255	1222.0
OG256	734.0
OG257	1493.0
OG258	236.0
OG259	52.0
OG260	0.0
OG261	3.0
OG262	718.0
OG263	110.0
OG264	134.0
OG265	6.0
OG266	107.0
OG267	146.0
OG268	249.0
OG269	10.0
OG270	71.0
OG271	282.0
OG272	588.0
OG273	379.0
OG274	177.0
OG275	7.0
OG276	0.0
OG277	38.0
OG278	588.0
OG279	53436.0
OG280	847.0
OG281	10.0
OG282	167.0
OG283	65.0
OG284	528.0
OG285	2382.0
OG286	89.0
OG287	4946.0
OG288	44.0
OG289	40.0
OG290	169.0
OG291	60.0
OG292	1211.0
OG293	160.0
OG294	12.0
OG295	15.0
OG296	413.0
OG297	12.0
OG298	986.0
OG299	1381.0
OG300	16.0
OG301	192.0
OG302	28.0
OG303	3241.0
OG304	3651.0
OG305	362.0
OG306	7.0
OG307	117.0
OG308	5.0
OG309	60.0
OG310	8.0
OG311	1428.0
OG312	1338.0
OG313	4573.0
OG314	2222.0
OG315	40.0
OG316	129.0
OG317	297.0
OG318	1680.0
OG319	1472.0
OG320	105.0
OG321	21.0
OG322	8.0
OG323	1089.0
OG324	178.0
OG325	1361.0
OG326	71.0
OG327	1337.0
OG328	609.0
OG329	2892.0
OG330	487.0
OG331	537.0
OG332	327.0
OG333	1007.0
OG334	875.0
OG335	24.0
OG336	434.0
OG337	265.0
OG338	925.0
OG339	76.0
OG340	3567.0
OG341	1001.0
OG342	461.0
OG343	78.0
OG344	1690.0
OG345	218.0
OG346	37.0
OG347	100.0
OG348	138.0
OG349	4.0
OG350	2534.0
OG351	1854.0
OG352	8.0
OG353	2.0
OG354	141.0
OG355	9030.0
OG356	11.0
OG357	14.0
OG358	114.0
OG359	7.0
OG360	76.0
OG361	732.0
OG362	44.0
OG363	305.0
OG364	319.0
OG365	49.0
OG366	6.0
OG367	550.0
OG368	40.0
OG369	35.0
OG370	616.0
OG371	263.0
OG372	168.0
OG373	2658.0
OG374	727.0
OG375	141.0
OG376	28.0
OG377	530.0
OG378	475.0
OG379	1209.0
OG380	301.0
OG381	679.0
OG382	2.0
OG383	162.0
OG384	1562.0
OG385	926.0
OG386	956.0
OG387	203.0
OG388	117.0
OG389	366.0
OG390	183.0
OG391	406.0
OG392	1840.0
OG393	1210.0
OG394	1219.0
OG395	376.0
OG396	675.0
OG397	1187.0
OG398	76.0
OG399	479.0
OG400	467.0
OG401	3867.0
OG402	90.0
OG403	3618.0
OG404	32.0
OG405	248.0
OG406	1892.0
OG407	554.0
OG408	391.0
OG409	699.0
OG410	562.0
OG411	4772.0
OG412	62.0
OG413	3621.0
OG414	880.0
OG415	1273.0
OG416	1067.0
OG417	1186.0
OG418	672.0
OG419	643.0
OG420	7742.0
OG421	7.0
OG422	839.0
OG423	54.0
OG424	742.0
OG425	1327.0
OG426	590.0
OG427	365.0
OG428	5697.0
OG429	8286.0
OG430	1819.0
OG431	484.0
OG432	1150.0
OG433	2852.0
OG434	2773.0
OG435	623.0
OG436	392.0
OG437	368.0
OG438	7024.0
OG439	16.0
OG440	1003.0
OG441	1394.0
OG442	230.0
OG443	3117.0
OG444	1655.0
OG445	620.0
OG446	445.0
OG447	2728.0
OG448	1321.0
OG449	643.0
OG450	1192.0
OG451	812.0
OG452	787.0
OG453	63.0
OG454	147.0
OG455	114.0
OG456	178.0
OG457	2210.0
OG458	134.0
OG459	1431.0
OG460	78.0
OG461	1867.0
OG462	512.0
OG463	900.0
OG464	20.0
OG465	726.0
OG466	2473.0
OG467	941.0
OG468	1746.0
OG469	37.0
OG470	10.0
OG471	456.0
OG472	2964.0
OG473	276.0
OG474	50.0
OG475	324.0
OG476	10007.0
OG477	1334.0
OG478	3453.0
OG479	434.0
OG480	2352.0
OG481	4465.0
OG482	2738.0
OG483	2483.0
OG484	39.0
OG485	327.0
OG486	981.0
OG487	862.0
OG488	215.0
OG489	2005.0
OG490	1894.0
OG491	483.0
OG492	485.0
OG493	36.0
OG494	506.0
OG495	916.0
OG496	2423.0
OG497	103.0
OG498	1469.0
OG499	3280.0
OG500	141.0
OG501	234.0
OG502	159.0
OG503	1326.0
OG504	969.0
OG505	354.0
OG506	491.0
OG507	41.0
OG508	555.0
OG509	498.0
OG510	518.0
OG511	990.0
OG512	591.0
OG513	211.0
OG514	151.0
OG515	178.0
OG516	159.0
OG517	13.0
OG518	112.0
OG519	1068.0
OG520	616.0
OG521	2184.0
OG522	1140.0
OG523	2509.0
OG524	1756.0
OG525	3476.0
OG526	322.0
OG527	4.0
OG528	1391.0
OG529	54.0
OG530	803.0
OG531	188.0
OG532	1344.0
OG533	1250.0
OG534	369.0
OG535	241.0
OG536	1094.0
OG537	1213.0
OG538	1178.0
OG539	808.0
OG540	254.0
OG541	1045.0
OG542	542.0
OG543	480.0
OG544	243.0
OG545	1428.0
OG546	399.0
OG547	454.0
OG548	155.0
OG549	109.0
OG550	580.0
OG551	637.0
OG552	92.0
OG553	1223.0
OG554	3301.0
OG555	1860.0
OG556	1440.0
OG557	2633.0
OG558	915.0
OG559	12.0
OG560	5.0
OG561	253.0
OG562	480.0
OG563	371.0
OG564	959.0
OG565	104.0
OG566	779.0
OG567	333.0
OG568	1476.0
OG569	1425.0
OG570	399.0
OG571	864.0
OG572	1082.0
OG573	186.0
OG574	362.0
OG575	647.0
OG576	1052.0
OG577	433.0
OG578	215.0
OG579	275.0
OG580	594.0
OG581	940.0
OG582	349.0
OG583	266.0
OG584	738.0
OG585	839.0
OG586	94.0
OG587	149.0
OG588	166.0
OG589	1179.0
OG590	5996.0
OG591	1573.0
OG592	197.0
OG593	4147.0
OG594	516.0
OG595	5137.0
OG596	154.0
OG597	1511.0
OG598	2516.0
OG599	492.0
OG600	20.0
OG601	929.0
OG602	5552.0
OG603	59.0
OG604	5248.0
OG605	2605.0
OG606	340.0
OG607	3081.0
OG608	104.0
OG609	293.0
OG610	5008.0
OG611	1063.0
OG612	522.0
OG613	44.0
OG614	86.0
OG615	124.0
OG616	1434.0
OG617	15.0
OG618	281.0
OG619	2380.0
OG620	339.0
OG621	972.0
OG622	819.0
OG623	528.0
OG624	437.0
OG625	627.0
OG626	225.0
OG627	7889.0
OG628	182.0
OG629	706.0
OG630	364.0
OG631	3484.0
OG632	324.0
OG633	728.0
OG634	2279.0
OG635	1903.0
OG636	617.0
OG637	1417.0
OG638	999.0
OG639	669.0
OG640	2271.0
OG641	4498.0
OG642	839.0
OG643	1343.0
OG644	221.0
OG645	841.0
OG646	6067.0
OG647	373.0
OG648	388.0
OG649	14.0
OG650	5399.0
OG651	3040.0
OG652	450.0
OG653	505.0
OG654	407.0
OG655	98.0
OG656	73.0
OG657	2246.0
OG658	254.0
OG659	71.0
OG660	826.0
OG661	821.0
OG662	75.0
OG663	2989.0
OG664	329.0
OG665	297.0
OG666	5.0
OG667	29.0
OG668	3229.0
OG669	913.0
OG670	53.0
OG671	45.0
OG672	144.0
OG673	1148.0
OG674	22.0
OG675	431.0
OG676	1365.0
OG677	124.0
OG678	8643.0
OG679	157.0
OG680	255.0
OG681	1259.0
OG682	3387.0
OG683	833.0
OG684	3492.0
OG685	3373.0
OG686	492.0
OG687	2935.0
OG688	3140.0
OG689	463.0
OG690	887.0
OG691	130.0
OG692	248.0
OG693	4664.0
OG694	108.0
OG695	62.0
OG696	166.0
OG697	150.0
OG698	233.0
OG699	69.0
OG700	194.0
OG701	200.0
OG702	14147.0
OG703	311.0
OG704	14.0
OG705	11.0
OG706	165.0
OG707	1013.0
