Id,log2FoldChange.minusSICOvsAll
OG2195,-7.131
OG2196,-0.444
OG2197,-6.685
OG2198,-2.0540000000000003
OG2199,-0.165
OG22,0.0
OG220,-0.39799999999999996
OG2200,-1.127
OG2201,0.0
OG2202,0.0
OG2203,0.7090000000000001
OG2204,
OG2205,-0.45
OG2206,-1.319
OG2207,-2.795
OG2208,-1.127
OG2209,-0.183
OG221,-0.752
OG2210,-2.1590000000000003
OG2211,
OG2212,
OG2213,-0.8170000000000001
OG2214,-2.627
OG2215,0.046
OG2216,-2.97
OG2217,-0.963
OG2218,-0.387
OG2219,-0.736
OG222,-0.401
OG2220,-0.509
OG2221,
OG2222,
OG2223,-2.6630000000000003
OG2224,
OG2225,-0.409
OG2226,-1.127
OG2227,-7.724
OG2228,-2.657
OG2229,0.0
OG223,-0.598
OG2230,
OG2231,0.268
OG2232,-0.064
OG2233,-2.134
OG2234,2.714
OG2235,
OG2236,-0.436
OG2237,0.0
OG2238,0.485
OG2239,-1.669
OG224,0.0
OG2240,
OG2241,
OG2242,
OG2243,-1.113
OG2244,-0.335
OG2245,-0.33299999999999996
OG2246,-0.213
OG2247,-7.836
OG2248,-7.392
OG2249,-4.834
OG225,-0.325
OG2250,-8.318999999999999
OG2251,-0.17800000000000002
OG2252,-0.004
OG2253,0.34600000000000003
OG2254,-0.171
OG2255,0.298
OG2256,-4.766
OG2257,0.0
OG2258,0.10099999999999999
OG2259,-1.127
OG226,-0.053
OG2260,-1.3619999999999999
OG2261,-1.127
OG2262,-0.608
OG2263,0.408
OG2264,-2.7060000000000004
OG2265,-0.608
OG2266,-0.518
OG2267,-7.445
OG2268,-6.069
OG2269,0.485
OG227,-0.026000000000000002
OG2270,-1.127
OG2271,-3.343
OG2272,
OG2273,0.0
OG2274,-0.596
OG2275,-0.628
OG2276,-0.872
OG2277,-2.3169999999999997
OG2278,-2.149
OG2279,-4.921
OG228,-3.6489999999999996
OG2280,
OG2281,0.0
OG2282,-1.127
OG2283,-0.425
OG2284,-0.7809999999999999
OG2285,-8.579
OG2286,-0.77
OG2287,-1.127
OG2288,-1.632
OG2289,-0.11699999999999999
OG229,0.059000000000000004
OG2290,-1.919
OG2291,1.288
OG2292,-0.306
OG2293,-0.9
OG2294,-2.494
OG2295,-0.946
OG2296,0.031
OG2297,-0.5379999999999999
OG2298,-1.032
OG2299,0.0
OG23,-0.6509999999999999
OG230,-0.17
OG2300,
OG2301,-6.39
OG2302,-6.281000000000001
OG2303,-3.807
OG2304,-6.497999999999999
OG2305,-0.335
OG2306,-1.662
OG2307,-0.499
OG2308,-0.664
OG2309,
OG231,0.365
OG2310,
OG2311,-0.7
OG2312,-2.451
OG2313,
OG2314,0.9009999999999999
OG2315,-0.34299999999999997
OG2316,-2.046
OG2317,-0.6559999999999999
OG2318,-4.01
OG2319,-0.762
OG232,-0.151
OG2320,0.401
OG2321,-0.542
OG2322,0.0
OG2323,-0.619
OG2324,
OG2325,-0.42200000000000004
OG2326,-1.176
OG2327,-1.587
OG2328,0.20600000000000002
OG2329,-0.386
OG233,-0.077
OG2330,0.025
OG2331,-1.127
OG2332,-0.6970000000000001
OG2333,-0.851
OG2334,-0.7979999999999999
OG2335,0.265
OG2336,-1.249
OG2337,0.843
OG2338,-0.213
OG2339,-0.723
OG234,-0.8109999999999999
OG2340,-0.8240000000000001
OG2341,-3.313
OG2342,-0.371
OG2343,0.122
OG2344,-0.10400000000000001
OG2345,-0.092
OG2346,-0.588
OG2347,-0.332
OG2348,0.188
OG2349,-1.014
OG235,-0.134
OG2350,0.49
OG2351,-0.317
OG2352,-0.31
OG2353,-1.4280000000000002
OG2354,-0.685
OG2355,-0.467
OG2356,-0.507
OG2357,-0.225
OG2358,-1.127
OG2359,-1.127
OG236,0.064
OG2360,-1.8980000000000001
OG2361,-0.987
OG2362,0.376
OG2363,-1.297
OG2364,-0.37200000000000005
OG2365,-0.517
OG2366,0.636
OG2367,-0.723
OG2368,-0.887
OG2369,-0.301
OG237,0.8759999999999999
OG2370,-0.665
OG2371,-0.82
OG2372,0.001
OG2373,-0.746
OG2374,-0.63
OG2375,-0.511
OG2376,
OG2377,-0.34299999999999997
OG2378,-0.292
OG2379,0.77
OG238,-0.22399999999999998
OG2380,-1.5019999999999998
OG2381,-0.311
OG2382,-1.256
OG2383,-0.344
OG2384,0.711
OG2385,0.031
OG2386,-1.859
OG2387,-0.604
OG2388,-0.523
OG2389,-0.624
OG239,0.114
OG2390,-0.625
OG2391,-2.083
OG2392,-0.5870000000000001
OG2393,-0.062
OG2394,-1.7009999999999998
OG2395,-1.554
OG2396,-0.065
OG2397,-2.045
OG2398,-1.659
OG2399,-1.251
OG24,-0.085
OG240,0.514
OG2400,-1.274
OG2401,-1.137
OG2402,-0.63
OG2403,-2.491
OG2404,0.057999999999999996
OG2405,-7.005
OG2406,-0.42100000000000004
OG2407,-0.3
OG2408,-0.037000000000000005
OG2409,-0.294
OG241,-0.166
OG2410,-1.014
OG2411,-2.698
OG2412,-2.351
OG2413,-0.508
OG2414,-2.046
OG2415,-2.9789999999999996
OG2416,-0.057
OG2417,0.322
OG2418,-1.953
OG2419,0.0
OG242,-0.35600000000000004
OG2420,-0.371
OG2421,-0.24600000000000002
OG2422,0.38799999999999996
OG2423,1.682
OG2424,0.797
OG2425,0.8220000000000001
OG2426,-0.915
OG2427,-0.33399999999999996
OG2428,-2.039
OG2429,0.159
OG243,-0.29100000000000004
OG2430,-2.1390000000000002
OG2431,-0.255
OG2432,-1.482
OG2433,-0.086
OG2434,0.049
OG2435,1.379
OG2436,-0.263
OG2437,-0.35600000000000004
OG2438,2.282
OG2439,-1.186
OG244,-0.23600000000000002
OG2440,-0.19899999999999998
OG2441,0.16699999999999998
OG2442,-0.439
OG2443,-0.573
OG2444,-0.442
OG2445,-1.4140000000000001
OG2446,-0.5539999999999999
OG2447,-1.266
OG2448,-0.46
OG2449,-0.614
OG245,0.174
OG2450,-0.429
OG2451,-0.556
OG2452,-0.302
OG2453,-1.6680000000000001
OG2454,-0.851
OG2455,-0.632
OG2456,-0.505
OG2457,-0.25
OG2458,-0.41600000000000004
OG2459,-1.57
OG246,-0.204
OG2460,-1.694
OG2461,-0.325
OG2462,-0.568
OG2463,0.028999999999999998
OG2464,0.507
OG2465,-0.326
OG2466,-0.331
OG2467,-0.545
OG2468,-0.35200000000000004
OG2469,-1.47
OG247,0.8540000000000001
OG2470,-1.464
OG2471,-0.9990000000000001
OG2472,0.071
OG2473,-0.8390000000000001
OG2474,0.44
OG2475,0.47600000000000003
OG2476,0.41
OG2477,-1.003
OG2478,0.48100000000000004
OG2479,-0.309
OG248,-0.027999999999999997
OG2480,-1.187
OG2481,-0.307
OG2482,0.0
OG2483,-0.213
OG2484,0.0
OG2485,-1.122
OG2486,0.316
OG2487,-1.088
OG2488,0.7909999999999999
OG2489,1.083
OG249,-0.11699999999999999
OG2490,0.868
OG2491,-1.8459999999999999
OG2492,-1.4480000000000002
OG2493,-0.9440000000000001
OG2494,-2.0340000000000003
OG2495,-0.753
OG2496,-0.237
OG2497,-0.701
OG2498,0.0
OG2499,0.0
OG25,1.157
OG250,-1.653
OG2500,
OG2501,
OG2502,-1.454
OG2503,-0.718
OG2504,-1.952
OG2505,-0.97
OG2506,-0.8540000000000001
OG2507,0.0
OG2508,0.858
OG2509,-1.805
OG251,-0.42200000000000004
OG2510,-2.722
OG2511,-2.176
OG2512,-0.41700000000000004
OG2513,1.901
OG2514,3.076
OG2515,-0.47200000000000003
OG2516,-1.3030000000000002
OG2517,0.098
OG2518,-0.204
OG2519,-1.127
OG252,-0.026000000000000002
OG2520,-0.11199999999999999
OG2521,0.054000000000000006
OG2522,-0.542
OG2523,0.051
OG2524,-0.305
OG2525,0.526
OG2526,-0.433
OG2527,-0.15
OG2528,-0.157
OG2529,
OG253,-2.188
OG2530,0.483
OG2531,0.0
OG2532,0.0
OG2533,-0.165
OG2534,0.0
OG2535,1.141
OG2536,0.937
OG2537,-1.081
OG2538,0.0
OG2539,-2.021
OG254,-0.41200000000000003
OG2540,-0.865
OG2541,-2.6310000000000002
OG2542,0.654
OG2543,-3.0469999999999997
OG2544,-0.526
OG2545,0.0
OG2546,
OG2547,-1.165
OG2548,-0.8009999999999999
OG2549,1.8559999999999999
OG255,-0.16
OG2550,-1.032
OG2551,-0.12
OG2552,-0.82
OG2553,-3.094
OG2554,-0.753
OG2555,-0.32799999999999996
OG2556,0.314
OG2557,
OG2558,1.1840000000000002
OG2559,-0.057
OG256,0.33799999999999997
OG2560,0.013999999999999999
OG2561,0.925
OG2562,-0.28300000000000003
OG2563,0.9129999999999999
OG2564,-0.5489999999999999
OG2565,0.594
OG2566,0.797
OG2567,1.8330000000000002
OG2568,0.071
OG2569,-2.046
OG257,0.28
OG2570,-1.589
OG2571,-0.057999999999999996
OG2572,-0.496
OG2573,-0.94
OG2574,-1.429
OG2575,2.1630000000000003
OG2576,1.472
OG2577,-0.826
OG2578,-0.722
OG2579,-0.121
OG258,-0.838
OG2580,-0.036000000000000004
OG2581,-0.452
OG2582,-1.143
OG2583,-1.127
OG2584,-0.124
OG2585,-0.25
OG2586,-2.046
OG2587,-1.127
OG2588,-1.67
OG2589,-2.6310000000000002
OG259,-0.047
OG2590,-0.773
OG2591,-1.127
OG2592,0.0
OG2593,0.0
OG2594,0.0
OG2595,-1.127
OG2596,
OG2597,
OG2598,-2.046
OG2599,
OG26,0.094
OG260,0.507
OG2600,
OG2601,-2.806
OG2602,-0.299
OG2603,-1.929
OG2604,-0.18899999999999997
OG2605,
OG2606,-0.13699999999999998
OG2607,-0.7090000000000001
OG2608,-0.573
OG2609,-0.218
OG261,0.46399999999999997
OG2610,-0.13
OG2611,1.39
OG2612,-0.823
OG2613,-0.805
OG2614,-2.013
OG2615,-2.045
OG2616,
OG2617,-3.5469999999999997
OG2618,-3.783
OG2619,-2.046
OG262,-0.419
OG2620,
OG2621,-1.127
OG2622,0.0
OG2623,-1.982
OG2624,0.0
OG2625,-0.485
OG2626,-1.127
OG2627,
OG2628,-2.617
OG2629,-3.042
OG263,-0.363
OG2630,0.541
OG2631,
OG2632,0.0
OG2633,
OG2634,
OG2635,-2.65
OG2636,
OG2637,
OG2638,
OG2639,
OG264,0.34600000000000003
OG2640,0.0
OG2641,-2.87
OG2642,
OG2643,-6.705
OG2644,
OG2645,0.0
OG2646,0.0
OG2647,0.0
OG2648,0.0
OG2649,-5.699
OG265,-0.735
OG2650,-4.864
OG2651,-0.581
OG2652,
OG2653,
OG2654,
OG2655,-6.718
OG2656,-5.021
OG2657,0.483
OG2658,-2.1519999999999997
OG2659,0.0
OG266,-0.596
OG2660,
OG2661,
OG2662,
OG2663,
OG2664,-0.057
OG2665,-2.015
OG2666,
OG2667,0.0
OG2668,0.146
OG2669,-0.213
OG267,0.11599999999999999
OG2670,-1.653
OG2671,0.473
OG2672,-0.586
OG2673,-3.278
OG2674,-0.815
OG2675,
OG2676,-2.6839999999999997
OG2677,0.675
OG2678,-2.6639999999999997
OG2679,-4.843
OG268,-0.094
OG2680,-1.127
OG2681,0.0
OG2682,-3.315
OG2683,-7.832999999999999
OG2684,
OG2685,
OG2686,-0.9229999999999999
OG2687,
OG2688,
OG2689,
OG269,-0.83
OG2690,0.797
OG2691,-0.5720000000000001
OG2692,-0.8059999999999999
OG2693,
OG2694,
OG2695,
OG2696,-0.841
OG2697,-0.738
OG2698,-1.484
OG2699,-0.231
OG27,-0.8029999999999999
OG270,-0.083
OG2700,0.161
OG2701,-0.368
OG2702,-3.095
OG2703,-0.951
OG2704,-0.462
OG2705,-0.615
OG2706,-0.696
OG2707,-1.359
OG2708,-0.985
OG2709,-2.125
OG271,-0.127
OG2710,-0.552
OG2711,-0.395
OG2712,-0.516
OG2713,0.0
OG2714,-0.261
OG2715,
OG2716,-0.897
OG2717,0.098
OG2718,-2.713
OG2719,-1.492
OG272,-0.436
OG2720,-3.3739999999999997
OG2721,-1.607
OG2722,-0.618
OG2723,-0.586
OG2724,-0.8320000000000001
OG2725,1.5659999999999998
OG2726,-0.235
OG2727,-1.527
OG2728,-1.492
OG2729,-2.046
OG273,-0.175
OG2730,-0.175
OG2731,-0.018000000000000002
OG2732,-2.188
OG2733,-0.6940000000000001
OG2734,-1.055
OG2735,0.134
OG2736,-1.047
OG2737,
OG2738,
OG2739,-0.171
OG274,0.23600000000000002
OG2740,
OG2741,0.0
OG2742,0.693
OG2743,1.1
OG2744,-0.474
OG2745,-0.652
OG2746,0.35200000000000004
OG2747,0.713
OG2748,0.055999999999999994
OG2749,0.079
OG275,-1.361
OG2750,0.052000000000000005
OG2751,0.564
OG2752,0.126
OG2753,0.207
OG2754,-0.161
OG2755,0.363
OG2756,-0.151
OG2757,0.379
OG2758,0.716
OG2759,-0.8079999999999999
OG276,-2.537
OG2760,-0.591
OG2761,1.188
OG2762,2.452
OG2763,-0.677
OG2764,-1.4809999999999999
OG2765,-0.379
OG2766,0.28800000000000003
OG2767,-0.162
OG2768,-0.151
OG2769,0.655
OG277,0.872
OG2770,0.55
OG2771,0.465
OG2772,0.41100000000000003
OG2773,-0.392
OG2774,-0.049
OG2775,-0.36700000000000005
OG2776,
OG2777,1.284
OG2778,-0.9470000000000001
OG2779,-1.867
OG278,0.192
OG2780,-0.804
OG2781,0.0
OG2782,0.361
OG2783,0.42100000000000004
OG2784,-0.5670000000000001
OG2785,-3.3080000000000003
OG2786,-0.18600000000000003
OG2787,-0.39899999999999997
OG2788,-0.158
OG2789,0.183
OG279,-0.745
OG2790,0.053
OG2791,-0.07400000000000001
OG2792,0.004
OG2793,-0.655
OG2794,-0.20600000000000002
OG2795,-0.809
OG2796,-0.043
OG2797,-0.627
OG2798,-0.616
OG2799,-0.44299999999999995
OG28,0.5
OG280,0.084
OG2800,-0.902
OG2801,-1.042
OG2802,-2.31
OG2803,0.0
OG2804,-0.535
OG2805,-1.026
OG2806,-4.215
OG2807,0.09
OG2808,-0.736
OG2809,-1.7180000000000002
OG281,0.094
OG2810,-1.139
OG2811,-0.013000000000000001
OG2812,0.19899999999999998
OG2813,0.087
OG2814,-2.616
OG2815,-1.005
OG2816,0.196
OG2817,0.0
OG2818,-0.061
OG2819,
OG282,1.3769999999999998
OG2820,0.0
OG2821,-0.795
OG2822,-0.489
OG2823,-1.649
OG2824,-0.013000000000000001
OG2825,-0.37200000000000005
OG2826,-1.127
OG2827,-1.515
OG2828,-0.858
OG2829,-0.649
OG283,0.332
OG2830,-1.145
OG2831,-0.18100000000000002
OG2832,-0.534
OG2833,-0.33399999999999996
OG2834,-0.414
OG2835,-0.635
OG2836,-2.093
OG2837,-1.768
OG2838,0.626
OG2839,0.774
OG284,-0.239
OG2840,0.053
OG2841,-0.193
OG2842,-1.09
OG2843,-0.927
OG2844,0.0
OG2845,-0.636
OG2846,0.384
OG2847,-1.127
OG2848,-0.677
OG2849,-0.07
OG285,-0.598
OG2850,-0.078
OG2851,-0.9109999999999999
OG2852,-0.6459999999999999
OG2853,0.376
OG2854,-0.415
OG2855,-0.6679999999999999
OG2856,-0.426
OG2857,-0.643
OG2858,-0.27
OG2859,-0.794
OG286,0.593
OG2860,-0.82
OG2861,-2.549
OG2862,0.5870000000000001
OG2863,-0.318
OG2864,-0.22699999999999998
OG2865,-1.149
OG2866,
OG2867,0.0
OG2868,-0.044000000000000004
OG2869,-0.514
OG287,0.011000000000000001
OG2870,-0.22399999999999998
OG2871,-0.308
OG2872,-0.354
OG2873,-0.598
OG2874,0.7979999999999999
OG2875,-0.294
OG2876,-0.696
OG2877,-0.048
OG2878,
OG2879,
OG288,0.27699999999999997
OG2880,-1.127
OG2881,-2.539
OG2882,-3.622
OG2883,-3.582
OG2884,
OG2885,-1.127
OG2886,-1.127
OG2887,
OG2888,
OG2889,-4.369
OG289,-0.43700000000000006
OG2890,
OG2891,-2.046
OG2892,1.218
OG2893,-0.517
OG2894,-0.004
OG2895,-0.38299999999999995
OG2896,-0.445
OG2897,
OG2898,-2.542
OG2899,-2.046
OG29,0.071
OG290,0.055
OG2900,2.497
OG2901,-1.031
OG2902,0.81
OG2903,-0.053
OG2904,-0.8029999999999999
OG2905,-0.433
OG2906,0.083
OG2907,-0.344
OG2908,-0.34299999999999997
OG2909,-0.565
OG291,-0.778
OG2910,-0.38
OG2911,-0.068
OG2912,-0.358
OG2913,0.775
OG2914,-0.9890000000000001
OG2915,0.289
OG2916,-0.875
OG2917,-0.263
OG2918,-0.354
OG2919,-2.531
OG292,-0.735
OG2920,0.618
OG2921,-1.3019999999999998
OG2922,-0.43700000000000006
OG2923,-4.561
OG2924,0.11199999999999999
OG2925,-1.629
OG2926,-1.153
OG2927,0.055
OG2928,-1.9709999999999999
OG2929,-2.198
OG293,-0.588
OG2930,-0.902
OG2931,-1.3840000000000001
OG2932,-0.758
OG2933,-0.027999999999999997
OG2934,-0.28600000000000003
OG2935,0.486
OG2936,-3.0010000000000003
OG2937,-1.041
OG2938,0.797
OG2939,0.0
OG294,-1.47
OG2940,-0.523
OG2941,
OG2942,-0.6459999999999999
OG2943,-0.127
OG2944,0.344
OG2945,-3.861
OG2946,-1.774
OG2947,-0.11599999999999999
OG2948,-2.531
OG2949,0.0
OG295,-6.831
OG2950,
OG2951,0.0
OG2952,
OG2953,-0.636
OG2954,
OG2955,-0.24600000000000002
OG2956,-2.092
OG2957,-3.312
OG2958,-1.084
OG2959,
OG296,-0.14
OG2960,1.038
OG2961,0.797
OG2962,-5.909
OG2963,1.8319999999999999
OG2964,-6.61
OG2965,-4.11
OG2966,-0.618
OG2967,0.0
OG2968,-2.28
OG2969,0.0
OG297,1.3730000000000002
OG2970,-1.524
OG2971,-1.003
OG2972,0.0
OG2973,-0.025
OG2974,-0.231
OG2975,-5.635
OG2976,0.722
OG2977,-1.015
OG2978,-0.20199999999999999
OG2979,-0.632
OG298,0.109
OG2980,0.41200000000000003
OG2981,-3.511
OG2982,-2.0869999999999997
OG2983,-5.396
OG2984,-1.127
OG2985,-0.86
OG2986,-1.127
OG2987,0.0
OG2988,-1.965
OG2989,-2.573
OG299,0.24600000000000002
OG2990,-1.127
OG2991,0.11199999999999999
OG2992,0.7170000000000001
OG2993,-2.5639999999999996
OG2994,
OG2995,
OG2996,
OG2997,0.0
OG2998,0.0
OG2999,-5.474
OG3,-0.8290000000000001
OG30,0.057999999999999996
OG300,0.81
OG3000,-3.844
OG3001,-7.207999999999999
OG3002,-2.8480000000000003
OG3003,-0.306
OG3004,-0.91
OG3005,-0.192
OG3006,-0.953
OG3007,-0.027000000000000003
OG3008,0.057999999999999996
OG3009,-0.18100000000000002
OG301,-0.821
OG3010,-3.986
OG3011,-4.162
OG3012,-2.9739999999999998
OG3013,-5.827000000000001
OG3014,-5.374
OG3015,-1.127
OG3016,-2.989
OG3017,-7.086
OG3018,-5.943
OG3019,
OG302,-0.299
OG3020,2.209
OG3021,0.0
OG3022,0.062
OG3023,-1.8980000000000001
OG3024,-4.349
OG3025,
OG3026,-0.361
OG3027,-1.169
OG3028,-0.45
OG3029,0.0
OG303,-0.511
OG3030,-2.021
OG3031,-3.5780000000000003
OG3032,0.645
OG3033,-3.4130000000000003
OG3034,0.08
OG3035,-1.777
OG3036,0.0
OG3037,-3.739
OG3038,-3.366
OG3039,0.11800000000000001
OG304,0.105
OG3040,-1.127
OG3041,-3.43
OG3042,0.17
OG3043,-4.606
OG3044,-1.127
OG3045,1.092
OG3046,1.0590000000000002
OG3047,1.296
OG3048,1.3159999999999998
OG3049,-0.192
OG305,0.284
OG3050,
OG3051,0.13
OG3052,-1.66
OG3053,-0.04
OG3054,-0.67
OG3055,-0.165
OG3056,0.0
OG3057,-2.565
OG3058,0.0
OG3059,-1.047
OG306,-0.688
OG3060,-2.7
OG3061,0.0
OG3062,-2.5
OG3063,-2.2969999999999997
OG3064,-4.053
OG3065,-3.364
OG3066,
OG3067,-1.4780000000000002
OG3068,-0.718
OG3069,0.0
OG307,-0.309
OG3070,-5.287000000000001
OG3071,-0.047
OG3072,-1.9269999999999998
OG3073,-5.013
OG3074,
OG3075,0.252
OG3076,-1.127
OG3077,-1.127
OG3078,0.0
OG3079,0.0
OG308,-1.876
OG3080,0.757
OG3081,0.0
OG3082,-1.94
OG3083,0.0
OG3084,-3.1310000000000002
OG3085,
OG3086,-3.028
OG3087,-0.344
OG3088,-0.273
OG3089,-0.081
OG309,0.39
OG3090,0.45
OG3091,-6.731
OG3092,-6.73
OG3093,-3.2119999999999997
OG3094,-1.127
OG3095,-6.013999999999999
OG3096,-4.217
OG3097,-0.263
OG3098,0.0
OG3099,-3.792
OG31,-0.19399999999999998
OG310,-0.132
OG3100,-2.6010000000000004
OG3101,0.0
OG3102,-5.127000000000001
OG3103,
OG3104,-9.106
OG3105,0.6759999999999999
OG3106,-1.7269999999999999
OG3107,-1.8659999999999999
OG3108,0.0
OG3109,0.0
OG311,0.04
OG3110,
OG3111,-1.296
OG3112,-9.865
OG3113,-1.781
OG3114,-1.915
OG3115,-3.7769999999999997
OG3116,-2.717
OG3117,-1.127
OG3118,
OG3119,-8.26
OG312,-0.159
OG3120,-3.3089999999999997
OG3121,-0.193
OG3122,-0.08199999999999999
OG3123,-0.342
OG3124,0.0
OG3125,1.334
OG3126,-1.127
OG3127,
OG3128,
OG3129,-5.023
OG313,-0.29100000000000004
OG3130,-5.026
OG3131,-0.363
OG3132,-0.41600000000000004
OG3133,-0.46399999999999997
OG3134,
OG3135,
OG3136,
OG3137,-0.267
OG3138,-2.613
OG3139,-2.14
OG314,0.307
OG3140,-0.253
OG3141,-0.40399999999999997
OG3142,
OG3143,0.441
OG3144,-1.127
OG3145,-1.127
OG3146,
OG3147,-1.127
OG3148,
OG3149,
OG315,-0.418
OG3150,0.0
OG3151,
OG3152,
OG3153,0.597
OG3154,0.0
OG3155,-0.932
OG3156,-1.17
OG3157,-0.41100000000000003
OG3158,-0.889
OG3159,-0.285
OG316,-0.848
OG3160,-1.127
OG3161,
OG3162,0.69
OG3163,0.161
OG3164,0.8009999999999999
OG3165,-0.414
OG3166,1.04
OG3167,0.531
OG3168,-0.494
OG3169,-0.5820000000000001
OG317,-0.74
OG3170,0.608
OG3171,0.57
OG3172,0.0
OG3173,
OG3174,
OG3175,-4.855
OG3176,0.0
OG3177,-3.305
OG3178,0.0
OG3179,1.86
OG318,0.017
OG3180,-1.126
OG3181,
OG3182,-1.484
OG3183,0.0
OG3184,-2.8539999999999996
OG3185,0.0
OG3186,0.0
OG3187,-2.1519999999999997
OG3188,0.797
OG3189,2.24
OG319,0.037000000000000005
OG3190,-2.95
OG3191,-0.78
OG3192,-0.295
OG3193,-0.13699999999999998
OG3194,0.47600000000000003
OG3195,-1.127
OG3196,-2.246
OG3197,0.564
OG3198,-4.651
OG3199,-0.026000000000000002
OG32,-2.012
OG320,-0.5660000000000001
OG3200,-0.434
OG3201,0.36200000000000004
OG3202,-0.17600000000000002
OG3203,1.4480000000000002
OG3204,-0.21
OG3205,0.797
OG3206,-1.2309999999999999
OG3207,0.725
OG3208,0.0
OG3209,0.92
OG321,-0.62
OG3210,0.9470000000000001
OG3211,0.066
OG3212,0.8640000000000001
OG3213,0.12300000000000001
OG3214,0.1
OG3215,-0.461
OG3216,0.033
OG3217,-0.9540000000000001
OG3218,-1.514
OG3219,-0.124
OG322,-1.291
OG3220,-0.205
OG3221,-0.298
OG3222,-0.963
OG3223,0.733
OG3224,-0.207
OG3225,-0.32899999999999996
OG3226,-1.639
OG3227,0.505
OG3228,-0.522
OG3229,0.605
OG323,-0.01
OG3230,-1.669
OG3231,-0.19699999999999998
OG3232,-0.14
OG3233,-4.1530000000000005
OG3234,-0.47200000000000003
OG3235,0.069
OG3236,0.737
OG3237,-0.654
OG3238,-0.782
OG3239,-0.179
OG324,0.162
OG3240,0.389
OG3241,2.0540000000000003
OG3242,0.31
OG3243,0.862
OG3244,0.282
OG3245,-0.669
OG3246,-0.301
OG3247,0.772
OG3248,-0.871
OG3249,1.7109999999999999
OG325,-0.099
OG3250,0.07200000000000001
OG3251,2.8930000000000002
OG3252,-0.868
OG3253,0.226
OG3254,-0.12
OG3255,0.677
OG3256,0.29100000000000004
OG3257,-1.341
OG3258,-3.2939999999999996
OG3259,-0.525
OG326,-0.8009999999999999
OG3260,0.728
OG3261,-2.7089999999999996
OG3262,1.288
OG3263,1.015
OG3264,-0.46
OG3265,-0.5720000000000001
OG3266,0.151
OG3267,-1.1179999999999999
OG3268,-1.761
OG3269,0.617
OG327,-0.499
OG3270,-0.166
OG3271,-0.078
OG3272,0.087
OG3273,-0.46299999999999997
OG3274,-0.5379999999999999
OG3275,-0.322
OG3276,-0.537
OG3277,0.623
OG3278,-0.746
OG3279,-0.5660000000000001
OG328,-0.091
OG3280,0.494
OG3281,-0.603
OG3282,-0.452
OG3283,-0.85
OG3284,-0.223
OG3285,1.205
OG3286,-0.763
OG3287,-0.003
OG3288,-3.09
OG3289,0.03
OG329,-0.040999999999999995
OG3290,-1.577
OG3291,-1.084
OG3292,-1.338
OG3293,-1.127
OG3294,-1.085
OG3295,-1.127
OG3296,-0.493
OG3297,0.134
OG3298,
OG3299,-1.556
OG33,-0.534
OG330,-0.139
OG3300,-0.596
OG3301,-0.265
OG3302,0.789
OG3303,-2.108
OG3304,-0.809
OG3305,-1.861
OG3306,-0.488
OG3307,-0.9520000000000001
OG3308,-0.622
OG3309,-2.16
OG331,-0.597
OG3310,-1.024
OG3311,1.248
OG3312,-1.262
OG3313,0.028999999999999998
OG3314,-0.297
OG3315,0.7879999999999999
OG3316,-0.34600000000000003
OG3317,0.58
OG3318,0.0
OG3319,-0.165
OG332,-0.11699999999999999
OG3320,-1.926
OG3321,-1.494
OG3322,-1.291
OG3323,-0.419
OG3324,0.0
OG3325,
OG3326,-2.046
OG3327,0.503
OG3328,-2.194
OG3329,-1.669
OG333,-0.615
OG3330,-2.092
OG3331,-0.415
OG3332,0.0
OG3333,-1.712
OG3334,-2.6039999999999996
OG3335,-2.137
OG3336,-1.5490000000000002
OG3337,0.0
OG3338,0.442
OG3339,-0.915
OG334,0.038
OG3340,
OG3341,-3.739
OG3342,-1.127
OG3343,-2.022
OG3344,-1.127
OG3345,-0.652
OG3346,
OG3347,
OG3348,
OG3349,
OG335,0.266
OG3350,
OG3351,
OG3352,
OG3353,
OG3354,
OG3355,
OG3356,
OG3357,
OG3358,
OG3359,
OG336,-0.151
OG3360,-1.127
OG3361,
OG3362,
OG3363,
OG3364,
OG3365,
OG3366,
OG3367,
OG3368,
OG3369,
OG337,-0.14400000000000002
OG3370,
OG3371,
OG3372,
OG3373,-1.2770000000000001
OG3374,
OG3375,
OG3376,-0.001
OG3377,-0.165
OG3378,
OG3379,0.0
OG338,0.065
OG3380,-1.127
OG3381,-4.887
OG3382,0.24600000000000002
OG3383,0.0
OG3384,1.605
OG3385,0.0
OG3386,-3.832
OG3387,-0.456
OG3388,
OG3389,-3.4610000000000003
OG339,-0.841
OG3390,-0.165
OG3391,-0.35200000000000004
OG3392,-1.127
OG3393,-0.32799999999999996
OG3394,-1.212
OG3395,0.0
OG3396,-4.1739999999999995
OG3397,-4.361000000000001
OG3398,-2.62
OG3399,-5.307
OG34,-1.273
OG340,-0.353
OG3400,-2.553
OG3401,-2.436
OG3402,-4.538
OG3403,
OG3404,-2.09
OG3405,-1.6840000000000002
OG3406,0.529
OG3407,2.142
OG3408,
OG3409,0.0
OG341,0.001
OG3410,-4.05
OG3411,1.157
OG3412,0.0
OG3413,
OG3414,
OG3415,-1.5219999999999998
OG3416,
OG3417,-2.563
OG3418,-1.127
OG3419,
OG342,-0.19
OG3420,-3.551
OG3421,-10.923
OG3422,-8.902999999999999
OG3423,-9.836
OG3424,-0.165
OG3425,-2.986
OG3426,-2.855
OG3427,-2.984
