Id,log2FoldChange.minusSTvsAll
OG2176,-0.24100000000000002
OG2177,-1.426
OG2178,0.055999999999999994
OG2179,
OG218,-0.037000000000000005
OG2180,
OG2181,0.0
OG2182,0.494
OG2183,-0.256
OG2184,-0.324
OG2185,
OG2186,-2.165
OG2187,-0.89
OG2188,-1.885
OG2189,-0.223
OG219,-0.943
OG2190,-0.08900000000000001
OG2191,-0.069
OG2192,0.23
OG2193,0.494
OG2194,-0.532
OG2195,-0.45799999999999996
OG2196,-0.441
OG2197,-0.904
OG2198,-0.42100000000000004
OG2199,-1.43
OG22,0.0
OG220,-0.09
OG2200,0.31
OG2201,0.0
OG2202,0.0
OG2203,-0.172
OG2204,
OG2205,0.132
OG2206,-2.657
OG2207,-0.134
OG2208,0.358
OG2209,-0.031
OG221,-0.057
OG2210,-0.34
OG2211,
OG2212,
OG2213,-1.3419999999999999
OG2214,-0.589
OG2215,0.066
OG2216,-2.0269999999999997
OG2217,-0.11
OG2218,-1.002
OG2219,-0.135
OG222,0.604
OG2220,0.039
OG2221,
OG2222,
OG2223,-1.4509999999999998
OG2224,
OG2225,-0.7140000000000001
OG2226,-0.46799999999999997
OG2227,-0.204
OG2228,0.122
OG2229,0.0
OG223,-0.501
OG2230,
OG2231,-1.012
OG2232,-1.837
OG2233,-2.437
OG2234,1.405
OG2235,
OG2236,0.132
OG2237,0.0
OG2238,0.735
OG2239,-2.9339999999999997
OG224,0.0
OG2240,
OG2241,
OG2242,
OG2243,-0.33399999999999996
OG2244,-0.005
OG2245,-0.07200000000000001
OG2246,0.044000000000000004
OG2247,-0.22699999999999998
OG2248,-0.361
OG2249,-0.405
OG225,-0.146
OG2250,0.028999999999999998
OG2251,-1.71
OG2252,0.29600000000000004
OG2253,0.466
OG2254,0.596
OG2255,-0.13
OG2256,-0.919
OG2257,0.0
OG2258,-0.168
OG2259,0.327
OG226,-0.111
OG2260,-2.6719999999999997
OG2261,-1.43
OG2262,-2.688
OG2263,-1.244
OG2264,-2.073
OG2265,0.685
OG2266,-0.073
OG2267,-0.336
OG2268,-0.557
OG2269,0.54
OG227,-0.581
OG2270,-1.43
OG2271,0.278
OG2272,
OG2273,0.0
OG2274,0.133
OG2275,-0.696
OG2276,-0.09
OG2277,-0.457
OG2278,0.575
OG2279,-0.7659999999999999
OG228,-0.341
OG2280,
OG2281,0.0
OG2282,0.307
OG2283,0.174
OG2284,-0.049
OG2285,-0.11900000000000001
OG2286,-0.626
OG2287,1.3159999999999998
OG2288,-0.9129999999999999
OG2289,-0.935
OG229,0.635
OG2290,-0.239
OG2291,1.055
OG2292,-0.5670000000000001
OG2293,0.23600000000000002
OG2294,0.054000000000000006
OG2295,0.33899999999999997
OG2296,0.419
OG2297,-0.271
OG2298,-0.845
OG2299,0.494
OG23,-0.251
OG230,0.877
OG2300,
OG2301,-0.183
OG2302,-0.336
OG2303,-0.7120000000000001
OG2304,-0.693
OG2305,0.33399999999999996
OG2306,-2.593
OG2307,-0.004
OG2308,-0.593
OG2309,
OG231,0.648
OG2310,
OG2311,-2.577
OG2312,0.871
OG2313,
OG2314,1.15
OG2315,0.040999999999999995
OG2316,-1.3869999999999998
OG2317,0.155
OG2318,-4.313
OG2319,-0.20600000000000002
OG232,-0.039
OG2320,0.5710000000000001
OG2321,0.294
OG2322,0.667
OG2323,-1.04
OG2324,
OG2325,0.201
OG2326,-0.32799999999999996
OG2327,-0.062
OG2328,0.5579999999999999
OG2329,0.252
OG233,-0.179
OG2330,0.35100000000000003
OG2331,-0.46799999999999997
OG2332,-0.121
OG2333,-0.2
OG2334,0.561
OG2335,0.054000000000000006
OG2336,-0.057
OG2337,1.464
OG2338,0.302
OG2339,-0.7290000000000001
OG234,-0.696
OG2340,-1.35
OG2341,-1.7380000000000002
OG2342,-0.044000000000000004
OG2343,0.35
OG2344,0.165
OG2345,-0.086
OG2346,0.013000000000000001
OG2347,0.111
OG2348,0.223
OG2349,-0.107
OG235,-0.415
OG2350,-0.053
OG2351,0.397
OG2352,-0.179
OG2353,-0.6679999999999999
OG2354,-0.579
OG2355,0.073
OG2356,0.052000000000000005
OG2357,0.35
OG2358,-1.43
OG2359,-1.43
OG236,0.447
OG2360,-2.201
OG2361,-0.22899999999999998
OG2362,1.051
OG2363,-0.225
OG2364,0.198
OG2365,0.34299999999999997
OG2366,0.726
OG2367,-0.19699999999999998
OG2368,-0.156
OG2369,0.42100000000000004
OG237,1.023
OG2370,-0.585
OG2371,-0.903
OG2372,-0.265
OG2373,-0.963
OG2374,-0.065
OG2375,0.031
OG2376,
OG2377,0.44
OG2378,-0.066
OG2379,0.387
OG238,-0.386
OG2380,-1.401
OG2381,-0.612
OG2382,-0.9229999999999999
OG2383,0.409
OG2384,0.92
OG2385,0.46399999999999997
OG2386,-0.142
OG2387,-0.35600000000000004
OG2388,0.7959999999999999
OG2389,0.43700000000000006
OG239,-0.873
OG2390,0.122
OG2391,-1.248
OG2392,0.018000000000000002
OG2393,0.848
OG2394,-2.694
OG2395,-0.537
OG2396,-0.34600000000000003
OG2397,0.10800000000000001
OG2398,1.002
OG2399,-0.21899999999999997
OG24,-0.196
OG240,-0.628
OG2400,-0.736
OG2401,1.66
OG2402,-0.309
OG2403,0.528
OG2404,0.601
OG2405,-0.789
OG2406,-0.371
OG2407,-0.066
OG2408,-0.049
OG2409,0.07
OG241,-1.232
OG2410,-0.20199999999999999
OG2411,-2.2680000000000002
OG2412,-2.278
OG2413,-0.469
OG2414,-1.3880000000000001
OG2415,-3.282
OG2416,0.439
OG2417,1.169
OG2418,0.8859999999999999
OG2419,1.276
OG242,0.16
OG2420,-0.177
OG2421,0.187
OG2422,0.503
OG2423,1.137
OG2424,2.002
OG2425,0.292
OG2426,0.19399999999999998
OG2427,1.205
OG2428,1.617
OG2429,-0.376
OG243,0.096
OG2430,-0.961
OG2431,0.16399999999999998
OG2432,0.037000000000000005
OG2433,0.49700000000000005
OG2434,0.47700000000000004
OG2435,2.026
OG2436,0.387
OG2437,0.409
OG2438,1.87
OG2439,-0.483
OG244,0.142
OG2440,0.935
OG2441,1.39
OG2442,-0.503
OG2443,0.28
OG2444,0.22699999999999998
OG2445,-0.099
OG2446,-0.253
OG2447,-1.062
OG2448,0.195
OG2449,0.071
OG245,0.11699999999999999
OG2450,-0.077
OG2451,-0.23399999999999999
OG2452,0.39399999999999996
OG2453,-0.142
OG2454,0.023
OG2455,-1.07
OG2456,0.10800000000000001
OG2457,1.038
OG2458,0.313
OG2459,-0.385
OG246,0.10300000000000001
OG2460,-1.392
OG2461,0.126
OG2462,-0.41700000000000004
OG2463,0.6779999999999999
OG2464,0.8220000000000001
OG2465,0.6609999999999999
OG2466,-0.01
OG2467,-0.133
OG2468,-0.536
OG2469,-0.768
OG247,0.063
OG2470,-0.129
OG2471,-0.245
OG2472,-0.11
OG2473,-0.406
OG2474,0.794
OG2475,0.937
OG2476,0.784
OG2477,-0.408
OG2478,1.7
OG2479,0.48700000000000004
OG248,-0.39
OG2480,-0.107
OG2481,0.141
OG2482,0.494
OG2483,0.429
OG2484,0.0
OG2485,1.0659999999999998
OG2486,-0.245
OG2487,-0.122
OG2488,-0.42700000000000005
OG2489,0.075
OG249,-1.192
OG2490,-0.22899999999999998
OG2491,-1.64
OG2492,-1.073
OG2493,-0.8240000000000001
OG2494,-1.375
OG2495,-0.895
OG2496,-0.922
OG2497,-0.691
OG2498,0.0
OG2499,0.0
OG25,-1.43
OG250,-0.9079999999999999
OG2500,
OG2501,
OG2502,-0.585
OG2503,0.019
OG2504,-0.7509999999999999
OG2505,0.057999999999999996
OG2506,0.251
OG2507,0.0
OG2508,-0.41100000000000003
OG2509,-0.795
OG251,-0.032
OG2510,-3.0239999999999996
OG2511,-2.479
OG2512,-1.7730000000000001
OG2513,0.0
OG2514,0.0
OG2515,-1.247
OG2516,-3.443
OG2517,-1.2009999999999998
OG2518,-1.1079999999999999
OG2519,-0.46799999999999997
OG252,0.265
OG2520,-0.995
OG2521,-0.655
OG2522,-1.256
OG2523,-0.386
OG2524,-0.873
OG2525,1.06
OG2526,1.036
OG2527,-0.685
OG2528,-0.057
OG2529,
OG253,0.568
OG2530,-1.147
OG2531,0.0
OG2532,0.0
OG2533,-1.43
OG2534,0.494
OG2535,0.18100000000000002
OG2536,-1.43
OG2537,-0.598
OG2538,0.0
OG2539,-3.286
OG254,-0.10099999999999999
OG2540,-1.089
OG2541,-2.9339999999999997
OG2542,-1.445
OG2543,-3.35
OG2544,-0.804
OG2545,0.0
OG2546,
OG2547,0.069
OG2548,-0.818
OG2549,1.2690000000000001
OG255,0.006999999999999999
OG2550,-0.028999999999999998
OG2551,-0.305
OG2552,-0.7190000000000001
OG2553,-2.435
OG2554,-0.805
OG2555,-0.016
OG2556,-0.713
OG2557,
OG2558,-0.377
OG2559,-0.701
OG256,0.057
OG2560,-0.327
OG2561,0.726
OG2562,0.14800000000000002
OG2563,-1.9880000000000002
OG2564,0.22399999999999998
OG2565,-0.261
OG2566,0.494
OG2567,0.0
OG2568,-0.5579999999999999
OG2569,-2.349
OG257,0.375
OG2570,-1.082
OG2571,-0.8220000000000001
OG2572,-1.334
OG2573,-0.513
OG2574,-2.374
OG2575,-1.43
OG2576,2.0180000000000002
OG2577,-0.636
OG2578,-1.3259999999999998
OG2579,-0.637
OG258,-0.365
OG2580,0.034
OG2581,0.828
OG2582,-0.2
OG2583,-0.317
OG2584,-0.40700000000000003
OG2585,-0.727
OG2586,-2.349
OG2587,-1.43
OG2588,-2.9339999999999997
OG2589,-2.9339999999999997
OG259,0.324
OG2590,-2.661
OG2591,-1.43
OG2592,0.0
OG2593,0.0
OG2594,1.256
OG2595,-1.43
OG2596,
OG2597,
OG2598,-2.349
OG2599,
OG26,-0.09300000000000001
OG260,-0.294
OG2600,
OG2601,-2.32
OG2602,-0.9590000000000001
OG2603,-1.297
OG2604,-0.777
OG2605,
OG2606,-0.941
OG2607,-0.501
OG2608,-1.053
OG2609,-0.5920000000000001
OG261,-1.0090000000000001
OG2610,-0.769
OG2611,0.0
OG2612,-1.3459999999999999
OG2613,-0.919
OG2614,-1.354
OG2615,0.469
OG2616,
OG2617,0.414
OG2618,-1.304
OG2619,-2.349
OG262,-0.113
OG2620,
OG2621,-1.43
OG2622,0.0
OG2623,0.413
OG2624,0.0
OG2625,-1.827
OG2626,0.303
OG2627,
OG2628,-1.177
OG2629,-2.383
OG263,-0.7929999999999999
OG2630,-0.736
OG2631,
OG2632,0.494
OG2633,
OG2634,
OG2635,1.7
OG2636,
OG2637,
OG2638,
OG2639,
OG264,-0.8420000000000001
OG2640,0.0
OG2641,0.2
OG2642,
OG2643,-0.287
OG2644,
OG2645,0.0
OG2646,0.0
OG2647,0.494
OG2648,0.0
OG2649,-0.511
OG265,-1.5390000000000001
OG2650,-0.428
OG2651,0.524
OG2652,
OG2653,
OG2654,
OG2655,-0.419
OG2656,-0.475
OG2657,0.42
OG2658,-1.234
OG2659,0.494
OG266,-0.451
OG2660,
OG2661,
OG2662,
OG2663,
OG2664,-0.096
OG2665,0.019
OG2666,
OG2667,0.0
OG2668,-0.13
OG2669,-0.608
OG267,0.856
OG2670,-2.918
OG2671,-0.76
OG2672,0.40700000000000003
OG2673,-0.64
OG2674,-0.161
OG2675,
OG2676,-2.025
OG2677,0.071
OG2678,-0.522
OG2679,-0.239
OG268,-0.381
OG2680,-1.43
OG2681,0.0
OG2682,-0.777
OG2683,-0.456
OG2684,
OG2685,
OG2686,-1.125
OG2687,
OG2688,
OG2689,
OG269,-1.725
OG2690,0.494
OG2691,-0.065
OG2692,-0.57
OG2693,
OG2694,
OG2695,
OG2696,1.7469999999999999
OG2697,0.285
OG2698,-2.7489999999999997
OG2699,0.49
OG27,0.691
OG270,0.22399999999999998
OG2700,-0.085
OG2701,-0.237
OG2702,-2.436
OG2703,0.395
OG2704,0.47100000000000003
OG2705,0.524
OG2706,0.42700000000000005
OG2707,0.47600000000000003
OG2708,0.087
OG2709,-2.428
OG271,0.057999999999999996
OG2710,-0.08
OG2711,-0.019
OG2712,-0.145
OG2713,0.0
OG2714,-0.16699999999999998
OG2715,
OG2716,-0.594
OG2717,0.01
OG2718,-3.016
OG2719,-3.611
OG272,-0.22
OG2720,-2.865
OG2721,-0.966
OG2722,-0.821
OG2723,0.28
OG2724,-0.621
OG2725,1.784
OG2726,-0.094
OG2727,-0.5489999999999999
OG2728,0.284
OG2729,-2.349
OG273,0.11699999999999999
OG2730,-0.983
OG2731,-0.664
OG2732,-1.151
OG2733,-0.086
OG2734,-0.53
OG2735,0.462
OG2736,1.247
OG2737,
OG2738,
OG2739,0.023
OG274,-0.494
OG2740,
OG2741,0.0
OG2742,2.015
OG2743,-1.244
OG2744,-0.10800000000000001
OG2745,-0.098
OG2746,0.638
OG2747,0.469
OG2748,-0.326
OG2749,-0.113
OG275,-1.133
OG2750,0.162
OG2751,0.23
OG2752,0.12
OG2753,-0.023
OG2754,-0.076
OG2755,0.159
OG2756,-0.28800000000000003
OG2757,-0.013999999999999999
OG2758,0.795
OG2759,-0.502
OG276,-1.879
OG2760,0.121
OG2761,0.789
OG2762,1.5290000000000001
OG2763,-0.408
OG2764,-1.3619999999999999
OG2765,-1.042
OG2766,-0.517
OG2767,-0.588
OG2768,-0.7440000000000001
OG2769,0.38
OG277,-0.40399999999999997
OG2770,0.502
OG2771,0.375
OG2772,-0.21100000000000002
OG2773,-0.311
OG2774,-0.271
OG2775,-0.442
OG2776,
OG2777,0.013000000000000001
OG2778,-0.242
OG2779,-0.8759999999999999
OG278,0.424
OG2780,-0.087
OG2781,0.0
OG2782,0.009000000000000001
OG2783,0.284
OG2784,0.231
OG2785,-3.611
OG2786,0.499
OG2787,0.11599999999999999
OG2788,0.305
OG2789,0.42700000000000005
OG279,-0.484
OG2790,0.132
OG2791,0.134
OG2792,0.12
OG2793,-0.156
OG2794,-1.021
OG2795,-0.20600000000000002
OG2796,-1.3840000000000001
OG2797,-0.516
OG2798,-0.98
OG2799,0.11599999999999999
OG28,-0.488
OG280,-0.018000000000000002
OG2800,-1.53
OG2801,-0.225
OG2802,-2.613
OG2803,0.0
OG2804,-0.642
OG2805,-2.971
OG2806,-3.556
OG2807,0.03
OG2808,-0.414
OG2809,-0.635
OG281,0.027000000000000003
OG2810,-0.525
OG2811,-1.135
OG2812,-0.736
OG2813,0.643
OG2814,-3.88
OG2815,-1.745
OG2816,-1.172
OG2817,0.0
OG2818,-0.67
OG2819,
OG282,1.173
OG2820,0.0
OG2821,-0.32299999999999995
OG2822,-0.82
OG2823,-1.6059999999999999
OG2824,-0.7020000000000001
OG2825,-0.56
OG2826,-1.43
OG2827,-0.772
OG2828,-0.07400000000000001
OG2829,-0.77
OG283,-0.708
OG2830,-2.131
OG2831,-0.98
OG2832,-1.419
OG2833,-1.369
OG2834,-0.602
OG2835,-0.529
OG2836,-1.641
OG2837,1.1520000000000001
OG2838,0.307
OG2839,0.203
OG284,0.4
OG2840,0.613
OG2841,-0.607
OG2842,-0.675
OG2843,-0.735
OG2844,0.494
OG2845,-1.2830000000000001
OG2846,-0.574
OG2847,-1.43
OG2848,-3.5239999999999996
OG2849,0.115
OG285,0.41200000000000003
OG2850,0.193
OG2851,-0.247
OG2852,-0.32299999999999995
OG2853,0.044000000000000004
OG2854,0.228
OG2855,-0.877
OG2856,-0.976
OG2857,-0.998
OG2858,-1.3869999999999998
OG2859,0.222
OG286,0.092
OG2860,-0.792
OG2861,-2.0269999999999997
OG2862,0.43799999999999994
OG2863,-0.902
OG2864,-0.184
OG2865,-1.225
OG2866,
OG2867,0.0
OG2868,-1.369
OG2869,0.265
OG287,0.387
OG2870,-0.293
OG2871,-1.102
OG2872,-0.636
OG2873,-0.253
OG2874,-0.483
OG2875,0.07200000000000001
OG2876,-0.305
OG2877,-0.586
OG2878,
OG2879,
OG288,-0.52
OG2880,-1.43
OG2881,-1.881
OG2882,-2.9739999999999998
OG2883,-3.885
OG2884,
OG2885,-0.46799999999999997
OG2886,-1.43
OG2887,
OG2888,
OG2889,-4.671
OG289,-0.18100000000000002
OG2890,
OG2891,-2.349
OG2892,2.122
OG2893,-0.945
OG2894,-1.5930000000000002
OG2895,0.165
OG2896,0.114
OG2897,
OG2898,-1.883
OG2899,-2.349
OG29,-0.27
OG290,0.28600000000000003
OG2900,0.0
OG2901,-1.149
OG2902,-0.457
OG2903,-0.882
OG2904,-1.379
OG2905,-1.435
OG2906,-0.768
OG2907,-1.413
OG2908,0.5489999999999999
OG2909,0.001
OG291,-0.485
OG2910,-0.061
OG2911,-0.996
OG2912,0.078
OG2913,0.046
OG2914,1.393
OG2915,-1.268
OG2916,-0.44299999999999995
OG2917,0.159
OG2918,-1.186
OG2919,-1.8719999999999999
OG292,-0.26
OG2920,-2.346
OG2921,-0.21899999999999997
OG2922,-0.42700000000000005
OG2923,-2.345
OG2924,-0.8370000000000001
OG2925,-0.9490000000000001
OG2926,-0.309
OG2927,-0.862
OG2928,-1.074
OG2929,-1.561
OG293,-0.311
OG2930,-1.1
OG2931,-3.759
OG2932,-0.19399999999999998
OG2933,-0.29100000000000004
OG2934,-0.45
OG2935,-0.355
OG2936,-1.9
OG2937,-1.475
OG2938,3.1919999999999997
OG2939,0.0
OG294,-0.644
OG2940,-0.159
OG2941,
OG2942,-1.8459999999999999
OG2943,-1.165
OG2944,-1.092
OG2945,-0.958
OG2946,-1.305
OG2947,-1.26
OG2948,-2.8339999999999996
OG2949,2.0980000000000003
OG295,-0.746
OG2950,
OG2951,0.0
OG2952,
OG2953,-2.9339999999999997
OG2954,
OG2955,-1.354
OG2956,-2.9339999999999997
OG2957,-0.48100000000000004
OG2958,-2.3480000000000003
OG2959,
OG296,0.054000000000000006
OG2960,-0.517
OG2961,0.0
OG2962,-0.946
OG2963,0.494
OG2964,-0.128
OG2965,0.055999999999999994
OG2966,0.444
OG2967,1.288
OG2968,-0.833
OG2969,0.494
OG297,-0.135
OG2970,-0.1
OG2971,-1.581
OG2972,0.0
OG2973,0.5660000000000001
OG2974,-0.425
OG2975,-1.5390000000000001
OG2976,0.64
OG2977,-1.234
OG2978,0.013999999999999999
OG2979,-2.3280000000000003
OG298,0.5379999999999999
OG2980,1.2790000000000001
OG2981,-1.05
OG2982,0.01
OG2983,-1.4580000000000002
OG2984,1.0090000000000001
OG2985,0.083
OG2986,-1.43
OG2987,1.276
OG2988,-0.7709999999999999
OG2989,1.355
OG299,0.052000000000000005
OG2990,0.33899999999999997
OG2991,0.133
OG2992,-0.048
OG2993,1.364
OG2994,
OG2995,
OG2996,
OG2997,0.0
OG2998,0.0
OG2999,-1.44
OG3,-0.794
OG30,-0.768
OG300,-0.314
OG3000,-1.706
OG3001,-0.237
OG3002,-0.423
OG3003,-0.49
OG3004,-0.1
OG3005,0.005
OG3006,0.076
OG3007,0.436
OG3008,1.122
OG3009,-0.316
OG301,-0.127
OG3010,-0.332
OG3011,-0.563
OG3012,-2.315
OG3013,-0.6459999999999999
OG3014,-0.402
OG3015,-1.43
OG3016,0.085
OG3017,-0.40399999999999997
OG3018,-0.446
OG3019,
OG302,-0.076
OG3020,1.9080000000000001
OG3021,0.0
OG3022,-0.802
OG3023,-2.201
OG3024,-0.997
OG3025,
OG3026,0.358
OG3027,-1.551
OG3028,-0.6829999999999999
OG3029,0.494
OG303,-1.165
OG3030,0.879
OG3031,-0.7909999999999999
OG3032,-0.74
OG3033,-0.504
OG3034,-0.32899999999999996
OG3035,-2.079
OG3036,0.0
OG3037,-0.893
OG3038,-3.6689999999999996
OG3039,-0.14
OG304,0.523
OG3040,2.218
OG3041,-0.8140000000000001
OG3042,0.409
OG3043,-0.125
OG3044,-1.43
OG3045,0.16699999999999998
OG3046,-0.055
OG3047,0.44299999999999995
OG3048,0.44799999999999995
OG3049,-1.09
OG305,-0.239
OG3050,
OG3051,-0.19399999999999998
OG3052,-2.925
OG3053,-0.502
OG3054,-2.05
OG3055,-0.039
OG3056,0.0
OG3057,0.627
OG3058,0.0
OG3059,0.841
OG306,-1.062
OG3060,-1.232
OG3061,0.0
OG3062,-1.227
OG3063,-2.6
OG3064,0.626
OG3065,0.21
OG3066,
OG3067,-0.732
OG3068,-0.115
OG3069,0.494
OG307,0.009000000000000001
OG3070,0.19899999999999998
OG3071,-0.88
OG3072,-2.23
OG3073,-0.99
OG3074,
OG3075,1.715
OG3076,-1.43
OG3077,-1.43
OG3078,1.236
OG3079,0.494
OG308,-2.059
OG3080,-0.508
OG3081,0.0
OG3082,0.217
OG3083,1.4680000000000002
OG3084,-0.695
OG3085,
OG3086,-0.505
OG3087,-4.0280000000000005
OG3088,-3.0189999999999997
OG3089,-1.386
OG309,0.07
OG3090,-0.48
OG3091,-0.601
OG3092,-0.504
OG3093,-8.141
OG3094,2.0069999999999997
OG3095,-1.382
OG3096,-1.045
OG3097,-1.036
OG3098,0.0
OG3099,-0.653
OG31,-0.773
OG310,0.218
OG3100,-0.474
OG3101,0.0
OG3102,-0.971
OG3103,
OG3104,-0.5329999999999999
OG3105,-0.46799999999999997
OG3106,-2.03
OG3107,0.174
OG3108,0.494
OG3109,0.0
OG311,-0.20600000000000002
OG3110,
OG3111,-0.618
OG3112,-1.124
OG3113,-2.084
OG3114,-0.495
OG3115,-2.294
OG3116,-2.0580000000000003
OG3117,-1.43
OG3118,
OG3119,-0.223
OG312,-0.102
OG3120,-2.65
OG3121,-0.8290000000000001
OG3122,-1.077
OG3123,-0.21600000000000003
OG3124,0.0
OG3125,1.004
OG3126,-1.43
OG3127,
OG3128,
OG3129,-0.522
OG313,-0.157
OG3130,-0.07400000000000001
OG3131,-0.35700000000000004
OG3132,-0.8809999999999999
OG3133,-0.004
OG3134,
OG3135,
OG3136,
OG3137,-0.6
OG3138,-1.788
OG3139,-0.114
OG314,0.6559999999999999
OG3140,-0.721
OG3141,0.586
OG3142,
OG3143,0.6809999999999999
OG3144,-1.43
OG3145,0.309
OG3146,
OG3147,-0.46799999999999997
OG3148,
OG3149,
OG315,-0.321
OG3150,0.0
OG3151,
OG3152,
OG3153,-1.465
OG3154,1.4680000000000002
OG3155,-0.551
OG3156,-3.114
OG3157,-1.0859999999999999
OG3158,-2.186
OG3159,-1.331
OG316,-0.187
OG3160,-0.46799999999999997
OG3161,
OG3162,-2.687
OG3163,-0.843
OG3164,-0.275
OG3165,-1.929
OG3166,-0.52
OG3167,-0.401
OG3168,0.006999999999999999
OG3169,-0.6809999999999999
OG317,-0.5579999999999999
OG3170,0.191
OG3171,0.6679999999999999
OG3172,0.0
OG3173,
OG3174,
OG3175,-0.222
OG3176,0.0
OG3177,-2.137
OG3178,0.494
OG3179,0.494
OG318,-0.055999999999999994
OG3180,-2.2640000000000002
OG3181,
OG3182,-2.7489999999999997
OG3183,0.0
OG3184,-3.157
OG3185,0.0
OG3186,0.494
OG3187,-0.647
OG3188,0.494
OG3189,0.8740000000000001
OG319,-0.278
OG3190,-3.0
OG3191,-2.359
OG3192,0.415
OG3193,-1.776
OG3194,-0.502
OG3195,-1.43
OG3196,-3.2110000000000003
OG3197,-0.6
OG3198,-3.992
OG3199,-1.605
OG32,0.534
OG320,-0.115
OG3200,-2.399
OG3201,-1.3019999999999998
OG3202,-0.159
OG3203,0.473
OG3204,-0.9209999999999999
OG3205,0.0
OG3206,-1.604
OG3207,-0.585
OG3208,0.0
OG3209,0.11
OG321,-0.489
OG3210,-0.675
OG3211,-1.719
OG3212,-1.281
OG3213,-1.272
OG3214,-0.92
OG3215,-0.258
OG3216,-1.013
OG3217,-1.714
OG3218,-1.083
OG3219,-1.7719999999999998
OG322,-0.652
OG3220,-1.42
OG3221,-1.228
OG3222,-0.935
OG3223,-0.467
OG3224,-1.136
OG3225,-0.977
OG3226,-0.941
OG3227,-0.547
OG3228,-0.773
OG3229,-0.316
OG323,0.313
OG3230,-2.9339999999999997
OG3231,-1.034
OG3232,-2.842
OG3233,-2.985
OG3234,-4.337
OG3235,-0.652
OG3236,-0.733
OG3237,-1.601
OG3238,-1.4409999999999998
OG3239,-1.109
OG324,-0.034
OG3240,-1.285
OG3241,-0.46799999999999997
OG3242,0.11900000000000001
OG3243,-1.43
OG3244,-0.948
OG3245,-0.779
OG3246,-1.442
OG3247,-0.244
OG3248,-2.03
OG3249,0.387
OG325,-0.073
OG3250,-0.305
OG3251,1.255
OG3252,-3.517
OG3253,-0.8859999999999999
OG3254,-1.125
OG3255,-0.563
OG3256,-0.743
OG3257,-2.151
OG3258,-1.554
OG3259,-1.308
OG326,-1.413
OG3260,-0.43
OG3261,-3.012
OG3262,-0.114
OG3263,-0.132
OG3264,-1.295
OG3265,-1.082
OG3266,-0.62
OG3267,-2.105
OG3268,-1.272
OG3269,-1.166
OG327,-0.289
OG3270,-2.295
OG3271,-1.107
OG3272,-0.8009999999999999
OG3273,-1.0659999999999998
OG3274,-2.417
OG3275,-1.051
OG3276,-2.965
OG3277,-0.317
OG3278,-3.37
OG3279,-1.227
OG328,-0.165
OG3280,-0.591
OG3281,-0.885
OG3282,-0.703
OG3283,-1.805
OG3284,-0.953
OG3285,-0.23800000000000002
OG3286,-2.266
OG3287,-0.7240000000000001
OG3288,-2.157
OG3289,-1.002
OG329,-0.37200000000000005
OG3290,-1.459
OG3291,-1.386
OG3292,-0.106
OG3293,-0.46799999999999997
OG3294,-2.349
OG3295,-1.43
OG3296,-0.935
OG3297,-2.655
OG3298,
OG3299,-2.3480000000000003
OG33,-0.203
OG330,-0.091
OG3300,-2.33
OG3301,-0.764
OG3302,-0.22699999999999998
OG3303,-1.892
OG3304,-1.766
OG3305,-1.818
OG3306,-1.298
OG3307,-1.879
OG3308,-2.676
OG3309,-2.463
OG331,0.073
OG3310,-2.7510000000000003
OG3311,-0.574
OG3312,-1.038
OG3313,-1.4180000000000001
OG3314,-1.28
OG3315,-0.84
OG3316,-1.345
OG3317,-1.107
OG3318,0.494
OG3319,-1.43
OG332,0.069
OG3320,-2.229
OG3321,-2.102
OG3322,-1.954
OG3323,-1.426
OG3324,0.0
OG3325,
OG3326,-2.349
OG3327,-0.565
OG3328,-4.314
OG3329,-1.972
OG333,-0.386
OG3330,-1.635
OG3331,-1.297
OG3332,0.0
OG3333,-1.484
OG3334,-1.584
OG3335,-2.036
OG3336,-4.738
OG3337,0.0
OG3338,0.37799999999999995
OG3339,-0.331
OG334,-0.066
OG3340,
OG3341,-1.7069999999999999
OG3342,-1.43
OG3343,0.414
OG3344,-1.43
OG3345,-2.9160000000000004
OG3346,
OG3347,
OG3348,
OG3349,
OG335,-0.527
OG3350,
OG3351,
OG3352,
OG3353,
OG3354,
OG3355,
OG3356,
OG3357,
OG3358,
OG3359,
OG336,-0.128
OG3360,-1.43
OG3361,
OG3362,
OG3363,
OG3364,
OG3365,
OG3366,
OG3367,
OG3368,
OG3369,
OG337,0.259
OG3370,
OG3371,
OG3372,
OG3373,-1.288
OG3374,
OG3375,
OG3376,-0.902
OG3377,1.7009999999999998
OG3378,
OG3379,0.0
OG338,0.312
OG3380,-1.43
OG3381,-0.158
OG3382,-0.335
OG3383,0.0
OG3384,-0.431
OG3385,0.0
OG3386,-0.325
OG3387,0.342
OG3388,
OG3389,-0.59
OG339,-0.599
OG3390,3.091
OG3391,0.809
OG3392,-0.46799999999999997
OG3393,0.052000000000000005
OG3394,-0.191
OG3395,0.494
OG3396,-2.096
OG3397,-0.853
OG3398,-2.923
OG3399,-1.074
OG34,-1.137
OG340,-0.095
OG3400,0.037000000000000005
OG3401,-0.8109999999999999
OG3402,-1.004
OG3403,
OG3404,-0.002
OG3405,-0.716
OG3406,1.298
OG3407,0.213
OG3408,
OG3409,0.494
OG341,-0.162
OG3410,-1.361
OG3411,0.134
OG3412,0.0
OG3413,
OG3414,
OG3415,-1.594
OG3416,
OG3417,1.7280000000000002
