Id,log2FoldChange.minus10675vsAll
OG1539,-0.38
OG154,0.647
OG1540,0.275
OG1541,-0.05
OG1542,0.313
OG1543,0.436
OG1544,0.28
OG1545,0.435
OG1546,0.065
OG1547,0.243
OG1548,0.675
OG1549,0.772
OG155,-0.146
OG1550,0.653
OG1551,0.875
OG1552,0.062
OG1553,2.595
OG1554,0.075
OG1555,0.34700000000000003
OG1556,0.41
OG1557,-0.07400000000000001
OG1558,0.531
OG1559,0.545
OG156,0.871
OG1560,-0.267
OG1561,0.77
OG1562,0.35200000000000004
OG1563,-0.037000000000000005
OG1564,0.648
OG1565,0.514
OG1566,-0.12
OG1567,0.693
OG1568,0.536
OG1569,0.9209999999999999
OG157,-0.126
OG1570,-0.364
OG1571,0.369
OG1572,-0.052000000000000005
OG1573,0.109
OG1574,0.006
OG1575,0.8109999999999999
OG1576,0.341
OG1577,-0.168
OG1578,0.513
OG1579,-0.948
OG158,-0.121
OG1580,0.5589999999999999
OG1581,0.397
OG1582,0.009000000000000001
OG1583,-0.379
OG1584,-0.11599999999999999
OG1585,-0.16699999999999998
OG1586,-0.115
OG1587,0.23600000000000002
OG1588,0.728
OG1589,-0.1
OG159,0.848
OG1590,0.358
OG1591,-0.155
OG1592,0.863
OG1593,0.32
OG1594,0.215
OG1595,0.62
OG1596,0.851
OG1597,0.242
OG1598,0.5529999999999999
OG1599,0.643
OG16,-0.177
OG160,0.021
OG1600,0.43799999999999994
OG1601,0.9259999999999999
OG1602,-0.7390000000000001
OG1603,0.43200000000000005
OG1604,0.366
OG1605,1.178
OG1606,0.217
OG1607,0.5329999999999999
OG1608,0.569
OG1609,-0.018000000000000002
OG161,-1.079
OG1610,0.45899999999999996
OG1611,0.18600000000000003
OG1612,0.066
OG1613,-0.26
OG1614,0.13699999999999998
OG1615,0.8009999999999999
OG1616,1.139
OG1617,0.63
OG1618,0.077
OG1619,-0.092
OG162,-0.223
OG1620,0.381
OG1621,0.414
OG1622,0.077
OG1623,0.706
OG1624,-0.909
OG1625,0.305
OG1626,0.447
OG1627,-0.285
OG1628,0.10800000000000001
OG1629,-1.199
OG163,-0.9570000000000001
OG1630,-0.067
OG1631,0.9790000000000001
OG1632,-0.46799999999999997
OG1633,-0.18100000000000002
OG1634,0.802
OG1635,-0.48
OG1636,-0.077
OG1637,-0.386
OG1638,-0.502
OG1639,0.037000000000000005
OG164,0.0
OG1640,0.758
OG1641,0.841
OG1642,0.17300000000000001
OG1643,-0.284
OG1644,0.9540000000000001
OG1645,-0.08199999999999999
OG1646,0.79
OG1647,-0.21
OG1648,0.201
OG1649,0.596
OG165,-1.135
OG1650,0.8540000000000001
OG1651,-0.48700000000000004
OG1652,-0.74
OG1653,0.485
OG1654,0.9570000000000001
OG1655,-1.476
OG1656,0.474
OG1657,-0.10800000000000001
OG1658,0.39
OG1659,1.023
OG166,-0.355
OG1660,0.605
OG1661,0.08800000000000001
OG1662,0.9179999999999999
OG1663,0.47200000000000003
OG1664,-0.43
OG1665,-0.021
OG1666,-0.13699999999999998
OG1667,0.446
OG1668,0.142
OG1669,-0.075
OG167,-0.051
OG1670,0.315
OG1671,1.005
OG1672,0.496
OG1673,0.364
OG1674,0.01
OG1675,0.062
OG1676,0.332
OG1677,-0.025
OG1678,0.418
OG1679,0.10800000000000001
OG168,-1.806
OG1680,-0.10800000000000001
OG1681,0.527
OG1682,0.275
OG1683,0.045
OG1684,-0.638
OG1685,-0.289
OG1686,-0.08800000000000001
OG1687,0.746
OG1688,0.5710000000000001
OG1689,0.664
OG169,0.295
OG1690,0.562
OG1691,0.9640000000000001
OG1692,-1.656
OG1693,-0.78
OG1694,-0.126
OG1695,-0.128
OG1696,-0.413
OG1697,0.504
OG1698,0.503
OG1699,0.83
OG17,
OG170,-3.7319999999999998
OG1700,1.1420000000000001
OG1701,-0.758
OG1702,1.03
OG1703,-0.209
OG1704,1.22
OG1705,-0.059000000000000004
OG1706,-0.006999999999999999
OG1707,-0.047
OG1708,-0.785
OG1709,-0.3
OG171,0.45899999999999996
OG1710,0.528
OG1711,-0.045
OG1712,-0.506
OG1713,-0.046
OG1714,0.026000000000000002
OG1715,-0.5379999999999999
OG1716,-0.532
OG1717,0.245
OG1718,1.196
OG1719,0.34299999999999997
OG172,0.426
OG1720,0.349
OG1721,-0.064
OG1722,1.176
OG1723,0.727
OG1724,0.5710000000000001
OG1725,-0.005
OG1726,0.318
OG1727,1.5819999999999999
OG1728,1.018
OG1729,0.039
OG173,1.012
OG1730,-0.012
OG1731,0.807
OG1732,0.129
OG1733,0.008
OG1734,0.012
OG1735,0.217
OG1736,2.499
OG1737,-0.003
OG1738,-0.523
OG1739,2.117
OG174,-0.539
OG1740,-0.14400000000000002
OG1741,0.667
OG1742,0.746
OG1743,0.061
OG1744,0.085
OG1745,-0.183
OG1746,0.353
OG1747,0.6990000000000001
OG1748,0.924
OG1749,0.042
OG175,0.6859999999999999
OG1750,-3.549
OG1751,-0.134
OG1752,2.07
OG1753,0.624
OG1754,-0.127
OG1755,-1.4340000000000002
OG1756,-1.446
OG1757,-0.41200000000000003
OG1758,-0.821
OG1759,-0.255
OG176,0.485
OG1760,0.366
OG1761,0.031
OG1762,-1.15
OG1763,0.904
OG1764,-2.211
OG1765,-2.448
OG1766,0.52
OG1767,-0.9640000000000001
OG1768,0.585
OG1769,-0.159
OG177,0.32299999999999995
OG1770,0.226
OG1771,-6.505
OG1772,0.836
OG1773,0.616
OG1774,1.939
OG1775,-0.267
OG1776,0.517
OG1777,0.6759999999999999
OG1778,0.322
OG1779,-0.02
OG178,-0.43799999999999994
OG1780,-1.187
OG1781,0.35100000000000003
OG1782,-0.826
OG1783,
OG1784,1.7719999999999998
OG1785,1.014
OG1786,-2.134
OG1787,1.4969999999999999
OG1788,-0.5329999999999999
OG1789,0.19399999999999998
OG179,0.691
OG1790,1.4480000000000002
OG1791,-1.3940000000000001
OG1792,0.825
OG1793,-0.659
OG1794,-0.287
OG1795,0.265
OG1796,2.1109999999999998
OG1797,2.005
OG1798,-0.124
OG1799,-0.48200000000000004
OG18,0.203
OG180,0.589
OG1800,0.259
OG1801,-1.245
OG1802,-0.7240000000000001
OG1803,1.412
OG1804,0.365
OG1805,-2.8139999999999996
OG1806,-1.335
OG1807,1.1320000000000001
OG1808,0.9059999999999999
OG1809,1.327
OG181,0.579
OG1810,-1.754
OG1811,1.768
OG1812,-0.9420000000000001
OG1813,2.307
OG1814,1.153
OG1815,-0.109
OG1816,0.313
OG1817,1.026
OG1818,-0.932
OG1819,-0.18100000000000002
OG182,1.082
OG1820,-4.419
OG1821,0.386
OG1822,0.623
OG1823,-2.553
OG1824,-0.8190000000000001
OG1825,2.145
OG1826,0.159
OG1827,-0.142
OG1828,-0.138
OG1829,0.5
OG183,-1.123
OG1830,2.9619999999999997
OG1831,0.645
OG1832,0.767
OG1833,0.9470000000000001
OG1834,0.435
OG1835,-0.11900000000000001
OG1836,-0.22399999999999998
OG1837,0.5720000000000001
OG1838,0.73
OG1839,-0.45299999999999996
OG184,-0.013999999999999999
OG1840,-1.335
OG1841,1.008
OG1842,0.667
OG1843,0.365
OG1844,0.163
OG1845,0.589
OG1846,0.581
OG1847,-0.12
OG1848,-1.371
OG1849,1.693
OG185,-1.771
OG1850,0.221
OG1851,-0.322
OG1852,0.773
OG1853,0.664
OG1854,-2.03
OG1855,0.777
OG1856,0.951
OG1857,0.589
OG1858,0.912
OG1859,0.684
OG186,-0.502
OG1860,1.177
OG1861,1.495
OG1862,0.667
OG1863,1.261
OG1864,0.39399999999999996
OG1865,1.992
OG1866,0.316
OG1867,0.618
OG1868,-0.609
OG1869,3.699
OG187,0.248
OG1870,0.589
OG1871,1.3359999999999999
OG1872,0.055
OG1873,0.589
OG1874,-0.166
OG1875,-0.027000000000000003
OG1876,3.18
OG1877,-0.5660000000000001
OG1878,0.201
OG1879,-0.515
OG188,-1.335
OG1880,-0.573
OG1881,-0.95
OG1882,
OG1883,0.589
OG1884,0.295
OG1885,1.083
OG1886,0.879
OG1887,2.094
OG1888,0.589
OG1889,1.249
OG189,-3.167
OG1890,0.6459999999999999
OG1891,1.224
OG1892,1.149
OG1893,-0.14400000000000002
OG1894,-0.589
OG1895,1.156
OG1896,0.606
OG1897,1.795
OG1898,0.127
OG1899,1.043
OG19,0.327
OG190,-2.4
OG1900,-0.574
OG1901,-0.078
OG1902,-0.231
OG1903,-1.538
OG1904,-1.588
OG1905,0.755
OG1906,2.951
OG1907,1.8519999999999999
OG1908,2.019
OG1909,0.03
OG191,-0.598
OG1910,2.06
OG1911,0.617
OG1912,
OG1913,-0.569
OG1914,0.556
OG1915,0.792
OG1916,-1.83
OG1917,1.607
OG1918,1.183
OG1919,0.5760000000000001
OG192,0.563
OG1920,-1.65
OG1921,0.9359999999999999
OG1922,0.271
OG1923,0.66
OG1924,0.39299999999999996
OG1925,0.28800000000000003
OG1926,2.1630000000000003
OG1927,-1.7719999999999998
OG1928,0.254
OG1929,0.529
OG193,2.278
OG1930,0.0
OG1931,-0.017
OG1932,-0.634
OG1933,0.258
OG1934,1.8259999999999998
OG1935,0.129
OG1936,0.627
OG1937,-2.131
OG1938,1.253
OG1939,0.675
OG194,-0.001
OG1940,0.8370000000000001
OG1941,1.3319999999999999
OG1942,
OG1943,0.0
OG1944,
OG1945,-1.335
OG1946,-2.878
OG1947,
OG1948,
OG1949,
OG195,-0.495
OG1950,
OG1951,
OG1952,0.589
OG1953,
OG1954,-0.597
OG1955,0.588
OG1956,0.5820000000000001
OG1957,1.48
OG1958,-0.297
OG1959,0.589
OG196,-0.284
OG1960,-0.38799999999999996
OG1961,0.254
OG1962,1.03
OG1963,0.919
OG1964,0.196
OG1965,
OG1966,1.5490000000000002
OG1967,0.0
OG1968,0.0
OG1969,-1.335
OG197,-0.513
OG1970,-1.166
OG1971,0.502
OG1972,1.88
OG1973,2.042
OG1974,0.36200000000000004
OG1975,-0.249
OG1976,0.795
OG1977,0.0
OG1978,1.127
OG1979,-2.169
OG198,
OG1980,-3.187
OG1981,1.396
OG1982,1.5930000000000002
OG1983,1.554
OG1984,0.449
OG1985,1.119
OG1986,1.371
OG1987,
OG1988,0.18600000000000003
OG1989,0.204
OG199,0.976
OG1990,2.6430000000000002
OG1991,0.139
OG1992,
OG1993,
OG1994,1.157
OG1995,0.0
OG1996,
OG1997,
OG1998,2.1959999999999997
OG1999,-2.226
OG2,0.315
OG20,0.0
OG200,-0.159
OG2000,0.653
OG2001,0.7829999999999999
OG2002,1.015
OG2003,0.0
OG2004,0.0
OG2005,0.0
OG2006,0.0
OG2007,
OG2008,0.545
OG2009,2.5
OG201,-0.044000000000000004
OG2010,-0.677
OG2011,
OG2012,-0.516
OG2013,0.657
OG2014,0.373
OG2015,1.6480000000000001
OG2016,0.589
OG2017,0.6729999999999999
OG2018,0.201
OG2019,
OG202,2.146
OG2020,0.327
OG2021,0.095
OG2022,0.885
OG2023,-1.329
OG2024,-1.749
OG2025,-0.094
OG2026,1.295
OG2027,-1.335
OG2028,0.84
OG2029,-0.225
OG203,0.701
OG2030,-0.068
OG2031,-0.225
OG2032,-0.294
OG2033,0.17800000000000002
OG2034,0.5670000000000001
OG2035,1.2209999999999999
OG2036,0.40700000000000003
OG2037,1.6480000000000001
OG2038,0.61
OG2039,0.828
OG204,0.915
OG2040,0.402
OG2041,-0.175
OG2042,-1.3780000000000001
OG2043,1.4409999999999998
OG2044,1.301
OG2045,-2.84
OG2046,0.055999999999999994
OG2047,-2.314
OG2048,0.11699999999999999
OG2049,
OG205,-0.843
OG2050,-2.533
OG2051,0.929
OG2052,1.7309999999999999
OG2053,-0.256
OG2054,-0.733
OG2055,0.878
OG2056,1.4369999999999998
OG2057,0.5529999999999999
OG2058,0.47200000000000003
OG2059,-0.735
OG206,-0.042
OG2060,-1.699
OG2061,-0.373
OG2062,1.354
OG2063,0.6970000000000001
OG2064,-0.47600000000000003
OG2065,-1.085
OG2066,0.72
OG2067,1.379
OG2068,1.235
OG2069,0.851
OG207,0.19
OG2070,0.71
OG2071,-0.247
OG2072,0.111
OG2073,0.16
OG2074,-1.1740000000000002
OG2075,0.53
OG2076,0.267
OG2077,0.87
OG2078,-0.215
OG2079,1.056
OG208,-0.27399999999999997
OG2080,0.435
OG2081,
OG2082,-2.443
OG2083,0.888
OG2084,0.8640000000000001
OG2085,-0.11699999999999999
OG2086,-0.483
OG2087,-2.298
OG2088,0.315
OG2089,-1.699
OG209,-0.6990000000000001
OG2090,-0.218
OG2091,-0.636
OG2092,0.032
OG2093,-0.7
OG2094,0.314
OG2095,0.835
OG2096,0.8859999999999999
OG2097,-0.337
OG2098,-0.28600000000000003
OG2099,-0.441
OG21,-0.68
OG210,1.9340000000000002
OG2100,-0.846
OG2101,-0.665
OG2102,0.612
OG2103,-0.5579999999999999
OG2104,0.263
OG2105,-0.214
OG2106,-1.084
OG2107,-2.177
OG2108,-0.614
OG2109,1.474
OG211,0.228
OG2110,-0.905
OG2111,0.295
OG2112,1.5290000000000001
OG2113,-0.336
OG2114,-0.941
OG2115,0.47
OG2116,0.74
OG2117,0.858
OG2118,0.253
OG2119,0.35200000000000004
OG212,0.643
OG2120,0.9540000000000001
OG2121,0.49700000000000005
OG2122,0.659
OG2123,1.2409999999999999
OG2124,0.34700000000000003
OG2125,0.883
OG2126,0.9590000000000001
OG2127,-1.335
OG2128,
OG2129,0.495
OG213,0.11
OG2130,
OG2131,2.31
OG2132,1.891
OG2133,
OG2134,
OG2135,
OG2136,
OG2137,
OG2138,
OG2139,
OG214,0.589
OG2140,
OG2141,
OG2142,
OG2143,
OG2144,
OG2145,
OG2146,
OG2147,
OG2148,
OG2149,-1.335
OG215,0.922
OG2150,0.605
OG2151,-1.8130000000000002
OG2152,0.589
OG2153,-0.763
OG2154,0.0
OG2155,1.507
OG2156,0.5379999999999999
OG2157,0.515
OG2158,0.273
OG2159,-0.599
OG216,0.142
OG2160,-0.55
OG2161,0.72
OG2162,-0.29
OG2163,-0.225
OG2164,1.196
OG2165,0.32299999999999995
OG2166,1.8019999999999998
OG2167,
OG2168,0.752
OG2169,1.05
OG217,-0.287
OG2170,0.285
OG2171,-0.13
OG2172,0.355
OG2173,-1.38
OG2174,-1.2209999999999999
OG2175,-0.392
OG2176,-0.51
OG2177,-1.06
OG2178,-1.03
OG2179,
OG218,-0.914
OG2180,
OG2181,0.0
OG2182,3.0
OG2183,1.692
OG2184,1.364
OG2185,
OG2186,0.5670000000000001
OG2187,1.386
OG2188,-0.385
OG2189,-0.415
OG219,1.37
OG2190,-3.193
OG2191,-0.28
OG2192,0.016
OG2193,0.0
OG2194,0.511
OG2195,0.213
OG2196,-4.511
OG2197,0.5379999999999999
OG2198,1.028
OG2199,-0.373
OG22,0.589
OG220,0.428
OG2200,0.652
OG2201,0.0
OG2202,0.589
OG2203,1.723
OG2204,
OG2205,-0.687
OG2206,-0.059000000000000004
OG2207,0.397
OG2208,2.485
OG2209,-0.506
OG221,0.517
OG2210,0.467
OG2211,
OG2212,
OG2213,0.27899999999999997
OG2214,0.617
OG2215,-0.069
OG2216,-1.734
OG2217,-3.972
OG2218,1.042
